date,bucket,prod_share,partner_share,l1_distance_to_production,l1_distance_to_partner,bil_weight
2005-01-14,defense_production,0.8,0.2,0.036713006521512166,0.14685202608605027,0.981643496739244
2005-01-21,defense_production,0.8,0.2,0.036124703447236846,0.1444988137889479,0.9819376482763816
2005-01-28,defense_production,0.8,0.2,0.03603060818679467,0.14412243274717998,0.9819846959066028
2005-02-04,defense_production,0.8,0.2,0.03597920469522379,0.1439168187808962,0.9820103976523882
2005-02-11,defense_production,0.8,0.2,0.03595370677062668,0.1438148270825076,0.9820231466146867
2005-02-18,defense_production,0.8,0.2,0.03594261376640942,0.1437704550656382,0.9820286931167953
2005-02-25,defense_production,0.8,0.2,0.04873596206435328,0.19494384825741398,0.9756320189678234
2005-03-04,defense_production,0.8,0.2,0.048734583447893956,0.1949383337915766,0.9756327082760531
2005-03-11,defense_production,0.8,0.2,0.04879655195892513,0.19518620783570123,0.9756017240205375
2005-03-18,ambiguous_abstain,0.8,0.2,0.04177479139309986,0.16709916557240093,0.9791126043034502
2005-03-25,ambiguous_abstain,0.8,0.2,0.04120526431689882,0.16482105726759616,0.9793973678415506
2005-04-01,ambiguous_abstain,0.8,0.2,0.09415312813456286,0.3766125125382519,0.9529234359327186
2005-04-08,ambiguous_abstain,0.8,0.2,0.09412749346268542,0.37650997385074325,0.9529362532686574
2005-04-15,ambiguous_abstain,0.8,0.2,0.09406585152079397,0.37626340608317665,0.952967074239603
2005-04-22,ambiguous_abstain,0.8,0.2,0.09401135757209052,0.3760454302883629,0.9529943212139548
2005-04-29,ambiguous_abstain,0.8,0.2,0.09479442559508502,0.37917770238034076,0.9526027872024575
2005-05-06,ambiguous_abstain,0.8,0.2,0.09476965585521549,0.3790786234208634,0.9526151720723923
2005-05-13,ambiguous_abstain,0.8,0.2,0.09472971200053004,0.3789188480021213,0.952635143999735
2005-05-20,defense_production,0.8,0.2,0.09462544197691902,0.37850176790767676,0.9526872790115405
2005-05-27,defense_production,0.8,0.2,0.09456924065697862,0.37827696262791577,0.9527153796715108
2005-06-03,defense_production,0.8,0.2,0.04217176066155224,0.16868704264620993,0.9789141196692239
2005-06-10,defense_production,0.8,0.2,0.041951945186939454,0.16780778074775854,0.9790240274065303
2005-06-17,defense_production,0.8,0.2,0.04179541578240813,0.16718166312963326,0.979102292108796
2005-06-24,ambiguous_abstain,0.8,0.2,0.057654232116565084,0.23061692846626153,0.9711728839417175
2005-07-01,ambiguous_abstain,0.8,0.2,0.057726974884252075,0.23090789953700946,0.971136512557874
2005-07-08,ambiguous_abstain,0.8,0.2,0.1056388009766197,0.4225552039064799,0.9471805995116902
2005-07-15,defense_production,0.8,0.2,0.10565632573534775,0.42262530294139156,0.9471718371323261
2005-07-22,defense_production,0.8,0.2,0.1057599054199374,0.42303962167975034,0.9471200472900313
2005-07-29,ambiguous_abstain,0.8,0.2,0.10574105229660227,0.42296420918641,0.9471294738516989
2005-08-05,defense_production,0.8,0.2,0.10576866924277686,0.42307467697110845,0.9471156653786116
2005-08-12,defense_production,0.8,0.2,0.10591169149952182,0.42364676599808837,0.9470441542502391
2005-08-19,defense_production,0.8,0.2,0.05550954140608278,0.22203816562433135,0.9722452292969586
2005-08-26,defense_production,0.8,0.2,0.05493225890651016,0.21972903562604196,0.972533870546745
2005-09-02,defense_production,0.8,0.2,0.05484439474844613,0.21937757899378535,0.972577802625777
2005-09-09,defense_production,0.8,0.2,0.0548861859845422,0.2195447439381704,0.972556907007729
2005-09-16,ambiguous_abstain,0.8,0.2,0.05772889140140509,0.23091556560562046,0.9711355542992974
2005-09-23,defense_production,0.8,0.2,0.05790920838351126,0.23163683353404668,0.9710453958082444
2005-09-30,defense_production,0.8,0.2,0.055681195698854796,0.22272478279542002,0.9721594021505726
2005-10-07,defense_production,0.8,0.2,0.05497182395201894,0.21988729580807637,0.9725140880239905
2005-10-14,defense_production,0.8,0.2,0.05715712131641676,0.22862848526566748,0.9714214393417916
2005-10-21,ambiguous_abstain,0.8,0.2,0.055668529021720425,0.22267411608688192,0.9721657354891398
2005-10-28,ambiguous_abstain,0.8,0.2,0.0565008144605923,0.22600325784236994,0.9717495927697039
2005-11-04,ambiguous_abstain,0.8,0.2,0.10558097849973637,0.422323913998946,0.9472095107501318
2005-11-11,ambiguous_abstain,0.8,0.2,0.10566044140843142,0.42264176563372646,0.9471697792957843
2005-11-18,ambiguous_abstain,0.8,0.2,0.10487268416180029,0.4194907366472027,0.9475636579190999
2005-11-25,ambiguous_abstain,0.8,0.2,0.10458491742059829,0.4183396696823942,0.9477075412897009
2005-12-02,defense_production,0.8,0.2,0.10446439018882242,0.41785756075529024,0.9477678049055888
2005-12-09,ambiguous_abstain,0.8,0.2,0.10418724734122578,0.4167489893649041,0.9479063763293871
2005-12-16,ambiguous_abstain,0.8,0.2,0.10419126150567384,0.4167650460226957,0.947904369247163
2005-12-23,defense_production,0.8,0.2,0.10421541157622319,0.4168616463048931,0.9478922942118884
2005-12-30,ambiguous_abstain,0.8,0.2,0.1035321507047979,0.41412860281919306,0.9482339246476011
2006-01-06,ambiguous_abstain,0.8,0.2,0.10311994997665122,0.4124797999066063,0.9484400250116745
2006-01-13,defense_production,0.8,0.2,0.10427085467495685,0.4170834186998291,0.9478645726625217
2006-01-20,defense_production,0.8,0.2,0.10201614415153278,0.4080645766061324,0.9489919279242337
2006-01-27,defense_production,0.8,0.2,0.05661170065970708,0.22644680263883013,0.9716941496701466
2006-02-03,defense_production,0.8,0.2,0.055599800710233585,0.22239920284093556,0.9722000996448833
2006-02-10,defense_production,0.8,0.2,0.05573697705104697,0.22294790820418858,0.9721315114744765
2006-02-17,defense_production,0.8,0.2,0.055790878873703556,0.22316351549481572,0.9721045605631483
2006-02-24,defense_production,0.8,0.2,0.05971175968843156,0.238847038753727,0.9701441201557842
2006-03-03,defense_production,0.8,0.2,0.05977661200782723,0.23910644803130965,0.9701116939960864
2006-03-10,defense_production,0.8,0.2,0.05979225770255961,0.23916903081023955,0.9701038711487202
2006-03-17,defense_production,0.8,0.2,0.058881647309501586,0.23552658923800743,0.9705591763452492
2006-03-24,defense_production,0.8,0.2,0.059879158158412674,0.23951663263365175,0.9700604209207937
2006-03-31,defense_production,0.8,0.2,0.062435277050507706,0.249741108202033,0.9687823614747463
2006-04-07,defense_production,0.8,0.2,0.06220359339910278,0.24881437359641198,0.9688982033004486
2006-04-14,ambiguous_abstain,0.8,0.2,0.06227936243158771,0.24911744972635236,0.9688603187842062
2006-04-21,defense_production,0.8,0.2,0.06142575466117746,0.24570301864471103,0.9692871226694113
2006-04-28,ambiguous_abstain,0.8,0.2,0.06216310113034759,0.24865240452139123,0.9689184494348262
2006-05-05,ambiguous_abstain,0.8,0.2,0.0626183320733543,0.25047332829341845,0.9686908339633229
2006-05-12,ambiguous_abstain,0.8,0.2,0.10985536976374849,0.43942147905499535,0.9450723151181258
2006-05-19,ambiguous_abstain,0.8,0.2,0.10971928596139409,0.4388771438455773,0.945140357019303
2006-05-26,defense_production,0.8,0.2,0.1004978738467956,0.40199149538718276,0.9497510630766022
2006-06-02,ambiguous_abstain,0.8,0.2,0.1036763593890473,0.4147054375561898,0.9481618203054764
2006-06-09,defense_production,0.8,0.2,0.10305823962265256,0.41223295849061103,0.9484708801886738
2006-06-16,ambiguous_abstain,0.8,0.2,0.1029293021876704,0.41171720875068263,0.9485353489061649
2006-06-23,defense_production,0.8,0.2,0.09981035605152579,0.399241424206104,0.9500948219742371
2006-06-30,ambiguous_abstain,0.8,0.2,0.08400047495734392,0.3360018998293762,0.3628845566615907
2006-07-07,ambiguous_abstain,0.8,0.2,0.08372718023712421,0.33490872094849716,0.3628486788904569
2006-07-14,ambiguous_abstain,0.8,0.2,0.0787912477440049,0.31516499097602024,0.3632141671551879
2006-07-21,defense_production,0.8,0.2,0.0804073007365653,0.3216292029462618,0.3639925697576873
2006-07-28,defense_production,0.8,0.2,0.10414123534599737,0.4165649413839901,0.26441266834239713
2006-08-04,defense_production,0.8,0.2,0.031862082769813095,0.1274483310792536,0.2534099802286684
2006-08-11,defense_production,0.8,0.2,0.031434236044953046,0.12573694417981368,0.25335699870406864
2006-08-18,defense_production,0.8,0.2,0.033571328978696725,0.13428531591478798,0.25530182975389965
2006-08-25,ambiguous_abstain,0.8,0.2,0.03511789980855092,0.14047159923420527,0.20385549661540794
2006-09-01,defense_production,0.8,0.2,0.028985533383365285,0.11594213353346264,0.20376983384982594
2006-09-08,defense_production,0.8,0.2,0.02760412210492922,0.1104164884197184,0.2035736185463563
2006-09-15,ambiguous_abstain,0.8,0.2,0.035212569522103776,0.14085027808841682,0.20388432251262642
2006-09-22,ambiguous_abstain,0.8,0.2,0.03487511168368545,0.13950044673474363,0.20378192896076483
2006-09-29,ambiguous_abstain,0.8,0.2,0.10737335382342895,0.42949341529371704,0.2173021659542955
2006-10-06,defense_production,0.8,0.2,0.1055918786435622,0.4223675145742502,0.2172300990755374
2006-10-13,ambiguous_abstain,0.8,0.2,0.10550656718544664,0.4220262687417879,0.2173111454442238
2006-10-20,ambiguous_abstain,0.8,0.2,0.0997947235012206,0.399178894004884,0.21730517164291863
2006-10-27,ambiguous_abstain,0.8,0.2,0.1277000813980436,0.5108003255921763,0.07369536498966843
2006-11-03,ambiguous_abstain,0.8,0.2,0.1279102402954138,0.5116409611816571,0.0737086207386081
2006-11-10,defense_production,0.8,0.2,0.12550195236614006,0.5020078094645626,0.07353708037215113
2006-11-17,defense_production,0.8,0.2,0.12455782079331425,0.49823128317325965,0.07335673078488762
2006-11-24,defense_production,0.8,0.2,0.05066714743386655,0.20266858973546714,0.011939587906325383
2006-12-01,defense_production,0.8,0.2,0.04536255915565651,0.18145023662262805,0.011845924010417994
2006-12-08,defense_production,0.8,0.2,0.046648179965986865,0.1865927198639492,0.011901751723955552
2006-12-15,defense_production,0.8,0.2,0.05158300813949661,0.20633203255798743,0.011015692742506331
2006-12-22,defense_production,0.8,0.2,0.048062362938247234,0.19224945175299055,0.009800289023135607
2006-12-29,defense_production,0.8,0.2,0.05797514366907573,0.231900574676305,0.010864983874242054
2007-01-05,defense_production,0.8,0.2,0.055817571673248904,0.22327028669299773,0.010870034678449525
2007-01-12,defense_production,0.8,0.2,0.05330897792818709,0.21323591171275047,0.009804078444852865
2007-01-19,defense_production,0.8,0.2,0.05331725211125554,0.21326900844502483,0.010355991549026305
2007-01-26,defense_production,0.8,0.2,0.052715110344325876,0.2108604413773053,0.010229236211810874
2007-02-02,defense_production,0.8,0.2,0.053050333391697034,0.21220133356679016,0.009204180784204652
2007-02-09,defense_production,0.8,0.2,0.05257424497446402,0.21029697989785884,0.010149102564234428
2007-02-16,ambiguous_abstain,0.8,0.2,0.05379500463956226,0.21518001855825175,0.010895050402820627
2007-02-23,ambiguous_abstain,0.8,0.2,0.04765793433025276,0.19063173732101332,0.0715624854533974
2007-03-02,ambiguous_abstain,0.8,0.2,0.13472427265612227,0.5388970906244913,0.09167808947993986
2007-03-09,ambiguous_abstain,0.8,0.2,0.13429220696902064,0.5371688278760848,0.09243473726576237
2007-03-16,ambiguous_abstain,0.8,0.2,0.13347729476191741,0.5339091790476718,0.09247006271639421
