,model_confidence,model_uncertainty,margin_confidence,agreement,signal_top_gap,risk_guard,cash_weight,mu_scale,lambda_turn,lambda_tail,lambda_anchor,safe_mix,freeze_prev
2005-01-14,0.08187828602084121,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.19999999999999996,0.6,0.0799012062059953,0.1360789125551621,1.2949467169395352,0.86688,1.4886531787920307,0.20489388696655136,0.0
2005-01-21,0.0741005082430635,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.18000000000000005,0.6,0.08,0.13247456451594647,1.297513383606202,0.86688,1.4897031787920307,0.20489388696655136,0.0
2005-01-28,0.0741005082430635,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.18000000000000005,0.6,0.08,0.13247456451594647,1.297513383606202,0.86688,1.4897031787920307,0.20489388696655136,0.0
2005-02-04,0.0741005082430635,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.18000000000000005,0.6,0.08,0.13247456451594647,1.297513383606202,0.86688,1.4897031787920307,0.20489388696655136,0.0
2005-02-11,0.0741005082430635,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.18000000000000005,0.6,0.08,0.13247456451594647,1.297513383606202,0.86688,1.4897031787920307,0.20489388696655136,0.0
2005-02-18,0.0741005082430635,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.18000000000000005,0.6,0.08,0.13247456451594647,1.297513383606202,0.86688,1.4897031787920307,0.20489388696655136,0.0
2005-02-25,0.0741005082430635,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.18000000000000005,0.6,0.08,0.13247456451594647,1.297513383606202,0.86688,1.4897031787920307,0.20489388696655136,0.0
2005-03-04,0.0741005082430635,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.18000000000000005,0.6,0.08,0.13247456451594647,1.297513383606202,0.86688,1.4897031787920307,0.20489388696655136,0.0
2005-03-11,0.1437556806568566,0.6089388696655134,0.4302298850574713,0.3333333333333333,0.18000000000000005,0.6,0.07804488436691485,0.16475389818734607,1.2745271767096504,0.86688,1.480299730516169,0.20489388696655136,0.0
2005-03-18,0.08604754264151196,0.6012095366877994,0.3280890804597701,0.0,0.22666666666666657,0.1,0.03946695518826662,0.13818710810461476,1.291870408999617,0.74448,1.4870468691962488,0.13412095366877994,0.0
