,state_text,production_weight,phasen_weight,phaseo_weight,trust_score,phaseo_prob,threshold,model_confidence,model_uncertainty,phaseo_state_edge_mean,phaseo_ex_mean_13,risk_guard,selected_expert
2010-11-19,neutral_mixed,1.0,0.0,0.0,0.07141162741741719,0.15397519027919526,0.6,0.2913699279021421,0.5008434904136219,0.0006136124919832342,0.0007692812246996145,0.35,production
2010-11-26,neutral_mixed,1.0,0.0,0.0,0.06590220754369681,0.1474341700634992,0.6,0.2947110861939873,0.4777829287078369,0.0005957911756675549,0.0007211006675083298,0.35,production
2010-12-03,neutral_mixed,1.0,0.0,0.0,0.2462354076745128,0.3441750115177728,0.6,0.2430502155001989,0.5390688486755609,0.0005488596677955412,0.00039056736198156075,0.35,production
2010-12-10,neutral_mixed,1.0,0.0,0.0,0.20451250435279977,0.29400582909932843,0.6,0.3055868893949974,0.4904000767681415,0.0005572348176572799,0.0004482735943459915,0.35,production
2010-12-17,neutral_mixed,1.0,0.0,0.0,0.20499996985779312,0.298106628379462,0.6,0.2694683437672892,0.5199569671814849,0.0005607630896528932,0.00046143537483730676,0.35,production
2010-12-24,calm_trend,1.0,0.0,0.0,0.4252783036301886,0.4314824180980226,0.6,0.1442509108082129,0.6075385573755554,-0.0009622547557122095,-4.942946036353162e-05,0.25,production
2010-12-31,calm_trend,1.0,0.0,0.0,0.5362179848673204,0.5435284635206714,0.6,0.3347241213633802,0.5077028978103726,-0.001068915849781801,-0.0005932258156133315,0.25,production
2011-01-07,calm_trend,1.0,0.0,0.0,0.41883589529303444,0.41467590389459025,0.6,0.2471836254189247,0.6165156322327914,-0.0008940916803794044,0.0001719442620285224,0.25,production
2011-01-14,calm_trend,1.0,0.0,0.0,0.41213601684387974,0.414541676674471,0.6,0.1948397851214044,0.6042383530537521,-0.0008549895836690344,-6.87517600495776e-05,0.25,production
2011-01-21,calm_trend,1.0,0.0,0.0,0.5245023230886551,0.5146621476326119,0.6,0.3086828550504504,0.5489546594240866,-0.0008742976410876871,5.714183739270703e-05,0.25,production
2011-01-28,neutral_mixed,1.0,0.0,0.0,0.36916925147104435,0.4861581405403643,0.6,0.2785086091287826,0.5213964711991657,0.0005255713162876522,-0.000348080511695916,0.35,production
2011-02-04,neutral_mixed,0.0,0.0,1.0,0.6878851466614716,0.805319868804792,0.6,0.3241889167811176,0.4977412846216353,0.000518290890230233,-0.0005060735623269698,0.35,phaseo
2011-02-11,calm_trend,0.0,0.0,1.0,0.8335400908157168,0.853196474787306,0.52,0.3511401195916761,0.5847560465463565,-0.0009292004018564088,-0.0011152341752077158,0.25,phaseo
2011-02-18,neutral_mixed,0.0,0.0,1.0,0.7465887226921388,0.8806284601372897,0.52,0.3539085716313499,0.5543345251326469,0.0005092733391743895,-0.0012653272358782853,0.35,phaseo
2011-02-25,neutral_mixed,0.0,0.0,1.0,0.8063333953845008,0.9315459345526703,0.52,0.413974265358718,0.4913455576843558,0.0005017495791699863,-0.0011593787422213239,0.35,phaseo
2011-03-04,neutral_mixed,0.0,0.0,1.0,0.8221748576133916,0.9409913894862908,0.52,0.4406353126032397,0.4874986620360377,0.0004912053629959546,-0.0007524370002996701,0.3045744287408532,phaseo
2011-03-11,neutral_mixed,1.0,0.0,0.0,0.4036267964711593,0.5160804935113243,0.52,0.3125981161822497,0.3921093149477481,0.0005012350864964739,-0.0007322528172873701,0.1963117684311788,production
2011-03-18,neutral_mixed,1.0,0.0,0.0,0.5285560278832123,0.654437299439439,0.6,0.3615571932994964,0.5197409183693227,0.0004955231174214023,-0.0008476759063204779,0.3847304197037829,production
2011-03-25,neutral_mixed,0.0,0.0,1.0,0.6919062280100887,0.8020876369511469,0.6,0.4031410163481447,0.4020944899948686,0.0004771055640719217,-0.0006651918434948239,0.2303573526675086,phaseo
2011-04-01,neutral_mixed,1.0,0.0,0.0,0.22906514877572287,0.3413696915789769,0.52,0.2487534075241974,0.5289654360933466,0.0004755046786750371,-7.381149663860863e-05,0.2153234106231741,production
2011-04-08,neutral_mixed,0.0,0.0,1.0,0.6436158077986796,0.7765182226759868,0.6,0.0817720785473699,0.5467755102890826,0.0004894212490177789,-0.0006153648488668856,0.2153234106231741,phaseo
2011-04-15,neutral_mixed,0.0,0.0,1.0,0.7249629008426983,0.8575631331470086,0.52,0.2658598675323333,0.5621543856341642,0.00048150944368023174,-0.0007976374206650624,0.2986559242773238,phaseo
2011-04-22,calm_trend,0.0,0.0,1.0,0.7780121055714131,0.7767784377181496,0.52,0.4434283369315988,0.4542594224414461,-0.0009440493661766966,-0.0007338502037211008,0.2261225878576188,phaseo
2011-04-29,calm_trend,0.0,0.0,1.0,0.7309121880777651,0.7270841271157518,0.52,0.2611719578442468,0.4745390713349323,-0.0009162106762993622,-0.0003212255924396162,0.25,phaseo
2011-05-06,neutral_mixed,1.0,0.0,0.0,0.04922594505948634,0.1695952991756733,0.52,0.0737362417779891,0.6018433035007422,0.00047088151147369796,8.026829631606829e-05,0.437809828447133,production
2011-05-13,neutral_mixed,1.0,0.0,0.0,0.0,0.05071801732548123,0.6,0.3829321990907445,0.5424012719270955,0.0004658899993280332,0.0001207845679210298,0.35,production
2011-05-20,calm_trend,1.0,0.0,0.0,0.015435775270132963,0.02051697063776964,0.6,0.0890641257564488,0.6340735829867298,-0.0008347398390410039,3.076920875848373e-05,0.0,production
2011-05-27,calm_trend,1.0,0.0,0.0,0.4417882689202875,0.4520240409537431,0.6,0.0120020032890414,0.6035933592604357,-0.0008648073548582011,-0.00014192042269652397,0.0,production
2011-06-03,calm_trend,1.0,0.0,0.0,0.5415538936504108,0.5527806855960334,0.6,0.1336581445586503,0.5758383277902445,-0.0009107689180647239,-0.000367183839555124,0.0,production
2011-06-10,calm_trend,1.0,0.0,0.0,0.5774223479948574,0.5877690545203147,0.6,0.1143068983299185,0.585043959863997,-0.0008606125432415235,-0.00032299676122400845,0.0,production
2011-06-17,calm_trend,1.0,0.0,0.0,0.5843845807371042,0.5785010771467475,0.6,0.1823946083553618,0.5591242668392492,-0.0007927657361577301,1.787443594764529e-05,0.0,production
2011-06-24,neutral_mixed,1.0,0.0,0.0,0.0,0.034376980337564214,0.6,0.2142991556468998,0.4913628291675497,0.0004445326395964878,8.829678562738373e-05,0.1,production
2011-07-01,calm_trend,1.0,0.0,0.0,0.03685204083625786,0.04980419238414531,0.6,0.1507348061736857,0.5391780691291571,-0.0008029442174796639,-0.0007517321162442545,0.0,production
2011-07-08,calm_trend,1.0,0.0,0.0,0.03128879285018019,0.049276882191050135,0.6,0.1850952794072082,0.5533524320787814,-0.0008093859314085158,-0.001060164433353016,0.0,production
2011-07-15,calm_trend,1.0,0.0,0.0,0.049319165987506804,0.05602602490251973,0.6,0.1074029406490676,0.4993737314745788,-0.0007384968597983889,-0.000651895397941216,0.0,production
2011-07-22,calm_trend,1.0,0.0,0.0,0.05885820409420072,0.08174496415684206,0.6,0.2844231757828629,0.6322754864455594,-0.0008134828458110772,-0.0010500461947544005,0.0,production
2011-07-29,calm_trend,1.0,0.0,0.0,0.23366574448991906,0.24254050950431308,0.6,0.1087531935821211,0.5843566029127034,-0.0006870657752745087,-0.0004347009078390161,0.0,production
2011-08-05,neutral_mixed,1.0,0.0,0.0,0.3140583362558433,0.41761543475929314,0.6,0.1016124086201722,0.4856039765814596,0.0003777928470889771,0.00033244659937058417,0.1,production
2011-08-12,stressed_panic,0.0,0.0,1.0,0.9619321417769308,0.9149624954704302,0.6,0.1005119754190356,0.5310557186863499,0.00040075257834036956,0.00013448686326219172,0.45,phaseo
2011-08-19,stressed_panic,1.0,0.0,0.0,0.400477177539022,0.31552457165353714,0.52,0.30625111084105,0.4559716123176535,0.0005222641008787329,0.0011593036032665224,0.825,production
2011-08-26,stressed_panic,0.0,0.0,1.0,0.8631335044251084,0.7954775952118546,0.6,0.2340628216173728,0.467405981473789,0.0003828792331227093,0.0005440807859828609,0.825,phaseo
2011-09-02,stressed_panic,1.0,0.0,0.0,0.1971687547970632,0.10919046929212771,0.52,0.3459209303189824,0.4647245927594454,0.0005034267617143224,0.0016571916233321996,0.825,production
2011-09-09,stressed_panic,1.0,0.0,0.0,0.18076775623054298,0.09421596865190293,0.6,0.3332579914548348,0.4582519103849445,0.0004901180513507223,0.0014060501923159993,0.825,production
2011-09-16,neutral_mixed,1.0,0.0,0.0,0.5492919747497328,0.6610168342387881,0.6,0.0557574602656105,0.556952733831744,0.00035812625536838736,0.0003685588101614688,0.125,production
2011-09-23,stressed_panic,1.0,0.0,0.0,0.5484496134572883,0.4814563399279177,0.6,0.3059980033410121,0.465794631081218,0.00037302218720286316,0.0004319646196216917,0.575,production
2011-09-30,stressed_panic,0.0,0.0,1.0,0.7153724520359297,0.6376189495523185,0.6,0.3185910896479203,0.4751738680676597,0.00034907319690438216,0.0011253816758287146,0.575,phaseo
2011-10-07,stressed_panic,0.0,0.0,1.0,0.8278303408967778,0.7525320314589458,0.52,0.2573982220727521,0.4734322593940874,0.0003283819754961215,0.001112194597567207,0.575,phaseo
2011-10-14,stressed_panic,0.0,0.0,1.0,0.8716752081079517,0.8092057104635679,0.52,0.0950451909616294,0.4982874442240633,0.0003211230366878746,0.0007416023607225454,0.575,phaseo
2011-10-21,stressed_panic,0.0,0.0,1.0,0.5359600092116111,0.46897260002939717,0.52,0.0593604764398733,0.4616254552803456,0.0002763466252008839,0.0009549449923462682,0.7746553295396228,phaseo
2011-10-28,stressed_panic,0.0,0.0,1.0,0.7904278607951604,0.7444467661927334,0.52,0.0294524789934326,0.611336475514062,0.0003187816980520741,0.0005837812689849839,0.7801371874900127,phaseo
2011-11-04,stressed_panic,1.0,0.0,0.0,0.25213714974956186,0.2168756550584892,0.52,0.0842791701471424,0.5935775776567461,0.00038940225119770734,-2.017810152956244e-05,0.778256067531329,production
2011-11-11,stressed_panic,0.0,0.0,1.0,0.68889098008641,0.6512082287009859,0.6,0.0283807243525413,0.5812879460851863,0.0003698074207002453,9.61966990397684e-05,0.778256067531329,phaseo
2011-11-18,neutral_mixed,0.0,0.0,1.0,0.6665957192456397,0.7984984781774982,0.52,0.1338797060712087,0.5058191029819188,0.00035179699143321344,-0.0006354315367359546,0.125,phaseo
2011-11-25,stressed_panic,0.0,0.0,1.0,0.7130815971509559,0.6743288940975822,0.52,0.2932515161264021,0.5675755502613177,0.00037370216713210715,-0.00018517268780088522,0.575,phaseo
2011-12-02,neutral_mixed,0.0,0.0,1.0,0.8055058866183888,0.9558567876944201,0.52,0.0747311585640733,0.5723840315157198,0.00031999859725443395,-0.0013013527488148085,0.2550813702736929,phaseo
2011-12-09,neutral_mixed,0.0,0.0,1.0,0.8445850843077585,0.9782138269107329,0.52,0.4084970646515876,0.4975954174483559,0.00030988521507640393,-0.0013624977369963932,0.375,phaseo
2011-12-16,neutral_mixed,0.0,0.0,1.0,0.8169084553420384,0.9634625655969945,0.52,0.0574773441923999,0.6034364140829555,0.0003039333310833603,-0.0006894830008817624,0.375,phaseo
2011-12-23,neutral_mixed,0.0,0.0,1.0,0.8320792074772138,0.9738067581859955,0.52,0.2080676370124477,0.5710092980645314,0.0002878194206249027,-0.0008258102184628238,0.375,phaseo
2011-12-30,neutral_mixed,0.0,0.0,1.0,0.800067599549756,0.935606567512199,0.52,0.2573415077424171,0.5596610064630068,0.0002906632235753297,-0.000635869286734693,0.375,phaseo
2012-01-06,neutral_mixed,0.0,0.0,1.0,0.8182268686941794,0.9482880382180732,0.52,0.2838753213243761,0.5047844254576888,0.0002791181542664747,-0.0006573047359546932,0.375,phaseo
2012-01-13,neutral_mixed,0.0,0.0,1.0,0.7558728293518021,0.8971230179318687,0.52,0.1634640979721442,0.5705554696007155,0.0002727666658608555,-0.0006979462102233777,0.375,phaseo
2012-01-20,neutral_mixed,1.0,0.0,0.0,0.3795235208218938,0.49017561630822626,0.52,0.407729125333617,0.4289397512545034,0.0002785925269431569,-0.00031579838998626225,0.375,production
2012-01-27,recovery_fragile,0.0,0.0,1.0,0.8747218093623946,0.8731401827242365,0.6,0.0970862459585481,0.5486475714539358,-0.0001534751074852429,-0.0008917793555973854,0.3775510204081633,phaseo
2012-02-03,recovery_confirmed,1.0,0.0,0.0,0.38852988041448855,0.5768985918541149,0.52,0.2836360483103533,0.4433447711070804,-0.003132327521997266,-0.001103764238890593,0.75,production
2012-02-10,recovery_confirmed,1.0,0.0,0.0,0.24455919362332657,0.4294928808092811,0.6,0.2298856938465917,0.4590221052676529,-0.0020919909121207745,-0.0009158918487307854,0.75,production
2012-02-17,recovery_fragile,1.0,0.0,0.0,0.4977420680255398,0.4828226499202627,0.6,0.1299384226876581,0.5056116589501548,0.00012271980311330663,-0.0009728885137120547,0.4047619047619047,production
2012-02-24,recovery_confirmed,1.0,0.0,0.0,0.2953308171566244,0.4679589655742308,0.6,0.2708155808657139,0.4001696831025958,-0.0016753802908752399,-0.0008297900626584466,0.75,production
2012-03-02,neutral_mixed,0.0,0.0,1.0,0.6282129897327787,0.7731584828071322,0.6,0.0375122994967955,0.60645570595419,0.000257969819650574,-0.0005032678875658698,0.375,phaseo
2012-03-09,recovery_confirmed,1.0,0.0,0.0,0.1784286320431601,0.349831612570977,0.52,0.124846418276408,0.4944957022110264,-0.0013756883108545165,-0.0003269033024752927,0.75,production
2012-03-16,neutral_mixed,1.0,0.0,0.0,0.5432307355681963,0.6821400092957618,0.6,0.0,0.5916852080418449,0.0002614635628424077,-0.00028656103004899276,0.375,production
2012-03-23,neutral_mixed,1.0,0.0,0.0,0.27749342184151987,0.40648686724604793,0.6,0.2214029213717995,0.5853722312644991,0.00025358693539740204,-0.00018444996843582355,0.375,production
2012-03-30,neutral_mixed,1.0,0.0,0.0,0.3408403082665517,0.4802699149825552,0.6,0.0,0.6070723457876719,0.0002525289820821739,-0.00023987641064029274,0.375,production
2012-04-06,neutral_mixed,1.0,0.0,0.0,0.22114657587781458,0.34836217341564873,0.6,0.0337822729056842,0.5835143576756233,0.0002622696849920493,4.897442144846114e-05,0.375,production
2012-04-13,neutral_mixed,1.0,0.0,0.0,0.33568105401656967,0.47089934655832916,0.6,0.0558612724965271,0.5862366673865844,0.00023802957726301737,-0.00020755836503602354,0.375,production
2012-04-20,neutral_mixed,1.0,0.0,0.0,0.27288449178321894,0.4134096753693834,0.6,0.0540136976195733,0.5941822094593243,0.00023286158872675098,-0.00036269870279280816,0.4230655992838951,production
2012-04-27,neutral_mixed,1.0,0.0,0.0,0.10441335893277183,0.23804314844819557,0.6,0.1911721191922783,0.5964021430374881,0.00022188234388206363,-0.0002400871132854082,0.4278134326493863,production
2012-05-04,neutral_mixed,1.0,0.0,0.0,0.14918127559730168,0.29737838874592937,0.6,0.0643559866710037,0.5917305152339518,0.00021071673250232676,-0.0006896540305347928,0.4274425159137582,production
2012-05-11,neutral_mixed,0.0,0.0,1.0,0.7416006818359013,0.8918632758271958,0.6,0.0582282991097069,0.562028400840018,0.00019636741420801375,-0.0009590097771534775,0.4024425159137582,phaseo
2012-05-18,neutral_mixed,0.0,0.0,1.0,0.6033907756787499,0.733730520344533,0.52,0.2444182343001926,0.5257002396294921,0.0002302983747747153,-0.0004525231766426312,0.35,phaseo
2012-05-25,neutral_mixed,0.0,0.0,1.0,0.7047015853235608,0.8424960130441492,0.52,0.1566075084767668,0.5965427464350974,0.00021922618604737818,-0.0003501151104449083,0.35,phaseo
2012-06-01,neutral_mixed,1.0,0.0,0.0,0.4730020566805908,0.5920189565943043,0.52,0.1152111807121635,0.5211680800417462,0.00024612564278378354,5.045038007165326e-05,0.1848841590449467,production
2012-06-08,neutral_mixed,1.0,0.0,0.0,0.3952438554072266,0.5193116075801456,0.6,0.1250582965841911,0.4801192172646142,0.00022893405367157264,-0.0002511509836696776,0.1,production
2012-06-15,neutral_mixed,1.0,0.0,0.0,0.3574677873690658,0.47594031970320566,0.6,0.1092088288114118,0.4812829351843063,0.00024023500976333111,-5.2065836479339134e-05,0.1,production
2012-06-22,neutral_mixed,1.0,0.0,0.0,0.23159149887981628,0.3482590049005139,0.6,0.0924985949752589,0.4524521444510346,0.00023228229338128384,-6.270505761112375e-05,0.1,production
2012-06-29,neutral_mixed,1.0,0.0,0.0,0.4403611351771146,0.5565656168340284,0.6,0.126639066535261,0.5161993462643968,0.00024361131855031432,0.00011945000322211473,0.1,production
2012-07-06,neutral_mixed,0.0,0.0,1.0,0.7013119808596517,0.8333226840814498,0.6,0.081348701066894,0.5395361560283899,0.00022658274958935938,-0.0002730343460483006,0.1,phaseo
2012-07-13,neutral_mixed,0.0,0.0,1.0,0.5263550772819819,0.6432963431023995,0.52,0.0786124509841938,0.4698678060850288,0.00022292825248566164,1.0348065235191716e-05,0.1,phaseo
2012-07-20,neutral_mixed,0.0,0.0,1.0,0.6648507836486898,0.7838581249174261,0.52,0.0894835356124619,0.5204738840495208,0.00022399212000154657,9.845502419865323e-05,0.1,phaseo
2012-07-27,calm_trend,0.0,0.0,1.0,0.5267370541612907,0.5015215368896648,0.52,0.1824209238286953,0.5624057655956589,-0.0004911197544249149,0.00041546886447502244,0.0,phaseo
2012-08-03,neutral_mixed,1.0,0.0,0.0,0.30261745028289233,0.4007616755910674,0.52,0.5058814237571371,0.5385383541708297,0.00023459256998160138,0.00045485923285817616,0.1,production
2012-08-10,neutral_mixed,1.0,0.0,0.0,0.11242187141318936,0.2032276122004615,0.6,0.4986998166527835,0.5382050258780555,0.00024383152672182953,0.0008045323674598069,0.1,production
2012-08-17,neutral_mixed,1.0,0.0,0.0,0.0,0.04871593975555836,0.6,0.2546507996473629,0.6041777186599585,0.0002446315379459474,0.0003297974267519224,0.1,production
2012-08-24,neutral_mixed,1.0,0.0,0.0,0.004983288138940815,0.12556700752161049,0.6,0.1278816415807972,0.598206370919691,0.0002300134339340417,0.00026585419030922237,0.1,production
2012-08-31,calm_trend,1.0,0.0,0.0,0.22828791115017724,0.22469811571441117,0.6,0.1281256818615981,0.5469343949975427,-0.0005019011066950806,-0.0003252764280401007,0.0,production
2012-09-07,calm_trend,1.0,0.0,0.0,0.36180277497743113,0.34329640528481314,0.6,0.056620055741088,0.5496047537774782,-0.00044650951931645083,0.00021063847667096095,0.0,production
2012-09-14,calm_trend,1.0,0.0,0.0,0.23055477499846022,0.1992075691791791,0.6,0.2462501204408878,0.5502483780484243,-0.0003808895395919983,0.00040063780090749947,0.0,production
2012-09-21,calm_trend,1.0,0.0,0.0,0.08730842373621878,0.05506633057727105,0.6,0.0665019182282685,0.5698005772613313,-0.00034202324056731667,0.0007160828957077842,0.0,production
2012-09-28,calm_trend,1.0,0.0,0.0,0.07062013945711783,0.037738232365312964,0.6,0.1999233758753256,0.5543459049394913,-0.000344234963524367,0.0004887206324634995,0.0,production
2012-10-05,calm_trend,1.0,0.0,0.0,0.06846817218232581,0.026696625625118566,0.6,0.16533183990903,0.5483980120511973,-0.0003095044632301472,0.0009233426855424226,0.0,production
2012-10-12,calm_trend,1.0,0.0,0.0,0.05132482822927797,0.0150512326822688,0.6,0.1607222533606886,0.5781605419851903,-0.00032915116391286193,0.0008087445825789225,0.0,production
2012-10-19,calm_trend,1.0,0.0,0.0,0.09030323904528609,0.06032531667251243,0.6,0.0261645839030934,0.5667071794096457,-0.000344335747088174,0.0006497033925708686,0.0265848024017278,production
2012-10-26,calm_trend,1.0,0.0,0.0,0.060394445693704196,0.028241980696918238,0.6,0.0474727676474657,0.5639093876207563,-0.00031198634954034214,0.0006610249789955455,0.0265848024017278,production
2012-11-02,calm_trend,1.0,0.0,0.0,0.2159404202954948,0.18810771422247594,0.6,0.0225358406981619,0.5808534830734592,-0.0003324736132317178,0.0006016389043329763,0.0264011286952175,production
2012-11-09,calm_trend,1.0,0.0,0.0,0.08131724171617641,0.044415467139931476,0.6,0.1391449437319375,0.5580419387393274,-0.00029118039708823104,0.0006992910321984839,0.0264011286952175,production
2012-11-16,neutral_mixed,1.0,0.0,0.0,0.0,0.08635180687023548,0.6,0.1328651922166793,0.6321271494013396,0.00021721844132755234,0.00085530858356173,0.276835917441701,production
2012-11-23,calm_trend,1.0,0.0,0.0,0.16920758121436333,0.13081868446811012,0.6,0.3064792700766585,0.5501879499999822,-0.0002609221489064996,0.00045679467687603006,0.1781888098914557,production
2012-11-30,calm_trend,1.0,0.0,0.0,0.1411109839981729,0.09384567766410774,0.6,0.4343180688842567,0.4960243829395779,-0.0002821201102053359,0.00046945917268189155,0.1795486279899954,production
2012-12-07,calm_trend,1.0,0.0,0.0,0.2108156121578503,0.18397202430965262,0.6,0.387195606334746,0.5878808191882045,-0.0002863703460345377,0.00011541550421364536,0.1795486279899954,production
2012-12-14,calm_trend,1.0,0.0,0.0,0.19264413546078385,0.16493779140967038,0.6,0.3774307039191662,0.4606721310352957,-0.0002859349615008351,-0.00027801437446053933,0.1795486279899954,production
2012-12-21,calm_trend,0.0,0.0,1.0,0.7835183025398169,0.7754505663610374,0.6,0.3732962091149174,0.5244099811875186,-0.0003258506870299571,-0.0008044882315120933,0.0,phaseo
2012-12-28,calm_trend,0.0,0.0,1.0,0.5906128493112399,0.5813353788925374,0.52,0.2280525939118096,0.4806958528641722,-0.00031998445853389227,-0.0007462545956583471,0.0,phaseo
2013-01-04,neutral_mixed,1.0,0.0,0.0,0.34342679361380046,0.47958053066575457,0.52,0.2613055361667381,0.4789093755757775,0.0001773588029202186,-0.0009349302516184087,0.1,production
2013-01-11,calm_trend,1.0,0.0,0.0,0.2896737919145859,0.2862970751032476,0.6,0.3040030412556356,0.5612866697344359,-0.00031539770861469234,-0.0007612111552451546,0.0,production
2013-01-18,calm_trend,1.0,0.0,0.0,0.051214932028088585,0.045020719074281956,0.6,0.3282705204206967,0.5710445426064484,-0.00030914520267241,-0.0006130480256469699,0.0,production
2013-01-25,calm_trend,1.0,0.0,0.0,0.3766598969505766,0.3867144450021181,0.6,0.1346766291759949,0.6006810599490846,-0.0003343938607558915,-0.0010171692206028778,0.0,production
2013-02-01,calm_trend,1.0,0.0,0.0,0.4440268696306711,0.45067774953308315,0.6,0.166220167681724,0.586437351341718,-0.00034023404793449266,-0.0009246851311456477,0.0,production
2013-02-08,calm_trend,1.0,0.0,0.0,0.19876564497093094,0.20195437977150543,0.6,0.2671320833416147,0.6039610868051961,-0.00029639892638802875,-0.0008707885555169324,0.0,production
2013-02-15,calm_trend,1.0,0.0,0.0,0.3556291985500591,0.36992712654550813,0.6,0.0810775977932472,0.637627502109049,-0.0002915310825500047,-0.0010428507584411785,0.0466974061697124,production
2013-02-22,calm_trend,0.0,0.0,1.0,0.6503848781450943,0.6572753042509648,0.6,0.0,0.632905652361036,-0.0002965644875204145,-0.0004990546226081477,0.0505468471663144,phaseo
2013-03-01,calm_trend,1.0,0.0,0.0,0.28283179075893616,0.2771906869910037,0.52,0.0044581732440581,0.623367494298044,-0.00026621472505262403,-0.00011294710924179382,0.0544430274828169,production
2013-03-08,neutral_mixed,1.0,0.0,0.0,0.41577567377296176,0.5556895133999357,0.6,0.0257652442446949,0.5605092791191963,0.00017785642757056752,-0.000366841920427163,0.1544430274828169,production
2013-03-15,calm_trend,1.0,0.0,0.0,0.4050170029305951,0.40117657955139385,0.6,0.1033649429998692,0.5992443157625948,-0.00030186433684924977,-0.00032451898818139374,0.0973936731328242,production
2013-03-22,calm_trend,1.0,0.0,0.0,0.06542938765490366,0.043105685794608654,0.6,0.1576548765780412,0.5989073295475422,-0.000270431534356976,0.0002167574030553601,0.1031527799163639,production
2013-03-29,calm_trend,1.0,0.0,0.0,0.2338046962860926,0.2076255254485421,0.6,0.089654029902198,0.6024331425348111,-0.000241680634407046,0.00041258223691992936,0.1090629245831746,production
2013-04-05,calm_trend,1.0,0.0,0.0,0.09699800249328189,0.06817218585005809,0.6,0.2114622385382901,0.5851764635385075,-0.0002497149252620119,0.00031860583002779857,0.1090629245831746,production
2013-04-12,calm_trend,1.0,0.0,0.0,0.13324536981595775,0.11634712675053022,0.6,0.1628447678104477,0.6318216686739732,-0.0002670146521246137,0.00013422431787284446,0.1090629245831746,production
2013-04-19,calm_trend,1.0,0.0,0.0,0.329394431824788,0.3019510853996982,0.6,0.0785415896473939,0.5104784363400726,-0.0002591147567217365,0.00015753036241148295,0.25,production
2013-04-26,neutral_mixed,1.0,0.0,0.0,0.24675158066977051,0.3684217619927238,0.6,0.1779001627453324,0.567615595107191,0.00017847331589849062,0.0001284748264941215,0.35,production
2013-05-03,neutral_mixed,1.0,0.0,0.0,0.3757979751454609,0.5131228678241153,0.6,0.1315430103881574,0.5950571723402716,0.0001505830292230431,-0.0002295523541063624,0.35,production
2013-05-10,neutral_mixed,1.0,0.0,0.0,0.42772569152219914,0.5659307907879655,0.6,0.2861756317219036,0.551218522680349,0.00014500778995434337,-0.0006177654007301855,0.35,production
2013-05-17,calm_trend,0.0,0.0,1.0,0.6123467231800296,0.6075774879488155,0.6,0.2298181610956177,0.5199511778751762,-0.0002854976740404416,-0.0008496679081482854,0.0429800769431037,phaseo
2013-05-24,calm_trend,1.0,0.0,0.0,0.38980705327355347,0.3859726618389458,0.52,0.1608975707320062,0.6067180634058786,-0.00024182101995818991,-0.00043677949902357023,0.044693886533307,production
2013-05-31,neutral_mixed,1.0,0.0,0.0,0.283368347785186,0.43405255394201653,0.6,0.1960574577798193,0.6476767611189378,0.00013075544819887586,-0.0006016069991034935,0.1464134662897631,production
2013-06-07,neutral_mixed,1.0,0.0,0.0,0.1540602011779037,0.29089223649808665,0.6,0.2202369261280898,0.6088708526968203,0.0001337539323786951,-0.00023766753805097037,0.1464134662897631,production
2013-06-14,neutral_mixed,1.0,0.0,0.0,0.07040831386373093,0.21059595553620855,0.6,0.2061700686202018,0.6145994089046762,0.0001296123877209918,-0.0003176897673228011,0.1464134662897631,production
2013-06-21,neutral_mixed,1.0,0.0,0.0,0.23213134297912016,0.35468670161733645,0.6,0.2593992691879025,0.4654148166646651,0.00014460876898518757,-0.00029497677427458576,0.1,production
2013-06-28,neutral_mixed,1.0,0.0,0.0,0.46018890180897676,0.5959114744620349,0.6,0.2491931211697277,0.4538201951637887,0.00011874552986246687,-0.0009192507577643705,0.35,production
2013-07-05,neutral_mixed,1.0,0.0,0.0,0.3226968144286797,0.4545589150144488,0.6,0.3836888161046576,0.4641157375102566,0.00011679596488861961,-0.0008573401465088782,0.35,production
2013-07-12,neutral_mixed,1.0,0.0,0.0,0.22129159846922608,0.3502903151194702,0.6,0.3777667972906379,0.4652412001854242,0.00011724323617570129,-0.0006780634198360243,0.35,production
2013-07-19,neutral_mixed,1.0,0.0,0.0,0.3928243265227626,0.5264255156826445,0.6,0.2982417470353978,0.4701416555519347,0.00011416307123105104,-0.0007656838947370319,0.35,production
2013-07-26,neutral_mixed,1.0,0.0,0.0,0.29397460671376874,0.41633404169819177,0.6,0.3241014253625962,0.4772807075163319,0.00012735473824337858,-0.0002945455249160244,0.35,production
2013-08-02,neutral_mixed,1.0,0.0,0.0,0.5208893834633094,0.648030088553873,0.6,0.2053822426585106,0.5021105976741507,0.00010536580607503997,-0.00022356997130390136,0.35,production
2013-08-09,neutral_mixed,1.0,0.0,0.0,0.46502183112190765,0.5838796325470349,0.6,0.2440973833008221,0.474022002116213,0.00010883086777274712,-8.01668362598245e-05,0.35,production
2013-08-16,neutral_mixed,1.0,0.0,0.0,0.38602705510037627,0.503724737601766,0.6,0.2168911372515842,0.5048678353879856,0.00010570441806652089,9.241913891649094e-05,0.35,production
2013-08-23,neutral_mixed,1.0,0.0,0.0,0.5725752804094874,0.6961920265582315,0.6,0.2701860276486959,0.4952406522014123,0.00010888808863504942,-0.0001965423215409474,0.35,production
2013-08-30,neutral_mixed,1.0,0.0,0.0,0.23268910591804406,0.3483442205984234,0.6,0.2596008540129357,0.5077753537366102,0.0001290517109769266,0.0001017919154257374,0.35,production
