version_name,market_state,avg_top1_share,avg_top2_share,avg_hhi,avg_role_share_new
improved_phasel_decision_utility_allocator,calm_trend,0.29817711164605276,0.5315141548909516,0.21655678751498797,0.4859396883864229
improved_phasel_decision_utility_allocator,neutral_mixed,0.3100190373389427,0.5407319521165161,0.21925382740271743,0.48731334667297677
improved_phasel_decision_utility_allocator,recovery_confirmed,0.2827340465324393,0.5158002993065777,0.20883057830490961,0.5026972729302791
improved_phasel_decision_utility_allocator,recovery_fragile,0.27901900600707846,0.5032018507425627,0.20723217644360786,0.4900873271964732
improved_phasel_decision_utility_allocator,stressed_panic,0.34618525309986015,0.6661282346273922,0.26173162206571077,0.45197994077094683
improved_phasel_selective_concentration_allocator,calm_trend,0.2789294654820713,0.5150177195753167,0.20924866912736717,0.48426770333995706
improved_phasel_selective_concentration_allocator,neutral_mixed,0.2783962828823664,0.5086013128570295,0.2060605069216775,0.4921503802779601
improved_phasel_selective_concentration_allocator,recovery_confirmed,0.25738467596610354,0.4846055794212605,0.19667940246845916,0.49818661779056356
improved_phasel_selective_concentration_allocator,recovery_fragile,0.2589045510392889,0.47916687094782184,0.19721304325643094,0.4870400986563976
improved_phasel_selective_concentration_allocator,stressed_panic,0.3219762796473099,0.6185828342955906,0.2415625933362216,0.4537360610166708
improved_phasel_tail_turnover_learning_allocator,calm_trend,0.3131686501606272,0.5472154127974802,0.2156366433050271,0.5019503861595371
improved_phasel_tail_turnover_learning_allocator,neutral_mixed,0.30260132438395576,0.5354264372773315,0.21507266770801592,0.49040789710533234
improved_phasel_tail_turnover_learning_allocator,recovery_confirmed,0.269692463775675,0.501647462014766,0.20296177779019153,0.518646875260859
improved_phasel_tail_turnover_learning_allocator,recovery_fragile,0.27462666406012903,0.5001569827320436,0.20339790032351282,0.494770397069099
improved_phasel_tail_turnover_learning_allocator,stressed_panic,0.3493457386907,0.685547955846623,0.26985817342858304,0.46358476310340146
