,learned_confidence,margin_confidence,agreement,risk_guard,signal_top_gap,mu_scale,lambda_turn,lambda_tail
2005-01-14,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-01-21,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-01-28,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-02-04,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-02-11,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-02-18,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-02-25,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-03-04,0.12451183231913454,0.19804597701149423,0.3333333333333333,0.6,0.08666666666666667,0.4009947173766058,0.8011054442190668,0.806
2005-03-11,0.2518140635564571,0.4302298850574713,0.3333333333333333,0.6,0.22666666666666668,0.50016315551048,0.7736081622718052,0.806
2005-03-18,0.13548554766734278,0.3280890804597701,0.0,0.1,0.14,0.40954324163286004,0.7987351217038539,0.651
2005-03-25,0.13548554766734278,0.3280890804597701,0.0,0.1,0.14,0.40954324163286004,0.7987351217038539,0.651
2005-04-01,0.06739224137931034,0.22464080459770114,0.0,0.1,0.03333333333333327,0.35649855603448277,0.8134432758620689,0.651
2005-04-08,0.07301724137931034,0.24339080459770115,0.0,0.1,0.03333333333333327,0.36088043103448275,0.8122282758620689,0.651
2005-04-15,0.07301724137931034,0.24339080459770115,0.0,0.1,0.03333333333333327,0.36088043103448275,0.8122282758620689,0.651
2005-04-22,0.07301724137931034,0.24339080459770115,0.0,0.1,0.03333333333333327,0.36088043103448275,0.8122282758620689,0.651
2005-04-29,0.07301724137931034,0.24339080459770115,0.0,0.1,0.03333333333333327,0.36088043103448275,0.8122282758620689,0.651
2005-05-06,0.14084269052448564,0.34594622331691294,0.0,0.1,0.14,0.41371645591857426,0.7975779788467111,0.651
2005-05-13,0.07274938423645319,0.242497947454844,0.0,0.1,0.03333333333333327,0.360671770320197,0.812286133004926,0.651
2005-05-20,0.2622954699121028,0.5109195402298851,0.3333333333333333,0.1,0.19333333333333336,0.508328171061528,0.7713441784989856,0.651
2005-05-27,0.2622954699121028,0.5109195402298851,0.3333333333333333,0.1,0.19333333333333336,0.508328171061528,0.7713441784989856,0.651
2005-06-03,0.2622954699121028,0.5109195402298851,0.3333333333333333,0.1,0.19333333333333336,0.508328171061528,0.7713441784989856,0.651
2005-06-10,0.3310446247464503,0.5936781609195403,0.3333333333333333,0.1,0.3,0.5618837626774847,0.7564943610547666,0.651
