version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_u1a,holdout_raw_delta_vs_u1a,holdout_sharpe_delta_vs_u1a,bootstrap_prob_vs_u1a,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phasex_production_style_7sleeve,0.01282345649517036,-0.18792296193228886,0.16167229966313812,0.001,0.006136655991161477,-0.18821176648758997,0.1515076441002159,0.001,0.06566805991264058,0.009394047365551609,0.26666666666666666,-0.07298110103059549,0.029324400893602772,-0.020663113997002033,Research-only
improved_phasex_shadow_style_7sleeve,0.011997553991402565,-0.1883543888077961,0.14523112134420701,0.001,0.005310753487393682,-0.1886431933630972,0.13506646578128478,0.001,0.06680469364329689,0.009403070662442847,0.26666666666666666,-0.0741777674701525,0.02291774462920001,-0.020771389031510108,Research-only
improved_phasex_state_conditional_7sleeve,0.004127515536590964,-0.19929393719320276,0.35822706192390896,0.002,-0.0025592849674179186,-0.19958274174850388,0.34806240636098673,0.002,0.06129791222950798,0.009921296451134046,0.26666666666666666,-0.07468948522594261,0.0545717312552776,-0.02032778195872143,Research-only
improved_phasex_production_style_6sleeve_ablation,-0.009115625620423506,-0.06896326276187936,-0.21354900786042985,0.014,-0.01580242612443239,-0.06925206731718048,-0.22371366342335208,0.014,0.03903084602859164,0.0018936006233438232,0.26666666666666666,-0.001316078454945402,-0.031592074044802645,-0.007877963094356526,Drop
