,BIL,DBA,EEM,EFA,EWJ,GLD,HYG,IAU,IEF,IWM,LQD,MBB,PDBC,QQQ,SHY,SLV,SPY,TIP,TLT,USO,UUP,VEA,VNQ,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-02-06,0.07960274453511751,0.0,0.0,0.0,0.0,0.05081097442233995,0.04826607134078539,0.0,0.0,0.007653519695469872,0.08661970364760102,0.0,0.038353632306815634,0.038011227266841925,0.0,0.0,0.14163787696733254,0.0,0.24499625234512618,0.0,0.0,0.0,0.26404799747257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,0.07960274453511751,0.0,0.0,0.0,0.0,0.05081097442233995,0.04826607134078539,0.0,0.0,0.006808736403331732,0.09044068614829631,0.0,0.038353632306815634,0.030505534922934136,0.0,0.0,0.1394013258268784,0.0,0.25228399759625153,0.0,0.0,0.0,0.2635262964972494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,0.07960274453511751,0.0,0.0,0.0,0.0,0.05081097442233995,0.04826607134078539,0.0,0.0,0.00387430406163257,0.10463134128398455,0.0,0.038353632306815634,0.026313699281278455,0.0,0.0,0.1415120278954584,0.0,0.2465837219092828,0.0,0.0,0.0,0.2600514829633047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,0.10995586121877254,0.0,0.0,0.03960481788938743,0.0,0.0,0.0873594467908351,0.0,0.0,0.0012616894411576118,0.10359638831707309,0.0,0.0,0.02561616377025598,0.0,0.0,0.16287578008367695,0.0,0.2319569815421342,0.0,0.0,0.0,0.2377728709467071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-06,0.10995586121877254,0.0,0.0,0.03960481788938743,0.0,0.0031459717247388154,0.0873594467908351,0.0,0.0,0.0,0.13495616922478645,0.0,0.0,0.02055875444933814,0.0,0.0,0.15032956835516595,0.0,0.22497715373664676,0.0,0.0,0.0,0.22911225661032883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-13,0.10995586121877254,0.0,0.0,0.03960481788938743,0.0,0.0,0.0873594467908351,0.0,0.0,0.0038451142228569054,0.10316814349664823,0.0,0.0,0.025578002739886526,0.0,0.0,0.15733343425210644,0.0,0.230342092060737,0.0,0.0,0.0,0.2428130873287698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-20,0.10995586121877254,0.0,0.0,0.03960481788938743,0.001324100031519165,0.0,0.0873594467908351,0.0,0.0,0.004587802155365,0.08612704336395023,0.0,0.0,0.04140835764007701,0.0,0.0,0.16689279916546176,0.0,0.2176183369677611,0.0,0.0,0.0,0.24512143477687073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-27,0.09784674072778676,0.0,0.0,0.03983146334166995,0.013454388746840091,0.0,0.08653970301184602,0.0,0.0,0.004267726610586144,0.0887114662739301,0.0,0.0,0.03737136227906733,0.0,0.0,0.12884992435439235,0.0,0.21789804487340078,0.0,0.0,0.0,0.24322595317672638,0.0,0.0,0.04200322660375404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-03,0.09784674072778676,0.0,0.0,0.03983146334166995,0.010151500298878955,0.0,0.08653970301184602,0.0,0.0,0.016493357317652717,0.0887114662739301,0.0,0.0,0.03641197792177403,0.0,0.0,0.12621153954163178,0.0,0.2249663581534008,0.0,0.0,0.0,0.2308326668076748,0.0,0.0,0.04200322660375404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-10,0.09784674072778676,0.0,0.0,0.03983146334166995,0.02271053018760192,0.0,0.08653970301184602,0.0,0.0,0.017414094041424487,0.0887114662739301,0.0,0.0,0.042105866361000985,0.0,0.0,0.12938595415364654,0.0,0.21202424140339712,0.0,0.0,0.0,0.22142671389394206,0.0,0.0,0.04200322660375404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
