name,state,n_weeks,ann_return,sharpe,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,avg_composite_bucket,bucket_offense,bucket_defense,bucket_composite,bucket_cash,ann_return_delta_vs_prod,sharpe_delta_vs_prod
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,295,0.03858514639582835,0.4144104333115378,0.068174596726517,0.09622038932287436,0.6952000923695257,0.2366253109039567,0.068174596726517,0.308052540144629,0.4904751269118687,0.16740624921489383,0.308052540144629,0.03406608372860824,-0.000686164450891015,-0.010410140512023547
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,293,0.10061208592300169,1.2621082523145881,0.20870741008057003,0.09073347230608743,0.536908212175321,0.2543843777441085,0.20870741008057003,0.24774211438272098,0.4408475036005124,0.15962163630066284,0.24774211438272098,0.15178874571610365,0.0028592961223223995,0.017472869514026934
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_mixed,200,0.12218276814578012,1.7183204407717567,0.3851494640521392,0.06598217998994263,0.38527065731604077,0.2295798786318197,0.3851494640521392,0.2052640423973855,0.3455154366700459,0.11693932864503509,0.2052640423973855,0.3322811922875333,-9.770836401440386e-05,-0.01299712040580947
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_confirmed,44,0.03429634550792174,0.4875665554727011,0.10670536820944214,0.07450803400243024,0.4917178261949317,0.40157680559562564,0.10670536820944214,0.23129041759237517,0.5153778148453984,0.18962670343541577,0.23129041759237517,0.06370506412681065,0.006218501804690434,0.06971167154986346
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,49,0.07791804327484003,1.4572617167957775,0.2154116787914366,0.07300227855118469,0.4724852343133908,0.3121030868951723,0.2154116787914366,0.23667186051880215,0.44038682036400223,0.19585098898877754,0.23667186051880215,0.12709033012841794,0.009087954370143467,0.14404179756737223
improved_phasevv_recovery_neutral_budget_aware_overlay,stressed_panic,229,0.035121571095485374,0.5146984966203072,0.6073859815309778,0.02800190598057663,0.21470449186120616,0.1779095266078157,0.6073859815309778,0.1725833856137086,0.23943738025913724,0.07847561874281107,0.1725833856137086,0.5095036153843427,-0.00032629063696459903,-0.009041587732509626
improved_phaseww_confirmed_only_lighter_both,calm_trend,295,0.038581849340745586,0.41470748169761,0.0690185389638357,0.09609928162346106,0.6945966463861118,0.2363848146500519,0.0690185389638357,0.3079296538953579,0.48998502969848406,0.1671485155570842,0.3079296538953579,0.03493680084907359,-0.0006894615059737791,-0.01011309212595135
improved_phaseww_confirmed_only_lighter_both,neutral_healthy_proxy,293,0.10000139467799699,1.2623910249491905,0.21314311927492247,0.09001123384426703,0.5335432928673088,0.25331358785776825,0.21314311927492247,0.24736410902498374,0.4381850682158116,0.15814894597938814,0.24736410902498374,0.15630187677981636,0.002248604877317692,0.017755642148629347
improved_phaseww_confirmed_only_lighter_both,neutral_mixed,200,0.12204537610980452,1.7180636987523346,0.3857494267700295,0.06586570454746096,0.38477715874111823,0.229473414488852,0.3857494267700295,0.2052524962217408,0.34516137868662283,0.11671655367939195,0.2052524962217408,0.3328695714122443,-0.00023510039999000143,-0.013253862425231633
improved_phaseww_confirmed_only_lighter_both,recovery_confirmed,44,0.03427531255836882,0.4873619278769122,0.10306264704301271,0.07471349270120914,0.493364887124401,0.40357246583258577,0.10306264704301271,0.23191110679229734,0.5176749166175695,0.19049789670333553,0.23191110679229734,0.05991607988679736,0.006197468855137514,0.06950704395407453
improved_phaseww_confirmed_only_lighter_both,recovery_fragile,49,0.07787300422873782,1.4550681648951818,0.21506594559360293,0.07298699070812603,0.47258797341944336,0.31234608098695327,0.21506594559360293,0.23676654736930988,0.44057390370502675,0.19598880358555953,0.23676654736930988,0.12667074534010359,0.00904291532404125,0.14184824566677645
improved_phaseww_confirmed_only_lighter_both,stressed_panic,229,0.0350562285544752,0.5143768720263674,0.6077373056135481,0.027919304783636585,0.21437972250791545,0.1778829718785362,0.6077373056135481,0.1726768886369393,0.23922755952026215,0.07828957526063111,0.1726768886369393,0.5098059765821671,-0.00039163317797477615,-0.009363212326449433
improved_phaseww_fragile_defense_lighter_both,calm_trend,295,0.03856973387592096,0.414582700364504,0.06909864541301695,0.0960899654148646,0.6945340191167332,0.23636733547024946,0.06909864541301695,0.30791362563037444,0.48993506639154655,0.16712976136629343,0.30791362563037444,0.03502154661178546,-0.0007015769707984024,-0.010237873459057356
improved_phaseww_fragile_defense_lighter_both,neutral_healthy_proxy,293,0.09923585129740019,1.2569277121119085,0.21785227756236797,0.08945936925892163,0.5306567384805476,0.2514909839570839,0.21785227756236797,0.24611279808282344,0.43568103134225217,0.15690622387554287,0.24611279808282344,0.16129994669938139,0.0014830614967208944,0.012292329311347272
improved_phaseww_fragile_defense_lighter_both,neutral_mixed,200,0.12208563649278566,1.7227051275182625,0.38826985094759237,0.06558229091199178,0.38317340605371397,0.22855674299869333,0.38826985094759237,0.204589302652163,0.3438418849533981,0.11599415788105766,0.204589302652163,0.3355746545133811,-0.00019484001700886822,-0.008612433659303642
improved_phaseww_fragile_defense_lighter_both,recovery_confirmed,44,0.03413701650489881,0.4872708216358626,0.11533402084091389,0.07403344590858216,0.48684668802824355,0.397819291130842,0.11533402084091389,0.22896555152503906,0.5110112001784095,0.18738829577506505,0.22896555152503906,0.07263495252148605,0.006059172801667505,0.06941593771302496
improved_phaseww_fragile_defense_lighter_both,recovery_fragile,49,0.07440826425076279,1.4813284323168365,0.2598456680066406,0.06801980321311536,0.4461368948836304,0.2940174371097286,0.2598456680066406,0.22488017454891665,0.41602580535377076,0.18329494529927404,0.22488017454891665,0.17579907479803833,0.005578175346066222,0.16810851308843122
improved_phaseww_fragile_defense_lighter_both,stressed_panic,229,0.034860347751875326,0.5127926516458735,0.6088851752962093,0.027779466502141026,0.21368953444358701,0.17742529026020315,0.6088851752962093,0.17240543182870202,0.23859525398452838,0.0779785921313443,0.17240543182870202,0.511020722055425,-0.0005875139805746471,-0.010947432706943316
improved_phaseww_recovery_budget_native_lighter_both,calm_trend,295,0.038558802029580466,0.4144703913219096,0.0691786909324328,0.0960809981298805,0.6944723022921065,0.23634900677546017,0.0691786909324328,0.30789394491955724,0.4898863242539856,0.16711343845195964,0.30789394491955724,0.03510629237449732,-0.0007125088171388988,-0.010350182501651761
improved_phaseww_recovery_budget_native_lighter_both,neutral_healthy_proxy,293,0.09935118973438999,1.2580621178143472,0.21737673181882908,0.08952617541995055,0.5309461938344276,0.2516770743467429,0.21737673181882908,0.24624726250959086,0.43590911887222245,0.15705198416225827,0.24624726250959086,0.1607916344559282,0.0015983999337106924,0.013426735013785995
improved_phaseww_recovery_budget_native_lighter_both,neutral_mixed,200,0.12200846599514344,1.7213907550915217,0.38781161552684673,0.06562965656933764,0.38346350422669245,0.22872488024646045,0.38781161552684673,0.20471427034115067,0.34408307482557055,0.11612800031989756,0.20471427034115067,0.3350746545133811,-0.0002720105146510887,-0.00992680608604446
improved_phaseww_recovery_budget_native_lighter_both,recovery_confirmed,44,0.03446920464362792,0.4932704737624335,0.1159555716951872,0.07393085573660815,0.4866082044552194,0.39743622384959293,0.1159555716951872,0.22885272863462403,0.5105053963250016,0.18734642049491967,0.22885272863462403,0.0732954545454545,0.0063913609403966135,0.07541558983959584
improved_phaseww_recovery_budget_native_lighter_both,recovery_fragile,49,0.0747051070104156,1.4695661308905608,0.25210930704156165,0.06881651989902474,0.450746018089739,0.29714467486869894,0.25210930704156165,0.22698257938578634,0.42030278897398377,0.1854869854136198,0.22698257938578634,0.16722764622660985,0.00587501810571904,0.15634621166215545
improved_phaseww_recovery_budget_native_lighter_both,stressed_panic,229,0.03489640681392703,0.5131004623945563,0.6086991427108607,0.027801429884232797,0.21380186358307657,0.1774989937060624,0.6086991427108607,0.1724486010224247,0.23869808298314643,0.07802910048922193,0.1724486010224247,0.5108242155052067,-0.000551454918522945,-0.010639621958260514
improved_phaseww_split_recovery_lighter_both,calm_trend,295,0.03858077354722129,0.41469615446324726,0.06901818217591874,0.09609917325766418,0.6945967172105596,0.23638510061352114,0.06901818217591874,0.307930954633903,0.4899846714493254,0.1671475730676978,0.307930954633903,0.03493680084907359,-0.0006905372994980771,-0.010124419360314107
improved_phaseww_split_recovery_lighter_both,neutral_healthy_proxy,293,0.09930341034283774,1.2572981314251175,0.21734977087282223,0.08950881091188644,0.5309616693053879,0.2516885598217894,0.21734977087282223,0.24623513980038056,0.43596594317028997,0.15702798056885567,0.24623513980038056,0.1607709364604735,0.0015506205421584457,0.012662748624556297
improved_phaseww_split_recovery_lighter_both,neutral_mixed,200,0.12211753294494859,1.7224875491246325,0.3880852608732178,0.06560374815419291,0.3832906984735892,0.22862404065319267,0.3880852608732178,0.20463696151716027,0.34394237932226607,0.11604600464719245,0.20463696151716027,0.33537465451338105,-0.00016294356484593264,-0.008830012052933656
improved_phaseww_split_recovery_lighter_both,recovery_confirmed,44,0.03390094453587202,0.4826046292672273,0.11260184457755494,0.07424365546612749,0.4882613541406583,0.3991368012817864,0.11260184457755494,0.22955072394127007,0.5126390167131676,0.18801621591498507,0.22955072394127007,0.06979404343057695,0.005823100832640718,0.06474974534438965
improved_phaseww_split_recovery_lighter_both,recovery_fragile,49,0.07450702777995345,1.477390420905117,0.2572664847527518,0.0682853814603442,0.44767408886342513,0.2950594263838227,0.2572664847527518,0.22558417145759913,0.41745117602684273,0.18402272057466235,0.22558417145759913,0.17294193194089558,0.005676938875256887,0.16417050167671166
improved_phaseww_split_recovery_lighter_both,stressed_panic,229,0.03487243122255842,0.5128972482306761,0.6088233785279391,0.027786689594341458,0.2137267383029883,0.17744988316907215,0.6088233785279391,0.17242029204208317,0.23862939943796932,0.07799508864792826,0.17242029204208317,0.5109552198720189,-0.0005754305098915544,-0.010842836122140764
improved_phaseww_vv_direct_lighter_both_rewrite,calm_trend,295,0.03864698089649776,0.41829235292989764,0.07728049916818944,0.0950509851144389,0.6886303835262626,0.23408911730554746,0.07728049916818944,0.3051298427798131,0.48539812372915103,0.16564600898657733,0.3051298427798131,0.04382602450445833,-0.0006243299502216026,-0.006528220893663728
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_healthy_proxy,293,0.09590046693775577,1.2769238895693025,0.25323023322925525,0.08538762588808516,0.5066131427120487,0.24015662405869556,0.25323023322925525,0.2333400907586013,0.4161564415993275,0.1505294963043097,0.2333400907586013,0.19997397133776143,-0.0018523228629235278,0.03228850676874129
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_mixed,200,0.12087186121668772,1.7226962864532662,0.395030584032601,0.06460527543769762,0.3780298418526987,0.22693957411469998,0.395030584032601,0.20229442790957908,0.34025655782035746,0.11471938106552138,0.20229442790957908,0.34272963320454186,-0.0014086152931068047,-0.008621274724299965
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_confirmed,44,0.033201120806181414,0.4849545262759531,0.12518103775385214,0.07304905503615822,0.4810116216722372,0.3938073405739102,0.12518103775385214,0.2256797970481001,0.5054107093506199,0.1857063592616118,0.2256797970481001,0.08320313433966793,0.005123277102950109,0.06709964235311544
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_fragile,49,0.07365155836978499,1.4546667124628465,0.25802707828621996,0.06790704246680325,0.44658804541476227,0.29538487629901733,0.25802707828621996,0.22515472268942735,0.4168216885041425,0.1842086968616777,0.22515472268942735,0.1738148919447522,0.004821469465088421,0.1414467932344412
improved_phaseww_vv_direct_lighter_both_rewrite,stressed_panic,229,0.03457209894168912,0.5108734387224594,0.6106570578343476,0.027540417861928585,0.21247074060643698,0.17687220155921493,0.6106570578343476,0.17153775087298143,0.23765371489974751,0.07760534727584732,0.17153775087298143,0.5132031869514235,-0.0008757627907608548,-0.012866645630357443
improved_phaseww_vv_shadow_polish,calm_trend,295,0.03864040202011743,0.4183378649641271,0.07766302312394543,0.09500528879702168,0.6883574170597296,0.23397955981632443,0.07766302312394543,0.3050069135487003,0.48518409212243535,0.16557280033288035,0.3050069135487003,0.04423619399598376,-0.0006309088266019322,-0.00648270885943425
improved_phaseww_vv_shadow_polish,neutral_healthy_proxy,293,0.09566633706502618,1.2770228829558066,0.25519713749349954,0.08516386977911258,0.5053087093287072,0.23949415317779277,0.25519713749349954,0.23270295753490777,0.41506433436821594,0.15013070610376475,0.23270295753490777,0.2021020019931114,-0.0020864527356531104,0.032387500155245386
improved_phaseww_vv_shadow_polish,neutral_mixed,200,0.12082236827607395,1.7229924867110156,0.3954699372619207,0.0645481372361365,0.37772186148334796,0.22680820125473095,0.3954699372619207,0.20216037834036749,0.3400232194805363,0.11461676897455413,0.20216037834036749,0.34319963320454194,-0.0014581082337205703,-0.00832507446655062
improved_phaseww_vv_shadow_polish,recovery_confirmed,44,0.03321026162128904,0.48618759873057843,0.12717057430176856,0.07291602020438989,0.47994852183955045,0.39288090385868063,0.12717057430176856,0.22505571762859192,0.504301266866531,0.18532901194920023,0.22505571762859192,0.0853140035556766,0.005132417918057734,0.06833271480774078
improved_phaseww_vv_shadow_polish,recovery_fragile,49,0.07351247155355947,1.458038773576787,0.2608249621806449,0.06760884768672924,0.4448977769048524,0.29427726091450235,0.2608249621806449,0.22437931631898525,0.4152705577286748,0.18343319319126095,0.22437931631898525,0.17691693276107867,0.004682382648862907,0.1448188543483817
improved_phaseww_vv_shadow_polish,stressed_panic,229,0.03454783690806827,0.5107101406966778,0.6108086704506532,0.027519809855618266,0.2123691387208376,0.17682219082850903,0.6108086704506532,0.17149100890994198,0.23757069375666878,0.07756480470510968,0.17149100890994198,0.5133734926282794,-0.0009000248243817011,-0.013029943656139076
