name,ann_return_delta_pp_vs_prod,sharpe_delta_vs_prod,max_drawdown_delta_pp_vs_prod,cvar_delta_pp_vs_prod,turnover_ratio_vs_prod,avg_SPY_delta_pp_vs_prod,avg_composite_hidden_bil_reduction_vs_prod,avg_favorable_hidden_bil_reduction_vs_prod,low_bucket_hidden_bil_reduction_vs_prod,score_separates_danger_vs_drag,passes_all_gates,fail_reasons
improved_phaseqq_cash_defense_score_fallback,0.010106749588056907,-0.0030018669248482732,-0.040381021262314576,-0.018961925232083288,1.0327906739837147,-0.002775918550142198,0.007290733497794875,0.010540247582420269,0.03978932725169497,False,False,sharpe_delta -0.0030; cash_defense_score not separating dangerous vs benign weeks
improved_phaseqq_reason_specific_fallback,-0.013152649347003553,-0.00995651364337602,-1.171996461260516,-0.034319350106338034,1.007580386699816,0.04623584742495801,0.0010926705430002609,0.001147658774593106,0.008178503028125464,False,False,sharpe_delta -0.0100; max_drawdown_delta -1.17pp; cash reduction not translating (+0.0011; low +0.0082); cash_defense_score not separating dangerous vs benign weeks
improved_phaseqq_pp_combined_score_filtered,0.0763051339715437,0.0038261719223910973,-0.03264672684601955,-0.01953356269873141,1.0252314086676855,0.062261061194242295,0.007736986522165455,0.010986000621449131,0.032680325451140975,False,False,sharpe_delta +0.0038; cash_defense_score not separating dangerous vs benign weeks
