name,quick_screen_status,quick_screen_reasons,ann_return_delta_vs_prod,sharpe_delta_vs_prod,avg_BIL_delta_vs_prod,avg_SPY_delta_vs_prod,avg_bucket_composite_delta_vs_prod,avg_bucket_offense_delta_vs_prod,targeted_overlay_absorption_reduction_vs_prod,targeted_total_absorption_reduction_vs_prod
improved_phasett_recovery_two_stage_bucket,REJECT,Sharpe improvement < 0.005 | downstream overlay absorption is not reduced,0.0008835481393220795,0.0040288001128118145,-0.00036043889843256904,0.002246937829795209,-0.014957294241765673,0.006286332630866864,-0.0027171060580081785,0.009890552238257633
improved_phasett_recovery_neutral_two_stage_bucket,REJECT,Sharpe improvement < 0.005 | CVaR worse by > 0.05pp | downstream overlay absorption is not reduced,0.0016217768454731413,0.002207149974479794,-0.006353621028214518,0.004985427993268662,-0.02454932956918507,0.013031042885337296,-8.83498323827429e-05,0.01430739634157415
improved_phasett_ss1_overlay_coordinated,REJECT,Sharpe improvement < 0.005 | downstream overlay absorption is not reduced,0.0004857110012789767,0.0013856457108916143,0.0003185525262165978,0.0015604909666352973,-0.011949511948832564,0.00554397266048573,-0.002438200110840727,0.006919401192034602
