version_name,market_state,avg_top1_share,avg_top2_share,avg_hhi,avg_role_share_new
improved_phasei_smooth_state_allocator,calm_trend,0.2557686347701299,0.4964439895251511,0.22296995105668865,0.5261056383317739
improved_phasei_smooth_state_allocator,neutral_mixed,0.23999110466787615,0.4608379483925283,0.19563004709775111,0.5249548937827286
improved_phasei_smooth_state_allocator,recovery_confirmed,0.22662576895824663,0.44040741028805747,0.1886572048037145,0.5136490992744464
improved_phasei_smooth_state_allocator,recovery_fragile,0.21973332924439412,0.4274545894744889,0.17785097842992148,0.5038524932554909
improved_phasei_smooth_state_allocator,stressed_panic,0.2746397011041356,0.5299846824738053,0.20676936298722545,0.4957805346944795
improved_phasei_tail_disciplined_allocator,calm_trend,0.23010848510367266,0.4510840820496292,0.19051594031199778,0.5163611249909791
improved_phasei_tail_disciplined_allocator,neutral_mixed,0.22109849119729638,0.42528616234278793,0.17928714571006307,0.5092673810902558
improved_phasei_tail_disciplined_allocator,recovery_confirmed,0.21136241287235516,0.4120079391178852,0.17621082977218444,0.5012880812540073
improved_phasei_tail_disciplined_allocator,recovery_fragile,0.217784031370701,0.419671070862136,0.17596385610565546,0.49384236994914016
improved_phasei_tail_disciplined_allocator,stressed_panic,0.26880976544158364,0.5180662606949581,0.202791925167966,0.49312627047094365
improved_phasei_turnover_aware_allocator,calm_trend,0.24793765097642048,0.4876695736022706,0.2195186343412071,0.5252154654319438
improved_phasei_turnover_aware_allocator,neutral_mixed,0.22905387555106915,0.4452947186592129,0.19251090464780943,0.5217004861481851
improved_phasei_turnover_aware_allocator,recovery_confirmed,0.22163095028734528,0.42756900921353563,0.1863627198828562,0.5100356688311316
improved_phasei_turnover_aware_allocator,recovery_fragile,0.2117768856070745,0.41398486107075594,0.1760123900763287,0.5027142774390747
improved_phasei_turnover_aware_allocator,stressed_panic,0.2694499031448679,0.5210315600670284,0.2047470176732643,0.4997984312399178
improved_phasei_robust_role_allocator,calm_trend,0.2432057986308962,0.47545346811027356,0.2065449085185304,0.5249777063676789
improved_phasei_robust_role_allocator,neutral_mixed,0.2341680162750722,0.45315010069494804,0.19046908501603638,0.5244008860554126
improved_phasei_robust_role_allocator,recovery_confirmed,0.22093011273765917,0.4307610963813625,0.1834763024785194,0.5164191938345916
improved_phasei_robust_role_allocator,recovery_fragile,0.2263022800457217,0.43534694002581237,0.1795596627115945,0.5015012450934386
improved_phasei_robust_role_allocator,stressed_panic,0.27378789569225415,0.522612774187151,0.2050443241671903,0.4944378732459384
