name,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,avg_turnover,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,holdout_ann_return,holdout_sharpe,recovery_capture,avg_bucket_offense,avg_bucket_defense,avg_bucket_composite,avg_bucket_cash,ann_return_delta_vs_prod,sharpe_delta_vs_prod,max_drawdown_delta_vs_prod,cvar_5_delta_vs_prod,avg_BIL_delta_vs_prod,avg_SPY_delta_vs_prod,avg_offense_delta_vs_prod,avg_defense_delta_vs_prod,avg_cash_delta_vs_prod,avg_bucket_composite_delta_vs_prod,ann_return_delta_vs_shadow,sharpe_delta_vs_shadow,max_drawdown_delta_vs_shadow,cvar_5_delta_vs_shadow,avg_BIL_delta_vs_shadow,avg_SPY_delta_vs_shadow,avg_offense_delta_vs_shadow,avg_defense_delta_vs_shadow,avg_cash_delta_vs_shadow,avg_bucket_composite_delta_vs_shadow,ann_return_delta_vs_vv,sharpe_delta_vs_vv,max_drawdown_delta_vs_vv,cvar_5_delta_vs_vv,avg_BIL_delta_vs_vv,avg_SPY_delta_vs_vv,avg_offense_delta_vs_vv,avg_defense_delta_vs_vv,avg_cash_delta_vs_vv,avg_bucket_composite_delta_vs_vv,ann_return_delta_vs_ww,sharpe_delta_vs_ww,max_drawdown_delta_vs_ww,cvar_5_delta_vs_ww,avg_BIL_delta_vs_ww,avg_SPY_delta_vs_ww,avg_offense_delta_vs_ww,avg_defense_delta_vs_ww,avg_cash_delta_vs_ww,avg_bucket_composite_delta_vs_ww
improved_phase2b_regime_confidence_boost,0.06973726056697613,0.07789583362986176,0.8952630367671166,-0.139754039463866,0.49899996332490265,-0.026181041847003924,0.05617856587445908,0.2839178772422698,0.07081167142134885,0.47498117072743484,0.2411009520302949,0.2839178772422698,0.14583656959170221,2.001626593422079,0.12814863475678015,0.3908031422936725,0.1337725320855525,0.25430484674051596,0.2211194788802588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003427249951112876,0.0007904555681768066,-0.0030128240486322344,-9.599381082687e-05,-0.0016346203049677488,5.5162917383583254e-05,0.0007233880746645438,0.000911232230303205,-0.0016346203049677488,0.0005977200514122871,-0.0011351503294623894,-0.004783019257551979,0.0010211674750343347,0.00025432940301492457,0.0022653833405156254,-0.0025525266404413383,-0.005565634993048629,0.0033002516525329484,0.0022653833405156254,0.014834538469070069,-0.0009320157545420482,-0.004305059107903131,0.0010211674750342237,0.00017731359695018906,0.0008493014896830409,-0.002299137158639983,-0.004430945873995007,0.0035816443843119106,0.0008493014896830409,0.014920983582303954
improved_phase2b_combo_abc,0.06939453557186484,0.07758151231293113,0.8944725811989398,-0.13674121541523376,0.5074880705216687,-0.026085048036177054,0.05652051445626184,0.28555249754723755,0.07075650850396527,0.4742577826527703,0.2401897197999917,0.28555249754723755,0.14569998758182207,2.014032143070176,0.1248945639570215,0.38986047647566613,0.13357171387880154,0.25370712668910367,0.2228606829564285,-0.0003427249951112876,-0.0007904555681768066,0.0030128240486322344,9.599381082687e-05,0.0016346203049677488,-5.5162917383583254e-05,-0.0007233880746645438,-0.000911232230303205,0.0016346203049677488,-0.0005977200514122871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001477875324573677,-0.005573474825728786,0.004033991523666569,0.0003503232138417946,0.003900003645483374,-0.0026076895578249215,-0.006289023067713173,0.0023890194222297434,0.003900003645483374,0.014236818417657782,-0.0012747407496533358,-0.0050955146760799375,0.004033991523666458,0.00027330740777705906,0.0024839217946507897,-0.002354300076023566,-0.005154333948659551,0.0026704121540087056,0.0024839217946507897,0.014323263530891667
improved_phasett_recovery_two_stage_bucket,0.07062080870629821,0.07852935588886853,0.8992918368799284,-0.14077520693890033,0.5016565788956663,-0.02635460969201838,0.05767529753726401,0.28355743834383723,0.07305860925114406,0.47910135385486674,0.23734120780129564,0.28355743834383723,0.1494692549774962,2.0001128773221426,0.14747531682520065,0.3970894749245394,0.1393985290328354,0.23934755249875028,0.2241644435438747,0.0008835481393220795,0.0040288001128118145,-0.0010211674750343347,-0.00017356784501445718,-0.00036043889843256904,0.002246937829795209,0.004120183127431898,-0.0037597442289992733,-0.00036043889843256904,-0.014957294241765673,0.0012262731344333672,0.004819255680988621,-0.004033991523666569,-0.0002695616558413272,-0.001995059203400318,0.0023021007471787924,0.004843571202096442,-0.0028485119986960683,-0.001995059203400318,-0.014359574190353386,-0.0002516021901403098,-0.0007542191447401647,0.0,8.076155800046739e-05,0.0019049444420830564,-0.0003055888106461291,-0.0014454518656167314,-0.0004594925764663249,0.0019049444420830564,-0.00012275577269560412,-4.8467615219968674e-05,-0.00027625899509131635,-1.1102230246251565e-16,3.7457519357318725e-06,0.0004888625912504718,-5.219932884477363e-05,-0.0003107627465631091,-0.00017809984468736273,0.0004888625912504718,-3.6310659461719075e-05
improved_phaseuu_tt1_budget_aware_lighter_both,0.07064689358286365,0.07854913401021191,0.899397485065578,-0.1407752069389001,0.5018418734310661,-0.026359122749710053,0.05773028740083563,0.28326085075081486,0.07308241304572038,0.47927283714462565,0.2374663121045591,0.28326085075081486,0.1496032371836994,1.9999965166837983,0.1476567496315785,0.39726284192599826,0.1394610491689634,0.2394275895322487,0.22384851937278946,0.0009096330158875204,0.004134448298461435,-0.0010211674750341126,-0.0001780809027061292,-0.0006570264914549373,0.0022707416243715334,0.004291666417190809,-0.0036346399257358164,-0.0006570264914549373,-0.014877257208267242,0.001252358010998808,0.004924903866638242,-0.004033991523666347,-0.0002740747135329992,-0.002291646796422686,0.0023259045417551166,0.005015054491855353,-0.0027234076954326114,-0.002291646796422686,-0.014279537156854955,-0.00022551731357486893,-0.0006485709590905442,2.220446049250313e-16,7.624850030879537e-05,0.001608356849060688,-0.0002817850160698049,-0.00127396857585782,-0.000334388273202868,0.001608356849060688,-4.271873919717284e-05,-2.238273865452778e-05,-0.00017061080944169582,1.1102230246251565e-16,-7.673057559401397e-07,0.00019227499822810357,-2.839553426844943e-05,-0.00013927945680419773,-5.2995541423905834e-05,0.00019227499822810357,4.37263740367122e-05
improved_phasevv_recovery_neutral_budget_aware_overlay,0.07087241089643852,0.07874309366952666,0.9000460560246686,-0.14077520693890033,0.503443840982587,-0.02643537125001885,0.05767649852843458,0.2816524939017542,0.07336419806179019,0.48054680572048347,0.23780070037776196,0.2816524939017542,0.14967168449316523,1.9884853625654173,0.14814149937669358,0.39824171753003307,0.1400477826911775,0.2394703082714459,0.2222401915073433,0.0011351503294623894,0.004783019257551979,-0.0010211674750343347,-0.00025432940301492457,-0.0022653833405156254,0.0025525266404413383,0.005565634993048629,-0.0033002516525329484,-0.0022653833405156254,-0.014834538469070069,0.001477875324573677,0.005573474825728786,-0.004033991523666569,-0.0003503232138417946,-0.003900003645483374,0.0026076895578249215,0.006289023067713173,-0.0023890194222297434,-0.003900003645483374,-0.014236818417657782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020313457492034115,0.00047796014964884836,-1.1102230246251565e-16,-7.701580606473551e-05,-0.0014160818508325845,0.00025338948180135545,0.0011346891190536224,0.0002813927317789622,-0.0014160818508325845,8.644511323388504e-05
improved_phaseww_confirmed_only_lighter_both,0.07066927632151818,0.07855911814299883,0.8995680958750197,-0.14077520693890022,0.50200086974257,-0.026358355443954113,0.05778322052511478,0.28306857575258676,0.07311080857998883,0.47941211660142985,0.237519307645983,0.28306857575258676,0.14975266055747555,1.9995804890542246,0.14805439013591895,0.39740091281844103,0.1395526446509033,0.239383863158212,0.22366257937244344,0.0009320157545420482,0.004305059107903131,-0.0010211674750342237,-0.00017731359695018906,-0.0008493014896830409,0.002299137158639983,0.004430945873995007,-0.0035816443843119106,-0.0008493014896830409,-0.014920983582303954,0.0012747407496533358,0.0050955146760799375,-0.004033991523666458,-0.00027330740777705906,-0.0024839217946507897,0.002354300076023566,0.005154333948659551,-0.0026704121540087056,-0.0024839217946507897,-0.014323263530891667,-0.00020313457492034115,-0.00047796014964884836,1.1102230246251565e-16,7.701580606473551e-05,0.0014160818508325845,-0.00025338948180135545,-0.0011346891190536224,-0.0002813927317789622,0.0014160818508325845,-8.644511323388504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phasexx_guardrail_only_overlay,0.07028876443923641,0.0783156479310695,0.8975060067319107,-0.14077520693890033,0.4992978946196353,-0.026293797950546666,0.057145814590266346,0.28740664633678187,0.0726490810762861,0.476829098470928,0.23576425519228972,0.28740664633678187,0.14901476904796948,1.995206031565282,0.14398886001049793,0.3950246292668417,0.13838719984778433,0.23827633659299893,0.22831183429237484,0.0005515038722602866,0.002242969964794117,-0.0010211674750343347,-0.0001127561035427424,0.0034887690945120675,0.0018374096549372554,0.001847927743493183,-0.005336696838005195,0.0034887690945120675,-0.016028510147517022,0.0008942288673715743,0.0030334255329709237,-0.004033991523666569,-0.0002087499143696124,0.0018541487895443187,0.0018925725723208386,0.0025713158181577267,-0.00442546460770199,0.0018541487895443187,-0.015430790096104735,-0.0005836464572021027,-0.002540049292757862,0.0,0.00014157329947218217,0.005754152435027693,-0.0007151169855040829,-0.0037177072495554464,-0.0020364451854722465,0.005754152435027693,-0.0011939716784469534,-0.0003805118822817616,-0.002062089143109014,-1.1102230246251565e-16,6.455749340744665e-05,0.004338070584195108,-0.0004617275037027274,-0.002583018130501824,-0.0017550524536932843,0.004338070584195108,-0.0011075265652130684
improved_phasexx_guardrail_overlay_fragile_floor,0.07022810193349814,0.078281790126478,0.8971192638803008,-0.14077520693890022,0.49886697708055083,-0.026284709302576332,0.05712157261167482,0.28817102961035496,0.07256817147043933,0.4763679211805363,0.23546104920910826,0.28817102961035496,0.14898145287538525,1.9934746051262058,0.14307233005420142,0.39462725049051195,0.13816422245839147,0.2380588549208836,0.2291496721302127,0.0004908413665220129,0.0018562271131842278,-0.0010211674750342237,-0.00010366745557240792,0.004253152368085156,0.0017565000490904759,0.0013867504531014374,-0.005639902821186649,0.004253152368085156,-0.01624599181963235,0.0008335663616333006,0.0026466826813610345,-0.004033991523666458,-0.00019966126639927792,0.002618532063117407,0.0018116629664740591,0.002110138527765981,-0.004728670590883444,0.002618532063117407,-0.015648271768220062,-0.0006443089629403764,-0.0029267921443677514,1.1102230246251565e-16,0.00015066194744251665,0.006518535708600781,-0.0007960265913508624,-0.004178884539947192,-0.0023396511686537003,0.006518535708600781,-0.0014114533505622806,-0.0004411743880200353,-0.002448831994718903,0.0,7.364614137778114e-05,0.005102453857768197,-0.000542637109549507,-0.0030441954208935695,-0.002058258436874738,0.005102453857768197,-0.0013250082373283956
improved_phasexx_recovery_neutral_overlay_simplified,0.06877498011700854,0.07661404892987855,0.897681052987491,-0.14077520693890033,0.4885446920128376,-0.02561300177769191,0.05679180616676953,0.30412474535392403,0.07064843108925094,0.46535250441053416,0.23052275023554133,0.30412474535392403,0.14692261106819413,2.0659667343299395,0.14013430000810007,0.3858288100948518,0.13520312905689635,0.23244238381985094,0.24652567702840064,-0.0009622804499675869,0.0024180162203744082,-0.0010211674750343347,0.0005680400693120133,0.02020686811165423,-0.00016324033209791367,-0.00962866631690068,-0.010578201794753578,0.02020686811165423,-0.021862462920665016,-0.0006195554548562993,0.003208471788551215,-0.004033991523666569,0.0004720462584851433,0.01857224780668648,-0.00010807741471433041,-0.008905278242236137,-0.009666969564450373,0.01857224780668648,-0.02126474286925273,-0.0020974307794299762,-0.002365003037177571,0.0,0.0008223694723269379,0.022472251452169856,-0.002715766972539252,-0.01519430130994931,-0.007277950142220629,0.022472251452169856,-0.007027924451594947,-0.001894296204509635,-0.0018870428875287226,-1.1102230246251565e-16,0.0007453536662622023,0.02105616960133727,-0.0024623774907378965,-0.014059612190895687,-0.006996557410441667,0.02105616960133727,-0.006941479338361062
improved_phasexx_conservative_hybrid_overlay,0.07086526727218881,0.07874468069647592,0.8999371976037521,-0.14077520693890044,0.5033930960793821,-0.02643402046500683,0.0576695876507762,0.28165724660743263,0.07337234213016189,0.4805570281947346,0.23778572519783234,0.28165724660743263,0.14971369389337935,1.9884589702884432,0.14788745144294277,0.3982572915770707,0.14008064348530008,0.2393980474550924,0.22226401748253666,0.0011280067052126808,0.004674160836635521,-0.0010211674750344457,-0.0002529786180029067,-0.0022606306348371685,0.002560670708813037,0.005575857467299772,-0.0033152268324625755,-0.0022606306348371685,-0.014906799285423544,0.0014707317003239684,0.005464616404812328,-0.00403399152366668,-0.0003489724288297767,-0.0038952509398049173,0.0026158336261966203,0.006299245541964316,-0.0024039946021593706,-0.0038952509398049173,-0.014309079234011257,-7.143624249708602e-06,-0.00010885842091645781,-1.1102230246251565e-16,1.3507850120178522e-06,4.75270567845687e-06,8.144068371698787e-06,1.0222474251142533e-05,-1.4975179929627158e-05,4.75270567845687e-06,-7.226081635347548e-05,0.00019599095067063255,0.00036910172873239055,-2.220446049250313e-16,-7.566502105271766e-05,-0.0014113291451541277,0.00026153355017305424,0.0011449115933047649,0.000266417551849335,-0.0014113291451541277,1.4184296880409564e-05
