version_name,rolling_windows,rolling_avg_raw_composite,rolling_median_raw_composite,rolling_avg_sharpe,rolling_avg_ann_return
improved_phase2b_regime_confidence_boost,15,0.5732330396866556,0.48561101714030536,0.8156749189446502,0.061084726976640615
improved_phase2b_combo_abc,15,0.5744858397371243,0.49280103524357666,0.8152959751973454,0.06087840615669989
improved_phaseh_refined_state_allocator,15,0.5935910144062724,0.5832374193284993,0.8363362760316716,0.06770529996919142
improved_phasen_distributional_tail_allocator,15,0.609064389105275,0.6493233564890524,0.8756814713387006,0.06297251556413176
improved_phasel_tail_turnover_learning_allocator,15,0.6080072631557076,0.6207673870358177,0.8412989645510649,0.06704869641733037
improved_phaseh_refined_panel_blend,15,0.590755599211338,0.5769405448484888,0.8274105507718722,0.06595347689391227
improved_phaseo_uncertainty_shrunk_allocator,15,0.5939793608106286,0.6318529837623563,0.8719080376898894,0.06400136722223557
improved_phaseo_turnover_gated_allocator,15,0.6002875536272448,0.6276424513359378,0.8526973470079076,0.06468573252203451
improved_phaseo_tail_priority_allocator,15,0.6005249697753418,0.6506280104966747,0.8703282203578852,0.0617781573079448
improved_phaseo_production_proximity_allocator,15,0.5969820004760658,0.6288421106061988,0.8501623993332834,0.0654235445921312
improved_phaseo_combo_decision_allocator,15,0.5963118974898909,0.6317290912466218,0.8607122019424266,0.06366706205571307
