version_name,market_state,avg_top1_share,avg_top2_share,avg_hhi,avg_new_sleeve_share
improved_phasee_gbt_allocator,calm_trend,0.35215211328431983,0.5620250914460189,0.23312422120937384,0.2010909578802928
improved_phasee_gbt_allocator,neutral_mixed,0.3059479504019317,0.49655225406294523,0.2052305310797131,0.16582180416714717
improved_phasee_gbt_allocator,recovery_confirmed,0.40368066961728016,0.6102551364571188,0.2643646360877289,0.17008915058989238
improved_phasee_gbt_allocator,recovery_fragile,0.36873970731910904,0.5761592253520647,0.2402060415377511,0.19659686566697848
improved_phasee_gbt_allocator,stressed_panic,0.36462618140082337,0.5671808066213024,0.23906271272550972,0.1882732423406709
improved_phasee_concentration_gate,calm_trend,0.3412309449795029,0.5371553211630433,0.22234400980621877,0.19193989522099983
improved_phasee_concentration_gate,neutral_mixed,0.311987234949026,0.48809625559597736,0.20034193440072326,0.16067330954128534
improved_phasee_concentration_gate,recovery_confirmed,0.4130928761998817,0.5997386287990671,0.2556698956752131,0.17592339565334167
improved_phasee_concentration_gate,recovery_fragile,0.37005529416154315,0.5605054389312779,0.23490147960106247,0.19874911206216575
improved_phasee_concentration_gate,stressed_panic,0.39365848479675225,0.5897500116763492,0.24791943681711137,0.1663224362623889
improved_phasee_state_sleeve_boosting,calm_trend,0.34817428904300174,0.5394141208593297,0.2343805423937874,0.21861836388774256
improved_phasee_state_sleeve_boosting,neutral_mixed,0.2919809108820769,0.47345849565718123,0.19816524938633837,0.18970770698868408
improved_phasee_state_sleeve_boosting,recovery_confirmed,0.35963233840234055,0.5710587761758524,0.2451047616247276,0.21546633186545525
improved_phasee_state_sleeve_boosting,recovery_fragile,0.3176474084687254,0.5231677819125992,0.2141040290924148,0.24701810216090309
improved_phasee_state_sleeve_boosting,stressed_panic,0.3726100560480764,0.5719981306425571,0.24228049150097553,0.18075249259988657
improved_phasee_combo_allocator,calm_trend,0.3262017500473173,0.5229925876138077,0.21749877267974368,0.20762056350914382
improved_phasee_combo_allocator,neutral_mixed,0.28915040196698943,0.47208752069020304,0.19331010222059528,0.1739208432616843
improved_phasee_combo_allocator,recovery_confirmed,0.3680310590225494,0.5744265261149596,0.23609008918230245,0.19671299646971505
improved_phasee_combo_allocator,recovery_fragile,0.3403844849725454,0.5431084940391226,0.22171750429727624,0.20922036671445604
improved_phasee_combo_allocator,stressed_panic,0.3621284353297486,0.5588626296599639,0.2338850893579753,0.1820363118700487
improved_phasee_state_prior_concentration,calm_trend,0.32959013118306196,0.5201632495164089,0.21594990202538178,0.19870869353762843
improved_phasee_state_prior_concentration,neutral_mixed,0.2973984283758954,0.47328570270989023,0.19262707547789507,0.1687104424282461
improved_phasee_state_prior_concentration,recovery_confirmed,0.38661031826913417,0.5801938889510618,0.2397182812255105,0.1919200396283864
improved_phasee_state_prior_concentration,recovery_fragile,0.34923713885066754,0.5440957805464217,0.22407439702457516,0.20709761043005087
improved_phasee_state_prior_concentration,stressed_panic,0.38588824284341894,0.5762023843571609,0.24196580963233733,0.17024109041433405
