state_kind,state,n_weeks,ee_mean_wkly,prod_mean_wkly,delta_mean_wkly,ee_minus_prod_cumulative,candidate
market_state,calm_trend,295,0.000613139264204098,0.0007552175162830648,-0.00014207825207896677,-0.050553466730050234,improved_phaseee_sleeve_hint_light
market_state,neutral_mixed,492,0.0019390411115842623,0.00207542459011718,-0.00013638347853291784,-0.1746925871154672,improved_phaseee_sleeve_hint_light
market_state,recovery_confirmed,44,0.00043788073836527867,0.0005399585327544482,-0.00010207779438916952,-0.004587724766846879,improved_phaseee_sleeve_hint_light
market_state,recovery_fragile,49,0.0012547485997604427,0.0013236555558595493,-6.890695609910666e-05,-0.0036028461887220864,improved_phaseee_sleeve_hint_light
market_state,stressed_panic,229,0.0005050959172073584,0.000681689648700961,-0.00017659373149360262,-0.046120278864189235,improved_phaseee_sleeve_hint_light
refined_state,calm_trend,295,0.000613139264204098,0.0007552175162830648,-0.00014207825207896677,-0.050553466730050234,improved_phaseee_sleeve_hint_light
refined_state,neutral_deteriorating,171,0.0015677000492132732,0.0017276739652523616,-0.00015997391603908844,-0.035646098809311244,improved_phaseee_sleeve_hint_light
refined_state,neutral_healthy,210,0.0029652923141876646,0.0031247153849629787,-0.0001594230707753141,-0.06241229645754243,improved_phaseee_sleeve_hint_light
refined_state,neutral_mixed,111,0.000569550743284484,0.0006260037787141756,-5.645303542969155e-05,-0.006710613817521693,improved_phaseee_sleeve_hint_light
refined_state,recovery_confirmed,44,0.00043788073836527867,0.0005399585327544482,-0.00010207779438916952,-0.004587724766846879,improved_phaseee_sleeve_hint_light
refined_state,recovery_fragile,49,0.0012547485997604427,0.0013236555558595493,-6.890695609910666e-05,-0.0036028461887220864,improved_phaseee_sleeve_hint_light
refined_state,stressed_panic,229,0.0005050959172073584,0.000681689648700961,-0.00017659373149360262,-0.046120278864189235,improved_phaseee_sleeve_hint_light
market_state,calm_trend,295,0.000613139264204098,0.0007552175162830648,-0.00014207825207896677,-0.050553466730050234,improved_phaseee_sleeve_hint_state_gated
market_state,neutral_mixed,492,0.0019390411115842623,0.00207542459011718,-0.00013638347853291784,-0.1746925871154672,improved_phaseee_sleeve_hint_state_gated
market_state,recovery_confirmed,44,0.00043788073836527867,0.0005399585327544482,-0.00010207779438916952,-0.004587724766846879,improved_phaseee_sleeve_hint_state_gated
market_state,recovery_fragile,49,0.0012547485997604427,0.0013236555558595493,-6.890695609910666e-05,-0.0036028461887220864,improved_phaseee_sleeve_hint_state_gated
market_state,stressed_panic,229,0.0005050959172073584,0.000681689648700961,-0.00017659373149360262,-0.046120278864189235,improved_phaseee_sleeve_hint_state_gated
refined_state,calm_trend,295,0.000613139264204098,0.0007552175162830648,-0.00014207825207896677,-0.050553466730050234,improved_phaseee_sleeve_hint_state_gated
refined_state,neutral_deteriorating,171,0.0015677000492132732,0.0017276739652523616,-0.00015997391603908844,-0.035646098809311244,improved_phaseee_sleeve_hint_state_gated
refined_state,neutral_healthy,210,0.0029652923141876646,0.0031247153849629787,-0.0001594230707753141,-0.06241229645754243,improved_phaseee_sleeve_hint_state_gated
refined_state,neutral_mixed,111,0.000569550743284484,0.0006260037787141756,-5.645303542969155e-05,-0.006710613817521693,improved_phaseee_sleeve_hint_state_gated
refined_state,recovery_confirmed,44,0.00043788073836527867,0.0005399585327544482,-0.00010207779438916952,-0.004587724766846879,improved_phaseee_sleeve_hint_state_gated
refined_state,recovery_fragile,49,0.0012547485997604427,0.0013236555558595493,-6.890695609910666e-05,-0.0036028461887220864,improved_phaseee_sleeve_hint_state_gated
refined_state,stressed_panic,229,0.0005050959172073584,0.000681689648700961,-0.00017659373149360262,-0.046120278864189235,improved_phaseee_sleeve_hint_state_gated
