,model_confidence,model_uncertainty,margin_confidence,agreement,signal_top_gap,risk_guard,cash_weight,mu_scale,lambda_turn,lambda_tail,lambda_anchor,safe_mix,freeze_prev
2005-01-14,0.025664237489551323,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333329,0.6,0.12,0.20412509840358808,1.145636325588262,1.1163727797001153,0.8965055032040422,0.3,0.0
2005-01-21,0.017886459711773495,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.09333333333333327,0.6,0.12,0.19858425247458636,1.1482963255882621,1.1163727797001153,0.8976255032040421,0.3,0.0
2005-01-28,0.017886459711773495,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.09333333333333327,0.6,0.12,0.19858425247458636,1.1482963255882621,1.1163727797001153,0.8976255032040421,0.3,0.0
2005-02-04,0.017886459711773495,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.09333333333333327,0.6,0.12,0.19858425247458636,1.1482963255882621,1.1163727797001153,0.8976255032040421,0.3,0.0
2005-02-11,0.017886459711773495,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.09333333333333327,0.6,0.12,0.19858425247458636,1.1482963255882621,1.1163727797001153,0.8976255032040421,0.3,0.0
2005-02-18,0.017886459711773495,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.09333333333333327,0.6,0.12,0.19858425247458636,1.1482963255882621,1.1163727797001153,0.8976255032040421,0.3,0.0
2005-02-25,0.017886459711773495,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.09333333333333327,0.6,0.12,0.19858425247458636,1.1482963255882621,1.1163727797001153,0.8976255032040421,0.3,0.0
2005-03-04,0.017886459711773495,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.09333333333333327,0.6,0.12,0.19858425247458636,1.1482963255882621,1.1163727797001153,0.8976255032040421,0.3,0.0
2005-03-11,0.06896691948188849,0.6089388696655134,0.4302298850574713,0.3333333333333333,0.09333333333333327,0.6,0.12,0.234973689876286,1.1308268083468829,1.1163727797001153,0.8902699169971456,0.3,0.0
2005-03-18,0.022022638426952547,0.6012095366877994,0.3280890804597701,0.0,0.1466666666666666,0.1,0.07743608378221538,0.20201202825433529,1.1447948325636883,0.9349586912134392,0.8961642081755525,0.28894473976569873,0.0
2005-03-25,0.017415835496581385,0.5997796874797723,0.3280890804597701,0.0,0.13333333333333325,0.1,0.07745989993348434,0.19880989618125341,1.1459842998797078,0.934771094997346,0.8966674446862268,0.288906581115755,0.0
2005-04-01,0.0,0.6000777432936989,0.22464080459770114,0.0,0.13333333333333325,0.1,0.07800621946349591,0.18635073691299534,1.1520209906892989,0.9348101999201333,0.8992087072488943,0.29001710352461374,0.0
2005-04-08,0.006266489217346995,0.5865489517589088,0.24339080459770115,0.0,0.13333333333333325,0.1,0.0767359214641923,0.1916224864224539,1.1462250776625729,0.9330352224707688,0.8967911081496999,0.2866647800339191,0.0
2005-04-15,0.008096613108173036,0.5825997130224131,0.24339080459770115,0.0,0.13333333333333325,0.1,0.07636507864854786,0.19316902853204013,1.1445328808330564,0.9325170823485407,0.8960852555709334,0.2856861400784405,0.0
2005-04-22,0.007405759962224652,0.5840746458364469,0.24339080459770115,0.0,0.13333333333333325,0.1,0.076503798868049,0.19258578747282512,1.14516738446876,0.9327105935337417,0.8963499308991217,0.28605207648628483,0.0
2005-04-29,0.007319536984367998,0.5842600548853816,0.24339080459770115,0.0,0.13333333333333325,0.1,0.07652121828129949,0.19251294829822302,1.1452469331703994,0.932734919200962,0.8963831128214139,0.28609803985572185,0.0
2005-05-06,0.028891632621461945,0.5862465515381562,0.34594622331691294,0.0,0.13333333333333325,0.1,0.07603297514440864,0.20787127541404274,1.1384056305587624,0.9329955475618061,0.8934992186747831,0.2852407433811066,0.0
2005-05-13,0.006777441583699591,0.584844804203279,0.242497947454844,0.0,0.13333333333333325,0.1,0.07658426108875134,0.1920893770275218,1.1455902121132602,0.9328116383114702,0.8965266664827146,0.2862592104296994,0.0
2005-05-20,0.08033960158916736,0.6018118716771783,0.5109195402298851,0.3333333333333333,0.026666666666666672,0.1,0.07573476168649924,0.24361067677848502,1.125013061609343,0.9350377175640457,0.8878340269990039,0.2855782356736292,0.0
2005-05-27,0.08014813724427866,0.6022988505747127,0.5109195402298851,0.3333333333333333,0.026666666666666672,0.1,0.07577946392864865,0.24343743266303902,1.125210026717629,0.9351016091954023,0.8879161395011919,0.2856968588917801,0.0
