version_name,market_state,observations,avg_w1_weight,median_w1_weight,max_w1_weight
improved_phasez_production_hrp_7sleeve,calm_trend,295,0.4212172419574618,0.4324903797498184,0.45
improved_phasez_production_hrp_7sleeve,neutral_mixed,493,0.33797271882737817,0.4076002729752271,0.45
improved_phasez_production_hrp_7sleeve,recovery_confirmed,44,0.4167326877732657,0.41940000000000005,0.45
improved_phasez_production_hrp_7sleeve,recovery_fragile,49,0.3857267678832955,0.4183064758696815,0.44087595017339193
improved_phasez_production_hrp_7sleeve,stressed_panic,229,0.2160519937214925,0.17824953150340778,0.4499999999999999
improved_phasez_shadow_hrp_7sleeve,calm_trend,295,0.42060599556134026,0.43525337577731255,0.45
improved_phasez_shadow_hrp_7sleeve,neutral_mixed,493,0.3366805158329252,0.40585110710046907,0.45
improved_phasez_shadow_hrp_7sleeve,recovery_confirmed,44,0.4174246503372926,0.41940000000000005,0.45
improved_phasez_shadow_hrp_7sleeve,recovery_fragile,49,0.3797590829152475,0.41126271708728357,0.44092546974573127
improved_phasez_shadow_hrp_7sleeve,stressed_panic,229,0.21617856891179407,0.17824953150340778,0.4499999999999999
improved_phasez_w1_integrated_hrp_7sleeve,calm_trend,295,0.42114881611854793,0.4324903797498184,0.45
improved_phasez_w1_integrated_hrp_7sleeve,neutral_mixed,493,0.337847753015431,0.40585110710046907,0.45
improved_phasez_w1_integrated_hrp_7sleeve,recovery_confirmed,44,0.41656158033475826,0.41940000000000005,0.45
improved_phasez_w1_integrated_hrp_7sleeve,recovery_fragile,49,0.3836217387806533,0.410989592993795,0.4369813611007634
improved_phasez_w1_integrated_hrp_7sleeve,stressed_panic,229,0.2171239013805698,0.17994365146474736,0.4499999999999999
