version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_r2,holdout_raw_delta_vs_r2,holdout_sharpe_delta_vs_r2,bootstrap_prob_vs_r2,full_raw_delta_vs_r3,holdout_raw_delta_vs_r3,holdout_sharpe_delta_vs_r3,bootstrap_prob_vs_r3,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phaset_soft_regime_posterior_allocator,0.07688934704884265,-0.015707479322149664,-0.013050895610176472,0.1645,0.034725154599792085,-0.0025808242832581207,-0.06833020259480493,0.072,0.029891972099168496,0.0018646087192841776,-0.12915538975418572,0.1315,0.00844650611952491,0.0022445291992468086,0.4,0.02290727697116661,0.061977591066804574,0.000742435921644602,Research-only
improved_phaset_soft_trust_weighted_allocator,0.07003849702859721,-0.014613396287838754,0.01577915351814818,0.1905,0.02787430457954665,-0.0014867412489472098,-0.03950015346648028,0.1135,0.02304112207892306,0.0029586917535950885,-0.10032534062586107,0.2465,0.006616290292843385,0.0020321211696155174,0.4,0.024923560302383182,0.06689826419416267,0.001429572324634054,Research-only
improved_phaset_production_anchored_soft_combo,0.06599056684134097,-0.013444414212179123,0.029617093474469502,0.2095,0.023826374392290406,-0.0003177591732875795,-0.02566221351015896,0.148,0.018993191891666816,0.004127673829254719,-0.08648740066953975,0.334,0.005795170296838625,0.001926182018683973,0.4,0.02650148206966638,0.06905034553508968,0.001744399474325505,Research-only
