version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_phasep,holdout_raw_delta_vs_phasep,holdout_sharpe_delta_vs_phasep,bootstrap_prob_vs_phasep,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phaseq_abstention_aware_meta_allocator,0.1532195822876875,-0.08537964311129087,0.1022330671433136,0.012,0.08109151921184032,-0.0726252846622325,0.12426452702151058,0.0005,0.05816237509373312,0.00823181805331908,0.3333333333333333,0.001979757651444482,0.13017710026092527,-0.008540660683682673,Research-only
improved_phaseq_regime_bucket_meta_allocator,0.047837313309267215,-0.018193803341149728,0.11112866678757083,0.2565,-0.024290749766579967,-0.005439444892091361,0.13316012666576782,0.6115,0.00916563586517194,0.002643031078872239,0.4,0.020680623568189185,0.07035333448543556,0.0008892439101333564,Research-only
improved_phaseq_abstention_regime_regret_meta_allocator,0.059134419611879485,-0.02407302596052785,0.09043669432957069,0.1495,-0.012993643463967697,-0.011318667511469482,0.11246815420776768,0.37,0.01281048527669304,0.003138557486897578,0.4,0.02202085136297752,0.08117501734115287,0.00046680270367246794,Research-only
