date,bucket,prod_share,partner_share,l1_distance_to_production,l1_distance_to_partner,l1_distance_to_u1a,bil_weight
2005-01-14,defense_production,0.9,0.1,0.06888849735921986,0.6199964762329788,0.05864938672269561,0.9655557513203901
2005-01-21,defense_production,0.9,0.1,0.0666483679859495,0.5998353118735457,0.05672445244512846,0.9666758160070252
2005-01-28,defense_production,0.9,0.1,0.0662666987626608,0.5964002888639475,0.05639319124582557,0.9668666506186696
2005-02-04,defense_production,0.9,0.1,0.06601634294763442,0.5941470865287084,0.056170358584384975,0.9669918285261827
2005-02-11,defense_production,0.9,0.1,0.06588130976688301,0.5929317879019482,0.05604899290470104,0.9670593451165586
2005-02-18,defense_production,0.9,0.1,0.06582140144107602,0.592392612969686,0.05599501190839,0.9670892992794621
2005-02-25,defense_production,0.9,0.1,0.11185878741907085,1.0067290867716379,0.09517884781659033,0.9440706062904646
2005-03-04,defense_production,0.9,0.1,0.11184715103065834,1.006624359275926,0.09516792798445534,0.9440764244846709
2005-03-11,defense_production,0.9,0.1,0.11236309692126478,1.0112678722913835,0.09565062656221385,0.9438184515393676
2005-03-18,ambiguous_abstain,0.9,0.1,0.08860317668509368,0.7974285901658436,0.07565214267402247,0.9556984116574532
2005-03-25,ambiguous_abstain,0.9,0.1,0.08776353215242862,0.7898717893718576,0.07511587949369514,0.9561182339237857
2005-04-01,ambiguous_abstain,0.9,0.1,0.08883403115947888,0.79950628043531,0.06616058719778992,0.9555829844202606
2005-04-08,ambiguous_abstain,0.9,0.1,0.08876105102229052,0.7988494592006132,0.06611823315774698,0.9556194744888546
2005-04-15,ambiguous_abstain,0.9,0.1,0.08863742269918262,0.7977368042926435,0.06606989639415049,0.9556812886504087
2005-04-22,ambiguous_abstain,0.9,0.1,0.08849029416366673,0.7964126474730008,0.06599393487608327,0.9557548529181666
2005-04-29,ambiguous_abstain,0.9,0.1,0.09225225325103882,0.8302702792593496,0.06877898556914018,0.9538738733744806
2005-05-06,ambiguous_abstain,0.9,0.1,0.09216714667814768,0.829504320103329,0.06872140231903798,0.9539164266609261
2005-05-13,ambiguous_abstain,0.9,0.1,0.0919323897426325,0.8273915076836925,0.06853296073089099,0.9540338051286837
2005-05-20,defense_production,0.9,0.1,0.0913365116522529,0.8220286048702765,0.06806643906622828,0.9543317441738736
2005-05-27,defense_production,0.9,0.1,0.0909948621319445,0.8189537591875007,0.06779892054557406,0.9545025689340277
2005-06-03,defense_production,0.9,0.1,0.09085099152988278,0.8176589237689456,0.0776866312353632,0.9545745042350586
2005-06-10,defense_production,0.9,0.1,0.08990076589191467,0.8091068930272304,0.07685418950388283,0.9550496170540426
2005-06-17,defense_production,0.9,0.1,0.08909328640391279,0.8018395776352158,0.07613079895688572,0.9554533567980437
2005-06-24,ambiguous_abstain,0.9,0.1,0.14287984964205028,1.285918646778455,0.12142218932932336,0.928560075178975
2005-07-01,ambiguous_abstain,0.9,0.1,0.14292583123988517,1.2863324811589671,0.12142920943004998,0.9285370843800574
2005-07-08,ambiguous_abstain,0.9,0.1,0.1427472611705703,1.284725350535131,0.10455347493231516,0.9286263694147148
2005-07-15,defense_production,0.9,0.1,0.14270357768581768,1.2843321991723597,0.10448935205099458,0.9286482111570912
2005-07-22,defense_production,0.9,0.1,0.14365729175693165,1.2929156258123855,0.10530891369803337,0.9281713541215342
2005-07-29,ambiguous_abstain,0.9,0.1,0.14386892891157002,1.2948203602041306,0.10554079230794386,0.928065535544215
2005-08-05,defense_production,0.9,0.1,0.1436707164868838,1.2930364483819525,0.10531155342352023,0.928164641756558
2005-08-12,defense_production,0.9,0.1,0.14469767729724012,1.3022790956751613,0.10615673075985338,0.9276511613513799
2005-08-19,defense_production,0.9,0.1,0.13690455142518343,1.2321409628266513,0.11659642703268276,0.9315477242874083
2005-08-26,defense_production,0.9,0.1,0.13502279504070236,1.2152051553663217,0.11502404531880428,0.9324886024796488
2005-09-02,defense_production,0.9,0.1,0.13470137067002952,1.2123123360302661,0.11475037435693722,0.9326493146649852
2005-09-09,defense_production,0.9,0.1,0.13482525223616365,1.2134272701254731,0.1148520586424566,0.9325873738819181
2005-09-16,ambiguous_abstain,0.9,0.1,0.14479307981778583,1.3031377183600743,0.1232966882188942,0.9276034600911072
2005-09-23,defense_production,0.9,0.1,0.14599051981153924,1.3139146783038538,0.12439861710881384,0.9270047400942304
2005-09-30,defense_production,0.9,0.1,0.13760758365603243,1.238468252904292,0.11720667467958405,0.9311962081719838
2005-10-07,defense_production,0.9,0.1,0.1351409579694851,1.2162686217253666,0.11511992426136211,0.9324295210152574
2005-10-14,defense_production,0.9,0.1,0.14195595637457709,1.2776036073711943,0.12076427517271549,0.9290220218127114
2005-10-21,ambiguous_abstain,0.9,0.1,0.13725910939872593,1.235331984588534,0.11686470836558935,0.9313704453006371
2005-10-28,ambiguous_abstain,0.9,0.1,0.13951403503671597,1.2556263153304448,0.11867408836030444,0.9302429824816421
2005-11-04,ambiguous_abstain,0.9,0.1,0.14377509980926395,1.2939758982833758,0.10683565350148294,0.928112450095368
2005-11-11,ambiguous_abstain,0.9,0.1,0.14415759622899016,1.2974183660609124,0.10711924770754849,0.927921201885505
2005-11-18,ambiguous_abstain,0.9,0.1,0.14056225029221844,1.2650602526299666,0.10450348861805754,0.9297188748538908
2005-11-25,ambiguous_abstain,0.9,0.1,0.1389186271260039,1.2502676441340352,0.1020230762681435,0.930540686436998
2005-12-02,defense_production,0.9,0.1,0.13856197567049358,1.2470577810344439,0.10181373810906805,0.9307190121647533
2005-12-09,ambiguous_abstain,0.9,0.1,0.1367231835374203,1.2305086518367834,0.10033125489257527,0.9316384082312898
2005-12-16,ambiguous_abstain,0.9,0.1,0.13675207393978514,1.2307686654580678,0.10035222093565499,0.9316239630301075
2005-12-23,defense_production,0.9,0.1,0.136194200703445,1.225747806331006,0.09977351138883916,0.9319028996482775
2005-12-30,ambiguous_abstain,0.9,0.1,0.13497740339586553,1.2147966305627882,0.09938341428173482,0.9325112983020671
2006-01-06,ambiguous_abstain,0.9,0.1,0.13231651074717277,1.1908485967245566,0.09724940566771967,0.9338417446264137
2006-01-13,defense_production,0.9,0.1,0.1366182068808013,1.2295638619272125,0.10012699920204512,0.9316908965595994
2006-01-20,defense_production,0.9,0.1,0.12530451663522088,1.1277406497169882,0.0916320984870291,0.9373477416823895
2006-01-27,defense_production,0.9,0.1,0.14094871659963862,1.2685384493967482,0.12004959124622426,0.9295256417001807
2006-02-03,defense_production,0.9,0.1,0.13731824482955823,1.2358642034660263,0.11696114426096266,0.931340877585221
2006-02-10,defense_production,0.9,0.1,0.1379090922130104,1.2411818299170945,0.11747798057701406,0.9310454538934948
2006-02-17,defense_production,0.9,0.1,0.13828619210710175,1.2445757289639165,0.1178266833604466,0.9308569039464492
2006-02-24,defense_production,0.9,0.1,0.15251197602293895,1.3726077842064515,0.1299523244415738,0.9237440119885305
2006-03-03,defense_production,0.9,0.1,0.15279080962049865,1.3751172865844887,0.13019645669844407,0.9236045951897507
2006-03-10,defense_production,0.9,0.1,0.15287742047987682,1.37589678431889,0.13027426382183424,0.9235612897600615
2006-03-17,defense_production,0.9,0.1,0.14950365049522021,1.3455328544569818,0.12738974953031015,0.9252481747523899
2006-03-24,defense_production,0.9,0.1,0.1531370788294648,1.3782337094651842,0.1304887315152916,0.9234314605852676
2006-03-31,defense_production,0.9,0.1,0.16247559278606094,1.46228033507455,0.13845840733247347,0.9187622036069696
2006-04-07,defense_production,0.9,0.1,0.16161567486518302,1.4545410737866484,0.13772228791900348,0.9191921625674085
2006-04-14,ambiguous_abstain,0.9,0.1,0.1618848703226774,1.456963832904097,0.1379504656612669,0.9190575648386613
2006-04-21,defense_production,0.9,0.1,0.15883841129590917,1.4295457016631823,0.13536032844170692,0.9205807943520454
2006-04-28,ambiguous_abstain,0.9,0.1,0.1614765604354972,1.4532890439194728,0.13760347054423994,0.9192617197822512
2006-05-05,ambiguous_abstain,0.9,0.1,0.1631231535367909,1.4681083818311182,0.1390061899260657,0.9184384232316045
2006-05-12,ambiguous_abstain,0.9,0.1,0.16659662828084837,1.499369654527635,0.1231042182815415,0.9167016858595758
2006-05-19,ambiguous_abstain,0.9,0.1,0.1658430308634568,1.492587277771111,0.12252359098405172,0.9170784845682716
2006-05-26,defense_production,0.9,0.1,0.11793359215174345,1.0614023293656916,0.08615728413059195,0.9410332039241283
