version_name,market_state,observations,avg_w1_weight,median_w1_weight,max_w1_weight
improved_phasex_production_style_7sleeve,calm_trend,295,0.32409256994562186,0.3074600602525135,0.7303688188224713
improved_phasex_production_style_7sleeve,neutral_mixed,493,0.340306343902892,0.3279293352961489,0.8145697630997605
improved_phasex_production_style_7sleeve,recovery_confirmed,44,0.2802683488891763,0.2820209679666921,0.3770935122248029
improved_phasex_production_style_7sleeve,recovery_fragile,49,0.18265126338152096,0.18239626568163003,0.23313537530740908
improved_phasex_production_style_7sleeve,stressed_panic,229,0.0,0.0,0.0
improved_phasex_shadow_style_7sleeve,calm_trend,295,0.3236702875675785,0.3074600602525135,0.7303688188224713
improved_phasex_shadow_style_7sleeve,neutral_mixed,493,0.33867911977611775,0.32806726440639505,0.8145697630997605
improved_phasex_shadow_style_7sleeve,recovery_confirmed,44,0.28012712840086346,0.2820209679666921,0.3770935122248029
improved_phasex_shadow_style_7sleeve,recovery_fragile,49,0.18243479649451108,0.179994247826251,0.24880834171462982
improved_phasex_shadow_style_7sleeve,stressed_panic,229,0.0,0.0,0.0
improved_phasex_state_conditional_7sleeve,calm_trend,295,0.38407982882214997,0.3685516678066335,0.7303688188224713
improved_phasex_state_conditional_7sleeve,neutral_mixed,493,0.3065426372575469,0.2808925300670749,0.751517030775788
improved_phasex_state_conditional_7sleeve,recovery_confirmed,44,0.30297095002510954,0.3012646340135279,0.4838574972861167
improved_phasex_state_conditional_7sleeve,recovery_fragile,49,0.17969223908183266,0.18239626568163003,0.22559624491771865
improved_phasex_state_conditional_7sleeve,stressed_panic,229,0.0,0.0,0.0
