date,bucket,prod_share,partner_share,l1_distance_to_production,l1_distance_to_partner,l1_distance_to_u1a,bil_weight
2005-01-14,defense_production,0.9,0.1,0.0676329777944415,0.6086968001499731,0.05739386715791724,0.9661835111027792
2005-01-21,defense_production,0.9,0.1,0.06567050589166754,0.5910345530250075,0.05574659035084649,0.9671647470541662
2005-01-28,defense_production,0.9,0.1,0.06538006812847977,0.5884206131563182,0.055506560611644544,0.9673099659357601
2005-02-04,defense_production,0.9,0.1,0.06526344856236249,0.5873710370612629,0.055417464199113045,0.9673682757188188
2005-02-11,defense_production,0.9,0.1,0.06521624839554571,0.5869462355599125,0.05538393153336375,0.9673918758022272
2005-02-18,defense_production,0.9,0.1,0.06519712566140654,0.5867741309526586,0.05537073612872051,0.9674014371692967
2005-02-25,defense_production,0.9,0.1,0.11054040728067041,0.9948636655260321,0.09386046767818991,0.9447297963596647
2005-03-04,defense_production,0.9,0.1,0.11054248958538752,0.9948824062684883,0.09386326653918454,0.9447287552073063
2005-03-11,defense_production,0.9,0.1,0.1104698411994194,0.9942285707947727,0.09375737084036845,0.9447650794002902
2005-03-18,ambiguous_abstain,0.9,0.1,0.0840772767958613,0.7566954911627516,0.07112624278479009,0.9579613616020694
2005-03-25,ambiguous_abstain,0.9,0.1,0.08087183663068845,0.7278465296761959,0.06822418397195494,0.9595640816846558
2005-04-01,ambiguous_abstain,0.9,0.1,0.08270849925797254,0.7443764933217532,0.060035055296283585,0.9586457503710137
2005-04-08,ambiguous_abstain,0.9,0.1,0.08253234359704664,0.74279109237342,0.05988952573250311,0.9587338282014767
2005-04-15,ambiguous_abstain,0.9,0.1,0.08203884461781845,0.7383496015603664,0.05947131831278633,0.9589805776910908
2005-04-22,ambiguous_abstain,0.9,0.1,0.08160517538589003,0.734446578473011,0.059108816098306566,0.959197412307055
2005-04-29,ambiguous_abstain,0.9,0.1,0.08567062299386202,0.7710356069447586,0.062197355311963354,0.957164688503069
2005-05-06,ambiguous_abstain,0.9,0.1,0.08553346075791811,0.7698011468212631,0.062087716398808376,0.9572332696210409
2005-05-13,ambiguous_abstain,0.9,0.1,0.08540181954332635,0.7686163758899374,0.06200239053158484,0.9572990902283368
2005-05-20,defense_production,0.9,0.1,0.08496938392693072,0.7647244553423762,0.06169931134090609,0.9575153080365346
2005-05-27,defense_production,0.9,0.1,0.08472174591014486,0.7624957131913045,0.061525804323774407,0.9576391270449276
2005-06-03,defense_production,0.9,0.1,0.08467381239704853,0.7620643115734372,0.07150945210252896,0.9576630938014757
2005-06-10,defense_production,0.9,0.1,0.08405358594851536,0.756482273536638,0.07100700956048353,0.9579732070257423
2005-06-17,defense_production,0.9,0.1,0.08373987955645328,0.7536589160080802,0.07077739210942624,0.9581300602217734
2005-06-24,ambiguous_abstain,0.9,0.1,0.1432222878609759,1.2890005907487834,0.12176462754824902,0.928388856069512
2005-07-01,ambiguous_abstain,0.9,0.1,0.14369579289125636,1.2932621360213055,0.12219917108142116,0.9281521035543717
2005-07-08,ambiguous_abstain,0.9,0.1,0.14363868571734323,1.2927481714560909,0.10544489947908811,0.9281806571413285
2005-07-15,defense_production,0.9,0.1,0.14385633779722348,1.2947070401750094,0.10564211216240038,0.9280718311013881
2005-07-22,defense_production,0.9,0.1,0.14394108442081271,1.2954697597873148,0.1055927063619144,0.9280294577895937
2005-07-29,ambiguous_abstain,0.9,0.1,0.1435431320426846,1.2918881883841624,0.10521499543905848,0.9282284339786577
2005-08-05,defense_production,0.9,0.1,0.1440164160005744,1.2961477440051705,0.10565725293721087,0.9279917919997128
2005-08-12,defense_production,0.9,0.1,0.1444187374062133,1.29976863665592,0.10587779086882657,0.9277906312968933
2005-08-19,defense_production,0.9,0.1,0.13387044047483437,1.2048339642735102,0.11356231608233372,0.9330647797625828
2005-08-26,defense_production,0.9,0.1,0.1316272012512761,1.184644811261486,0.11162845152937803,0.934186399374362
2005-09-02,defense_production,0.9,0.1,0.13131191350454072,1.1818072215408677,0.11136091719144842,0.9343440432477297
2005-09-09,defense_production,0.9,0.1,0.13148399567993868,1.1833559611194464,0.11151080208623164,0.9342580021600305
2005-09-16,ambiguous_abstain,0.9,0.1,0.14182547483411165,1.2764292735070046,0.12032908323522003,0.9290872625829442
2005-09-23,defense_production,0.9,0.1,0.14190151622480807,1.277113646023273,0.12030961352208268,0.929049241887596
2005-09-30,defense_production,0.9,0.1,0.13440453602995125,1.209640824269561,0.11400362705350287,0.9327977319850244
2005-10-07,defense_production,0.9,0.1,0.1318061581388248,1.1862554232494231,0.11178512443070177,0.9340969209305876
2005-10-14,defense_production,0.9,0.1,0.14059979298358097,1.2653981368522291,0.11940811178171934,0.9297001035082095
2005-10-21,ambiguous_abstain,0.9,0.1,0.13466623770977273,1.211996139387955,0.11427183667663617,0.9326668811451136
2005-10-28,ambiguous_abstain,0.9,0.1,0.13835192064877405,1.2451672858389675,0.11751197397236252,0.930824039675613
2005-11-04,ambiguous_abstain,0.9,0.1,0.14207236110480623,1.278651249943258,0.10513291479702522,0.928963819447597
2005-11-11,ambiguous_abstain,0.9,0.1,0.1424821750972753,1.2823395758754792,0.10544382657583364,0.9287589124513624
2005-11-18,ambiguous_abstain,0.9,0.1,0.1382139094681036,1.2439251852129325,0.10215514779394269,0.9308930452659482
2005-11-25,ambiguous_abstain,0.9,0.1,0.13696774442900023,1.2327096998610017,0.10007219357113983,0.9315161277854999
2005-12-02,defense_production,0.9,0.1,0.13612650603551277,1.225138554319615,0.09937826847408722,0.9319367469822436
2005-12-09,ambiguous_abstain,0.9,0.1,0.13514928987484065,1.216343608873567,0.09875736122999561,0.9324253550625797
2005-12-16,ambiguous_abstain,0.9,0.1,0.13518402826632075,1.2166562543968882,0.09878417526219062,0.9324079858668397
2005-12-23,defense_production,0.9,0.1,0.1359620268596514,1.2236582417368636,0.09954133754504553,0.9320189865701743
2005-12-30,ambiguous_abstain,0.9,0.1,0.13039105560557027,1.1735195004501326,0.09479706649143954,0.9348044721972149
2006-01-06,ambiguous_abstain,0.9,0.1,0.12888298901934325,1.1599469011740895,0.09381588393989013,0.9355585054903284
2006-01-13,defense_production,0.9,0.1,0.1360903398687725,1.2248130588189512,0.09959913219001633,0.9319548300656136
2006-01-20,defense_production,0.9,0.1,0.12485692488011076,1.1237123239209985,0.09118450673191898,0.9375715375599447
2006-01-27,defense_production,0.9,0.1,0.13770628811255836,1.2393565930130261,0.116807162759144,0.9311468559437208
2006-02-03,defense_production,0.9,0.1,0.1341097627517204,1.2069878647654835,0.11375266218312485,0.9329451186241398
2006-02-10,defense_production,0.9,0.1,0.13450572960027862,1.210551566402509,0.11407461796428227,0.9327471351998607
2006-02-17,defense_production,0.9,0.1,0.1345072578483077,1.210565320634771,0.11404774910165255,0.9327463710758462
2006-02-24,defense_production,0.9,0.1,0.1482833783952709,1.3345504055574389,0.12572372681390576,0.9258583108023646
2006-03-03,defense_production,0.9,0.1,0.1484672293402365,1.3362050640621308,0.12587287641818193,0.9257663853298819
2006-03-10,defense_production,0.9,0.1,0.14849800162736485,1.3364820146462852,0.1258948449693223,0.9257509991863176
2006-03-17,defense_production,0.9,0.1,0.14534836237025273,1.3081352613322745,0.12323446140534264,0.9273258188148736
2006-03-24,defense_production,0.9,0.1,0.14884088535952017,1.3395679682356818,0.12619253804534697,0.9255795573202399
2006-03-31,defense_production,0.9,0.1,0.1577535465951125,1.4197819193560126,0.13373636114152498,0.9211232267024437
2006-04-07,defense_production,0.9,0.1,0.1569628177505499,1.412665359754949,0.1330694308043704,0.921518591124725
2006-04-14,ambiguous_abstain,0.9,0.1,0.15724052516280299,1.4151647264652283,0.13330612050139246,0.9213797374185986
2006-04-21,defense_production,0.9,0.1,0.1542026934267897,1.3878242408411052,0.13072461057258747,0.922898653286605
2006-04-28,ambiguous_abstain,0.9,0.1,0.15683130478127377,1.4114817430314641,0.13295821489001647,0.9215843476093631
2006-05-05,ambiguous_abstain,0.9,0.1,0.15843636127288518,1.4259272514559669,0.13431939766215995,0.9207818193635574
2006-05-12,ambiguous_abstain,0.9,0.1,0.161957069356641,1.4576136242097695,0.11846465935733413,0.9190214653216795
2006-05-19,ambiguous_abstain,0.9,0.1,0.16133204889296635,1.4519884400366954,0.11801260901356125,0.9193339755535167
2006-05-26,defense_production,0.9,0.1,0.11704117534520901,1.0533705781068838,0.0852648673240575,0.9414794123273956
2006-06-02,ambiguous_abstain,0.9,0.1,0.13187415554046564,1.186867399864191,0.09611551078569093,0.9340629222297672
2006-06-09,defense_production,0.9,0.1,0.12911918582300358,1.162072672407032,0.094133918208688,0.9354404070884982
2006-06-16,ambiguous_abstain,0.9,0.1,0.12865275503580637,1.1578747953222581,0.09382941304913738,0.9356736224820968
2006-06-23,defense_production,0.9,0.1,0.11436015014888254,1.0292413513399432,0.08345075155334868,0.9428199249255588
2006-06-30,ambiguous_abstain,0.9,0.1,0.031953397963640495,0.28758058167276634,0.02398416790850129,0.3552267248385164
2006-07-07,ambiguous_abstain,0.9,0.1,0.03111728748404501,0.28005558735640823,0.02345574896384999,0.355136614446368
2006-07-14,ambiguous_abstain,0.9,0.1,0.02101017569375655,0.18909158124380798,0.020693698790348443,0.35684141715054984
2006-07-21,defense_production,0.9,0.1,0.023776088769172893,0.21398479892255523,0.020217541826785347,0.3599573612143034
2006-07-28,defense_production,0.9,0.1,0.04001189033845999,0.360107013046143,0.033054562651912776,0.25016425308746953
2006-08-04,defense_production,0.9,0.1,0.03910690753196819,0.3519621677877156,0.03315508899975301,0.24977745113291008
2006-08-11,defense_production,0.9,0.1,0.03862667833614939,0.3476401050253465,0.0327539092544558,0.24969183746018225
2006-08-18,defense_production,0.9,0.1,0.04628589577319447,0.4165730619587512,0.03932195078228269,0.2555616051646995
2006-08-25,ambiguous_abstain,0.9,0.1,0.047717727151548824,0.4294595443639414,0.040762710926270436,0.20044100914116178
2006-09-01,defense_production,0.9,0.1,0.027754180755344762,0.24978762679810546,0.023544199284202223,0.19908483715292719
2006-09-08,defense_production,0.9,0.1,0.030096114336982,0.2708650290328387,0.025573269024897267,0.19843440228087691
2006-09-15,ambiguous_abstain,0.9,0.1,0.04801670386572147,0.4321503347914949,0.04101351181207437,0.20053711740478794
2006-09-22,ambiguous_abstain,0.9,0.1,0.0466733054369473,0.4200597489325271,0.03986086352466523,0.2001977781829545
2006-09-29,ambiguous_abstain,0.9,0.1,0.05207451207603153,0.46867060868428556,0.04002556203797529,0.20007547659030614
2006-10-06,defense_production,0.9,0.1,0.04894294929111377,0.44048654362002626,0.037943132972807554,0.1998071541551813
2006-10-13,ambiguous_abstain,0.9,0.1,0.048780386504049346,0.4390234785364451,0.037577691994056854,0.20019207731931493
2006-10-20,ambiguous_abstain,0.9,0.1,0.04067051598283344,0.36603464384550183,0.032301579592368006,0.20017750068708656
2006-10-27,ambiguous_abstain,0.9,0.1,0.06698793523057783,0.6028914170752022,0.04474876334465622,0.05809395731018115
2006-11-03,ambiguous_abstain,0.9,0.1,0.06583794996610526,0.5925415496949499,0.045190241453769486,0.058230803074652206
2006-11-10,defense_production,0.9,0.1,0.061286797559858344,0.5515811780387265,0.04182391339409347,0.05608167723690063
2006-11-17,defense_production,0.9,0.1,0.06134962834644856,0.5521466551180382,0.041327639529002445,0.055275583104743016
2006-11-24,defense_production,0.9,0.1,0.07553416483761766,0.6798074835385597,0.06421621618394457,0.016938510652671514
2006-12-01,defense_production,0.9,0.1,0.06032024786229715,0.5428822307606758,0.051364371044973295,0.016963958148185954
2006-12-08,defense_production,0.9,0.1,0.06490830336293105,0.5841747302663797,0.055333482956628044,0.01748634512074288
2006-12-15,defense_production,0.9,0.1,0.08881749903035235,0.799357491273172,0.07547289237038367,0.014320597332843825
2006-12-22,defense_production,0.9,0.1,0.07998197778600909,0.7198378000740826,0.06800624307160902,0.01033025025974612
2006-12-29,defense_production,0.9,0.1,0.10164304012497694,0.914787361124794,0.08638519406943296,0.014022578078102444
