name,state,n_weeks,ann_return,sharpe,avg_BIL,avg_SPY,avg_offense,avg_defense,mean_weekly_return,prod_ann_return,prod_sharpe,prod_mean_weekly_return,ann_return_delta_vs_prod,sharpe_delta_vs_prod
improved_phase2b_regime_confidence_boost,calm_trend,295,0.03558351868547227,0.38492758455722786,0.06848068479538143,0.09618626161545958,0.6927430908894723,0.23877622431514572,0.0007552175162830648,0.03558351868547227,0.38492758455722786,0.0007552175162830648,0.0,0.0
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,293,0.09919292979347039,1.2629719355973539,0.21306891728727764,0.08628317246103223,0.5263438401479297,0.26058724256479227,0.0018798613423207558,0.09919292979347039,1.2629719355973539,0.0018798613423207558,0.0,0.0
improved_phase2b_regime_confidence_boost,neutral_mixed,200,0.12710638237385874,1.7996455216952447,0.3859881889121024,0.06482284412769075,0.3827083017667637,0.23130350932113344,0.0023515476251883562,0.12710638237385874,1.7996455216952447,0.0023515476251883562,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,0.026147257209693242,0.38912386726476333,0.12567720750750142,0.05956006771272775,0.47173555146715745,0.40258724102534066,0.0005399585327544482,0.026147257209693242,0.38912386726476333,0.0005399585327544482,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_fragile,49,0.06973508185847388,1.3304864198616861,0.21821790033286736,0.06231161074691929,0.45575818827943004,0.3260239113877022,0.0013236555558595493,0.06973508185847388,1.3304864198616861,0.0013236555558595493,0.0,0.0
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.03369319983341135,0.4978150573949313,0.6074136983844914,0.027539553880161514,0.21406535671666055,0.17852094489884762,0.000681689648700961,0.03369319983341135,0.4978150573949313,0.000681689648700961,0.0,0.0
improved_phase2b_combo_abc,calm_trend,295,0.035658624830249064,0.3860974751140002,0.06990173480219289,0.09607055754669304,0.6916982092094035,0.23840005598840308,0.0007564612432948692,0.03558351868547227,0.38492758455722786,0.0007552175162830648,7.510614477679312e-05,0.0011698905567723572
improved_phase2b_combo_abc,neutral_healthy_proxy,293,0.09897662190326662,1.2561668454995347,0.21322013774046078,0.0864650857822243,0.5269992379804671,0.2597806242790716,0.001876452432838893,0.09919292979347039,1.2629719355973539,0.0018798613423207558,-0.00021630789020377073,-0.006805090097819155
improved_phase2b_combo_abc,neutral_mixed,200,0.1251889282043963,1.7990123899044559,0.38994495418094766,0.06445284024365647,0.380229741742901,0.229825304076151,0.002317339369821165,0.12710638237385874,1.7996455216952447,0.0023515476251883562,-0.0019174541694624292,-0.0006331317907888323
improved_phase2b_combo_abc,recovery_confirmed,44,0.025594242377825482,0.37906261555187376,0.12590614593470717,0.05965863127720259,0.4720203265296936,0.40207352753559883,0.0005300110141975262,0.026147257209693242,0.38912386726476333,0.0005399585327544482,-0.0005530148318677597,-0.010061251712889574
improved_phase2b_combo_abc,recovery_fragile,49,0.06769593570471377,1.2979088403931742,0.2287865209713577,0.062063848067573854,0.4519672996314665,0.31924617939717537,0.0012866644732256304,0.06973508185847388,1.3304864198616861,0.0013236555558595493,-0.0020391461537601074,-0.03257757946851192
improved_phase2b_combo_abc,stressed_panic,229,0.03433145625197609,0.5151054563510054,0.6075517876328324,0.027545691915702934,0.21398755415587595,0.17846065821129156,0.0006922047381164213,0.03369319983341135,0.4978150573949313,0.000681689648700961,0.0006382564185647421,0.017290398956074038
improved_phaseqq_cash_defense_score_fallback,calm_trend,295,0.03664260423493748,0.39417059837512725,0.05405793335270471,0.09647284848161991,0.693401046946995,0.2525410197002997,0.0007758204526384511,0.03558351868547227,0.38492758455722786,0.0007552175162830648,0.0010590855494652107,0.009243013817899381
improved_phaseqq_cash_defense_score_fallback,neutral_healthy_proxy,293,0.09865418938824821,1.2491700381578907,0.2054253939274263,0.08639482015431103,0.5270309825447941,0.2675436235277792,0.0018710800978056555,0.09919292979347039,1.2629719355973539,0.0018798613423207558,-0.0005387404052221711,-0.01380189743946314
improved_phaseqq_cash_defense_score_fallback,neutral_mixed,200,0.1275299173365032,1.8020298947094826,0.3852985868592742,0.06457142210866655,0.38294713733618835,0.23175427580453714,0.00235897893157745,0.12710638237385874,1.7996455216952447,0.0023515476251883562,0.00042353496264446733,0.002384373014237884
improved_phaseqq_cash_defense_score_fallback,recovery_confirmed,44,0.027103973035875528,0.39899122701532636,0.10854337930042181,0.05976505590165035,0.4722628571530633,0.41919376354651433,0.00055884887715097,0.026147257209693242,0.38912386726476333,0.0005399585327544482,0.0009567158261822861,0.00986735975056302
improved_phaseqq_cash_defense_score_fallback,recovery_fragile,49,0.07050931258494231,1.3423477512514632,0.21516371379269678,0.06238598642845083,0.45610623793994287,0.3287300482673599,0.0013377019244987837,0.06973508185847388,1.3304864198616861,0.0013236555558595493,0.0007742307264684278,0.011861331389777074
improved_phaseqq_cash_defense_score_fallback,stressed_panic,229,0.03277029235541162,0.48223321374680694,0.6061667888566501,0.027057247851963423,0.21434663321907152,0.17948657792427797,0.0006648641268183674,0.03369319983341135,0.4978150573949313,0.000681689648700961,-0.0009229074779997237,-0.015581843648124372
improved_phaseqq_reason_specific_fallback,calm_trend,295,0.0348759289696523,0.37261149751575656,0.06542071816083009,0.09713573459333287,0.6955241979061971,0.23905508393297237,0.0007442125543277164,0.03558351868547227,0.38492758455722786,0.0007552175162830648,-0.0007075897158199673,-0.012316087041471302
improved_phaseqq_reason_specific_fallback,neutral_healthy_proxy,293,0.09946448291879828,1.2651802841726651,0.21192057020391744,0.0865420039684095,0.5267951686482515,0.2612842611478307,0.0018847389791908486,0.09919292979347039,1.2629719355973539,0.0018798613423207558,0.00027155312532789466,0.0022083485753112697
improved_phaseqq_reason_specific_fallback,neutral_mixed,200,0.12792859555071678,1.8082695614981315,0.3855434469253827,0.06505102358643235,0.3829954134223169,0.23146113965230014,0.002365762435258537,0.12710638237385874,1.7996455216952447,0.0023515476251883562,0.0008222131768580443,0.00862403980288673
improved_phaseqq_reason_specific_fallback,recovery_confirmed,44,0.026127497649526044,0.3888396547507228,0.12545637872775747,0.05959857181325427,0.47186446055648196,0.40267916071576,0.0005395857874306901,0.026147257209693242,0.38912386726476333,0.0005399585327544482,-1.9759560167198487e-05,-0.00028421251404053827
