,dual_momentum_topn,composite_calm_trend_specialist,composite_healthier_recovery_specialist,composite_anti_chop_clarity,composite_regime_conditioned,taa_10m_sma,cash::BIL
2005-01-14,0.04000000000000001,0.0937353133419446,0.04000000000000001,0.35313234332902776,0.35313234332902776,0.12,0.0
2005-01-21,0.04289729563955876,0.0633405500725371,0.04507026736922783,0.36,0.36,0.12869188691867628,0.0
2005-01-28,0.04462555988267648,0.0534030306746103,0.04809472979468384,0.36,0.36,0.13387667964802943,0.0
2005-02-04,0.04516129032258065,0.0503225806451613,0.04903225806451614,0.36,0.36,0.13548387096774195,0.0
2005-02-11,0.04516129032258065,0.0503225806451613,0.04903225806451614,0.36,0.36,0.13548387096774195,0.0
2005-02-18,0.04516129032258065,0.0503225806451613,0.04903225806451614,0.36,0.36,0.13548387096774195,0.0
2005-02-25,0.04516129032258065,0.0503225806451613,0.04903225806451614,0.36,0.36,0.13548387096774195,0.0
2005-03-04,0.04516129032258065,0.0503225806451613,0.04903225806451614,0.36,0.36,0.13548387096774195,0.0
2005-03-11,0.050384117700068835,0.15082110253697514,0.05817220597512046,0.36000000000000004,0.22947022068762907,0.15115235310020653,0.0
2005-03-18,0.06334199637299123,0.33758512961168813,0.2265222891146967,0.14000000000000004,0.0440540214890131,0.18849656341161092,0.0
2005-03-25,0.05083920487411438,0.350538454829651,0.24312112723518087,0.13425121306105378,0.04,0.18125,0.0
2005-04-01,0.047546800325167705,0.3184831298351726,0.2811932813983749,0.13152678844128474,0.04,0.18125,0.0
2005-04-08,0.04660760393595055,0.31315942232671834,0.2843206253165979,0.13091234842073324,0.04000000000000001,0.18500000000000003,0.0
2005-04-15,0.045692588046994276,0.31358300712144394,0.28442998432070116,0.13129442051086065,0.04,0.185,0.0
2005-04-22,0.045720155323210325,0.31312601978721283,0.2849234382327079,0.1312303866568689,0.039999999999999994,0.18499999999999997,0.0
2005-04-29,0.045759331246358614,0.31293260698839354,0.2850914254561094,0.13121663630913846,0.04,0.185,0.0
2005-05-06,0.04579632895006221,0.34790227740306484,0.24910629676882193,0.1323736683066225,0.04,0.18482142857142858,0.0
2005-05-13,0.045776843261954615,0.3216753448761821,0.2764350725585742,0.13129131073186043,0.04,0.18482142857142858,0.0
2005-05-20,0.05891301690524099,0.2712633882957212,0.32299267756605526,0.11683091723298247,0.04,0.19,0.0
2005-05-27,0.06266378610156587,0.2607746216409449,0.33107967700302976,0.11548191525445942,0.04,0.19,0.0
2005-06-03,0.06366999498778372,0.25846741141689594,0.33237142559418315,0.11549116800113705,0.039999999999999994,0.18999999999999995,0.0
2005-06-10,0.10590938888377294,0.21000000000000002,0.33681716561521485,0.11650817275198098,0.04,0.19076527274903132,0.0
2005-06-17,0.08378134276757038,0.21000000000000002,0.3429723094760886,0.133246347756341,0.04,0.19,0.0
2005-06-24,0.08177510873918437,0.21047556562074282,0.32462351379302945,0.14,0.040317043747161864,0.20280876809988144,0.0
2005-07-01,0.05293733437312493,0.262149437309536,0.32564817395606777,0.1292650543612712,0.04,0.19,0.0
2005-07-08,0.045576670681568905,0.27522095404802444,0.32589035217823487,0.08855962919362752,0.07475239389854425,0.19,0.0
2005-07-15,0.08695096078455436,0.23588153707303494,0.32579583511105004,0.07761829780497335,0.08375336922638736,0.19000000000000006,0.0
2005-07-22,0.09477009695785824,0.21000000000000002,0.23575989205080974,0.04,0.0827873101621936,0.3366827008291384,0.0
2005-07-29,0.09259380924428368,0.21000000000000008,0.25281176863339844,0.04000000000000001,0.07930203693506228,0.32529238518725545,0.0
2005-08-05,0.056489255544961266,0.3437360355049638,0.21788637445851305,0.06275588291060842,0.12913245158095343,0.19,0.0
2005-08-12,0.11450762140947009,0.36,0.14221878544966887,0.07572349806678344,0.10634218426209933,0.20120791081197825,0.0
2005-08-19,0.06521702486304257,0.20083333333333334,0.0841297935103245,0.2,0.21,0.23981984829329964,0.0
2005-08-26,0.06521702486304257,0.20083333333333334,0.0841297935103245,0.2,0.21,0.23981984829329964,0.0
2005-09-02,0.04629301725502431,0.20083333333333334,0.05101278019629255,0.2,0.21,0.2918608692153498,0.0
2005-09-09,0.04,0.20083333333333334,0.04,0.2,0.21,0.30916666666666665,0.0
2005-09-16,0.10048815621023482,0.31465671805848505,0.050897718640466244,0.0434055370751457,0.13055187001566823,0.36,0.0
2005-09-23,0.08701644178729495,0.36,0.06921621855567293,0.07463727135838434,0.04913006829864779,0.36,0.0
2005-09-30,0.04,0.20083333333333334,0.04,0.2,0.21,0.30916666666666676,0.0
2005-10-07,0.05489875137128463,0.20083333333333334,0.0660728148997481,0.2,0.21,0.26819510039563393,0.0
2005-10-14,0.15023586369834024,0.36,0.10058608459823096,0.14,0.04879201880124685,0.200386032902182,0.0
2005-10-21,0.08005890259264616,0.36,0.08263591044156729,0.18,0.09477205425742319,0.20253313270836346,0.0
