date,bucket,prod_share,partner_share,l1_distance_to_production,l1_distance_to_partner,bil_weight
2005-01-14,defense_production,0.8,0.2,0.020478221273049057,0.08191288509219656,0.9897608893634755
2005-01-21,defense_production,0.8,0.2,0.01984783108164241,0.0793913243265702,0.9900760844591788
2005-01-28,defense_production,0.8,0.2,0.01974701503367099,0.07898806013468418,0.9901264924831645
2005-02-04,defense_production,0.8,0.2,0.019691968726499604,0.07876787490599764,0.9901540156367501
2005-02-11,defense_production,0.8,0.2,0.019664633724364253,0.07865853489745724,0.9901676831378179
2005-02-18,defense_production,0.8,0.2,0.019652779065372487,0.07861111626148928,0.9901736104673137
2005-02-25,defense_production,0.8,0.2,0.03335987920496125,0.13343951681984423,0.9833200603975193
2005-03-04,defense_production,0.8,0.2,0.0333584460924068,0.1334337843696274,0.9833207769537966
2005-03-11,defense_production,0.8,0.2,0.033424940718102494,0.1336997628724103,0.9832875296409488
2005-03-18,ambiguous_abstain,0.8,0.2,0.02590206802214312,0.1036082720885727,0.9870489659889284
2005-03-25,ambiguous_abstain,0.8,0.2,0.025295305317467407,0.10118122126986996,0.9873523473412663
2005-04-01,ambiguous_abstain,0.8,0.2,0.06494688792337766,0.2597875516935113,0.9675265560383112
2005-04-08,ambiguous_abstain,0.8,0.2,0.06488563572908651,0.2595425429163464,0.9675571821354567
2005-04-15,ambiguous_abstain,0.8,0.2,0.06473505261006375,0.2589402104402551,0.9676324736949681
2005-04-22,ambiguous_abstain,0.8,0.2,0.0645927185751668,0.2583708743006674,0.9677036407124165
2005-04-29,ambiguous_abstain,0.8,0.2,0.06654653536379668,0.2661861414551876,0.9667267323181017
2005-05-06,ambiguous_abstain,0.8,0.2,0.06649148871821847,0.26596595487287467,0.9667542556408908
2005-05-13,ambiguous_abstain,0.8,0.2,0.06639885802348247,0.2655954320939307,0.9668005709882588
2005-05-20,defense_production,0.8,0.2,0.06614014517204889,0.2645605806881961,0.9669299274139755
2005-05-27,defense_production,0.8,0.2,0.06599188317274016,0.26396753269096107,0.9670040584136299
2005-06-03,defense_production,0.8,0.2,0.026328720589039508,0.10531488235615859,0.9868356397054803
2005-06-10,defense_production,0.8,0.2,0.026093152776064374,0.10437261110425772,0.9869534236119678
2005-06-17,defense_production,0.8,0.2,0.02592497489405473,0.10369989957621947,0.9870375125529727
2005-06-24,ambiguous_abstain,0.8,0.2,0.042915320625453814,0.17166128250181567,0.9785423396872731
2005-07-01,ambiguous_abstain,0.8,0.2,0.042993243619670884,0.17197297447868473,0.9785033781901646
2005-07-08,ambiguous_abstain,0.8,0.2,0.09358757247651037,0.37435028990604235,0.9532062137617449
2005-07-15,defense_production,0.8,0.2,0.09362845126964592,0.3745138050785842,0.953185774365177
2005-07-22,defense_production,0.8,0.2,0.09389675611779713,0.37558702447118864,0.9530516219411014
2005-07-29,ambiguous_abstain,0.8,0.2,0.09385627320725207,0.3754250928290098,0.9530718633963741
2005-08-05,defense_production,0.8,0.2,0.09391832612672743,0.37567330450690983,0.9530408369366362
2005-08-12,defense_production,0.8,0.2,0.09428189307477325,0.3771275722990942,0.9528590534626135
2005-08-19,defense_production,0.8,0.2,0.04061624878500281,0.16246499514001037,0.9796918756074985
2005-08-26,defense_production,0.8,0.2,0.03999749944379662,0.15998999777518683,0.9800012502781017
2005-09-02,defense_production,0.8,0.2,0.039901992626185295,0.1596079705047419,0.9800490036869074
2005-09-09,defense_production,0.8,0.2,0.0399463871874152,0.15978554874966092,0.9800268064062924
2005-09-16,ambiguous_abstain,0.8,0.2,0.042992783197784316,0.17197113279113846,0.978503608401108
2005-09-23,defense_production,0.8,0.2,0.043183805405452004,0.17273522162180802,0.978408097297274
2005-09-30,defense_production,0.8,0.2,0.04080181795289741,0.16320727181158964,0.9795990910235512
2005-10-07,defense_production,0.8,0.2,0.04004206741624619,0.16016826966498585,0.979978966291877
2005-10-14,defense_production,0.8,0.2,0.042383362403723535,0.16953344961489458,0.9788083187981382
2005-10-21,ambiguous_abstain,0.8,0.2,0.04078880206627472,0.16315520826509888,0.9796055989668626
2005-10-28,ambiguous_abstain,0.8,0.2,0.041679893352823336,0.16671957341129387,0.9791600533235884
2005-11-04,ambiguous_abstain,0.8,0.2,0.09347889261556189,0.37391557046224827,0.9532605536922191
2005-11-11,ambiguous_abstain,0.8,0.2,0.09367669704288334,0.37470678817153347,0.9531616514785582
2005-11-18,ambiguous_abstain,0.8,0.2,0.09171752334832137,0.366870093393286,0.9541412383258393
2005-11-25,ambiguous_abstain,0.8,0.2,0.09099110171572063,0.3639644068628837,0.9545044491421397
2005-12-02,defense_production,0.8,0.2,0.09069647512285123,0.362785900491405,0.9546517624385743
2005-12-09,ambiguous_abstain,0.8,0.2,0.08998385728969084,0.35993542915876364,0.9550080713551545
2005-12-16,ambiguous_abstain,0.8,0.2,0.0899997060082608,0.3599988240330443,0.9550001469958697
2005-12-23,defense_production,0.8,0.2,0.09004137862921169,0.3601655145168481,0.9549793106853942
2005-12-30,ambiguous_abstain,0.8,0.2,0.0883879782282614,0.3535519129130471,0.9558060108858694
2006-01-06,ambiguous_abstain,0.8,0.2,0.08733421015890731,0.34933684063562853,0.9563328949205462
2006-01-13,defense_production,0.8,0.2,0.09018241535751344,0.36072966143005436,0.9549087923212433
2006-01-20,defense_production,0.8,0.2,0.0845448362963837,0.33817934518553583,0.9577275818518082
2006-01-27,defense_production,0.8,0.2,0.0417982507068292,0.167193002827318,0.9791008746465855
2006-02-03,defense_production,0.8,0.2,0.040714201137191416,0.16285680454876697,0.9796428994314044
2006-02-10,defense_production,0.8,0.2,0.04086222327199301,0.16344889308797333,0.9795688883640036
2006-02-17,defense_production,0.8,0.2,0.04091901749331108,0.16367606997324552,0.9795404912533445
2006-02-24,defense_production,0.8,0.2,0.04511930316273125,0.18047721265092545,0.9774403484186344
2006-03-03,defense_production,0.8,0.2,0.045188705844109986,0.1807548233764411,0.9774056470779451
2006-03-10,defense_production,0.8,0.2,0.04520631331608626,0.1808252532643444,0.9773968433419568
2006-03-17,defense_production,0.8,0.2,0.044227801929820995,0.1769112077192832,0.9778860990350894
2006-03-24,defense_production,0.8,0.2,0.045296694628347525,0.18118677851339063,0.9773516526858262
2006-03-31,defense_production,0.8,0.2,0.048034370907175716,0.1921374836287041,0.9759828145464122
2006-04-07,defense_production,0.8,0.2,0.047786773892359774,0.19114709556943915,0.9761066130538201
2006-04-14,ambiguous_abstain,0.8,0.2,0.04786880932282177,0.19147523729128801,0.9760655953385892
2006-04-21,defense_production,0.8,0.2,0.04695616570840459,0.18782466283361893,0.9765219171457977
2006-04-28,ambiguous_abstain,0.8,0.2,0.047746179782515275,0.19098471913006212,0.9761269101087424
2006-05-05,ambiguous_abstain,0.8,0.2,0.04823392722145108,0.19293570888580544,0.9758830363892745
2006-05-12,ambiguous_abstain,0.8,0.2,0.10418481999861415,0.41673927999445703,0.9479075900006929
2006-05-19,ambiguous_abstain,0.8,0.2,0.10383887975881045,0.41535551903524204,0.9480805601205947
2006-05-26,defense_production,0.8,0.2,0.08075261604230329,0.3230104641692137,0.9596236919788483
2006-06-02,ambiguous_abstain,0.8,0.2,0.08871728950954956,0.35486915803819963,0.9556413552452253
2006-06-09,defense_production,0.8,0.2,0.08717053522863132,0.34868214091452665,0.9564147323856844
2006-06-16,ambiguous_abstain,0.8,0.2,0.08684668397333836,0.3473867358933541,0.9565766580133308
2006-06-23,defense_production,0.8,0.2,0.07901879719106783,0.31607518876427176,0.9604906014044661
2006-06-30,ambiguous_abstain,0.8,0.2,0.03575603585650209,0.14302414342600894,0.35750676397087816
2006-07-07,ambiguous_abstain,0.8,0.2,0.035060699858374206,0.14024279943349757,0.3574143630106464
2006-07-14,ambiguous_abstain,0.8,0.2,0.026678653347615426,0.10671461339046177,0.3583300240525064
2006-07-21,defense_production,0.8,0.2,0.02709108937415643,0.10836435749662587,0.36029691625269267
2006-07-28,defense_production,0.8,0.2,0.04667643432309683,0.18670573729238826,0.2539672517882525
2006-08-04,defense_production,0.8,0.2,0.011903637064430131,0.04761454825772196,0.2501780344068492
2006-08-11,defense_production,0.8,0.2,0.011745538163387238,0.04698215265355014,0.250121224691582
2006-08-18,defense_production,0.8,0.2,0.013927889981823791,0.05571155992729591,0.25221008341561796
2006-08-25,ambiguous_abstain,0.8,0.2,0.01422581740101958,0.056903269604079904,0.19984210752476866
2006-09-01,defense_production,0.8,0.2,0.008419962942285825,0.033679851769144495,0.19975360652067037
2006-09-08,defense_production,0.8,0.2,0.00904569062416968,0.03618276249667923,0.19954324199473508
2006-09-15,ambiguous_abstain,0.8,0.2,0.014257241423466944,0.0570289656938698,0.19987457134191372
2006-09-22,ambiguous_abstain,0.8,0.2,0.014095494908782005,0.05638197963513047,0.19976469445789133
2006-09-29,ambiguous_abstain,0.8,0.2,0.051657500467948696,0.20663000187179606,0.2044820366795829
