name,family,status,reasons,targeted_overlay_absorption_reduction_vs_prod,targeted_excess_cash_reduction_vs_prod,sharpe_delta_vs_prod,sharpe_delta_vs_vv,ann_return_delta_vs_prod
improved_phaseww_recovery_budget_native_lighter_both,main,REJECT,Sharpe improvement < 0.005 vs production; Sharpe does not improve vs VV best; overlay absorption is not reduced in recovery states,-0.026586157185573278,0.04426562811862079,0.0022890973519399394,-0.00249392190561204,0.000582478890817098
improved_phaseww_split_recovery_lighter_both,main,REJECT,Sharpe improvement < 0.005 vs production; Sharpe does not improve vs VV best; overlay absorption is not reduced in recovery states,-0.027692594485277396,0.043273049268899084,0.00193785125915924,-0.002845167998392739,0.0005591418534143383
improved_phaseww_vv_direct_lighter_both_rewrite,main,REJECT,Sharpe improvement < 0.005 vs production; Sharpe does not improve vs VV best; overlay absorption is not reduced in recovery states,-0.03483361994175117,0.036029310864446384,0.002979595657177758,-0.001803423600374221,-0.0006734274554400232
improved_phaseww_confirmed_only_lighter_both,rescue,REJECT,Sharpe improvement < 0.005 vs production; Sharpe does not improve vs VV best,0.0003819805870083938,0.02084739096383937,0.004305059107903131,-0.00047796014964884836,0.0009320157545420482
improved_phaseww_fragile_defense_lighter_both,rescue,REJECT,Sharpe improvement < 0.005 vs production; Sharpe does not improve vs VV best; overlay absorption is not reduced in recovery states,-0.030541620459303316,0.04493585075312914,0.0019441453678584741,-0.002838873889693505,0.000535132704892749
improved_phaseww_vv_shadow_polish,rescue,REJECT,Sharpe improvement < 0.005 vs production; Sharpe does not improve vs VV best; overlay absorption is not reduced in recovery states,-0.03744007495791876,0.03681919954719224,0.0028370288242757224,-0.0019459904332762568,-0.0007566783321915488
