annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,window,start,end,strategy_label,strategy_name
0.0839546402338851,0.11469435106672896,0.7319858341152342,-0.1653934262136526,0.5076056658106461,-0.0352872735095573,0.32014414933161134,0.016647495765242062,0.27408256880733944,0.0,0.6859820844604008,0.7259174311926605,10.596330275229358,436,2018_onward,2018-01-05,2026-05-08,best_holdout_sharpe,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback
0.11655065433061385,0.12084122760840889,0.9644941270234458,-0.11341231663787932,1.0276719300493182,-0.03627059595287643,0.34174415822115034,0.017770696227497954,0.25150602409638556,0.0,0.7057961226141306,0.7484939759036144,10.548192771084338,332,2020_onward,2020-01-03,2026-05-08,best_holdout_sharpe,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback
0.13235530090495695,0.1069408341374529,1.2376497899281242,-0.09586596908994893,1.3806286230807396,-0.030907027289868678,0.3278770787882196,0.017049608096985747,0.2753303964757709,0.0,0.6701544124703572,0.724669603524229,10.590308370044053,227,2022_onward,2022-01-07,2026-05-08,best_holdout_sharpe,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback
0.16127256624819375,0.11042699010399376,1.4604451873252777,-0.07739008831670624,2.083891745777731,-0.03171847285087716,0.3734943281814599,0.019421705065434003,0.17142857142857143,0.0,0.7603009381575173,0.8285714285714286,10.468571428571428,175,2023_onward,2023-01-06,2026-05-08,best_holdout_sharpe,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback
-0.058977676833846915,0.1409381240086109,-0.41846503384878003,-0.06568086014660557,-0.8979431253214932,-0.0496152654892638,0.34719002918522707,0.018053881517629555,0.5446428571428571,0.0,0.43844479048670226,0.45535714285714285,10.892857142857142,28,covid_crash_rebound,2020-02-21,2020-08-28,best_holdout_sharpe,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback
0.08127674431255594,0.10002166255019372,0.812591415102393,-0.04087253271160962,1.988541911166413,-0.022922697494884736,0.16313744878056374,0.00848314733658823,0.6280487804878049,0.0,0.36152164520013597,0.3719512195121951,11.0,41,2022_bear,2022-01-07,2022-10-14,best_holdout_sharpe,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback
0.1356922982577855,0.10773971905485373,1.2594454435944855,-0.07739008831670624,1.7533549994475655,-0.03012976980704881,0.3661528907122353,0.01903995031703432,0.16346153846153846,0.0,0.7845220492134224,0.8365384615384616,10.5,156,2023_2025_ai_risk_on,2023-01-06,2025-12-26,best_holdout_sharpe,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback
0.10986691663581838,0.2580760178864704,0.4257153281253343,-0.5673629471727899,0.1936448567593162,-0.0745016605648407,0.6701738695507695,0.03484904121663815,0.0,0.0,0.9639172993542836,1.0,2.993119266055046,436,2018_onward,2018-01-05,2026-05-08,best_raw,temporal_cnn_classifier_top_quintile_forward_4w_seq26__top3__inverse_vol__raw_ml
0.2326180366040307,0.2754636254806417,0.8444600850589546,-0.2943551506056783,0.7902631774079218,-0.07801981132149798,0.6685841458451733,0.03476637558394702,0.0,0.0,0.9708729144175492,1.0,2.9909638554216866,332,2020_onward,2020-01-03,2026-05-08,best_raw,temporal_cnn_classifier_top_quintile_forward_4w_seq26__top3__inverse_vol__raw_ml
0.3689570727617,0.27110900891255385,1.3609177881680317,-0.20719985553962783,1.7806820945931374,-0.06598029889530582,0.6690625947769259,0.03479125492839821,0.0,0.0,0.9574000334212613,1.0,2.986784140969163,227,2022_onward,2022-01-07,2026-05-08,best_raw,temporal_cnn_classifier_top_quintile_forward_4w_seq26__top3__inverse_vol__raw_ml
0.3135580854372759,0.26203069325068534,1.196646398738083,-0.18508431036022377,1.6941364982639948,-0.0680627038626953,0.6347300807561269,0.033005964199316735,0.0,0.0,0.9447417576378646,1.0,2.9828571428571427,175,2023_onward,2023-01-06,2026-05-08,best_raw,temporal_cnn_classifier_top_quintile_forward_4w_seq26__top3__inverse_vol__raw_ml
-0.06163371017784802,0.41082166432835837,-0.15002546245610335,-0.2051905281409202,-0.30037307636110466,-0.11638885281488509,0.754405169128068,0.03922906879465717,0.0,0.0,1.0,1.0,3.0,28,covid_crash_rebound,2020-02-21,2020-08-28,best_raw,temporal_cnn_classifier_top_quintile_forward_4w_seq26__top3__inverse_vol__raw_ml
