annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,window,start,end,comparison_label,strategy_name,category,comparison_name,source_path
0.13418738147890963,0.18621037816542418,0.7206224636937327,-0.3401945646343686,0.3944430494447505,-0.05801719545136079,0.44266772426518664,0.023018721661787298,,,,,9.977064220183486,436,2018_onward,2018-01-05,2026-05-08,MLX-4 best MLP,mlx4_best_mlp,mlx_or_baseline,,
0.18030392323580813,0.19887825343562715,0.9066045186995211,-0.2939825671554346,0.6133150172148737,-0.06094876356286421,0.43731969439066304,0.022740624108312044,,,,,9.96987951807229,332,2020_onward,2020-01-03,2026-05-08,MLX-4 best MLP,mlx4_best_mlp,mlx_or_baseline,,
0.20470845366427648,0.1597818184230048,1.2811748901388351,-0.1260408423775995,1.6241438076952914,-0.04845653678948112,0.42815909791624546,0.02226427309164227,,,,,9.955947136563877,227,2022_onward,2022-01-07,2026-05-08,MLX-4 best MLP,mlx4_best_mlp,mlx_or_baseline,,
0.22344512726357824,0.15127093891809892,1.4771186644419245,-0.12604084237759994,1.7727993803323632,-0.046206795768465106,0.4319949163821682,0.022463735651870237,,,,,9.942857142857143,175,2023_onward,2023-01-06,2026-05-08,MLX-4 best MLP,mlx4_best_mlp,mlx_or_baseline,,
0.009948853945635383,0.4480995831450047,0.022202328053529882,-0.2586486183232354,0.03846474808228906,-0.1313530179227607,0.5678779514213447,0.029529653473907666,,,,,10.0,28,covid_crash_rebound,2020-02-21,2020-08-28,MLX-4 best MLP,mlx4_best_mlp,mlx_or_baseline,,
0.059228471059423526,0.19236242761566144,0.30790041378434635,-0.11726332666326167,0.5050894661167725,-0.050636410293824465,0.3792650355999918,0.019721781851196975,,,,,10.0,41,2022_bear,2022-01-07,2022-10-14,MLX-4 best MLP,mlx4_best_mlp,mlx_or_baseline,,
0.1660132478784475,0.14403693185390093,1.1525741748431404,-0.12604084237759994,1.3171385143642256,-0.04329609265866875,0.44215636773770794,0.022992131122358206,,,,,10.0,156,2023_2025_ai_risk_on,2023-01-06,2025-12-26,MLX-4 best MLP,mlx4_best_mlp,mlx_or_baseline,,
0.1273033277477995,0.19734282168655526,0.6450871972936452,-0.41141012786177134,0.3094316817367506,-0.06206039448099987,0.5881459307941291,0.030583588401292144,,,,,9.977064220183486,436,2018_onward,2018-01-05,2026-05-08,MLX-3 best tabular ML,mlx3_best_tabular_ml,mlx_or_baseline,,
0.16848819903090573,0.2078376432363644,0.8106721978140008,-0.37549676421397293,0.44870745926027333,-0.06523533863291693,0.6193395087666357,0.03220565445586242,,,,,9.96987951807229,332,2020_onward,2020-01-03,2026-05-08,MLX-3 best tabular ML,mlx3_best_tabular_ml,mlx_or_baseline,,
0.19045605123897147,0.17245903579690064,1.1043553059363345,-0.17683925678608114,1.0770009708272088,-0.05049148497631895,0.6055731079752243,0.03148980161470906,,,,,9.955947136563877,227,2022_onward,2022-01-07,2026-05-08,MLX-3 best tabular ML,mlx3_best_tabular_ml,mlx_or_baseline,,
0.209585129671515,0.16190312625550593,1.2945094669806447,-0.17683925678608092,1.1851730971989218,-0.04693668094743407,0.6109792054425199,0.03177091868300844,,,,,9.942857142857143,175,2023_onward,2023-01-06,2026-05-08,MLX-3 best tabular ML,mlx3_best_tabular_ml,mlx_or_baseline,,
-0.10005479153213703,0.4348654932018865,-0.23008215895779652,-0.3020194292274473,-0.33128594338474476,-0.15573727066201476,0.6408930590057533,0.033326439068296805,,,,,10.0,28,covid_crash_rebound,2020-02-21,2020-08-28,MLX-3 best tabular ML,mlx3_best_tabular_ml,mlx_or_baseline,,
0.07249122303939504,0.211046227096172,0.3434850460812142,-0.10873615814895554,0.6666708137700683,-0.055329857301104936,0.5625087640962376,0.02925045573300171,,,,,10.0,41,2022_bear,2022-01-07,2022-10-14,MLX-3 best tabular ML,mlx3_best_tabular_ml,mlx_or_baseline,,
0.1461794628790012,0.1553452087261818,0.9409975632828397,-0.17683925678608092,0.8266233727493647,-0.04550991860740859,0.6208735170504378,0.032285422886620216,,,,,10.0,156,2023_2025_ai_risk_on,2023-01-06,2025-12-26,MLX-3 best tabular ML,mlx3_best_tabular_ml,mlx_or_baseline,,
0.1518387982393996,0.2357244323908607,0.6441368707492816,-0.43496487191276,0.34908289851474167,-0.07293158899835954,0.4951281976454493,0.025746666277562148,0.0,0.0,0.8891624583021878,1.0,2.993119266055046,436,2018_onward,2018-01-05,2026-05-08,Simple momentum baseline,baseline_top_momentum_momentum_12_1__top3__inverse_vol,mlx_or_baseline,,
0.22211623073057285,0.2557121267030421,0.8686182919612409,-0.4349648719127598,0.510653262075661,-0.07832213606960779,0.4696704970258159,0.024422865845341212,0.0,0.0,0.8783970151224793,1.0,2.9909638554216866,332,2020_onward,2020-01-03,2026-05-08,Simple momentum baseline,baseline_top_momentum_momentum_12_1__top3__inverse_vol,mlx_or_baseline,,
0.3223662448357907,0.2576309109571048,1.2512716103754502,-0.43496487191276034,0.7411316767218084,-0.07343042036739615,0.4512392683423846,0.02346444195380282,0.0,0.0,0.8710400840246516,1.0,2.986784140969163,227,2022_onward,2022-01-07,2026-05-08,Simple momentum baseline,baseline_top_momentum_momentum_12_1__top3__inverse_vol,mlx_or_baseline,,
0.4227088465793194,0.21796697179516364,1.939325224816922,-0.19143901141847697,2.2080601202818433,-0.05882861997663805,0.492497391568929,0.02560986436158308,0.0,0.0,0.8327205661348338,1.0,2.9828571428571427,175,2023_onward,2023-01-06,2026-05-08,Simple momentum baseline,baseline_top_momentum_momentum_12_1__top3__inverse_vol,mlx_or_baseline,,
-0.31167710585976605,0.31968591253861145,-0.9749478898984074,-0.2024569937879257,-1.5394731494741483,-0.1216989909959939,0.6273657050883713,0.032623016664593656,0.0,0.0,0.603632498109543,1.0,3.0,28,covid_crash_rebound,2020-02-21,2020-08-28,Simple momentum baseline,baseline_top_momentum_momentum_12_1__top3__inverse_vol,mlx_or_baseline,,
0.2368232532155159,0.38554740031215073,0.6142519778988956,-0.23868566605701458,0.9921972153909996,-0.0986188603778365,0.23655038753694557,0.012300620151920353,0.0,0.0,1.0,1.0,3.0,41,2022_bear,2022-01-07,2022-10-14,Simple momentum baseline,baseline_top_momentum_momentum_12_1__top3__inverse_vol,mlx_or_baseline,,
0.26550835593509614,0.18696889171090267,1.4200670149215717,-0.19143901141847697,1.386908310734571,-0.05259523128492932,0.5146162443741422,0.02676004470745416,0.0,0.0,0.8361845617443388,1.0,3.0,156,2023_2025_ai_risk_on,2023-01-06,2025-12-26,Simple momentum baseline,baseline_top_momentum_momentum_12_1__top3__inverse_vol,mlx_or_baseline,,
0.1427828059716183,0.18318092922789453,0.779463269312183,-0.31828955514633106,0.4485940668269025,-0.059660571713208314,0.0022935779816513763,0.00011926605504587157,0.0,0.9977064220183486,0.9977064220183486,1.0,0.9977064220183486,436,2018_onward,2018-01-05,2026-05-08,SPY,baseline_spy_buy_hold,mlx_or_baseline,,
0.1543938753588021,0.1925115898397171,0.8019978199096929,-0.31828955514633106,0.48507364713184126,-0.06062798356308551,0.0030120481927710845,0.00015662650602409636,0.0,0.9969879518072289,0.9969879518072289,1.0,0.9969879518072289,332,2020_onward,2020-01-03,2026-05-08,SPY,baseline_spy_buy_hold,mlx_or_baseline,,
