candidate,lookback,top_k,low_allocation,high_allocation,volatility_target,maximum_leverage,development_cagr,development_sharpe,development_max_drawdown,validation_cagr,validation_sharpe,validation_max_drawdown,locked_test_cagr,locked_test_sharpe,locked_test_max_drawdown,full_cagr,full_sharpe,full_max_drawdown
lb26__k2__a0.10-0.20__vol0.50__cap1.25,26,2,0.1,0.2,0.5,1.25,0.1904753124359415,0.9900513384592184,-0.15731323162795796,0.19960232762719143,0.8636543765970156,-0.2503522728195572,1.2816977724554208,2.670825293589499,-0.1372169822809679,0.4281919082020096,1.5268772957562506,-0.25957625391571537
lb26__k2__a0.10-0.20__vol0.50__cap1.50,26,2,0.1,0.2,0.5,1.5,0.19534262257676938,0.8904143217013369,-0.18764426552699276,0.21513288407028242,0.8095267645921898,-0.29866332851223876,1.604475105583297,2.6246510918065504,-0.1646747976704711,0.4894203499443395,1.462745829690838,-0.3155413134562943
lb26__k2__a0.10-0.30__volnone__cap1.00,26,2,0.1,0.3,,1.0,0.1821959306248897,1.1233582718583683,-0.12621226529776286,0.16987936420156324,0.9533284726796583,-0.19389220634294324,0.9544615407881991,2.693166389410771,-0.1093139847914889,0.3546361707980472,1.613660209363206,-0.19389220634294346
lb26__k2__a0.10-0.30__vol0.35__cap1.00,26,2,0.1,0.3,0.35,1.0,0.1821959306248897,1.1233582718583683,-0.12621226529776286,0.16987936420156324,0.9533284726796583,-0.19389220634294324,0.9544615407881991,2.693166389410771,-0.1093139847914889,0.3546361707980472,1.613660209363206,-0.19389220634294346
lb26__k2__a0.10-0.30__vol0.35__cap1.25,26,2,0.1,0.3,0.35,1.25,0.1882076164281301,0.9861583701817249,-0.1572404658516524,0.18634559107120574,0.8654774739512805,-0.24305130362106553,1.2171720943143813,2.6797108769226123,-0.11998767505648367,0.4113531039112204,1.5322095760095902,-0.2501342092934111
lb26__k2__a0.10-0.30__vol0.35__cap1.50,26,2,0.1,0.3,0.35,1.5,0.19270919698467726,0.8858136640917338,-0.18746891724804016,0.18303406966857483,0.7609875057829161,-0.28997698754124157,1.3890821454374738,2.70190543648696,-0.13880930553534387,0.4421290775804898,1.4564093566308245,-0.30430482309475737
lb26__k2__a0.10-0.30__vol0.50__cap1.00,26,2,0.1,0.3,0.5,1.0,0.1821959306248897,1.1233582718583683,-0.12621226529776286,0.16987936420156324,0.9533284726796583,-0.19389220634294324,0.9544615407881991,2.693166389410771,-0.1093139847914889,0.3546361707980472,1.613660209363206,-0.19389220634294346
lb26__k2__a0.10-0.30__vol0.50__cap1.25,26,2,0.1,0.3,0.5,1.25,0.1882076164281301,0.9861583701817249,-0.1572404658516524,0.18634559107120574,0.8654774739512805,-0.24305130362106553,1.2399682194738557,2.632293893521455,-0.1372169822809678,0.4153519456157222,1.5226088956179846,-0.2501342092934111
lb26__k2__a0.10-0.30__vol0.50__cap1.50,26,2,0.1,0.3,0.5,1.5,0.19270919698467726,0.8858136640917338,-0.18746891724804016,0.20044409747375558,0.8069101414656961,-0.28997698754124157,1.5480410183427944,2.5857644187481417,-0.1646747976704711,0.4739980377423101,1.4570365533412923,-0.30430482309475737
lb26__k2__a0.10-0.40__volnone__cap1.00,26,2,0.1,0.4,,1.0,0.1802374790401453,1.1170358524641426,-0.12632103116071558,0.15725249157043852,0.9311636485339503,-0.18828730813102124,0.9248843188795906,2.6418667910507216,-0.10931398479148913,0.3438958171904425,1.5935312417109357,-0.18828730813102101
lb26__k2__a0.10-0.40__vol0.35__cap1.00,26,2,0.1,0.4,0.35,1.0,0.1802374790401453,1.1170358524641426,-0.12632103116071558,0.15725249157043852,0.9311636485339503,-0.18828730813102124,0.9248843188795906,2.6418667910507216,-0.10931398479148913,0.3438958171904425,1.5935312417109357,-0.18828730813102101
lb26__k2__a0.10-0.40__vol0.35__cap1.25,26,2,0.1,0.4,0.35,1.25,0.18579422273148727,0.9791758092837473,-0.15733143602740107,0.17102846870061783,0.8386582105037239,-0.2361600296191273,1.1755528406588782,2.6270211722310965,-0.12121482008971252,0.39766725090789734,1.510988765698503,-0.2418278611020992
lb26__k2__a0.10-0.40__vol0.35__cap1.50,26,2,0.1,0.4,0.35,1.5,0.18986053612398357,0.878314237300519,-0.18752570905499033,0.17978430160643044,0.7696090482105425,-0.2818504111096086,1.338441564086212,2.644946100374564,-0.14518346669906756,0.4309883089613258,1.443271850021368,-0.29458668211117534
lb26__k2__a0.10-0.40__vol0.50__cap1.00,26,2,0.1,0.4,0.5,1.0,0.1802374790401453,1.1170358524641426,-0.12632103116071558,0.15725249157043852,0.9311636485339503,-0.18828730813102124,0.9248843188795906,2.6418667910507216,-0.10931398479148913,0.3438958171904425,1.5935312417109357,-0.18828730813102101
lb26__k2__a0.10-0.40__vol0.50__cap1.25,26,2,0.1,0.4,0.5,1.25,0.18579422273148727,0.9791758092837473,-0.15733143602740107,0.17102846870061783,0.8386582105037239,-0.2361600296191273,1.1979210523885353,2.5808037212412454,-0.13721698228096768,0.4016273159521857,1.5012035351270163,-0.2418278611020992
lb26__k2__a0.10-0.40__vol0.50__cap1.50,26,2,0.1,0.4,0.5,1.5,0.18986053612398357,0.878314237300519,-0.18752570905499033,0.1827035486000932,0.7769879184835738,-0.2818504111096086,1.4910783304566562,2.5341116049498034,-0.16467479767047122,0.45723136341212434,1.4346850993583435,-0.29458668211117534
lb26__k2__a0.20-0.20__volnone__cap1.00,26,2,0.2,0.2,,1.0,0.1792041594926923,1.123535573647284,-0.11986147319889107,0.20157497107352995,1.0306204974852637,-0.19977323835452077,0.9147165795270353,2.7210995747861504,-0.11207507213979362,0.35542106677518026,1.626154667357874,-0.199773238354521
lb26__k2__a0.20-0.20__vol0.35__cap1.00,26,2,0.2,0.2,0.35,1.0,0.1792041594926923,1.123535573647284,-0.11986147319889107,0.20157497107352995,1.0306204974852637,-0.19977323835452077,0.9147165795270353,2.7210995747861504,-0.11207507213979362,0.35542106677518026,1.626154667357874,-0.199773238354521
lb26__k2__a0.20-0.20__vol0.35__cap1.25,26,2,0.2,0.2,0.35,1.25,0.18459743434842757,0.9845890170772351,-0.14958565373843347,0.22287404162521152,0.9435207750165158,-0.2503522728195572,1.1672475848040649,2.665401016895193,-0.1351888706289993,0.41238252994853375,1.5330864195709548,-0.2503522728195574
lb26__k2__a0.20-0.20__vol0.35__cap1.50,26,2,0.2,0.2,0.35,1.5,0.1885368133259031,0.8827096886657068,-0.178617059322422,0.1897950550660954,0.7541137875875679,-0.29866332851223876,1.3429445357024017,2.6814204574498133,-0.1362498026695439,0.4343864074682322,1.433593004901718,-0.29866332851223887
lb26__k2__a0.20-0.20__vol0.50__cap1.00,26,2,0.2,0.2,0.5,1.0,0.1792041594926923,1.123535573647284,-0.11986147319889107,0.20157497107352995,1.0306204974852637,-0.19977323835452077,0.9147165795270353,2.7210995747861504,-0.11207507213979362,0.35542106677518026,1.626154667357874,-0.199773238354521
lb26__k2__a0.20-0.20__vol0.50__cap1.25,26,2,0.2,0.2,0.5,1.25,0.18459743434842757,0.9845890170772351,-0.14958565373843347,0.225455625845969,0.9495456688566709,-0.2503522728195572,1.185183748232769,2.6574721900281255,-0.1405627600370355,0.41643195948333234,1.5347063796829277,-0.2503522728195574
lb26__k2__a0.20-0.20__vol0.50__cap1.50,26,2,0.2,0.2,0.5,1.5,0.1885368133259031,0.8827096886657068,-0.178617059322422,0.24658656893712383,0.8954957831042756,-0.29866332851223876,1.4838931057647629,2.6150539335227756,-0.16833864690626643,0.47667453240405466,1.4710662179218028,-0.29866332851223887
lb26__k2__a0.20-0.30__volnone__cap1.00,26,2,0.2,0.3,,1.0,0.17734418582459832,1.1205976252849823,-0.1198638206449052,0.19060738955725265,1.0480920710383335,-0.19389220634294324,0.8877435022388853,2.685807093149784,-0.11207507213979351,0.34574316335483735,1.6269860416902704,-0.19389220634294335
lb26__k2__a0.20-0.30__vol0.35__cap1.00,26,2,0.2,0.3,0.35,1.0,0.17734418582459832,1.1205976252849823,-0.1198638206449052,0.19060738955725265,1.0480920710383335,-0.19389220634294324,0.8877435022388853,2.685807093149784,-0.11207507213979351,0.34574316335483735,1.6269860416902704,-0.19389220634294335
lb26__k2__a0.20-0.30__vol0.35__cap1.25,26,2,0.2,0.3,0.35,1.25,0.18234095490892832,0.9807595408519272,-0.1495121974505631,0.21264019776166654,0.9604414142361086,-0.24305130362106586,1.129589169628035,2.6295303619585875,-0.13518887062899942,0.4010937821221825,1.5333199513649256,-0.24305130362106586
lb26__k2__a0.20-0.30__vol0.35__cap1.50,26,2,0.2,0.3,0.35,1.5,0.1859184106268117,0.8781229277705785,-0.1784397298219984,0.2135157448327134,0.8552338673725354,-0.2899769875412421,1.2970075872132796,2.6401971095787244,-0.13880930553534365,0.43294959944939926,1.4559182389412924,-0.2899769875412419
lb26__k2__a0.20-0.30__vol0.50__cap1.00,26,2,0.2,0.3,0.5,1.0,0.17734418582459832,1.1205976252849823,-0.1198638206449052,0.19060738955725265,1.0480920710383335,-0.19389220634294324,0.8877435022388853,2.685807093149784,-0.11207507213979351,0.34574316335483735,1.6269860416902704,-0.19389220634294335
lb26__k2__a0.20-0.30__vol0.50__cap1.25,26,2,0.2,0.3,0.5,1.25,0.18234095490892832,0.9807595408519272,-0.1495121974505631,0.21264019776166654,0.9604414142361086,-0.24305130362106586,1.147213671623224,2.621606873255882,-0.14056276003703538,0.40429148347537613,1.5335130301840985,-0.24305130362106586
lb26__k2__a0.20-0.30__vol0.50__cap1.50,26,2,0.2,0.3,0.5,1.5,0.1859184106268117,0.8781229277705785,-0.1784397298219984,0.23239741890106935,0.9020076430346253,-0.2899769875412421,1.4327793512843354,2.578806726659946,-0.16833864690626643,0.46212320300231524,1.468358052766159,-0.2899769875412419
lb26__k2__a0.20-0.40__volnone__cap1.00,26,2,0.2,0.4,,1.0,0.1753937843307134,1.11423571938811,-0.11997336151839277,0.1783284407856316,1.033113588483979,-0.1882873081310208,0.8605616104110347,2.6358588678369896,-0.11207507213979362,0.33552771884417343,1.6088879661271493,-0.18828730813102112
lb26__k2__a0.20-0.40__vol0.35__cap1.00,26,2,0.2,0.4,0.35,1.0,0.1753937843307134,1.11423571938811,-0.11997336151839277,0.1783284407856316,1.033113588483979,-0.1882873081310208,0.8605616104110347,2.6358588678369896,-0.11207507213979362,0.33552771884417343,1.6088879661271493,-0.18828730813102112
lb26__k2__a0.20-0.40__vol0.35__cap1.25,26,2,0.2,0.4,0.35,1.25,0.1799394970719248,0.9736959848230061,-0.14960397860370933,0.19770487744939635,0.9408980361885539,-0.23616002961912752,1.0915585695280137,2.578855354317878,-0.13518887062899942,0.38809572258142055,1.51390414883835,-0.2361600296191274
lb26__k2__a0.20-0.40__vol0.35__cap1.50,26,2,0.2,0.4,0.35,1.5,0.18308599798729563,0.8705042477924212,-0.17849712003770102,0.21170640629794413,0.8717439797050751,-0.2818504111096083,1.2484998955286297,2.5833076732699576,-0.14518346669906734,0.42240656696081547,1.4441327611920454,-0.2818504111096085
lb26__k2__a0.20-0.40__vol0.50__cap1.00,26,2,0.2,0.4,0.5,1.0,0.1753937843307134,1.11423571938811,-0.11997336151839277,0.1783284407856316,1.033113588483979,-0.1882873081310208,0.8605616104110347,2.6358588678369896,-0.11207507213979362,0.33552771884417343,1.6088879661271493,-0.18828730813102112
lb26__k2__a0.20-0.40__vol0.50__cap1.25,26,2,0.2,0.4,0.5,1.25,0.1799394970719248,0.9736959848230061,-0.14960397860370933,0.19770487744939635,0.9408980361885539,-0.23616002961912752,1.1088683298834061,2.5714180276964997,-0.14056276003703538,0.39126375860234863,1.514052694823992,-0.2361600296191274
lb26__k2__a0.20-0.40__vol0.50__cap1.50,26,2,0.2,0.4,0.5,1.5,0.18308599798729563,0.8705042477924212,-0.17849712003770102,0.21505676552689823,0.8794210013249367,-0.2818504111096083,1.3810465182092453,2.5284574676028377,-0.16833864690626632,0.4462246309829707,1.4479102530131638,-0.2818504111096085
lb26__k3__a0.10-0.20__volnone__cap1.00,26,3,0.1,0.2,,1.0,0.17983518257199305,1.0964227602337033,-0.13042043543004267,0.18319213394431788,0.9483029396848236,-0.2015882002183057,0.9712720390123994,2.707046353611768,-0.10931398479148902,0.36088933225480724,1.5967859931264816,-0.2048951882194523
lb26__k3__a0.10-0.20__vol0.35__cap1.00,26,3,0.1,0.2,0.35,1.0,0.17983518257199305,1.0964227602337033,-0.13042043543004267,0.18319213394431788,0.9483029396848236,-0.2015882002183057,0.9712720390123994,2.707046353611768,-0.10931398479148902,0.36088933225480724,1.5967859931264816,-0.2048951882194523
lb26__k3__a0.10-0.20__vol0.35__cap1.25,26,3,0.1,0.2,0.35,1.25,0.18507042268912643,0.9599765969753525,-0.1625031013662641,0.19840843018875565,0.8581501880809468,-0.25250718403084627,1.2406288915217427,2.6933535641088238,-0.11998767505648389,0.41775803906022646,1.5141742557451263,-0.26430897949552
lb26__k3__a0.10-0.20__vol0.35__cap1.50,26,3,0.1,0.2,0.35,1.5,0.1887165351517439,0.8605336688636378,-0.19378452090718035,0.16157393859486646,0.6683830689114539,-0.3011180738711502,1.4059812179163154,2.709303379451566,-0.1326081402913446,0.43549313107782783,1.411987469736348,-0.3209354495961032
lb26__k3__a0.10-0.20__vol0.50__cap1.00,26,3,0.1,0.2,0.5,1.0,0.17983518257199305,1.0964227602337033,-0.13042043543004267,0.18319213394431788,0.9483029396848236,-0.2015882002183057,0.9712720390123994,2.707046353611768,-0.10931398479148902,0.36088933225480724,1.5967859931264816,-0.2048951882194523
lb26__k3__a0.10-0.20__vol0.50__cap1.25,26,3,0.1,0.2,0.5,1.25,0.18507042268912643,0.9599765969753525,-0.1625031013662641,0.20200189731785478,0.8676459093431961,-0.25250718403084627,1.2636661906010729,2.6466443397392605,-0.13721698228096768,0.4229529452189098,1.5077582955782747,-0.26430897949552
lb26__k3__a0.10-0.20__vol0.50__cap1.50,26,3,0.1,0.2,0.5,1.5,0.1887165351517439,0.8605336688636378,-0.19378452090718035,0.21793318165879572,0.8138745557821111,-0.3011180738711502,1.5798734285505032,2.600454507307628,-0.16467479767047122,0.48277438973628684,1.4437465361653434,-0.3209354495961032
lb26__k3__a0.10-0.30__volnone__cap1.00,26,3,0.1,0.3,,1.0,0.17326530774522597,1.0601226249391094,-0.13626684643186726,0.1764754175699923,0.9723785184722314,-0.19661292010389553,0.9341959474809156,2.6525812354743445,-0.1093139847914889,0.348262807027647,1.5789800085207564,-0.20273212317661704
lb26__k3__a0.10-0.30__vol0.35__cap1.00,26,3,0.1,0.3,0.35,1.0,0.17326530774522597,1.0601226249391094,-0.13626684643186726,0.1764754175699923,0.9723785184722314,-0.19661292010389553,0.9341959474809156,2.6525812354743445,-0.1093139847914889,0.348262807027647,1.5789800085207564,-0.20273212317661704
lb26__k3__a0.10-0.30__vol0.35__cap1.25,26,3,0.1,0.3,0.35,1.25,0.1768082245062359,0.9227405396057077,-0.16957097113515263,0.19450076408068506,0.8858165690291473,-0.24628188280478003,1.1885484583153278,2.6378014817135216,-0.11998767505648356,0.4029012209915317,1.497038868530602,-0.2612698758419747
lb26__k3__a0.10-0.30__vol0.35__cap1.50,26,3,0.1,0.3,0.35,1.5,0.17875475800500817,0.8228111687507063,-0.20198351605716736,0.18783642098812892,0.7705275106519789,-0.29365776529725685,1.3522448746871634,2.6562666647292326,-0.13880930553534376,0.4300145762315768,1.4166393711925278,-0.3169517408002883
lb26__k3__a0.10-0.30__vol0.50__cap1.00,26,3,0.1,0.3,0.5,1.0,0.17326530774522597,1.0601226249391094,-0.13626684643186726,0.1764754175699923,0.9723785184722314,-0.19661292010389553,0.9341959474809156,2.6525812354743445,-0.1093139847914889,0.348262807027647,1.5789800085207564,-0.20273212317661704
lb26__k3__a0.10-0.30__vol0.50__cap1.25,26,3,0.1,0.3,0.5,1.25,0.1768082245062359,0.9227405396057077,-0.16957097113515263,0.19453190448233082,0.8858246087378846,-0.24628188280478003,1.211050286072075,2.5917187945843616,-0.1372169822809679,0.40688626024954067,1.4882596245626123,-0.2612698758419747
lb26__k3__a0.10-0.30__vol0.50__cap1.50,26,3,0.1,0.3,0.5,1.5,0.17875475800500817,0.8228111687507063,-0.20198351605716736,0.21017206271708355,0.8281220022483204,-0.29365776529725685,1.5087218354783287,2.5451745429072803,-0.1646747976704711,0.46323686843949097,1.4229851703196028,-0.3169517408002883
lb26__k3__a0.10-0.40__volnone__cap1.00,26,3,0.1,0.4,,1.0,0.16669518083692902,1.0228290655150134,-0.14211325743369196,0.16840359903805613,0.967291600866092,-0.1919114784142001,0.8968986228240108,2.5842816123869734,-0.1093139847914889,0.3351155783843185,1.5440606582468366,-0.20132287845345997
lb26__k3__a0.10-0.40__vol0.35__cap1.00,26,3,0.1,0.4,0.35,1.0,0.16669518083692902,1.0228290655150134,-0.14211325743369196,0.16840359903805613,0.967291600866092,-0.1919114784142001,0.8968986228240108,2.5842816123869734,-0.1093139847914889,0.3351155783843185,1.5440606582468366,-0.20132287845345997
lb26__k3__a0.10-0.40__vol0.35__cap1.25,26,3,0.1,0.4,0.35,1.25,0.16854542873884437,0.884610416972223,-0.17663884090404114,0.18488903859210715,0.8769876648418801,-0.2404629289145086,1.1361811798270098,2.5675242770378133,-0.1212148200897124,0.38605369484295804,1.4607922462485539,-0.25932940974482843
lb26__k3__a0.10-0.40__vol0.35__cap1.50,26,3,0.1,0.4,0.35,1.5,0.16879182212737764,0.7842852846891387,-0.21018251120715437,0.19109360310251344,0.7955579043063115,-0.28675273021967873,1.2879144917250147,2.5801254888759106,-0.14518346669906745,0.4147880022398722,1.3872746424076428,-0.31444080497316396
lb26__k3__a0.10-0.40__vol0.50__cap1.00,26,3,0.1,0.4,0.5,1.0,0.16669518083692902,1.0228290655150134,-0.14211325743369196,0.16840359903805613,0.967291600866092,-0.1919114784142001,0.8968986228240108,2.5842816123869734,-0.1093139847914889,0.3351155783843185,1.5440606582468366,-0.20132287845345997
lb26__k3__a0.10-0.40__vol0.50__cap1.25,26,3,0.1,0.4,0.5,1.25,0.16854542873884437,0.884610416972223,-0.17663884090404114,0.18488903859210715,0.8769876648418801,-0.2404629289145086,1.158144587026444,2.5232435761883596,-0.13721698228096757,0.3899808547466397,1.452247023866073,-0.25932940974482843
lb26__k3__a0.10-0.40__vol0.50__cap1.50,26,3,0.1,0.4,0.5,1.5,0.16879182212737764,0.7842852846891387,-0.21018251120715437,0.19920664235187524,0.8167850408257392,-0.28675273021967873,1.4372063730357243,2.4765366598517593,-0.16467479767047155,0.44244764308175166,1.3861874167935893,-0.31444080497316396
lb26__k3__a0.20-0.20__volnone__cap1.00,26,3,0.2,0.2,,1.0,0.18033730034503015,1.1351071851149441,-0.11634028207919822,0.196819976127935,1.0090274232730563,-0.20158820021830537,0.9086731188466273,2.7097607617540453,-0.11207507213979351,0.353332616141528,1.6204293528369436,-0.20158820021830548
lb26__k3__a0.20-0.20__vol0.35__cap1.00,26,3,0.2,0.2,0.35,1.0,0.18033730034503015,1.1351071851149441,-0.11634028207919822,0.196819976127935,1.0090274232730563,-0.20158820021830537,0.9086731188466273,2.7097607617540453,-0.11207507213979351,0.353332616141528,1.6204293528369436,-0.20158820021830548
lb26__k3__a0.20-0.20__vol0.35__cap1.25,26,3,0.2,0.2,0.35,1.25,0.18607402172204401,0.995970271077484,-0.1452934071299079,0.21665068413681166,0.9217032886541173,-0.2525071840308466,1.1587467625002708,2.6539057905764474,-0.13518887062899942,0.4096427917194245,1.5271343738673122,-0.2525071840308467
lb26__k3__a0.20-0.20__vol0.35__cap1.50,26,3,0.2,0.2,0.35,1.5,0.1903802708661284,0.8938051357434562,-0.17359526560654182,0.1823899666232649,0.7318605391092853,-0.3011180738711503,1.3319991984270612,2.669204683683802,-0.1362498026695439,0.43104879937197027,1.427425236166761,-0.3011180738711503
lb26__k3__a0.20-0.20__vol0.50__cap1.00,26,3,0.2,0.2,0.5,1.0,0.18033730034503015,1.1351071851149441,-0.11634028207919822,0.196819976127935,1.0090274232730563,-0.20158820021830537,0.9086731188466273,2.7097607617540453,-0.11207507213979351,0.353332616141528,1.6204293528369436,-0.20158820021830548
lb26__k3__a0.20-0.20__vol0.50__cap1.25,26,3,0.2,0.2,0.5,1.25,0.18607402172204401,0.995970271077484,-0.1452934071299079,0.21936551065185994,0.928098419522296,-0.2525071840308466,1.176612573035662,2.6460973330611126,-0.14056276003703527,0.4137313101588056,1.528822336333356,-0.2525071840308467
lb26__k3__a0.20-0.20__vol0.50__cap1.50,26,3,0.2,0.2,0.5,1.5,0.1903802708661284,0.8938051357434562,-0.17359526560654182,0.23911496408730604,0.8741457503551219,-0.3011180738711503,1.472269456361749,2.6036550472658235,-0.16833864690626632,0.4733296309614481,1.4650737230984192,-0.3011180738711503
lb26__k3__a0.20-0.30__volnone__cap1.00,26,3,0.2,0.3,,1.0,0.17376712456175802,1.0973262465053337,-0.12227834370589663,0.19042390590046332,1.039752112649405,-0.19661292010389542,0.8727806851439992,2.65425396997023,-0.11207507213979362,0.34090273942589566,1.6043933560654244,-0.19661292010389542
lb26__k3__a0.20-0.30__vol0.35__cap1.00,26,3,0.2,0.3,0.35,1.0,0.17376712456175802,1.0973262465053337,-0.12227834370589663,0.19042390590046332,1.039752112649405,-0.19661292010389542,0.8727806851439992,2.65425396997023,-0.11207507213979362,0.34090273942589566,1.6043933560654244,-0.19661292010389542
lb26__k3__a0.20-0.30__vol0.35__cap1.25,26,3,0.2,0.3,0.35,1.25,0.17780877766294512,0.957111568751226,-0.152501921693727,0.2121702389925899,0.9524252609569422,-0.2462818828047798,1.1085806961492555,2.5975462822621758,-0.13518887062899954,0.39471180983093257,1.5104428056980304,-0.24628188280477992
lb26__k3__a0.20-0.30__vol0.35__cap1.50,26,3,0.2,0.3,0.35,1.5,0.18041031068946145,0.8543789086207152,-0.18199313263003092,0.21000064318133305,0.8410684164615216,-0.2936577652972572,1.2699325047665964,2.6058109221906465,-0.13880930553534376,0.424146822570002,1.4305302957427362,-0.29365776529725707
lb26__k3__a0.20-0.30__vol0.50__cap1.00,26,3,0.2,0.3,0.5,1.0,0.17376712456175802,1.0973262465053337,-0.12227834370589663,0.19042390590046332,1.039752112649405,-0.19661292010389542,0.8727806851439992,2.65425396997023,-0.11207507213979362,0.34090273942589566,1.6043933560654244,-0.19661292010389542
lb26__k3__a0.20-0.30__vol0.50__cap1.25,26,3,0.2,0.3,0.5,1.25,0.17780877766294512,0.957111568751226,-0.152501921693727,0.21229475151047872,0.9528601459730477,-0.2462818828047798,1.1260313318006343,2.59003284396884,-0.14056276003703516,0.3979346605604861,1.5109391557593594,-0.24628188280477992
lb26__k3__a0.20-0.30__vol0.50__cap1.50,26,3,0.2,0.3,0.5,1.5,0.18041031068946145,0.8543789086207152,-0.18199313263003092,0.23183780802034315,0.8949321681888098,-0.2936577652972572,1.4041039120401324,2.5472187599679135,-0.16833864690626643,0.45412492801389903,1.4458398097708773,-0.29365776529725707
lb26__k3__a0.20-0.40__volnone__cap1.00,26,3,0.2,0.4,,1.0,0.16719670245911566,1.0584316099310092,-0.12821640533259537,0.18226286404962555,1.0378895447454142,-0.19191147841419942,0.8369766155682266,2.5840250738542103,-0.1120750721397934,0.32789235254973237,1.56947704857193,-0.1919114784142001
lb26__k3__a0.20-0.40__vol0.35__cap1.00,26,3,0.2,0.4,0.35,1.0,0.16719670245911566,1.0584316099310092,-0.12821640533259537,0.18226286404962555,1.0378895447454142,-0.19191147841419942,0.8369766155682266,2.5840250738542103,-0.1120750721397934,0.32789235254973237,1.56947704857193,-0.1919114784142001
lb26__k3__a0.20-0.40__vol0.35__cap1.25,26,3,0.2,0.4,0.35,1.25,0.1695429473783403,0.9172422268859107,-0.15971043625754633,0.20251869245713916,0.947190107452755,-0.2404629289145086,1.0585609185063345,2.526309374734161,-0.1351888706289992,0.37807755134478005,1.474309115800885,-0.2404629289145087
lb26__k3__a0.20-0.40__vol0.35__cap1.50,26,3,0.2,0.4,0.35,1.5,0.17043921134962625,0.8140398791975693,-0.1903909996535199,0.21400645608227142,0.8705814495439571,-0.2867527302196786,1.2061154779674093,2.5267049049736987,-0.14518346669906745,0.40889988015347534,1.4008242339879056,-0.2867527302196786
lb26__k3__a0.20-0.40__vol0.50__cap1.00,26,3,0.2,0.4,0.5,1.0,0.16719670245911566,1.0584316099310092,-0.12821640533259537,0.18226286404962555,1.0378895447454142,-0.19191147841419942,0.8369766155682266,2.5840250738542103,-0.1120750721397934,0.32789235254973237,1.56947704857193,-0.1919114784142001
lb26__k3__a0.20-0.40__vol0.50__cap1.25,26,3,0.2,0.4,0.5,1.25,0.1695429473783403,0.9172422268859107,-0.15971043625754633,0.20251869245713916,0.947190107452755,-0.2404629289145086,1.0755975899605605,2.5195790963879365,-0.14056276003703538,0.3812227230006464,1.474814742325323,-0.2404629289145087
lb26__k3__a0.20-0.40__vol0.50__cap1.50,26,3,0.2,0.4,0.5,1.5,0.17043921134962625,0.8140398791975693,-0.1903909996535199,0.2206908402289416,0.8867238159243161,-0.2867527302196786,1.336163585343134,2.4766151114104202,-0.16833864690626632,0.4335737782607918,1.408876564828133,-0.2867527302196786
lb52__k1__a0.10-0.20__volnone__cap1.00,52,1,0.1,0.2,,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.17271878936338303,0.8504543866480186,-0.22038188193456243,1.0395284381207959,2.9399185591396084,-0.118323981536686,0.3756949524160931,1.6377126348149804,-0.22945648195309554
lb52__k1__a0.10-0.20__vol0.35__cap1.00,52,1,0.1,0.2,0.35,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.17271878936338303,0.8504543866480186,-0.22038188193456243,1.0395284381207959,2.9399185591396084,-0.118323981536686,0.3756949524160931,1.6377126348149804,-0.22945648195309554
lb52__k1__a0.10-0.20__vol0.35__cap1.25,52,1,0.1,0.2,0.35,1.25,0.197879142436322,1.007859048192914,-0.15222837841221237,0.15799470189964127,0.6903074578345844,-0.2760913793008628,1.3523804812233235,2.9106183118716227,-0.14277934811931559,0.430256651407265,1.5340877250000684,-0.293231013851056
lb52__k1__a0.10-0.20__vol0.35__cap1.50,52,1,0.1,0.2,0.35,1.5,0.20406445223275194,0.9099618393936608,-0.18182335490688672,0.09583328804680047,0.45565964457120367,-0.328950960386742,1.6172624997157765,2.945214388221041,-0.14290758280887816,0.45412896296216054,1.4277561404388186,-0.35411926846499264
lb52__k1__a0.10-0.20__vol0.50__cap1.00,52,1,0.1,0.2,0.5,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.17271878936338303,0.8504543866480186,-0.22038188193456243,1.0395284381207959,2.9399185591396084,-0.118323981536686,0.3756949524160931,1.6377126348149804,-0.22945648195309554
lb52__k1__a0.10-0.20__vol0.50__cap1.25,52,1,0.1,0.2,0.5,1.25,0.197879142436322,1.007859048192914,-0.15222837841221237,0.18737047715964805,0.7759531387669633,-0.2760913793008628,1.3635787070219343,2.877120963108826,-0.15000751740332574,0.4420945210737728,1.5496271912634973,-0.293231013851056
lb52__k1__a0.10-0.20__vol0.50__cap1.50,52,1,0.1,0.2,0.5,1.5,0.20406445223275194,0.9099618393936608,-0.18182335490688672,0.19860952034205392,0.7266137501257444,-0.32895096038674176,1.7276977893831633,2.8352558990883043,-0.18111205142872278,0.5077741734480552,1.488571780543074,-0.3535562870654536
lb52__k1__a0.10-0.30__volnone__cap1.00,52,1,0.1,0.3,,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.15980280549163095,0.7968907837056418,-0.22966242200681475,0.9665712192569038,2.8748814776258156,-0.13456892404197718,0.3577381616880886,1.592463711613901,-0.23862899838254137
