candidate,lookback,top_k,low_allocation,high_allocation,volatility_target,maximum_leverage,development_cagr,development_sharpe,development_max_drawdown,validation_cagr,validation_sharpe,validation_max_drawdown,locked_test_cagr,locked_test_sharpe,locked_test_max_drawdown,full_cagr,full_sharpe,full_max_drawdown,development_objective
lb52__k1__a0.20-0.20__vol0.35__cap1.00,52,1,0.2,0.2,0.35,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.19082907364035906,0.9915502317902166,-0.20952918768245965,1.1118681067009804,3.1433251334737147,-0.11116225097772792,0.393695228282954,1.763507752693101,-0.20952918768245943,0.3060455429035804
lb52__k1__a0.20-0.30__volnone__cap1.00,52,1,0.2,0.3,,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.17771866559926464,0.9320559749721555,-0.21556217005970335,1.0363822407636185,3.085802780994246,-0.11916869772782013,0.37551614358285534,1.7193349405922913,-0.21834973932186386,0.3060455429035804
lb52__k1__a0.20-0.40__vol0.50__cap1.00,52,1,0.2,0.4,0.5,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.16456172537291147,0.8694101484805369,-0.22499791375960665,0.9614353729577927,2.967412402389062,-0.1316165794966241,0.35709960612906055,1.658761128208604,-0.22775195227133782,0.3060455429035804
lb52__k1__a0.20-0.40__volnone__cap1.00,52,1,0.2,0.4,,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.16456172537291147,0.8694101484805369,-0.22499791375960665,0.9614353729577927,2.967412402389062,-0.1316165794966241,0.35709960612906055,1.658761128208604,-0.22775195227133782,0.3060455429035804
lb52__k1__a0.20-0.30__vol0.50__cap1.00,52,1,0.2,0.3,0.5,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.17771866559926464,0.9320559749721555,-0.21556217005970335,1.0363822407636185,3.085802780994246,-0.11916869772782013,0.37551614358285534,1.7193349405922913,-0.21834973932186386,0.3060455429035804
lb52__k1__a0.20-0.30__vol0.35__cap1.00,52,1,0.2,0.3,0.35,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.17771866559926464,0.9320559749721555,-0.21556217005970335,1.0363822407636185,3.085802780994246,-0.11916869772782013,0.37551614358285534,1.7193349405922913,-0.21834973932186386,0.3060455429035804
lb52__k1__a0.20-0.40__vol0.35__cap1.00,52,1,0.2,0.4,0.35,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.16456172537291147,0.8694101484805369,-0.22499791375960665,0.9614353729577927,2.967412402389062,-0.1316165794966241,0.35709960612906055,1.658761128208604,-0.22775195227133782,0.3060455429035804
lb52__k1__a0.20-0.20__vol0.50__cap1.00,52,1,0.2,0.2,0.5,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.19082907364035906,0.9915502317902166,-0.20952918768245965,1.1118681067009804,3.1433251334737147,-0.11116225097772792,0.393695228282954,1.763507752693101,-0.20952918768245943,0.3060455429035804
lb52__k1__a0.20-0.20__volnone__cap1.00,52,1,0.2,0.2,,1.0,0.18774355674373222,1.1588912420174606,-0.11106340028554185,0.19082907364035906,0.9915502317902166,-0.20952918768245965,1.1118681067009804,3.1433251334737147,-0.11116225097772792,0.393695228282954,1.763507752693101,-0.20952918768245943,0.3060455429035804
lb52__k1__a0.10-0.40__volnone__cap1.00,52,1,0.1,0.4,,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.14684094775742396,0.7411089622537078,-0.2389341212895959,0.8941380439185709,2.7552500959759665,-0.15071433571380266,0.3395471327395476,1.5331913435615203,-0.24779277692754897,0.30041679189531895
lb52__k1__a0.10-0.20__volnone__cap1.00,52,1,0.1,0.2,,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.17271878936338303,0.8504543866480186,-0.22038188193456243,1.0395284381207959,2.9399185591396084,-0.118323981536686,0.3756949524160931,1.6377126348149804,-0.22945648195309554,0.30041679189531895
lb52__k1__a0.10-0.40__vol0.50__cap1.00,52,1,0.1,0.4,0.5,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.14684094775742396,0.7411089622537078,-0.2389341212895959,0.8941380439185709,2.7552500959759665,-0.15071433571380266,0.3395471327395476,1.5331913435615203,-0.24779277692754897,0.30041679189531895
lb52__k1__a0.10-0.30__vol0.50__cap1.00,52,1,0.1,0.3,0.5,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.15980280549163095,0.7968907837056418,-0.22966242200681475,0.9665712192569038,2.8748814776258156,-0.13456892404197718,0.3577381616880886,1.592463711613901,-0.23862899838254137,0.30041679189531895
lb52__k1__a0.10-0.20__vol0.50__cap1.00,52,1,0.1,0.2,0.5,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.17271878936338303,0.8504543866480186,-0.22038188193456243,1.0395284381207959,2.9399185591396084,-0.118323981536686,0.3756949524160931,1.6377126348149804,-0.22945648195309554,0.30041679189531895
lb52__k1__a0.10-0.30__vol0.35__cap1.00,52,1,0.1,0.3,0.35,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.15980280549163095,0.7968907837056418,-0.22966242200681475,0.9665712192569038,2.8748814776258156,-0.13456892404197718,0.3577381616880886,1.592463711613901,-0.23862899838254137,0.30041679189531895
lb52__k1__a0.10-0.40__vol0.35__cap1.00,52,1,0.1,0.4,0.35,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.14684094775742396,0.7411089622537078,-0.2389341212895959,0.8941380439185709,2.7552500959759665,-0.15071433571380266,0.3395471327395476,1.5331913435615203,-0.24779277692754897,0.30041679189531895
lb52__k1__a0.10-0.20__vol0.35__cap1.00,52,1,0.1,0.2,0.35,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.17271878936338303,0.8504543866480186,-0.22038188193456243,1.0395284381207959,2.9399185591396084,-0.118323981536686,0.3756949524160931,1.6377126348149804,-0.22945648195309554,0.30041679189531895
lb52__k1__a0.10-0.30__volnone__cap1.00,52,1,0.1,0.3,,1.0,0.19008444113669065,1.1420499486815363,-0.12195028308720424,0.15980280549163095,0.7968907837056418,-0.22966242200681475,0.9665712192569038,2.8748814776258156,-0.13456892404197718,0.3577381616880886,1.592463711613901,-0.23862899838254137,0.30041679189531895
lb52__k3__a0.10-0.30__vol0.50__cap1.00,52,3,0.1,0.3,0.5,1.0,0.18712732002211863,1.1238760446895117,-0.12463669654664578,0.0963317374419792,0.5434207572390681,-0.243043439054196,1.002570051486312,2.766790230861165,-0.108852956240853,0.3419974488651689,1.5025843972899176,-0.2498855597150702,0.2933903784522225
lb52__k3__a0.10-0.20__vol0.50__cap1.00,52,3,0.1,0.2,0.5,1.0,0.18712732002211863,1.1238760446895117,-0.12463669654664578,0.14464449550021063,0.745649843006271,-0.2234734185958661,1.0456473019892543,2.8466593172980703,-0.1088529562408529,0.3661190182286329,1.584610103159043,-0.2304924324210511,0.2933903784522225
lb52__k3__a0.10-0.30__vol0.35__cap1.00,52,3,0.1,0.3,0.35,1.0,0.18712732002211863,1.1238760446895117,-0.12463669654664578,0.0963317374419792,0.5434207572390681,-0.243043439054196,1.002570051486312,2.766790230861165,-0.108852956240853,0.3419974488651689,1.5025843972899176,-0.2498855597150702,0.2933903784522225
lb52__k3__a0.10-0.30__volnone__cap1.00,52,3,0.1,0.3,,1.0,0.18712732002211863,1.1238760446895117,-0.12463669654664578,0.0963317374419792,0.5434207572390681,-0.243043439054196,1.002570051486312,2.766790230861165,-0.108852956240853,0.3419974488651689,1.5025843972899176,-0.2498855597150702,0.2933903784522225
lb52__k3__a0.10-0.40__vol0.35__cap1.00,52,3,0.1,0.4,0.35,1.0,0.18712732002211863,1.1238760446895117,-0.12463669654664578,0.04954068730182293,0.3349644917144007,-0.2629122002382813,0.9599954652257805,2.6790190502524056,-0.11267688084215965,0.31804684732064814,1.414130549168355,-0.2695747274212501,0.2933903784522225
lb52__k3__a0.10-0.40__volnone__cap1.00,52,3,0.1,0.4,,1.0,0.18712732002211863,1.1238760446895117,-0.12463669654664578,0.04954068730182293,0.3349644917144007,-0.2629122002382813,0.9599954652257805,2.6790190502524056,-0.11267688084215965,0.31804684732064814,1.414130549168355,-0.2695747274212501,0.2933903784522225
lb52__k3__a0.10-0.20__vol0.35__cap1.00,52,3,0.1,0.2,0.35,1.0,0.18712732002211863,1.1238760446895117,-0.12463669654664578,0.14464449550021063,0.745649843006271,-0.2234734185958661,1.0456473019892543,2.8466593172980703,-0.1088529562408529,0.3661190182286329,1.584610103159043,-0.2304924324210511,0.2933903784522225
