candidate,gate,lookback_weeks,allocation,outer_cost_bps,window,cagr,sharpe,drawdown,total_return,control_cagr,cagr_delta
candidate_negative_relative__lb4__w0.2__50bps,candidate_negative_relative,4,0.2,50,ytd,0.9511554621453815,2.3640609845403002,-0.09459467417185485,0.508832927781532,1.095041975165166,-0.1438865130197846
candidate_negative_relative__lb4__w0.2__100bps,candidate_negative_relative,4,0.2,100,full_recent,0.37120929244358103,1.5286296570089877,-0.21852328160468615,2.130997928194078,0.4093476771616662,-0.03813838471808517
candidate_negative_relative__lb4__w0.2__100bps,candidate_negative_relative,4,0.2,100,trailing_2y,0.5385913405684346,1.802449750093053,-0.21852328160468593,1.3869597310645667,0.5969664512506938,-0.0583751106822592
candidate_negative_relative__lb4__w0.2__100bps,candidate_negative_relative,4,0.2,100,trailing_1y,0.9212571049289164,2.5392628582933683,-0.09552148499750746,0.9455350245461775,1.0510082013109483,-0.12975109638203186
candidate_negative_relative__lb4__w0.2__100bps,candidate_negative_relative,4,0.2,100,ytd,0.9323993205599388,2.331255294249296,-0.09552148499750746,0.4998907129826704,1.095041975165166,-0.1626426546052273
candidate_negative_relative__lb4__w0.2__200bps,candidate_negative_relative,4,0.2,200,full_recent,0.3516158268470406,1.4620045294983555,-0.22804459531379684,1.972246976478722,0.4093476771616662,-0.05773185031462558
candidate_negative_relative__lb4__w0.2__200bps,candidate_negative_relative,4,0.2,200,trailing_2y,0.5157851136978364,1.740564896222808,-0.22804459531379706,1.3160561063203113,0.5969664512506938,-0.08118133755285739
candidate_negative_relative__lb4__w0.2__200bps,candidate_negative_relative,4,0.2,200,trailing_1y,0.8917543690052805,2.483346968779293,-0.10056395142268915,0.915089467063809,1.0510082013109483,-0.1592538323056678
candidate_negative_relative__lb4__w0.2__200bps,candidate_negative_relative,4,0.2,200,ytd,0.8953716030509888,2.2650942050996736,-0.10056395142268937,0.48213868496851986,1.095041975165166,-0.19967037211417726
candidate_negative_relative__lb4__w0.3__0bps,candidate_negative_relative,4,0.3,0,full_recent,0.38178172677740085,1.5745579360546915,-0.2063891122217787,2.2191603448595996,0.4093476771616662,-0.027565950384265347
candidate_negative_relative__lb4__w0.3__0bps,candidate_negative_relative,4,0.3,0,trailing_2y,0.5440142566454809,1.8332832419425673,-0.2063891122217788,1.4039781825305524,0.5969664512506938,-0.05295219460521294
candidate_negative_relative__lb4__w0.3__0bps,candidate_negative_relative,4,0.3,0,trailing_1y,0.9023035775690071,2.529326060210673,-0.09403247270157855,0.9259747562248724,1.0510082013109483,-0.14870462374194116
candidate_negative_relative__lb4__w0.3__0bps,candidate_negative_relative,4,0.3,0,ytd,0.9092816836462452,2.314703899733284,-0.09403247270157844,0.48882303915150005,1.095041975165166,-0.18576029151892093
candidate_negative_relative__lb4__w0.3__50bps,candidate_negative_relative,4,0.3,50,full_recent,0.3669828996327156,1.524829866801752,-0.21362942797331574,2.096248128938591,0.4093476771616662,-0.042364777528950626
candidate_negative_relative__lb4__w0.3__50bps,candidate_negative_relative,4,0.3,50,trailing_2y,0.52685685126976,1.7868853152651352,-0.21362942797331608,1.3503428988896582,0.5969664512506938,-0.0701095999809338
candidate_negative_relative__lb4__w0.3__50bps,candidate_negative_relative,4,0.3,50,trailing_1y,0.8803888513770024,2.487611345123512,-0.09813248380915152,0.9033631689959525,1.0510082013109483,-0.1706193499339459
candidate_negative_relative__lb4__w0.3__50bps,candidate_negative_relative,4,0.3,50,ytd,0.8818418905581717,2.2654393346442747,-0.09813248380915185,0.47561898795027857,1.095041975165166,-0.21320008460699436
candidate_negative_relative__lb4__w0.3__100bps,candidate_negative_relative,4,0.3,100,full_recent,0.3523206918164612,1.4747491385520806,-0.22081465234341635,1.9778547208952673,0.4093476771616662,-0.057026985345205006
candidate_negative_relative__lb4__w0.3__100bps,candidate_negative_relative,4,0.3,100,trailing_2y,0.5098646145392733,1.7402535854707473,-0.22081465234341657,1.2978259491686317,0.5969664512506938,-0.08710183671142047
candidate_negative_relative__lb4__w0.3__100bps,candidate_negative_relative,4,0.3,100,trailing_1y,0.8586946946510727,2.4453180102344207,-0.1022201115597674,0.8809841559353793,1.0510082013109483,-0.19231350665987557
candidate_negative_relative__lb4__w0.3__100bps,candidate_negative_relative,4,0.3,100,ytd,0.8547564654123596,2.215740692599538,-0.10222011155976729,0.4625126353772584,1.095041975165166,-0.2402855097528065
candidate_negative_relative__lb4__w0.3__200bps,candidate_negative_relative,4,0.3,200,full_recent,0.32340190556658577,1.373709564028944,-0.2350211679482339,1.7539909019376583,0.4093476771616662,-0.08594577159508043
candidate_negative_relative__lb4__w0.3__200bps,candidate_negative_relative,4,0.3,200,trailing_2y,0.47637027938492316,1.6464230307466763,-0.23502116794823358,1.1960607172293956,0.5969664512506938,-0.12059617186577065
candidate_negative_relative__lb4__w0.3__200bps,candidate_negative_relative,4,0.3,200,trailing_1y,0.8159605102198708,2.3590958435012914,-0.11035829187467516,0.8369156554717303,1.0510082013109483,-0.23504769109107748
candidate_negative_relative__lb4__w0.3__200bps,candidate_negative_relative,4,0.3,200,ytd,0.8016325249011651,2.1151680750563626,-0.11035829187467538,0.4365907128063973,1.095041975165166,-0.293409450264001
candidate_negative_relative__lb4__w0.4__0bps,candidate_negative_relative,4,0.4,0,full_recent,0.37244166391083855,1.5509809353944555,-0.2059491981875824,2.141183502935353,0.4093476771616662,-0.03690601325082765
candidate_negative_relative__lb4__w0.4__0bps,candidate_negative_relative,4,0.4,0,trailing_2y,0.5263095973835537,1.7979802028210219,-0.2059491981875824,1.348642196266217,0.5969664512506938,-0.07065685386714016
candidate_negative_relative__lb4__w0.4__0bps,candidate_negative_relative,4,0.4,0,trailing_1y,0.8541605893568602,2.4536267568157353,-0.09851881511770622,0.876307547480865,1.0510082013109483,-0.19684761195408806
candidate_negative_relative__lb4__w0.4__0bps,candidate_negative_relative,4,0.4,0,ytd,0.8496198418878254,2.2208966021890753,-0.09851881511770622,0.46001879508933463,1.095041975165166,-0.24542213327734075
candidate_negative_relative__lb4__w0.4__50bps,candidate_negative_relative,4,0.4,50,full_recent,0.35287724526282416,1.4843808988251788,-0.21354191380879395,1.9822879371336044,0.4093476771616662,-0.056470431898842044
candidate_negative_relative__lb4__w0.4__50bps,candidate_negative_relative,4,0.4,50,trailing_2y,0.5037325629518479,1.7357844769334048,-0.21354191380879417,1.2790210458710258,0.5969664512506938,-0.09323388829884593
candidate_negative_relative__lb4__w0.4__50bps,candidate_negative_relative,4,0.4,50,trailing_1y,0.8257121233015596,2.397199666770644,-0.10395446344526782,0.846970009822275,1.0510082013109483,-0.22529607800938867
candidate_negative_relative__lb4__w0.4__50bps,candidate_negative_relative,4,0.4,50,ytd,0.8142577941738518,2.155016889672123,-0.10395446344526815,0.4427775736693387,1.095041975165166,-0.2807841809913143
candidate_negative_relative__lb4__w0.4__100bps,candidate_negative_relative,4,0.4,100,full_recent,0.3335533483908808,1.4171743751905659,-0.22310803869002704,1.8311355028558194,0.4093476771616662,-0.0757943287707854
candidate_negative_relative__lb4__w0.4__100bps,candidate_negative_relative,4,0.4,100,trailing_2y,0.48144498797252067,1.673196991866638,-0.2231080386900276,1.2113295632536145,0.5969664512506938,-0.11552146327817314
candidate_negative_relative__lb4__w0.4__100bps,candidate_negative_relative,4,0.4,100,trailing_1y,0.7976451998279854,2.3397718892122747,-0.10936822559651116,0.8180345522850996,1.0510082013109483,-0.25336300148296287
candidate_negative_relative__lb4__w0.4__100bps,candidate_negative_relative,4,0.4,100,ytd,0.7795035608085668,2.088386737937197,-0.10936822559651127,0.42570629947467764,1.095041975165166,-0.31553841435659935
candidate_negative_relative__lb4__w0.4__200bps,candidate_negative_relative,4,0.4,200,full_recent,0.29561720634193933,1.2813755802803564,-0.2419497973296052,1.5506246706603335,0.4093476771616662,-0.11373047081972687
candidate_negative_relative__lb4__w0.4__200bps,candidate_negative_relative,4,0.4,200,trailing_2y,0.4377256887646399,1.5471697203198413,-0.24194979732960487,1.0815377746784516,0.5969664512506938,-0.1592407624860539
candidate_negative_relative__lb4__w0.4__200bps,candidate_negative_relative,4,0.4,200,trailing_1y,0.7426385116818468,2.2221669321317554,-0.12013026790684767,0.761350997272302,1.0510082013109483,-0.3083696896291015
candidate_negative_relative__lb4__w0.4__200bps,candidate_negative_relative,4,0.4,200,ytd,0.7117815809551031,1.953181278067946,-0.12013026790684744,0.3920682313061683,1.095041975165166,-0.38326039421006297
candidate_negative_relative__lb4__w0.5__0bps,candidate_negative_relative,4,0.5,0,full_recent,0.36302750532113204,1.5239695851193915,-0.2057312970931221,2.063980049403493,0.4093476771616662,-0.04632017184053416
candidate_negative_relative__lb4__w0.5__0bps,candidate_negative_relative,4,0.5,0,trailing_2y,0.5085825267727193,1.7580977939029063,-0.2057312970931221,1.2938877755365326,0.5969664512506938,-0.0883839244779745
candidate_negative_relative__lb4__w0.5__0bps,candidate_negative_relative,4,0.5,0,trailing_1y,0.8067329323458976,2.367354071883282,-0.11212726337655432,0.8274025610980296,1.0510082013109483,-0.2442752689650507
candidate_negative_relative__lb4__w0.5__0bps,candidate_negative_relative,4,0.5,0,ytd,0.7910914069693047,2.116057535523184,-0.11212726337655421,0.4314123812990358,1.095041975165166,-0.3039505681958614
candidate_negative_relative__lb4__w0.5__50bps,candidate_negative_relative,4,0.5,50,full_recent,0.33878162094423914,1.4405247868756454,-0.21346354123072642,1.8714711059506093,0.4093476771616662,-0.07056605621742706
candidate_negative_relative__lb4__w0.5__50bps,candidate_negative_relative,4,0.5,50,trailing_2y,0.4807345155613558,1.6801395020117795,-0.2134635412307263,1.2091886702558496,0.5969664512506938,-0.11623193568933798
candidate_negative_relative__lb4__w0.5__50bps,candidate_negative_relative,4,0.5,50,trailing_1y,0.7721198277818306,2.296058320831901,-0.11881462668620435,0.791726833922471,1.0510082013109483,-0.27888837352911766
candidate_negative_relative__lb4__w0.5__50bps,candidate_negative_relative,4,0.5,50,ytd,0.7483846391184155,2.0338140134179894,-0.11881462668620424,0.41031156081942277,1.095041975165166,-0.34665733604675064
candidate_negative_relative__lb4__w0.5__100bps,candidate_negative_relative,4,0.5,100,full_recent,0.31490787302818046,1.3561711213104193,-0.22540339982445767,1.690619785558003,0.4093476771616662,-0.09443980413348574
candidate_negative_relative__lb4__w0.5__100bps,candidate_negative_relative,4,0.5,100,trailing_2y,0.45333229969853295,1.601611631723244,-0.22540339982445756,1.1274151798523677,0.5969664512506938,-0.14363415155216086
candidate_negative_relative__lb4__w0.5__100bps,candidate_negative_relative,4,0.5,100,trailing_1y,0.7380866562059611,2.2232643804255825,-0.1254683374273584,0.756661906117561,1.0510082013109483,-0.31292154510498715
candidate_negative_relative__lb4__w0.5__100bps,candidate_negative_relative,4,0.5,100,ytd,0.7065938144038819,1.9504483961297565,-0.1254683374273582,0.38947050958529217,1.095041975165166,-0.3884481607612842
candidate_negative_relative__lb4__w0.5__200bps,candidate_negative_relative,4,0.5,200,full_recent,0.2682576375089245,1.1855923875087981,-0.24883070051137723,1.3612107854360311,0.4093476771616662,-0.1410900396527417
candidate_negative_relative__lb4__w0.5__200bps,candidate_negative_relative,4,0.5,200,trailing_2y,0.39984116517762947,1.4434814226028005,-0.248830700511377,0.9722716327463985,0.5969664512506938,-0.19712528607306434
candidate_negative_relative__lb4__w0.5__200bps,candidate_negative_relative,4,0.5,200,trailing_1y,0.6717269444573093,2.0736983549239194,-0.1386751406468859,0.6883286239230684,1.0510082013109483,-0.379281256853639
candidate_negative_relative__lb4__w0.5__200bps,candidate_negative_relative,4,0.5,200,ytd,0.6256905276733236,1.7809510002937567,-0.13867514064688624,0.3485574782621885,1.095041975165166,-0.46935144749184254
static__lb8__w0.1__0bps,static,8,0.1,0,full_recent,0.4198190248751976,1.7208717620390088,-0.20690376828222168,2.5512464645746973,0.4093476771616662,0.01047134771353142
static__lb8__w0.1__0bps,static,8,0.1,0,trailing_2y,0.5715751472916755,1.9324921020064953,-0.206903768282222,1.4914144593859247,0.5969664512506938,-0.02539130395901834
static__lb8__w0.1__0bps,static,8,0.1,0,trailing_1y,0.9973086138966167,2.801568913434213,-0.09477367391028901,1.024058063638106,1.0510082013109483,-0.05369958741433156
static__lb8__w0.1__0bps,static,8,0.1,0,ytd,1.0527446270811178,2.6665877658326447,-0.09477367391028868,0.5567042357448073,1.095041975165166,-0.04229734808404828
static__lb8__w0.1__50bps,static,8,0.1,50,full_recent,0.419630003196914,1.720396241567071,-0.20690376828222168,2.549537479246194,0.4093476771616662,0.010282326035247813
static__lb8__w0.1__50bps,static,8,0.1,50,trailing_2y,0.5715751472916755,1.9324921020064953,-0.206903768282222,1.4914144593859247,0.5969664512506938,-0.02539130395901834
static__lb8__w0.1__50bps,static,8,0.1,50,trailing_1y,0.9973086138966167,2.801568913434213,-0.09477367391028901,1.024058063638106,1.0510082013109483,-0.05369958741433156
static__lb8__w0.1__50bps,static,8,0.1,50,ytd,1.0527446270811178,2.6665877658326447,-0.09477367391028868,0.5567042357448073,1.095041975165166,-0.04229734808404828
static__lb8__w0.1__100bps,static,8,0.1,100,full_recent,0.4194409156717964,1.7199181476479009,-0.2069037682822218,2.5478284939176916,0.4093476771616662,0.01009323851013022
static__lb8__w0.1__100bps,static,8,0.1,100,trailing_2y,0.5715751472916755,1.9324921020064953,-0.206903768282222,1.4914144593859247,0.5969664512506938,-0.02539130395901834
static__lb8__w0.1__100bps,static,8,0.1,100,trailing_1y,0.9973086138966167,2.801568913434213,-0.09477367391028901,1.024058063638106,1.0510082013109483,-0.05369958741433156
static__lb8__w0.1__100bps,static,8,0.1,100,ytd,1.0527446270811178,2.6665877658326447,-0.09477367391028868,0.5567042357448073,1.095041975165166,-0.04229734808404828
static__lb8__w0.1__200bps,static,8,0.1,200,full_recent,0.41906254286229583,1.7189542422882267,-0.2069037682822219,2.544410523260693,0.4093476771616662,0.009714865700629627
static__lb8__w0.1__200bps,static,8,0.1,200,trailing_2y,0.5715751472916755,1.9324921020064953,-0.206903768282222,1.4914144593859247,0.5969664512506938,-0.02539130395901834
static__lb8__w0.1__200bps,static,8,0.1,200,trailing_1y,0.9973086138966167,2.801568913434213,-0.09477367391028901,1.024058063638106,1.0510082013109483,-0.05369958741433156
static__lb8__w0.1__200bps,static,8,0.1,200,ytd,1.0527446270811178,2.6665877658326447,-0.09477367391028868,0.5567042357448073,1.095041975165166,-0.04229734808404828
static__lb8__w0.2__0bps,static,8,0.2,0,full_recent,0.42972225726166147,1.8105209920991245,-0.20427401487653474,2.6416191870930197,0.4093476771616662,0.020374580099995265
static__lb8__w0.2__0bps,static,8,0.2,0,trailing_2y,0.5456395340667866,1.9398336982727293,-0.20427401487653463,1.4090905914522551,0.5969664512506938,-0.05132691718390725
static__lb8__w0.2__0bps,static,8,0.2,0,trailing_1y,0.9429362618906112,2.9020025223375248,-0.08987116696090602,0.9679127235339469,1.0510082013109483,-0.1080719394203371
static__lb8__w0.2__0bps,static,8,0.2,0,ytd,1.0084533495488825,2.808006036308927,-0.08987116696090613,0.5359478162134261,1.095041975165166,-0.08658862561628355
static__lb8__w0.2__50bps,static,8,0.2,50,full_recent,0.4293411848097397,1.8095503405607514,-0.20427401487653463,2.638111235969025,0.4093476771616662,0.019993507648073505
static__lb8__w0.2__50bps,static,8,0.2,50,trailing_2y,0.5456395340667866,1.9398336982727293,-0.20427401487653463,1.4090905914522551,0.5969664512506938,-0.05132691718390725
static__lb8__w0.2__50bps,static,8,0.2,50,trailing_1y,0.9429362618906112,2.9020025223375248,-0.08987116696090602,0.9679127235339469,1.0510082013109483,-0.1080719394203371
static__lb8__w0.2__50bps,static,8,0.2,50,ytd,1.0084533495488825,2.808006036308927,-0.08987116696090613,0.5359478162134261,1.095041975165166,-0.08658862561628355
static__lb8__w0.2__100bps,static,8,0.2,100,full_recent,0.4289598464581841,1.8085680647225415,-0.20427401487653474,2.6346032848450283,0.4093476771616662,0.01961216929651788
static__lb8__w0.2__100bps,static,8,0.2,100,trailing_2y,0.5456395340667866,1.9398336982727293,-0.20427401487653463,1.4090905914522551,0.5969664512506938,-0.05132691718390725
static__lb8__w0.2__100bps,static,8,0.2,100,trailing_1y,0.9429362618906112,2.9020025223375248,-0.08987116696090602,0.9679127235339469,1.0510082013109483,-0.1080719394203371
static__lb8__w0.2__100bps,static,8,0.2,100,ytd,1.0084533495488825,2.808006036308927,-0.08987116696090613,0.5359478162134261,1.095041975165166,-0.08658862561628355
static__lb8__w0.2__200bps,static,8,0.2,200,full_recent,0.4281963702852505,1.8065686635709843,-0.20427401487653485,2.6275873825970275,0.4093476771616662,0.01884869312358428
static__lb8__w0.2__200bps,static,8,0.2,200,trailing_2y,0.5456395340667866,1.9398336982727293,-0.20427401487653463,1.4090905914522551,0.5969664512506938,-0.05132691718390725
static__lb8__w0.2__200bps,static,8,0.2,200,trailing_1y,0.9429362618906112,2.9020025223375248,-0.08987116696090602,0.9679127235339469,1.0510082013109483,-0.1080719394203371
static__lb8__w0.2__200bps,static,8,0.2,200,ytd,1.0084533495488825,2.808006036308927,-0.08987116696090613,0.5359478162134261,1.095041975165166,-0.08658862561628355
static__lb8__w0.3__0bps,static,8,0.3,0,full_recent,0.43904320147295817,1.8885731389217,-0.20297753669164043,2.7281871100382253,0.4093476771616662,0.029695524311291965
static__lb8__w0.3__0bps,static,8,0.3,0,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb8__w0.3__0bps,static,8,0.3,0,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb8__w0.3__0bps,static,8,0.3,0,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb8__w0.3__50bps,static,8,0.3,50,full_recent,0.4384672727996175,1.8870908226587466,-0.20297753669164031,2.7227954838724644,0.4093476771616662,0.0291195956379513
static__lb8__w0.3__50bps,static,8,0.3,50,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb8__w0.3__50bps,static,8,0.3,50,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb8__w0.3__50bps,static,8,0.3,50,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb8__w0.3__100bps,static,8,0.3,100,full_recent,0.43789074041667564,1.8855796979921593,-0.20297753669164043,2.717403857706708,0.4093476771616662,0.028543063255009438
static__lb8__w0.3__100bps,static,8,0.3,100,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb8__w0.3__100bps,static,8,0.3,100,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb8__w0.3__100bps,static,8,0.3,100,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb8__w0.3__200bps,static,8,0.3,200,full_recent,0.43673585847675556,1.882471108723743,-0.20297753669164043,2.7066206053751896,0.4093476771616662,0.027388181315089355
static__lb8__w0.3__200bps,static,8,0.3,200,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb8__w0.3__200bps,static,8,0.3,200,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb8__w0.3__200bps,static,8,0.3,200,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb8__w0.4__0bps,static,8,0.4,0,full_recent,0.4477682108792038,1.9500042353070166,-0.20169342241459465,2.8105601737038257,0.4093476771616662,0.03842053371753762
static__lb8__w0.4__0bps,static,8,0.4,0,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb8__w0.4__0bps,static,8,0.4,0,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb8__w0.4__0bps,static,8,0.4,0,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb8__w0.4__50bps,static,8,0.4,50,full_recent,0.4469948523968881,1.9479962537631297,-0.20169342241459454,2.8032062053181246,0.4093476771616662,0.037647175235221875
static__lb8__w0.4__50bps,static,8,0.4,50,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb8__w0.4__50bps,static,8,0.4,50,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb8__w0.4__50bps,static,8,0.4,50,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb8__w0.4__100bps,static,8,0.4,100,full_recent,0.4462204113895447,1.9459335171901142,-0.20169342241459454,2.795852236932422,0.4093476771616662,0.03687273422787851
static__lb8__w0.4__100bps,static,8,0.4,100,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb8__w0.4__100bps,static,8,0.4,100,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb8__w0.4__100bps,static,8,0.4,100,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb8__w0.4__200bps,static,8,0.4,200,full_recent,0.44466826731284215,1.9416440075403816,-0.20169342241459454,2.7811443001610154,0.4093476771616662,0.035320590151175946
static__lb8__w0.4__200bps,static,8,0.4,200,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb8__w0.4__200bps,static,8,0.4,200,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb8__w0.4__200bps,static,8,0.4,200,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb8__w0.5__0bps,static,8,0.5,0,full_recent,0.45588419054100693,1.9906931345384815,-0.20042171517505758,2.888357894954458,0.4093476771616662,0.04653651337934073
static__lb8__w0.5__0bps,static,8,0.5,0,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb8__w0.5__0bps,static,8,0.5,0,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb8__w0.5__0bps,static,8,0.5,0,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
static__lb8__w0.5__50bps,static,8,0.5,50,full_recent,0.45491106840879936,1.9881485081627372,-0.2004217151750577,2.878969710270823,0.4093476771616662,0.045563391247133156
static__lb8__w0.5__50bps,static,8,0.5,50,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb8__w0.5__50bps,static,8,0.5,50,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb8__w0.5__50bps,static,8,0.5,50,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
static__lb8__w0.5__100bps,static,8,0.5,100,full_recent,0.4539362410014227,1.9855154140711277,-0.20042171517505758,2.8695815255871975,0.4093476771616662,0.04458856383975651
static__lb8__w0.5__100bps,static,8,0.5,100,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb8__w0.5__100bps,static,8,0.5,100,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb8__w0.5__100bps,static,8,0.5,100,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
static__lb8__w0.5__200bps,static,8,0.5,200,full_recent,0.4519814417681103,1.9799843446467351,-0.20042171517505747,2.850805156219929,0.4093476771616662,0.04263376460644408
static__lb8__w0.5__200bps,static,8,0.5,200,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb8__w0.5__200bps,static,8,0.5,200,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb8__w0.5__200bps,static,8,0.5,200,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
relative__lb8__w0.1__0bps,relative,8,0.1,0,full_recent,0.42067239660734845,1.6813383531079142,-0.20818652933002135,2.558969391119916,0.4093476771616662,0.011324719445682252
relative__lb8__w0.1__0bps,relative,8,0.1,0,trailing_2y,0.5906148283153276,1.9167003122425954,-0.20818652933002169,1.5527383572597184,0.5969664512506938,-0.006351622935366175
relative__lb8__w0.1__0bps,relative,8,0.1,0,trailing_1y,1.0342593931737487,2.7042956992559537,-0.09837646567123726,1.0622305725715022,1.0510082013109483,-0.01674880813719959
relative__lb8__w0.1__0bps,relative,8,0.1,0,ytd,1.0975322103145997,2.5576332358861964,-0.09837646567123726,0.5775188118617369,1.095041975165166,0.002490235149433584
relative__lb8__w0.1__50bps,relative,8,0.1,50,full_recent,0.4154416716660623,1.6654422612547972,-0.20857680506041665,2.511822311782447,0.4093476771616662,0.006093994504396072
relative__lb8__w0.1__50bps,relative,8,0.1,50,trailing_2y,0.5843964460475637,1.901842250524383,-0.20857680506041676,1.5326271305179429,0.5969664512506938,-0.012570005203130119
relative__lb8__w0.1__50bps,relative,8,0.1,50,trailing_1y,1.0234877898924397,2.6855616356413443,-0.09975239122830715,1.0511014323051762,1.0510082013109483,-0.027520411418508584
relative__lb8__w0.1__50bps,relative,8,0.1,50,ytd,1.085774707440097,2.5390545910666473,-0.09975239122830726,0.5720713179840873,1.095041975165166,-0.00926726772506914
relative__lb8__w0.1__100bps,relative,8,0.1,100,full_recent,0.4102276327135823,1.6494795758221743,-0.20896708079081194,2.465276951641586,0.4093476771616662,0.0008799555519161117
relative__lb8__w0.1__100bps,relative,8,0.1,100,trailing_2y,0.5781993132097787,1.886931948045372,-0.20896708079081205,1.5126645058525714,0.5969664512506938,-0.01876713804091512
relative__lb8__w0.1__100bps,relative,8,0.1,100,trailing_1y,1.0127679562532408,2.6667433667617715,-0.1011269163269728,1.0400269110848983,1.0510082013109483,-0.03824024505770751
relative__lb8__w0.1__100bps,relative,8,0.1,100,ytd,1.0740773343382148,2.5204186544391485,-0.1011269163269728,0.5666399507107889,1.095041975165166,-0.020964640826951264
relative__lb8__w0.1__200bps,relative,8,0.1,200,full_recent,0.3998494328144149,1.617359945010062,-0.20974763225160298,2.3739619259842755,0.4093476771616662,-0.009498244347251328
relative__lb8__w0.1__200bps,relative,8,0.1,200,trailing_2y,0.5658685473878864,1.85695891211933,-0.20974763225160276,1.4731809683131432,0.5969664512506938,-0.03109790386280742
