decision_time,cik10,ticker,net_income,net_income__period_end,net_income__available_at,net_income__prior_year,net_income__yoy_growth,operating_cash_flow,operating_cash_flow__period_end,operating_cash_flow__available_at,operating_cash_flow__prior_year,operating_cash_flow__yoy_growth,revenue,revenue__period_end,revenue__available_at,revenue__prior_year,revenue__yoy_growth,net_margin,operating_cash_flow_margin
2023-01-01 00:00:00+00:00,0000002488,0000002488,66000000.0,2022-09-24,2022-11-03 00:00:00+00:00,923000000.0,-0.9284940411700975,995000000.0,2022-03-26,2022-05-05 00:00:00+00:00,898000000.0,0.10801781737193772,5565000000.0,2022-09-24,2022-11-03 00:00:00+00:00,4313000000.0,0.2902851843264549,0.011859838274932614,0.17879604672057503
2023-04-01 00:00:00+00:00,0000002488,0000002488,66000000.0,2022-09-24,2022-11-03 00:00:00+00:00,923000000.0,-0.9284940411700975,995000000.0,2022-03-26,2022-05-05 00:00:00+00:00,898000000.0,0.10801781737193772,5565000000.0,2022-09-24,2022-11-03 00:00:00+00:00,4313000000.0,0.2902851843264549,0.011859838274932614,0.17879604672057503
2023-07-01 00:00:00+00:00,0000002488,0000002488,-139000000.0,2023-04-01,2023-05-04 00:00:00+00:00,786000000.0,-1.1768447837150127,486000000.0,2023-04-01,2023-05-04 00:00:00+00:00,995000000.0,-0.5115577889447236,5353000000.0,2023-04-01,2023-05-04 00:00:00+00:00,5887000000.0,-0.09070834041107523,-0.025966747618158044,0.09079021109658135
2023-10-01 00:00:00+00:00,0000002488,0000002488,27000000.0,2023-07-01,2023-08-03 00:00:00+00:00,447000000.0,-0.9395973154362416,486000000.0,2023-04-01,2023-05-04 00:00:00+00:00,995000000.0,-0.5115577889447236,5359000000.0,2023-07-01,2023-08-03 00:00:00+00:00,6550000000.0,-0.1818320610687023,0.005038253405486098,0.09068856129874976
2024-01-01 00:00:00+00:00,0000002488,0000002488,299000000.0,2023-09-30,2023-11-02 00:00:00+00:00,66000000.0,3.5303030303030303,486000000.0,2023-04-01,2023-05-04 00:00:00+00:00,995000000.0,-0.5115577889447236,5800000000.0,2023-09-30,2023-11-02 00:00:00+00:00,5565000000.0,0.04222821203953275,0.051551724137931035,0.08379310344827587
2024-04-01 00:00:00+00:00,0000002488,0000002488,299000000.0,2023-09-30,2023-11-02 00:00:00+00:00,66000000.0,3.5303030303030303,486000000.0,2023-04-01,2023-05-04 00:00:00+00:00,995000000.0,-0.5115577889447236,5800000000.0,2023-09-30,2023-11-02 00:00:00+00:00,5565000000.0,0.04222821203953275,0.051551724137931035,0.08379310344827587
2024-07-01 00:00:00+00:00,0000002488,0000002488,123000000.0,2024-03-30,2024-05-02 00:00:00+00:00,-139000000.0,-1.8848920863309353,521000000.0,2024-03-30,2024-05-02 00:00:00+00:00,486000000.0,0.07201646090534974,5473000000.0,2024-03-30,2024-05-02 00:00:00+00:00,5353000000.0,0.022417336073230043,0.02247396309154029,0.09519459163164626
2024-10-01 00:00:00+00:00,0000002488,0000002488,265000000.0,2024-06-29,2024-08-01 00:00:00+00:00,27000000.0,8.814814814814815,521000000.0,2024-03-30,2024-05-02 00:00:00+00:00,486000000.0,0.07201646090534974,5835000000.0,2024-06-29,2024-08-01 00:00:00+00:00,5359000000.0,0.08882254151894009,0.04541559554413025,0.08928877463581834
2025-01-01 00:00:00+00:00,0000002488,0000002488,771000000.0,2024-09-28,2024-10-31 00:00:00+00:00,299000000.0,1.5785953177257523,521000000.0,2024-03-30,2024-05-02 00:00:00+00:00,486000000.0,0.07201646090534974,6819000000.0,2024-09-28,2024-10-31 00:00:00+00:00,5800000000.0,0.17568965517241386,0.11306643202815662,0.0764041648335533
2025-04-01 00:00:00+00:00,0000002488,0000002488,771000000.0,2024-09-28,2024-10-31 00:00:00+00:00,299000000.0,1.5785953177257523,521000000.0,2024-03-30,2024-05-02 00:00:00+00:00,486000000.0,0.07201646090534974,6819000000.0,2024-09-28,2024-10-31 00:00:00+00:00,5800000000.0,0.17568965517241386,0.11306643202815662,0.0764041648335533
2025-07-01 00:00:00+00:00,0000002488,0000002488,709000000.0,2025-03-29,2025-05-08 00:00:00+00:00,123000000.0,4.764227642276423,939000000.0,2025-03-29,2025-05-08 00:00:00+00:00,521000000.0,0.8023032629558542,7438000000.0,2025-03-29,2025-05-08 00:00:00+00:00,5473000000.0,0.3590352640233876,0.0953213229362732,0.12624361387469749
2025-10-01 00:00:00+00:00,0000002488,0000002488,872000000.0,2025-06-28,2025-08-07 00:00:00+00:00,265000000.0,2.290566037735849,939000000.0,2025-03-29,2025-05-08 00:00:00+00:00,521000000.0,0.8023032629558542,7685000000.0,2025-06-28,2025-08-07 00:00:00+00:00,5835000000.0,0.31705227077977716,0.11346779440468445,0.12218607677293429
2026-01-01 00:00:00+00:00,0000002488,0000002488,1243000000.0,2025-09-27,2025-11-06 00:00:00+00:00,771000000.0,0.6121919584954605,939000000.0,2025-03-29,2025-05-08 00:00:00+00:00,521000000.0,0.8023032629558542,9246000000.0,2025-09-27,2025-11-06 00:00:00+00:00,6819000000.0,0.355917289925209,0.1344365130867402,0.10155743024010383
2026-04-01 00:00:00+00:00,0000002488,0000002488,1243000000.0,2025-09-27,2025-11-06 00:00:00+00:00,771000000.0,0.6121919584954605,939000000.0,2025-03-29,2025-05-08 00:00:00+00:00,521000000.0,0.8023032629558542,9246000000.0,2025-09-27,2025-11-06 00:00:00+00:00,6819000000.0,0.355917289925209,0.1344365130867402,0.10155743024010383
2023-01-01 00:00:00+00:00,0000002178,0000002178,2190000.0,2022-09-30,2022-11-10 23:59:59+00:00,1546000.0,0.4165588615782665,5873000.0,2022-03-31,2022-05-16 23:59:59+00:00,23001000.0,-0.7446632755097604,852901000.0,2022-09-30,2022-11-10 23:59:59+00:00,568181000.0,0.5011079215954071,0.0025677071547577034,0.006885910557028307
