,decisions,median_names,mean_ic,t_stat,bootstrap_p,clears_bonferroni,decile_spread_annualised,monotonicity,deciles_interpretable,inconclusive
momentum_12_1,97,79,0.012742839353088436,0.5455909998578846,0.57725,False,0.0830744476927261,0.03667603873789439,True,False
low_volatility_26w,97,79,0.02805391898580436,1.3133024524473087,0.12925,False,-0.09918928345642153,0.006935332708528588,True,False
short_term_reversal_4w,97,79,0.015394047018493331,0.819669725692497,0.3825,False,0.0168165762942174,0.00943455170259294,True,False
size_proxy,97,79,-0.007694158435018974,-0.5313439764007214,0.59325,False,0.14214190632870127,0.025929397063417688,True,False
