state,n_weeks,avg_BIL,pct_BIL_0,pct_BIL_25,pct_BIL_4375,pct_BIL_65,pct_BIL_7375,pct_BIL_100,dominant_BIL_tier,avg_prod_hidden_bil_contrib,source_classification
calm_trend,295,0.11415254237288135,0.559322033898305,0.4271186440677966,0.006779661016949152,0.006779661016949152,0.0,0.0,0.0,0.03436653412004407,tiered_fallback_drag
neutral_healthy_proxy,293,0.22909556313993173,0.2525597269624573,0.6382252559726962,0.006825938566552901,0.10238907849829351,0.0,0.0,0.25,0.06259747059660038,tiered_fallback_drag
neutral_mixed,200,0.2709375,0.2,0.64,0.025,0.1,0.0,0.035,0.25,0.04919922539382421,tiered_fallback_drag
recovery_confirmed,44,0.18522727272727274,0.29545454545454547,0.6818181818181818,0.0,0.022727272727272728,0.0,0.0,0.25,0.06183959185098217,tiered_fallback_drag
recovery_fragile,49,0.23979591836734693,0.20408163265306123,0.6938775510204082,0.0,0.10204081632653061,0.0,0.0,0.25,0.0648050998951828,tiered_fallback_drag
stressed_panic,229,0.537991266375546,0.034934497816593885,0.22707423580786026,0.0,0.7205240174672489,0.017467248908296942,0.0,0.65,0.08638960377097663,defensive_fallback_dominant
