signal_name,leadlag_EFA_minus_SPY_13w_signal,leadlag_GLD_minus_SPY_13w_signal,leadlag_DBA_minus_SPY_13w_signal,leadlag_HYG_minus_LQD_13w_signal,breadth_ret13_positive_signal,breadth_ret26_positive_signal,canary_breadth_pair_signal,recent_stress_26w_signal,market_drawdown_signal,market_trend_positive_signal,breadth_ret13_positive_x_recovery_confirmed_signal,breadth_ret13_positive_x_neutral_mixed_signal,breadth_ret13_positive_x_stressed_panic_signal,leadlag_HYG_minus_LQD_13w_x_calm_trend_signal
leadlag_EFA_minus_SPY_13w_signal,1.0,0.28331997990207525,0.18638988083400324,0.08087321630471793,0.15061843834902686,0.06093169395597867,0.06110707888344434,-0.05619105988671034,-0.00868708040107113,-0.015441083360811287,-0.06462647412007351,0.07762505334360843,-0.01717967247928247,-0.0884019381069333
leadlag_GLD_minus_SPY_13w_signal,0.28331997990207525,1.0,0.5598127118839058,-0.3528602264958355,-0.26061029921684964,-0.18558676474812336,-0.024632878800742067,0.11130174116802956,-0.3907775395476934,-0.4055225300512506,-0.09909784161002944,-0.11038496603853193,0.3915546033024143,-0.14083417985039556
leadlag_DBA_minus_SPY_13w_signal,0.18638988083400324,0.5598127118839058,1.0,-0.04060746637548338,-0.4152686061719852,-0.23210377851388403,-0.0799190414809702,0.017758012550718114,-0.3323300893000695,-0.3838808596961649,-0.09833064499275466,-0.10911087766426124,0.3493048391820274,0.04249120760143027
leadlag_HYG_minus_LQD_13w_signal,0.08087321630471793,-0.3528602264958355,-0.04060746637548338,1.0,0.17202574872886106,0.1775136929988034,-0.020672113366475106,-0.21351692964440125,0.05416762487221487,0.2307536200568167,-0.018186421686809964,0.07888331005371366,-0.19091050862145656,0.43700533471523184
breadth_ret13_positive_signal,0.15061843834902686,-0.26061029921684964,-0.4152686061719852,0.17202574872886106,1.0,0.6361893280620069,0.25122343662208646,-0.16384521518596593,0.4269730844883062,0.5649162518757972,0.2156925721698276,0.1846224510829897,-0.41279666141703897,0.04337610914316642
breadth_ret26_positive_signal,0.06093169395597867,-0.18558676474812336,-0.23210377851388403,0.1775136929988034,0.6361893280620069,1.0,0.38335958142924953,-0.37948064576540363,0.412387097467432,0.6323001817838455,0.16762322105951624,0.04838703657872968,-0.49841577807723436,0.09152308703591233
canary_breadth_pair_signal,0.06110707888344434,-0.024632878800742067,-0.0799190414809702,-0.020672113366475106,0.25122343662208646,0.38335958142924953,1.0,-0.09285686077781924,0.13845138815126265,0.20526923803540148,0.06855775999252828,0.052047577102048666,-0.12306390199603856,0.015274002802680776
recent_stress_26w_signal,-0.05619105988671034,0.11130174116802956,0.017758012550718114,-0.21351692964440125,-0.16384521518596593,-0.37948064576540363,-0.09285686077781924,1.0,-0.2902426535190353,-0.35552550904220875,0.206857860121744,-0.18926372661242724,0.5167037203154564,-0.133454576520925
market_drawdown_signal,-0.00868708040107113,-0.3907775395476934,-0.3323300893000695,0.05416762487221487,0.4269730844883062,0.412387097467432,0.13845138815126265,-0.2902426535190353,1.0,0.5445044441021007,0.1509271839479392,0.18176583738050683,-0.45391323951140594,-0.023087619673428355
market_trend_positive_signal,-0.015441083360811287,-0.4055225300512506,-0.3838808596961649,0.2307536200568167,0.5649162518757972,0.6323001817838455,0.20526923803540148,-0.35552550904220875,0.5445044441021007,1.0,0.10664290596752204,0.21612084701845996,-0.5876584857868151,0.05188730724784087
breadth_ret13_positive_x_recovery_confirmed_signal,-0.06462647412007351,-0.09909784161002944,-0.09833064499275466,-0.018186421686809964,0.2156925721698276,0.16762322105951624,0.06855775999252828,0.206857860121744,0.1509271839479392,0.10664290596752204,1.0,-0.16856536161135424,-0.10152617035329838,-0.019867134627822358
breadth_ret13_positive_x_neutral_mixed_signal,0.07762505334360843,-0.11038496603853193,-0.10911087766426124,0.07888331005371366,0.1846224510829897,0.04838703657872968,0.052047577102048666,-0.18926372661242724,0.18176583738050683,0.21612084701845996,-0.16856536161135424,1.0,-0.42447891078404854,-0.08315052721373248
breadth_ret13_positive_x_stressed_panic_signal,-0.01717967247928247,0.3915546033024143,0.3493048391820274,-0.19091050862145656,-0.41279666141703897,-0.49841577807723436,-0.12306390199603856,0.5167037203154564,-0.45391323951140594,-0.5876584857868151,-0.10152617035329838,-0.42447891078404854,1.0,-0.050049681737877105
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,-0.0884019381069333,-0.14083417985039556,0.04249120760143027,0.43700533471523184,0.04337610914316642,0.09152308703591233,0.015274002802680776,-0.133454576520925,-0.023087619673428355,0.05188730724784087,-0.019867134627822358,-0.08315052721373248,-0.050049681737877105,1.0
