signal_name,target_group,horizon_weeks,mean_top_minus_bottom_spread,mean_directional_hit_rate,target,top_quantile_return,bottom_quantile_return,top_minus_bottom
market_drawdown_signal,MARKET,4,,,fwd_prod_return_4w,0.006089641880226384,0.005875137565202857,0.00021450431502352714
market_drawdown_signal,MARKET,8,,,fwd_ggg1_return_8w,0.014493595845879769,0.011946309611993191,0.002547286233886578
market_drawdown_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.6510150785069184,0.4378267498362479,0.2131883286706705
market_drawdown_signal,MARKET,8,,,fwd_prod_return_8w,0.013662568705406157,0.012213785680654291,0.0014487830247518658
market_drawdown_signal,MARKET,13,,,fwd_ggg1_return_13w,0.01948137655732457,0.021216459192425513,-0.001735082635100943
market_drawdown_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.6883260356630472,0.6221715268782023,0.06615450878484486
market_drawdown_signal,MARKET,13,,,fwd_prod_return_13w,0.01829648148580043,0.02168993340721246,-0.0033934519214120287
market_drawdown_signal,MARKET,4,,,fwd_stress_transition_4w,0.0933852140077821,0.5203619909502263,-0.4269767769424442
market_drawdown_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.09727626459143969,0.12612612612612611,-0.028849861534686425
market_drawdown_signal,MARKET,4,,,state_quality_good_4w,0.5175097276264592,0.5,0.017509727626459193
market_trend_positive_signal,MARKET,1,,,fwd_ggg1_return_1w,,,
market_trend_positive_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,,,
market_trend_positive_signal,MARKET,1,,,fwd_prod_return_1w,,,
market_trend_positive_signal,MARKET,4,,,fwd_ggg1_return_4w,,,
market_trend_positive_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,,,
market_trend_positive_signal,MARKET,4,,,fwd_prod_return_4w,,,
market_trend_positive_signal,MARKET,8,,,fwd_ggg1_return_8w,,,
market_trend_positive_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,,,
market_trend_positive_signal,MARKET,8,,,fwd_prod_return_8w,,,
market_trend_positive_signal,MARKET,13,,,fwd_ggg1_return_13w,,,
market_trend_positive_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,,,
market_trend_positive_signal,MARKET,13,,,fwd_prod_return_13w,,,
market_trend_positive_signal,MARKET,4,,,fwd_stress_transition_4w,,,
market_trend_positive_signal,MARKET,4,,,fwd_drawdown_worsening_4w,,,
market_trend_positive_signal,MARKET,4,,,state_quality_good_4w,,,
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0013852765330795735,0.001193016398797253,0.0001922601342823206
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.1687505254196547,0.14029696553810478,0.028453559881549934
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,1,,,fwd_prod_return_1w,0.00134352192497472,0.0011855780309458093,0.0001579438940289106
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,,,fwd_ggg1_return_4w,0.005473920096217241,0.004933392257885167,0.0005405278383320737
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.33740058646287185,0.2964280067264528,0.040972579736419046
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,,,fwd_prod_return_4w,0.00531419773588436,0.004879351313022399,0.00043484642286196074
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,8,,,fwd_ggg1_return_8w,0.010997150379306202,0.010109108550767227,0.0008880418285389744
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.47422899048700307,0.4251232150613521,0.04910577542565098
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,8,,,fwd_prod_return_8w,0.010662959457487747,0.009914042002776173,0.0007489174547115739
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,13,,,fwd_ggg1_return_13w,0.018067390001065425,0.016956152101201962,0.0011112378998634626
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.6248362336951953,0.5780637523483833,0.046772481346812
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,13,,,fwd_prod_return_13w,0.017472364104913235,0.01658433439474259,0.0008880297101706465
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,,,fwd_stress_transition_4w,0.27692307692307694,0.288135593220339,-0.011212516297262054
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.1145175834084761,0.11726078799249531,-0.002743204584019207
breadth_ret13_positive_x_recovery_confirmed_signal,MARKET,4,,,state_quality_good_4w,0.46348061316501354,0.450281425891182,0.01319918727383157
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0017990592524095767,0.0012967141855395913,0.0005023450668699854
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.24351213300211688,0.13400887319742813,0.10950325980468875
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,1,,,fwd_prod_return_1w,0.0019364298616333768,0.0011632057445330446,0.0007732241171003321
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,,,fwd_ggg1_return_4w,0.0047762217662437245,0.005730645010788909,-0.0009544232445451847
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.3055463040140697,0.3403891158083912,-0.03484281179432153
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,,,fwd_prod_return_4w,0.0052991695700645375,0.0051263193636654535,0.00017285020639908402
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,8,,,fwd_ggg1_return_8w,0.011451132140689565,0.01161459922628509,-0.0001634670855955242
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.5330664018517335,0.5008344256528404,0.032231976198893064
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,8,,,fwd_prod_return_8w,0.011963395367285475,0.010415508116427585,0.0015478872508578895
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,13,,,fwd_ggg1_return_13w,0.018637454188316846,0.018823917617445396,-0.00018646342912854996
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.6649014454392284,0.6452631836247525,0.01963826181447581
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,13,,,fwd_prod_return_13w,0.018428567063142123,0.01720993396737598,0.0012186330957661418
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,,,fwd_stress_transition_4w,0.08928571428571429,0.3505654281098546,-0.2612797138241403
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.17857142857142858,0.10305958132045089,0.07551184725097769
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,,,state_quality_good_4w,0.47767857142857145,0.4830917874396135,-0.005413216011042055
breadth_ret13_positive_x_stressed_panic_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0009635879738746861,0.0015185763164282649,-0.0005549883425535788
breadth_ret13_positive_x_stressed_panic_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.057998458067968856,0.20364323122191236,-0.1456447731539435
breadth_ret13_positive_x_stressed_panic_signal,MARKET,1,,,fwd_prod_return_1w,0.0009097581641339849,0.0014781816963015083,-0.0005684235321675233
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,,,fwd_ggg1_return_4w,0.0029581335214106256,0.006118083642678745,-0.0031599501212681196
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.11324755773930856,0.39778204200983214,-0.2845344842705236
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,,,fwd_prod_return_4w,0.0027241307206855663,0.005982451199160352,-0.0032583204784747857
breadth_ret13_positive_x_stressed_panic_signal,MARKET,8,,,fwd_ggg1_return_8w,0.007227510554302458,0.012008921045256844,-0.004781410490954386
breadth_ret13_positive_x_stressed_panic_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.24149370076951385,0.5384542828503623,-0.2969605820808485
breadth_ret13_positive_x_stressed_panic_signal,MARKET,8,,,fwd_prod_return_8w,0.00683006860053105,0.011702497265635152,-0.004872428665104102
breadth_ret13_positive_x_stressed_panic_signal,MARKET,13,,,fwd_ggg1_return_13w,0.011683227100969843,0.019733003865088777,-0.008049776764118935
breadth_ret13_positive_x_stressed_panic_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.3230921852721819,0.7029183113126932,-0.3798261260405113
breadth_ret13_positive_x_stressed_panic_signal,MARKET,13,,,fwd_prod_return_13w,0.011467822238735092,0.019076426217102267,-0.007608603978367176
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,,,fwd_stress_transition_4w,0.8914027149321267,0.11731207289293849,0.7740906420391882
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.04035874439461883,0.1340909090909091,-0.09373216469629025
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,,,state_quality_good_4w,0.3542600896860987,0.49204545454545456,-0.13778536485935589
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0014338591474555697,0.0014325401756746369,1.3189717809327858e-06
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.17240509941611376,0.17980409543630296,-0.0073989960201892024
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,1,,,fwd_prod_return_1w,0.0014307576711097524,0.0013807176237062605,5.004004740349183e-05
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,,,fwd_ggg1_return_4w,0.00556689676559168,0.0052964021213412595,0.00027049464425042084
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.3361096611173727,0.33555661584296786,0.000553045274404862
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,,,fwd_prod_return_4w,0.005536379827874134,0.005194113173506121,0.0003422666543680128
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,8,,,fwd_ggg1_return_8w,0.010828973055000248,0.011244614586032785,-0.00041564153103253697
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.45590883627192635,0.4918020684614272,-0.03589323218950086
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,8,,,fwd_prod_return_8w,0.010623946477590244,0.011168547983175434,-0.0005446015055851905
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,13,,,fwd_ggg1_return_13w,0.017814699424865844,0.018169444064211757,-0.0003547446393459136
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.6051403843593715,0.6375802026844926,-0.032439818325121106
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,13,,,fwd_prod_return_13w,0.017365890451672934,0.017998781902228443,-0.0006328914505555096
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,,,fwd_stress_transition_4w,0.3029682702149437,0.3297413793103448,-0.026773109095401093
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.10601427115188583,0.10944206008583691,-0.003427788933951084
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,,,state_quality_good_4w,0.46075433231396534,0.44849785407725323,0.01225647823671211
