candidate,state,n_weeks,ann_return,sharpe,cvar_5
improved_phaselll_recovery_defense_filter,calm_trend,295,0.040760720166427955,0.5429203873243512,-0.026928759472894175
improved_phaselll_recovery_defense_filter,neutral_mixed,493,0.1119212677571273,1.4247220982273212,-0.024698733430143803
improved_phaselll_recovery_defense_filter,recovery_confirmed,44,0.024445240871428187,0.3515309626179764,-0.022072363017118967
improved_phaselll_recovery_defense_filter,recovery_fragile,49,0.07079180623256498,1.2875797066966619,-0.016881957469307634
improved_phaselll_recovery_defense_filter,stressed_panic,229,0.036689290848628486,0.5232655510128343,-0.023045684796361057
improved_phaselll_recovery_defense_blend,calm_trend,295,0.04086330710854713,0.5440501236132708,-0.02701718819798268
improved_phaselll_recovery_defense_blend,neutral_mixed,493,0.11197260443239077,1.4246091021886225,-0.024698314696833007
improved_phaselll_recovery_defense_blend,recovery_confirmed,44,0.025392309446531813,0.3706912200243185,-0.02180352743047857
improved_phaselll_recovery_defense_blend,recovery_fragile,49,0.06336492931393445,1.1101006282667425,-0.017011191427629135
improved_phaselll_recovery_defense_blend,stressed_panic,229,0.035897114442841715,0.5124158848414934,-0.023083766966264394
improved_phaselll_conservative_defense_polish,calm_trend,295,0.04086086998557592,0.5442882020832194,-0.027019899560143983
improved_phaselll_conservative_defense_polish,neutral_mixed,493,0.1120156810483719,1.4253038836912038,-0.024695486588800053
improved_phaselll_conservative_defense_polish,recovery_confirmed,44,0.02557723672056933,0.37632683709996434,-0.0219486228486178
improved_phaselll_conservative_defense_polish,recovery_fragile,49,0.0647976809168791,1.126394477800347,-0.017074053358156666
improved_phaselll_conservative_defense_polish,stressed_panic,229,0.03588407673416416,0.5121312805117536,-0.02308842212330034
improved_phaseggg_confirmed_only_robust_offense,calm_trend,295,0.04085050192523543,0.5442896966211396,-0.027025855044929395
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,493,0.11211233905761886,1.426450337679167,-0.02470568782041674
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,44,0.02570451511736649,0.3809063710724836,-0.022095707267119336
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,49,0.0666705276141002,1.146764283029888,-0.017134665795987398
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,229,0.035802805834722395,0.5107716122793788,-0.023120023505570523
improved_phase2b_regime_confidence_boost,calm_trend,295,0.03558351868547227,0.4248205738235613,-0.031200121149341665
improved_phase2b_regime_confidence_boost,neutral_mixed,493,0.11043252730450281,1.427503038860072,-0.023941949335295348
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,0.026147257209693242,0.41785488392283765,-0.020330486395663264
improved_phase2b_regime_confidence_boost,recovery_fragile,49,0.06973508185847388,1.3132199192284035,-0.014782139062603802
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.03369319983341135,0.5237400843528159,-0.020652243634167195
