decision_time,ticker,family,score,sector
2012-03-31 00:00:00+00:00,AAPL,earnings_yield,1.0,technology
2012-03-31 00:00:00+00:00,AMD,earnings_yield,-0.75,technology
2012-03-31 00:00:00+00:00,COP,earnings_yield,0.4285714285714286,energy
2012-03-31 00:00:00+00:00,CRM,earnings_yield,-0.5,technology
2012-03-31 00:00:00+00:00,CSCO,earnings_yield,0.25,technology
2012-03-31 00:00:00+00:00,CVX,earnings_yield,1.0,energy
2012-03-31 00:00:00+00:00,EOG,earnings_yield,0.7142857142857142,energy
2012-03-31 00:00:00+00:00,IBM,earnings_yield,0.0,technology
2012-03-31 00:00:00+00:00,KMI,earnings_yield,,energy
2012-03-31 00:00:00+00:00,MPC,earnings_yield,-0.7142857142857143,energy
2012-03-31 00:00:00+00:00,MSFT,earnings_yield,0.5,technology
2012-03-31 00:00:00+00:00,NVDA,earnings_yield,0.75,technology
2012-03-31 00:00:00+00:00,ORCL,earnings_yield,,technology
2012-03-31 00:00:00+00:00,OXY,earnings_yield,0.1428571428571428,energy
2012-03-31 00:00:00+00:00,QCOM,earnings_yield,-0.25,technology
2012-03-31 00:00:00+00:00,SLB,earnings_yield,-0.4285714285714286,energy
2012-03-31 00:00:00+00:00,WMB,earnings_yield,-0.1428571428571429,energy
2012-03-31 00:00:00+00:00,AAPL,free_cash_flow_yield,,technology
2012-03-31 00:00:00+00:00,AMD,free_cash_flow_yield,-0.6666666666666667,technology
2012-03-31 00:00:00+00:00,COP,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,CRM,free_cash_flow_yield,0.0,technology
2012-03-31 00:00:00+00:00,CSCO,free_cash_flow_yield,0.33333333333333326,technology
2012-03-31 00:00:00+00:00,CVX,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,EOG,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,IBM,free_cash_flow_yield,-0.33333333333333337,technology
2012-03-31 00:00:00+00:00,KMI,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,MPC,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,MSFT,free_cash_flow_yield,0.6666666666666667,technology
2012-03-31 00:00:00+00:00,NVDA,free_cash_flow_yield,,technology
2012-03-31 00:00:00+00:00,ORCL,free_cash_flow_yield,1.0,technology
2012-03-31 00:00:00+00:00,OXY,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,QCOM,free_cash_flow_yield,,technology
2012-03-31 00:00:00+00:00,SLB,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,WMB,free_cash_flow_yield,,energy
2012-03-31 00:00:00+00:00,AAPL,sales_yield,0.75,technology
2012-03-31 00:00:00+00:00,AMD,sales_yield,,technology
2012-03-31 00:00:00+00:00,COP,sales_yield,0.7142857142857142,energy
2012-03-31 00:00:00+00:00,CRM,sales_yield,0.5,technology
2012-03-31 00:00:00+00:00,CSCO,sales_yield,0.0,technology
2012-03-31 00:00:00+00:00,CVX,sales_yield,0.4285714285714286,energy
2012-03-31 00:00:00+00:00,EOG,sales_yield,0.1428571428571428,energy
2012-03-31 00:00:00+00:00,IBM,sales_yield,0.25,technology
2012-03-31 00:00:00+00:00,KMI,sales_yield,,energy
2012-03-31 00:00:00+00:00,MPC,sales_yield,1.0,energy
2012-03-31 00:00:00+00:00,MSFT,sales_yield,-0.25,technology
2012-03-31 00:00:00+00:00,NVDA,sales_yield,1.0,technology
2012-03-31 00:00:00+00:00,ORCL,sales_yield,-0.5,technology
2012-03-31 00:00:00+00:00,OXY,sales_yield,-0.7142857142857143,energy
2012-03-31 00:00:00+00:00,QCOM,sales_yield,-0.75,technology
2012-03-31 00:00:00+00:00,SLB,sales_yield,-0.4285714285714286,energy
2012-03-31 00:00:00+00:00,WMB,sales_yield,-0.1428571428571429,energy
2012-03-31 00:00:00+00:00,AAPL,composite_value,0.875,technology
2012-03-31 00:00:00+00:00,AMD,composite_value,-0.7083333333333334,technology
2012-03-31 00:00:00+00:00,COP,composite_value,0.5714285714285714,energy
2012-03-31 00:00:00+00:00,CRM,composite_value,0.0,technology
2012-03-31 00:00:00+00:00,CSCO,composite_value,0.19444444444444442,technology
2012-03-31 00:00:00+00:00,CVX,composite_value,0.7142857142857143,energy
2012-03-31 00:00:00+00:00,EOG,composite_value,0.4285714285714285,energy
2012-03-31 00:00:00+00:00,IBM,composite_value,-0.02777777777777779,technology
2012-03-31 00:00:00+00:00,KMI,composite_value,,energy
2012-03-31 00:00:00+00:00,MPC,composite_value,0.14285714285714285,energy
2012-03-31 00:00:00+00:00,MSFT,composite_value,0.3055555555555556,technology
2012-03-31 00:00:00+00:00,NVDA,composite_value,0.875,technology
2012-03-31 00:00:00+00:00,ORCL,composite_value,0.25,technology
2012-03-31 00:00:00+00:00,OXY,composite_value,-0.28571428571428575,energy
2012-03-31 00:00:00+00:00,QCOM,composite_value,-0.5,technology
2012-03-31 00:00:00+00:00,SLB,composite_value,-0.4285714285714286,energy
2012-03-31 00:00:00+00:00,WMB,composite_value,-0.1428571428571429,energy
2012-03-31 00:00:00+00:00,AAPL,quality_at_reasonable_price,0.3917233560090703,technology
2012-03-31 00:00:00+00:00,AMD,quality_at_reasonable_price,-0.29861111111111116,technology
2012-03-31 00:00:00+00:00,COP,quality_at_reasonable_price,0.19047619047619047,energy
2012-03-31 00:00:00+00:00,CRM,quality_at_reasonable_price,-0.12400793650793651,technology
2012-03-31 00:00:00+00:00,CSCO,quality_at_reasonable_price,0.06200396825396823,technology
2012-03-31 00:00:00+00:00,CVX,quality_at_reasonable_price,0.5436507936507936,energy
2012-03-31 00:00:00+00:00,EOG,quality_at_reasonable_price,0.46768707482993194,energy
2012-03-31 00:00:00+00:00,IBM,quality_at_reasonable_price,-0.10317460317460318,technology
2012-03-31 00:00:00+00:00,KMI,quality_at_reasonable_price,-0.25,energy
2012-03-31 00:00:00+00:00,MPC,quality_at_reasonable_price,0.10714285714285714,energy
