decision_time,effective_date,family,ticker,score,weight
2012-03-31 00:00:00+00:00,2012-04-06,earnings_yield,AAPL,1.0,0.2
2012-03-31 00:00:00+00:00,2012-04-06,earnings_yield,CVX,1.0,0.2
2012-03-31 00:00:00+00:00,2012-04-06,earnings_yield,NVDA,0.75,0.2
2012-03-31 00:00:00+00:00,2012-04-06,earnings_yield,EOG,0.7142857142857142,0.2
2012-03-31 00:00:00+00:00,2012-04-06,earnings_yield,MSFT,0.5,0.2
2012-06-30 00:00:00+00:00,2012-07-06,earnings_yield,AAPL,1.0,0.2
2012-06-30 00:00:00+00:00,2012-07-06,earnings_yield,MPC,1.0,0.2
2012-06-30 00:00:00+00:00,2012-07-06,earnings_yield,COP,0.75,0.2
2012-06-30 00:00:00+00:00,2012-07-06,earnings_yield,NVDA,0.75,0.2
2012-06-30 00:00:00+00:00,2012-07-06,earnings_yield,CSCO,0.5,0.2
2012-09-29 00:00:00+00:00,2012-10-05,earnings_yield,MPC,1.0,0.2
2012-09-29 00:00:00+00:00,2012-10-05,earnings_yield,NVDA,1.0,0.2
2012-09-29 00:00:00+00:00,2012-10-05,earnings_yield,AAPL,0.7777777777777777,0.2
2012-09-29 00:00:00+00:00,2012-10-05,earnings_yield,PSX,0.75,0.2
2012-09-29 00:00:00+00:00,2012-10-05,earnings_yield,CSCO,0.5555555555555556,0.2
2012-12-29 00:00:00+00:00,2013-01-04,earnings_yield,MPC,1.0,0.2
2012-12-29 00:00:00+00:00,2013-01-04,earnings_yield,NVDA,1.0,0.2
2012-12-29 00:00:00+00:00,2013-01-04,earnings_yield,AAPL,0.7777777777777777,0.2
2012-12-29 00:00:00+00:00,2013-01-04,earnings_yield,PSX,0.75,0.2
2012-12-29 00:00:00+00:00,2013-01-04,earnings_yield,CSCO,0.5555555555555556,0.2
2013-03-30 00:00:00+00:00,2013-04-05,earnings_yield,AAPL,1.0,0.2
2013-03-30 00:00:00+00:00,2013-04-05,earnings_yield,MPC,1.0,0.2
2013-03-30 00:00:00+00:00,2013-04-05,earnings_yield,NVDA,0.7777777777777777,0.2
2013-03-30 00:00:00+00:00,2013-04-05,earnings_yield,PSX,0.75,0.2
2013-03-30 00:00:00+00:00,2013-04-05,earnings_yield,CSCO,0.5555555555555556,0.2
2013-06-29 00:00:00+00:00,2013-07-05,earnings_yield,AAPL,1.0,0.2
2013-06-29 00:00:00+00:00,2013-07-05,earnings_yield,MPC,1.0,0.2
2013-06-29 00:00:00+00:00,2013-07-05,earnings_yield,NVDA,0.7777777777777777,0.2
2013-06-29 00:00:00+00:00,2013-07-05,earnings_yield,PSX,0.75,0.2
2013-06-29 00:00:00+00:00,2013-07-05,earnings_yield,MSFT,0.5555555555555556,0.2
2013-09-28 00:00:00+00:00,2013-10-04,earnings_yield,AAPL,1.0,0.2
2013-09-28 00:00:00+00:00,2013-10-04,earnings_yield,MPC,1.0,0.2
2013-09-28 00:00:00+00:00,2013-10-04,earnings_yield,NVDA,0.7777777777777777,0.2
2013-09-28 00:00:00+00:00,2013-10-04,earnings_yield,EOG,0.75,0.2
2013-09-28 00:00:00+00:00,2013-10-04,earnings_yield,CSCO,0.5555555555555556,0.2
2013-12-28 00:00:00+00:00,2014-01-03,earnings_yield,COP,1.0,0.2
2013-12-28 00:00:00+00:00,2014-01-03,earnings_yield,NVDA,1.0,0.2
2013-12-28 00:00:00+00:00,2014-01-03,earnings_yield,AAPL,0.7777777777777777,0.2
2013-12-28 00:00:00+00:00,2014-01-03,earnings_yield,OXY,0.7142857142857142,0.2
2013-12-28 00:00:00+00:00,2014-01-03,earnings_yield,IBM,0.5555555555555556,0.2
