decision_time,cik10,ticker,price_date,raw_close,adjusted_close_audit_only,shares_fact,shares_period_end,shares_available_at,split_events_after_fact,split_multiplier,normalized_shares,market_cap,naive_adjusted_price_market_cap,naive_to_normalized_market_cap_ratio,earnings_yield,free_cash_flow_yield,sales_yield,operating_margin,operating_cash_flow_margin,cash_to_assets,equity_to_assets,negative_dilution,available_before_decision,price_before_decision
2012-03-31 00:00:00+00:00,0000320193,AAPL,2012-03-30,21.412500381469727,17.93231964111328,932370000.0,2012-01-13 00:00:00+00:00,2012-01-25 21:42:11+00:00,0,1.0,932370000.0,19964372980.67093,16719556863.78479,0.8374696705963318,0.6543656548917555,,2.3207841310547845,0.374247296743142,0.3788660350074461,0.0743432770170391,0.6493607631903433,-0.012778284205053,True,True
2012-03-31 00:00:00+00:00,0000002488,AMD,2012-03-30,8.020000457763672,8.020000457763672,698485070.0,2012-02-17 00:00:00+00:00,2012-02-24 00:04:58+00:00,0,1.0,698485070.0,5601850581.14109,5601850581.14109,1.0,-0.03159670138219669,-0.036773562060635694,,,,0.1754138070246265,0.320952765442067,,True,True
2012-03-31 00:00:00+00:00,0001163165,COP,2012-03-30,57.94368362426758,35.61228561401367,1279692596.0,2012-01-31 00:00:00+00:00,2012-02-21 22:28:08+00:00,0,1.0,1279692596.0,74150102918.94167,45572778226.89061,0.6146016854043911,0.03548208156738661,,0.8467149407551504,,0.0310110856269113,0.0377210728969522,0.4289891013509104,0.0835708143382278,True,True
2012-03-31 00:00:00+00:00,0001108524,CRM,2012-03-30,38.62749862670898,37.97058868408203,137036541.0,2012-01-31 00:00:00+00:00,2012-03-09 22:17:10+00:00,0,1.0,137036541.0,5293378799.2864485,5203358133.000343,0.9829937229698656,-0.0007703964055150781,0.01776389024202754,0.119378004854892,-0.0100915790623076,0.203681519449671,0.145836105004762,0.3811962766026424,-0.0378873540737119,True,True
2012-03-31 00:00:00+00:00,0000858877,CSCO,2012-03-30,21.149999618530277,13.759657859802246,5385938187.0,2012-02-14 00:00:00+00:00,2012-02-21 12:44:58+00:00,0,1.0,5385938187.0,113912590600.47765,74108666707.1636,0.650574851440986,0.019155037985685585,0.018154270648211637,0.10119162367598429,0.2371822677192678,0.2023943784158931,0.0959118968395343,0.5519331383950078,0.0294702585427589,True,True
2012-03-31 00:00:00+00:00,0000093410,CVX,2012-03-30,107.20999908447266,59.789161682128906,1976966530.0,2012-02-13 00:00:00+00:00,2012-02-23 18:51:37+00:00,0,1.0,1976966530.0,211950579871.33307,118201171502.32735,0.5576826993069925,0.03706996227502505,,0.3039953938277223,,0.1523156195679165,0.0757325491469108,0.5832752513438422,0.0065464596908176,True,True
2012-03-31 00:00:00+00:00,0000821189,EOG,2012-03-30,55.54999923706055,39.02561569213867,269085607.0,2012-02-17 00:00:00+00:00,2012-02-24 21:20:46+00:00,0,1.0,269085607.0,14947705263.553974,10501231487.06786,0.7025313452408201,0.036184684569529744,,0.19305598746558936,0.3292149268958023,0.3317993557294063,0.0247888816837627,0.5089177225450975,0.9989400912296078,True,True
2012-03-31 00:00:00+00:00,0000051143,IBM,2012-03-30,199.47418212890625,117.0651626586914,1158661712.0,2012-01-31 00:00:00+00:00,2012-02-28 19:52:20+00:00,0,1.0,1158661712.0,231123097365.27832,135638921781.67786,0.5868687436604721,0.01661019622773857,0.01244791209877673,0.11317345734018175,,0.1449707535267806,0.1023936512844296,0.1737995241898774,0.0530592734225621,True,True
2012-03-31 00:00:00+00:00,0001506307,KMI,2012-03-30,38.650001525878906,19.11361694335937,,,,0,1.0,,,,,,,,0.1883499546690843,,6.836605137220432e-05,0.2789204674935703,,False,True
2012-03-31 00:00:00+00:00,0001510295,MPC,2012-03-30,21.68000030517578,14.43508529663086,347614133.0,2012-02-15 00:00:00+00:00,2012-02-29 20:01:51+00:00,0,1.0,347614133.0,7536274509.523415,5017839660.169384,0.665824958184373,-0.009951866788454194,,2.5768700404237395,0.0953656024716786,,0.1195960380656438,0.3691979025053408,,True,True
