family,decision_time,effective_date,ticker,score,sector,weight
growth,2012-03-31 00:00:00+00:00,2012-04-06,AAPL,0.8214285714285715,technology,0.2
growth,2012-03-31 00:00:00+00:00,2012-04-06,QCOM,0.6428571428571429,technology,0.2
growth,2012-03-31 00:00:00+00:00,2012-04-06,ORCL,0.5714285714285714,technology,0.2
growth,2012-03-31 00:00:00+00:00,2012-04-06,CVX,0.4444444444444444,energy,0.2
growth,2012-03-31 00:00:00+00:00,2012-04-06,EOG,0.4444444444444444,energy,0.2
growth,2012-06-30 00:00:00+00:00,2012-07-06,EOG,0.7777777777777777,energy,0.2
growth,2012-06-30 00:00:00+00:00,2012-07-06,AAPL,0.7592592592592592,technology,0.2
growth,2012-06-30 00:00:00+00:00,2012-07-06,QCOM,0.75,technology,0.2
growth,2012-06-30 00:00:00+00:00,2012-07-06,ORCL,0.6666666666666666,technology,0.2
growth,2012-06-30 00:00:00+00:00,2012-07-06,SLB,0.4444444444444445,energy,0.2
growth,2012-09-29 00:00:00+00:00,2012-10-05,CRM,0.8518518518518517,technology,0.2
growth,2012-09-29 00:00:00+00:00,2012-10-05,EOG,0.7777777777777777,energy,0.2
growth,2012-09-29 00:00:00+00:00,2012-10-05,AAPL,0.6759259259259259,technology,0.2
growth,2012-09-29 00:00:00+00:00,2012-10-05,QCOM,0.6666666666666666,technology,0.2
growth,2012-09-29 00:00:00+00:00,2012-10-05,SLB,0.5,energy,0.2
growth,2012-12-29 00:00:00+00:00,2013-01-04,KMI,1.0,energy,0.2
growth,2012-12-29 00:00:00+00:00,2013-01-04,AAPL,0.7592592592592592,technology,0.2
growth,2012-12-29 00:00:00+00:00,2013-01-04,QCOM,0.6666666666666666,technology,0.2
growth,2012-12-29 00:00:00+00:00,2013-01-04,CRM,0.5555555555555555,technology,0.2
growth,2012-12-29 00:00:00+00:00,2013-01-04,SLB,0.5,energy,0.2
growth,2013-03-30 00:00:00+00:00,2013-04-05,KMI,1.0,energy,0.2
growth,2013-03-30 00:00:00+00:00,2013-04-05,CRM,0.6296296296296297,technology,0.2
growth,2013-03-30 00:00:00+00:00,2013-04-05,QCOM,0.5092592592592592,technology,0.2
growth,2013-03-30 00:00:00+00:00,2013-04-05,AAPL,0.4166666666666667,technology,0.2
growth,2013-03-30 00:00:00+00:00,2013-04-05,SLB,0.4166666666666667,energy,0.2
growth,2013-06-29 00:00:00+00:00,2013-07-05,CRM,0.9259259259259259,technology,0.2
growth,2013-06-29 00:00:00+00:00,2013-07-05,MPC,0.7037037037037037,energy,0.2
growth,2013-06-29 00:00:00+00:00,2013-07-05,EOG,0.6296296296296295,energy,0.2
growth,2013-06-29 00:00:00+00:00,2013-07-05,SLB,0.4814814814814814,energy,0.2
growth,2013-06-29 00:00:00+00:00,2013-07-05,QCOM,0.35185185185185186,technology,0.2
growth,2013-09-28 00:00:00+00:00,2013-10-04,QCOM,0.8518518518518517,technology,0.2
growth,2013-09-28 00:00:00+00:00,2013-10-04,EOG,0.7037037037037036,energy,0.2
growth,2013-09-28 00:00:00+00:00,2013-10-04,SLB,0.7037037037037036,energy,0.2
growth,2013-09-28 00:00:00+00:00,2013-10-04,CSCO,0.45370370370370366,technology,0.2
growth,2013-09-28 00:00:00+00:00,2013-10-04,CRM,0.39814814814814814,technology,0.2
growth,2013-12-28 00:00:00+00:00,2014-01-03,KMI,0.8518518518518517,energy,0.2
growth,2013-12-28 00:00:00+00:00,2014-01-03,QCOM,0.7685185185185185,technology,0.2
growth,2013-12-28 00:00:00+00:00,2014-01-03,EOG,0.5555555555555555,energy,0.2
growth,2013-12-28 00:00:00+00:00,2014-01-03,SLB,0.5555555555555555,energy,0.2
growth,2013-12-28 00:00:00+00:00,2014-01-03,CRM,0.4074074074074074,technology,0.2
growth,2014-03-29 00:00:00+00:00,2014-04-04,CRM,0.9259259259259259,technology,0.2
growth,2014-03-29 00:00:00+00:00,2014-04-04,KMI,0.8518518518518517,energy,0.2
growth,2014-03-29 00:00:00+00:00,2014-04-04,SLB,0.5925925925925926,energy,0.2
growth,2014-03-29 00:00:00+00:00,2014-04-04,MSFT,0.47222222222222227,technology,0.2
growth,2014-03-29 00:00:00+00:00,2014-04-04,QCOM,0.46296296296296297,technology,0.2
growth,2014-06-28 00:00:00+00:00,2014-07-04,CRM,0.9259259259259259,technology,0.2
growth,2014-06-28 00:00:00+00:00,2014-07-04,EOG,0.9259259259259259,energy,0.2
growth,2014-06-28 00:00:00+00:00,2014-07-04,SLB,0.48148148148148145,energy,0.2
growth,2014-06-28 00:00:00+00:00,2014-07-04,KMI,0.4074074074074074,energy,0.2
growth,2014-06-28 00:00:00+00:00,2014-07-04,QCOM,0.4074074074074074,technology,0.2
growth,2014-09-27 00:00:00+00:00,2014-10-03,QCOM,0.8095238095238096,technology,0.2
growth,2014-09-27 00:00:00+00:00,2014-10-03,EOG,0.7037037037037037,energy,0.2
growth,2014-09-27 00:00:00+00:00,2014-10-03,MPC,0.40740740740740744,energy,0.2
growth,2014-09-27 00:00:00+00:00,2014-10-03,AMD,0.3452380952380952,technology,0.2
growth,2014-09-27 00:00:00+00:00,2014-10-03,MSFT,0.19047619047619044,technology,0.2
growth,2014-12-27 00:00:00+00:00,2015-01-02,EOG,0.8518518518518517,energy,0.2
growth,2014-12-27 00:00:00+00:00,2015-01-02,QCOM,0.7142857142857143,technology,0.2
growth,2014-12-27 00:00:00+00:00,2015-01-02,WMB,0.4814814814814814,energy,0.2
growth,2014-12-27 00:00:00+00:00,2015-01-02,AAPL,0.3928571428571428,technology,0.2
growth,2014-12-27 00:00:00+00:00,2015-01-02,ORCL,0.36904761904761907,technology,0.2
growth,2015-03-28 00:00:00+00:00,2015-04-03,CSCO,0.6309523809523809,technology,0.2
growth,2015-03-28 00:00:00+00:00,2015-04-03,AAPL,0.5714285714285714,technology,0.2
growth,2015-03-28 00:00:00+00:00,2015-04-03,WMB,0.5555555555555555,energy,0.2
growth,2015-03-28 00:00:00+00:00,2015-04-03,KMI,0.48148148148148145,energy,0.2
growth,2015-03-28 00:00:00+00:00,2015-04-03,EOG,0.4074074074074074,energy,0.2
growth,2015-06-27 00:00:00+00:00,2015-07-03,MPC,0.8518518518518517,energy,0.2
growth,2015-06-27 00:00:00+00:00,2015-07-03,AAPL,0.619047619047619,technology,0.2
growth,2015-06-27 00:00:00+00:00,2015-07-03,SLB,0.5555555555555555,energy,0.2
growth,2015-06-27 00:00:00+00:00,2015-07-03,CSCO,0.5238095238095238,technology,0.2
growth,2015-06-27 00:00:00+00:00,2015-07-03,KMI,0.4814814814814814,energy,0.2
growth,2015-09-26 00:00:00+00:00,2015-10-02,WMB,0.9259259259259259,energy,0.2
growth,2015-09-26 00:00:00+00:00,2015-10-02,MPC,0.7777777777777777,energy,0.2
growth,2015-09-26 00:00:00+00:00,2015-10-02,CSCO,0.6851851851851851,technology,0.2
