strategy,cost_bps,window,weeks,start,end,total_return,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,sortino_zero_target,max_drawdown,calmar,positive_week_share,var_5_weekly,cvar_5_weekly,best_week,worst_week,annualized_one_way_turnover
causal_ggg_current_main,10.0,trailing_1y,53,2025-04-11,2026-04-10,0.2294797537882569,0.22469663684259888,0.2067950869895681,0.08689411763779045,2.3798513939870247,3.985276371598473,-0.07264584011748598,3.0930420307509667,0.6981132075471698,-0.015751918931925794,-0.024765899343612452,0.02765207712422134,-0.031972529045421486,3.9272765401532648
causal_ggg_current_main,10.0,trailing_3y,157,2023-04-14,2026-04-10,0.5053256272941691,0.14507258501260978,0.13886338489887534,0.08050700769124426,1.7248608398344156,2.83451510867115,-0.07264584011748587,1.9969840637535798,0.6305732484076433,-0.01562052485381029,-0.0220384434130936,0.02765207712422134,-0.031972529045421486,3.5664257736832283
causal_ggg_current_main,10.0,trailing_5y,261,2021-04-16,2026-04-10,0.632263816676744,0.10254167143473625,0.10048349774369611,0.07469448431162505,1.3452599434849755,2.2294429643247686,-0.07264584011748598,1.4115284683734326,0.5977011494252874,-0.013868421827706607,-0.01936436482851706,0.03729072973142622,-0.031972529045421486,3.3302183845747915
causal_ggg_current_main,10.0,full,1110,2005-01-07,2026-04-10,3.3067577729266358,0.07079898001966267,0.0713602169261038,0.07624227897798382,0.9359664727061766,1.3773252774763698,-0.11645533666874597,0.6079496401358441,0.5504504504504505,-0.015845235509409954,-0.02546136837992117,0.0694016686193447,-0.06758918415238274,3.209759437668418
causal_ggg_current_main,50.0,trailing_1y,53,2025-04-11,2026-04-10,0.2100149993788636,0.20567058142860506,0.19108598082895495,0.0869533019845181,2.1975701493541613,3.599907385782408,-0.07364740799161307,2.792638424586874,0.6981132075471698,-0.01621436595758055,-0.025443957598207032,0.02759411772837945,-0.03285231067451734,3.9272765401532648
causal_ggg_current_main,50.0,trailing_3y,157,2023-04-14,2026-04-10,0.44194359060876365,0.1288735233396061,0.12459768180414243,0.08070915646662914,1.5437861979843626,2.483668936498169,-0.07364740799161307,1.7498718129262902,0.6242038216560509,-0.015832567204485556,-0.02234309767377038,0.02759411772837945,-0.03285231067451734,3.5664257736832283
causal_ggg_current_main,50.0,trailing_5y,261,2021-04-16,2026-04-10,0.5268608249227991,0.08797533052897277,0.08716262420539694,0.07470920874439933,1.1666918398721657,1.8905308510220775,-0.07364740799161296,1.1945475465883537,0.5862068965517241,-0.01457377880864916,-0.019672577972287685,0.03640104464913378,-0.03285231067451734,3.3302183845747915
causal_ggg_current_main,50.0,full,1110,2005-01-07,2026-04-10,2.275743077502497,0.05715980161663281,0.0585327458761064,0.07631986841198422,0.76693981651199,1.1087557607765077,-0.11872732187122248,0.48143763975937365,0.5414414414414415,-0.01616755037007908,-0.025800113168089896,0.06936847519912888,-0.06763791929724003,3.209759437668418
causal_ggg_current_main,100.0,trailing_1y,53,2025-04-11,2026-04-10,0.18608519454093497,0.18227218420344693,0.17144959812818866,0.08725787574527352,1.9648610129897133,3.136392492401758,-0.07489893667139869,2.4335750586570124,0.6981132075471698,-0.016792424739648995,-0.02629153041645026,0.027521668483577087,-0.03395203771088716,3.9272765401532648
causal_ggg_current_main,100.0,trailing_3y,157,2023-04-14,2026-04-10,0.36636734922258185,0.10892284240108774,0.10676555293572629,0.08115891527409115,1.3155123201826442,2.061718177936216,-0.07489893667139857,1.454264202427346,0.6178343949044586,-0.01733606865951352,-0.022876600909643392,0.027521668483577087,-0.03395203771088716,3.5664257736832283
causal_ggg_current_main,100.0,trailing_5y,261,2021-04-16,2026-04-10,0.4044838980981633,0.07001610220154442,0.07051153228252299,0.07493489016581052,0.9409706496733385,1.4818029786979716,-0.0753951535873868,0.9286552101839306,0.5823754789272031,-0.014893556793449208,-0.020134467070827944,0.03528893829626823,-0.03395203771088716,3.3302183845747915
causal_ggg_current_main,100.0,full,1110,2005-01-07,2026-04-10,1.3258499577763274,0.04033496837843065,0.042498407063609654,0.07660861401720612,0.554747107865241,0.7845856399814094,-0.13300464199396533,0.303259854496362,0.5351351351351351,-0.01658447003375559,-0.02627394842881212,0.0693269834238591,-0.06769883822831164,3.209759437668418
