strategy,year,weeks,calendar_return,calendar_vol,calendar_sharpe_zero_rf
causal_ggg_current_main,2020,52,0.048121990926147884,0.13616663758646888,0.4123823365781555
causal_ggg_current_main,2021,53,0.07568451157446221,0.07363601808402255,1.0089275187854774
causal_ggg_current_main,2022,52,-0.019175636941372476,0.0610993683725624,-0.2870800408693008
causal_ggg_current_main,2023,52,0.07067950521614574,0.07859931342272479,0.9079136357663156
causal_ggg_current_main,2024,52,0.1100038342380496,0.07650950399604105,1.402926433395015
causal_ggg_current_main,2025,52,0.19459201056298725,0.07105841830767794,2.541256898876273
causal_ggg_current_main,2026,15,0.04627409317729225,0.1244542540982058,1.3203488350662214
v1_frontier_legacy_unqualified,2020,52,0.04700557542539019,0.13623862015119048,0.40442346505816124
v1_frontier_legacy_unqualified,2021,53,0.07541679723607708,0.0716145352069638,1.0319773074227183
v1_frontier_legacy_unqualified,2022,52,-0.02244788113051932,0.06056824982568263,-0.345243313418714
v1_frontier_legacy_unqualified,2023,52,0.06818330142096674,0.07817693574170638,0.8825007312896113
v1_frontier_legacy_unqualified,2024,52,0.11237677119887812,0.07428351807259438,1.4715459807103135
v1_frontier_legacy_unqualified,2025,52,0.18974622102166938,0.07028077483403891,2.5105897698478503
v1_frontier_legacy_unqualified,2026,15,0.04486427604386978,0.12434366010935324,1.283706398912505
ggg_plus_residual_raw_10_rejected,2020,52,0.06478823674601397,0.14393131229543576,0.50726499891034
ggg_plus_residual_raw_10_rejected,2021,53,0.09510470612733912,0.08018829927647343,1.1518949548946213
ggg_plus_residual_raw_10_rejected,2022,52,-0.018581568899703083,0.071649723175175,-0.2268326144980564
ggg_plus_residual_raw_10_rejected,2023,52,0.059157606880892555,0.08281665544258203,0.734903445480625
ggg_plus_residual_raw_10_rejected,2024,52,0.10920062498135574,0.07671291720736412,1.3899459279350266
ggg_plus_residual_raw_10_rejected,2025,52,0.20795346731550968,0.07464802749589874,2.5720302711889027
ggg_plus_residual_raw_10_rejected,2026,15,0.04912240662771494,0.1379274989100798,1.2719742298377636
legacy_ggg_lookahead_warning,2020,52,0.046394221078472686,0.13694077799026494,0.39877188148634163
legacy_ggg_lookahead_warning,2021,53,0.07561626387509657,0.07392092926629638,1.0044761751018567
legacy_ggg_lookahead_warning,2022,52,-0.021689071892377454,0.06037406093857547,-0.3337031300931598
legacy_ggg_lookahead_warning,2023,52,0.07044424773061797,0.07848252938424104,0.9063466191963545
legacy_ggg_lookahead_warning,2024,52,0.10948570921819556,0.0764995705607814,1.3969833042891766
legacy_ggg_lookahead_warning,2025,52,0.19474584243580284,0.07100001979343679,2.545109226248659
legacy_ggg_lookahead_warning,2026,15,0.046261331772009084,0.12426752738418062,1.3218145035456803
spy_buy_hold,2020,52,0.18129738397622708,0.31705671356854936,0.6851590175062764
spy_buy_hold,2021,53,0.26324719418445186,0.12152337250694058,1.950226599848533
spy_buy_hold,2022,52,-0.15386313749238711,0.23090916207531959,-0.6098000036895139
spy_buy_hold,2023,52,0.22405641069474092,0.1354514410603322,1.56170672260875
spy_buy_hold,2024,52,0.28129409761367485,0.12185950780705504,2.098508828153762
spy_buy_hold,2025,52,0.16765357382849277,0.17296192451648298,0.983137630375224
spy_buy_hold,2026,15,-0.002714338595083521,0.12973934812512275,-0.012609873045883308
