asset_shock,equity_return_before_liquidation_cost,post_shock_equity_ratio,internal_safety_breach,broker_maintenance_breach
-0.2,-0.2503846153846154,0.7496153846153846,False,False
-0.35,-0.4378846153846154,0.6918343195266272,False,False
-0.5,-0.6253846153846154,0.5993846153846154,False,False
-0.6,-0.7503846153846154,0.49923076923076926,True,False
