decision_at,issuer_count,maximum_risk_contribution_share,weights_changed,maximum_capital_weight
2023-07-14 00:00:00+00:00,20,0.10117354806761678,False,0.05
2023-10-13 00:00:00+00:00,20,0.11847708955844607,False,0.05
2024-01-12 00:00:00+00:00,20,0.10398977920120595,False,0.05
2024-04-12 00:00:00+00:00,20,0.1200000000290092,True,0.05169552145803876
2024-07-12 00:00:00+00:00,20,0.12000000004233279,True,0.05180879580213882
2024-10-11 00:00:00+00:00,20,0.12000000004610943,True,0.050449506058901396
2025-01-10 00:00:00+00:00,20,0.1200000000823334,True,0.05001191100703638
2025-04-11 00:00:00+00:00,20,0.11366320018104208,False,0.05
2025-07-11 00:00:00+00:00,20,0.11937659900059114,False,0.05
2025-10-10 00:00:00+00:00,20,0.10767644145466161,False,0.05
2026-01-09 00:00:00+00:00,20,0.12000000007832279,True,0.050121775261613384
2026-04-10 00:00:00+00:00,20,0.07743430264702847,False,0.05
