Date,base_return,desired_multiplier,actual_multiplier,borrowed_fraction,financing_cost,leverage_change_cost,post_return_equity_ratio,maintenance_breach,internal_safety_breach,forced_deleverage
2023-01-06 00:00:00+00:00,0.031904825288730086,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-01-13 00:00:00+00:00,0.0042791762226668,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-01-20 00:00:00+00:00,0.02047228433157872,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-01-27 00:00:00+00:00,0.01605220683448056,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-02-03 00:00:00+00:00,-0.00790038087391408,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-02-10 00:00:00+00:00,-0.0024299777805180003,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-02-17 00:00:00+00:00,-0.01955961643536088,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-02-24 00:00:00+00:00,0.02177115446118552,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-03-03 00:00:00+00:00,-0.029340981715539685,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-03-10 00:00:00+00:00,0.01647675294735576,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-03-17 00:00:00+00:00,0.016928632378867683,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-03-24 00:00:00+00:00,0.03092606950778744,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-03-31 00:00:00+00:00,-0.01114969156706952,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-04-07 00:00:00+00:00,0.0024427310946464,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-04-14 00:00:00+00:00,-0.01612764882456424,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-04-21 00:00:00+00:00,0.00605767694675272,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-04-28 00:00:00+00:00,0.0010137250721866402,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-05-05 00:00:00+00:00,-0.0031858452332253605,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-05-12 00:00:00+00:00,0.02350199041548832,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-05-19 00:00:00+00:00,0.02292833666376096,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-05-26 00:00:00+00:00,0.012658152425153042,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-06-02 00:00:00+00:00,-0.00294911587289776,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-06-09 00:00:00+00:00,0.02950517069421904,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-06-16 00:00:00+00:00,-0.021794616298135682,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-06-23 00:00:00+00:00,0.02389423971441232,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-06-30 00:00:00+00:00,-0.00922857154163776,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-07-07 00:00:00+00:00,0.02532822699419944,1.25,1.25,0.25,0.0003846153846153846,0.00025,0.8046404194928835,False,False,False
2023-07-14 00:00:00+00:00,-0.000577942020270737,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7995764745150792,False,False,False
2023-07-21 00:00:00+00:00,0.010120765644854722,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8016992629789002,False,False,False
2023-07-28 00:00:00+00:00,-0.021781050708509712,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7952322509671559,False,False,False
2023-08-04 00:00:00+00:00,-0.021355329253366716,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7953213272444712,False,False,False
2023-08-11 00:00:00+00:00,-0.02273313086643416,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7950327606160609,False,False,False
2023-08-18 00:00:00+00:00,0.007956727488608619,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8012735201373452,False,False,False
2023-08-25 00:00:00+00:00,0.03741518189780704,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8069165597314113,False,False,False
2023-09-01 00:00:00+00:00,-0.004925949047789438,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7987007176842638,False,False,False
2023-09-08 00:00:00+00:00,-0.016023130146918113,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7964304868897981,False,False,False
2023-09-15 00:00:00+00:00,-0.011960802466622865,1.0,1.0,0.0,0.0,0.00025,1.0,False,False,False
2023-09-22 00:00:00+00:00,-0.008637714072243926,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-09-29 00:00:00+00:00,0.003783672375445549,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-10-06 00:00:00+00:00,-0.012143031735405839,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-10-13 00:00:00+00:00,-0.021488836491983986,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-10-20 00:00:00+00:00,-0.019039186983941015,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-10-27 00:00:00+00:00,0.045851279571176524,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-11-03 00:00:00+00:00,0.0393832803579532,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2023-11-10 00:00:00+00:00,0.012997274707578818,1.25,1.25,0.25,0.0003846153846153846,0.00025,0.8022623581435449,False,False,False
2023-11-17 00:00:00+00:00,0.014614752613328534,1.25,1.25,0.25,0.0003846153846153846,0.0,0.802577587412599,False,False,False
2023-11-24 00:00:00+00:00,0.009719957426246588,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8016205475246105,False,False,False
2023-12-01 00:00:00+00:00,0.0074172196658055835,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8011670950252953,False,False,False
2023-12-08 00:00:00+00:00,0.02785692277987742,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8051210359453992,False,False,False
2023-12-15 00:00:00+00:00,0.009531474306420006,1.25,1.25,0.25,0.0003846153846153846,0.0,0.801583509374673,False,False,False
2023-12-22 00:00:00+00:00,0.009362420133797462,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8015502773709959,False,False,False
2023-12-29 00:00:00+00:00,-0.03161212010883206,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7931534497001306,False,False,False
2024-01-05 00:00:00+00:00,0.020881384238711588,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8037894554644415,False,False,False
2024-01-12 00:00:00+00:00,0.026195002579504335,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8048054299580615,False,False,False
2024-01-19 00:00:00+00:00,0.006628438168270368,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8010112920392097,False,False,False
2024-01-26 00:00:00+00:00,0.004827361745296374,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8006546199540431,False,False,False
2024-02-02 00:00:00+00:00,0.027347639591562986,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8050244293281994,False,False,False
2024-02-09 00:00:00+00:00,-0.0059926810775809535,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7984846907114915,False,False,False
2024-02-16 00:00:00+00:00,-0.006730091330284977,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7983350843921526,False,False,False
2024-02-23 00:00:00+00:00,0.009449471988497658,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8015673910719775,False,False,False
2024-03-01 00:00:00+00:00,0.0016283613610935258,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8000179507342443,False,False,False
2024-03-08 00:00:00+00:00,-0.008800853026183062,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7979137765410289,False,False,False
2024-03-15 00:00:00+00:00,0.013679078272148565,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8023953570698886,False,False,False
2024-03-22 00:00:00+00:00,0.0073872781689033554,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8011611853270716,False,False,False
2024-03-29 00:00:00+00:00,-0.013810575395832874,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7968872030968178,False,False,False
2024-04-05 00:00:00+00:00,-0.01678699902541988,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7962723315200843,False,False,False
2024-04-12 00:00:00+00:00,-0.032829999405201836,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7928929844965151,False,False,False
2024-04-19 00:00:00+00:00,0.0143208555286841,1.0,1.0,0.0,0.0,0.00025,1.0,False,False,False
2024-04-26 00:00:00+00:00,0.012344840598055493,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-05-03 00:00:00+00:00,0.023494236257732518,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-05-10 00:00:00+00:00,0.025059951329236628,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-05-17 00:00:00+00:00,0.004242534575918028,1.25,1.25,0.25,0.0003846153846153846,0.00025,0.8005385298758727,False,False,False
2024-05-24 00:00:00+00:00,0.000909382700457663,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7998742985431295,False,False,False
2024-05-31 00:00:00+00:00,-0.0010948727940287,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7994727558682463,False,False,False
2024-06-07 00:00:00+00:00,0.011419314677030435,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8019538588981215,False,False,False
2024-06-14 00:00:00+00:00,-0.0010987844384074024,1.25,1.25,0.25,0.0003846153846153846,0.0,0.799471970614154,False,False,False
2024-06-21 00:00:00+00:00,-0.008978659819203488,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7978775186908192,False,False,False
2024-06-28 00:00:00+00:00,0.026270365465257385,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8048197638281377,False,False,False
2024-07-05 00:00:00+00:00,0.004004331794500415,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8004912070950195,False,False,False
2024-07-12 00:00:00+00:00,-0.02625955727416026,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7942904664132455,False,False,False
2024-07-19 00:00:00+00:00,-0.021124147577851346,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7953696663248488,False,False,False
2024-07-26 00:00:00+00:00,-0.05786794935766315,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7873889417400411,False,False,False
2024-08-02 00:00:00+00:00,-0.016684289678302384,1.0,1.0,0.0,0.0,0.00025,1.0,False,False,False
2024-08-09 00:00:00+00:00,0.02288770085761284,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-08-16 00:00:00+00:00,0.029250667055763332,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-08-23 00:00:00+00:00,0.009826278992978891,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-08-30 00:00:00+00:00,-0.053608402295832795,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-09-06 00:00:00+00:00,0.02521270671639687,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-09-13 00:00:00+00:00,0.030326328441585056,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-09-20 00:00:00+00:00,0.014815707399738578,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-09-27 00:00:00+00:00,0.012374150178973406,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-10-04 00:00:00+00:00,0.012476876358372994,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-10-11 00:00:00+00:00,0.02074137212771983,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
2024-10-18 00:00:00+00:00,-0.015378643232500315,1.25,1.25,0.25,0.0003846153846153846,0.00025,0.7965637339359567,False,False,False
2024-10-25 00:00:00+00:00,-0.026204467506118885,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7943021038567447,False,False,False
2024-11-01 00:00:00+00:00,0.055104650010200824,1.25,1.25,0.25,0.0003846153846153846,0.0,0.810153720480944,False,False,False
2024-11-08 00:00:00+00:00,-0.00875471475231003,1.25,1.25,0.25,0.0003846153846153846,0.0,0.797923182799664,False,False,False
2024-11-15 00:00:00+00:00,-0.002241119595848348,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7992423858692635,False,False,False
2024-11-22 00:00:00+00:00,0.0143546979966625,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8025269733523219,False,False,False
2024-11-29 00:00:00+00:00,0.011243690425267731,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8019194639192705,False,False,False
2024-12-06 00:00:00+00:00,-0.019641192428653073,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7956792036133009,False,False,False
2024-12-13 00:00:00+00:00,-0.020509413649212806,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7954980934998432,False,False,False
2024-12-20 00:00:00+00:00,-0.0031061113940895084,1.25,1.25,0.25,0.0003846153846153846,0.0,0.7990681911112834,False,False,False
2024-12-27 00:00:00+00:00,0.0037583889903867514,1.25,1.25,0.25,0.0003846153846153846,0.0,0.8004423230682352,False,False,False
2025-01-03 00:00:00+00:00,-0.024254968519300063,1.0,1.0,0.0,0.0,0.00025,1.0,False,False,False
2025-01-10 00:00:00+00:00,0.026656411242351047,1.0,1.0,0.0,0.0,0.0,1.0,False,False,False
