decision_at,cik10,weight
2023-07-14 00:00:00+00:00,0000002488,0.05
2023-07-14 00:00:00+00:00,0000008063,0.05
2023-07-14 00:00:00+00:00,0000031235,0.05
2023-07-14 00:00:00+00:00,0000040545,0.05
2023-07-14 00:00:00+00:00,0000061986,0.05
2023-07-14 00:00:00+00:00,0000065770,0.05
2023-07-14 00:00:00+00:00,0000080035,0.05
2023-07-14 00:00:00+00:00,0000080420,0.05
2023-07-14 00:00:00+00:00,0000108385,0.05
2023-07-14 00:00:00+00:00,0000357294,0.05
2023-07-14 00:00:00+00:00,0000793733,0.05
2023-07-14 00:00:00+00:00,0000798941,0.05
2023-07-14 00:00:00+00:00,0000827876,0.05
2023-07-14 00:00:00+00:00,0000884887,0.05
2023-07-14 00:00:00+00:00,0000891532,0.05
2023-07-14 00:00:00+00:00,0000915779,0.05
2023-07-14 00:00:00+00:00,0000917273,0.05
2023-07-14 00:00:00+00:00,0001001316,0.05
2023-07-14 00:00:00+00:00,0001027838,0.05
2023-07-14 00:00:00+00:00,0001045810,0.05
2023-10-13 00:00:00+00:00,0000025445,0.05
2023-10-13 00:00:00+00:00,0000059478,0.05
2023-10-13 00:00:00+00:00,0000067347,0.05
2023-10-13 00:00:00+00:00,0000071829,0.05
2023-10-13 00:00:00+00:00,0000074046,0.05
2023-10-13 00:00:00+00:00,0000076282,0.05
2023-10-13 00:00:00+00:00,0000080420,0.05
2023-10-13 00:00:00+00:00,0000108385,0.05
2023-10-13 00:00:00+00:00,0000351817,0.05
2023-10-13 00:00:00+00:00,0000700841,0.05
2023-10-13 00:00:00+00:00,0000738214,0.05
2023-10-13 00:00:00+00:00,0000751978,0.05
2023-10-13 00:00:00+00:00,0000793733,0.05
2023-10-13 00:00:00+00:00,0000798941,0.05
2023-10-13 00:00:00+00:00,0000809248,0.05
2023-10-13 00:00:00+00:00,0000815097,0.05
2023-10-13 00:00:00+00:00,0000821130,0.05
2023-10-13 00:00:00+00:00,0000827876,0.05
2023-10-13 00:00:00+00:00,0000844965,0.05
2023-10-13 00:00:00+00:00,0000874238,0.05
2024-01-12 00:00:00+00:00,0000033488,0.05
2024-01-12 00:00:00+00:00,0000067347,0.05
2024-01-12 00:00:00+00:00,0000080420,0.05
2024-01-12 00:00:00+00:00,0000310522,0.05
2024-01-12 00:00:00+00:00,0000315858,0.05
2024-01-12 00:00:00+00:00,0000716314,0.05
2024-01-12 00:00:00+00:00,0000809248,0.05
2024-01-12 00:00:00+00:00,0000821130,0.05
2024-01-12 00:00:00+00:00,0001017480,0.05
2024-01-12 00:00:00+00:00,0001018840,0.05
2024-01-12 00:00:00+00:00,0001031029,0.05
2024-01-12 00:00:00+00:00,0001050825,0.05
2024-01-12 00:00:00+00:00,0001051512,0.05
2024-01-12 00:00:00+00:00,0001158114,0.05
2024-01-12 00:00:00+00:00,0001163302,0.05
2024-01-12 00:00:00+00:00,0001166003,0.05
2024-01-12 00:00:00+00:00,0001527508,0.05
2024-01-12 00:00:00+00:00,0001576263,0.05
2024-01-12 00:00:00+00:00,0001807846,0.05
2024-01-12 00:00:00+00:00,0001826018,0.05
2024-04-12 00:00:00+00:00,0000002098,0.05169552145803876
2024-04-12 00:00:00+00:00,0000039911,0.05169552145803876
2024-04-12 00:00:00+00:00,0000050725,0.05169552145803876
2024-04-12 00:00:00+00:00,0000054381,0.05169552145803876
2024-04-12 00:00:00+00:00,0000067347,0.05169552145803876
2024-04-12 00:00:00+00:00,0000080420,0.05169552145803876
2024-04-12 00:00:00+00:00,0000310522,0.05169552145803876
2024-04-12 00:00:00+00:00,0000827876,0.05169552145803876
2024-04-12 00:00:00+00:00,0000885275,0.017785092297263647
2024-04-12 00:00:00+00:00,0000918541,0.05169552145803876
2024-04-12 00:00:00+00:00,0001009829,0.05169552145803876
2024-04-12 00:00:00+00:00,0001018840,0.05169552145803876
2024-04-12 00:00:00+00:00,0001026214,0.05169552145803876
2024-04-12 00:00:00+00:00,0001045810,0.05169552145803876
2024-04-12 00:00:00+00:00,0001061983,0.05169552145803876
2024-04-12 00:00:00+00:00,0001145986,0.05169552145803876
2024-04-12 00:00:00+00:00,0001166003,0.05169552145803876
2024-04-12 00:00:00+00:00,0001201792,0.05169552145803876
2024-04-12 00:00:00+00:00,0001261654,0.05169552145803876
2024-04-12 00:00:00+00:00,0001375365,0.05169552145803876
2024-07-12 00:00:00+00:00,0000040545,0.05180879580213882
2024-07-12 00:00:00+00:00,0000067347,0.05180879580213882
2024-07-12 00:00:00+00:00,0000077543,0.05180879580213882
2024-07-12 00:00:00+00:00,0000080420,0.05180879580213882
2024-07-12 00:00:00+00:00,0000105634,0.05180879580213882
2024-07-12 00:00:00+00:00,0000310522,0.05180879580213882
2024-07-12 00:00:00+00:00,0000818033,0.05180879580213882
2024-07-12 00:00:00+00:00,0000818686,0.05180879580213882
2024-07-12 00:00:00+00:00,0000874396,0.05180879580213882
2024-07-12 00:00:00+00:00,0000885275,0.015632879759362762
2024-07-12 00:00:00+00:00,0000906709,0.05180879580213882
2024-07-12 00:00:00+00:00,0000931584,0.05180879580213882
2024-07-12 00:00:00+00:00,0001013871,0.05180879580213882
2024-07-12 00:00:00+00:00,0001018840,0.05180879580213882
2024-07-12 00:00:00+00:00,0001026214,0.05180879580213882
2024-07-12 00:00:00+00:00,0001045810,0.05180879580213882
2024-07-12 00:00:00+00:00,0001048268,0.05180879580213882
2024-07-12 00:00:00+00:00,0001145986,0.05180879580213882
2024-07-12 00:00:00+00:00,0001201792,0.05180879580213882
2024-07-12 00:00:00+00:00,0001375365,0.05180879580213882
2024-10-11 00:00:00+00:00,0000017843,0.050449506058901396
2024-10-11 00:00:00+00:00,0000018926,0.050449506058901396
2024-10-11 00:00:00+00:00,0000046250,0.050449506058901396
2024-10-11 00:00:00+00:00,0000059255,0.050449506058901396
2024-10-11 00:00:00+00:00,0000070318,0.050449506058901396
2024-10-11 00:00:00+00:00,0000077543,0.050449506058901396
2024-10-11 00:00:00+00:00,0000078814,0.050449506058901396
2024-10-11 00:00:00+00:00,0000215466,0.050449506058901396
2024-10-11 00:00:00+00:00,0000703351,0.050449506058901396
2024-10-11 00:00:00+00:00,0000799288,0.050449506058901396
2024-10-11 00:00:00+00:00,0000805928,0.050449506058901396
2024-10-11 00:00:00+00:00,0000880807,0.050449506058901396
2024-10-11 00:00:00+00:00,0000906709,0.050449506058901396
2024-10-11 00:00:00+00:00,0000931584,0.050449506058901396
2024-10-11 00:00:00+00:00,0000935036,0.050449506058901396
2024-10-11 00:00:00+00:00,0001001316,0.050449506058901396
2024-10-11 00:00:00+00:00,0001018164,0.050449506058901396
2024-10-11 00:00:00+00:00,0001022652,0.050449506058901396
2024-10-11 00:00:00+00:00,0001048268,0.050449506058901396
2024-10-11 00:00:00+00:00,0001104506,0.04145938488087364
2025-01-10 00:00:00+00:00,0000017843,0.05001191100703638
2025-01-10 00:00:00+00:00,0000018926,0.05001191100703638
2025-01-10 00:00:00+00:00,0000037472,0.05001191100703638
2025-01-10 00:00:00+00:00,0000080420,0.05001191100703638
2025-01-10 00:00:00+00:00,0000082020,0.05001191100703638
2025-01-10 00:00:00+00:00,0000100517,0.05001191100703638
2025-01-10 00:00:00+00:00,0000100591,0.05001191100703638
2025-01-10 00:00:00+00:00,0000310522,0.05001191100703638
2025-01-10 00:00:00+00:00,0000703351,0.05001191100703638
2025-01-10 00:00:00+00:00,0000923796,0.05001191100703638
2025-01-10 00:00:00+00:00,0000945983,0.05001191100703638
2025-01-10 00:00:00+00:00,0001001233,0.04977369086630909
2025-01-10 00:00:00+00:00,0001001316,0.05001191100703638
2025-01-10 00:00:00+00:00,0001018164,0.05001191100703638
2025-01-10 00:00:00+00:00,0001026214,0.05001191100703638
2025-01-10 00:00:00+00:00,0001048268,0.05001191100703638
2025-01-10 00:00:00+00:00,0001069183,0.05001191100703638
2025-01-10 00:00:00+00:00,0001160791,0.05001191100703638
2025-01-10 00:00:00+00:00,0001261654,0.05001191100703638
2025-01-10 00:00:00+00:00,0001285819,0.05001191100703638
2025-04-11 00:00:00+00:00,0000023194,0.05
2025-04-11 00:00:00+00:00,0000100517,0.05
2025-04-11 00:00:00+00:00,0000310522,0.05
2025-04-11 00:00:00+00:00,0000703351,0.05
2025-04-11 00:00:00+00:00,0000788965,0.05
2025-04-11 00:00:00+00:00,0000921638,0.05
2025-04-11 00:00:00+00:00,0000926282,0.05
2025-04-11 00:00:00+00:00,0001020859,0.05
2025-04-11 00:00:00+00:00,0001026214,0.05
2025-04-11 00:00:00+00:00,0001030894,0.05
2025-04-11 00:00:00+00:00,0001051512,0.05
2025-04-11 00:00:00+00:00,0001065059,0.05
2025-04-11 00:00:00+00:00,0001070235,0.05
2025-04-11 00:00:00+00:00,0001157408,0.05
2025-04-11 00:00:00+00:00,0001169445,0.05
2025-04-11 00:00:00+00:00,0001290677,0.05
2025-04-11 00:00:00+00:00,0001321655,0.05
2025-04-11 00:00:00+00:00,0001381197,0.05
2025-04-11 00:00:00+00:00,0001437958,0.05
2025-04-11 00:00:00+00:00,0001580864,0.05
2025-07-11 00:00:00+00:00,0000004281,0.05
2025-07-11 00:00:00+00:00,0000017843,0.05
2025-07-11 00:00:00+00:00,0000023194,0.05
2025-07-11 00:00:00+00:00,0000078814,0.05
2025-07-11 00:00:00+00:00,0000100591,0.05
2025-07-11 00:00:00+00:00,0000310522,0.05
2025-07-11 00:00:00+00:00,0000317788,0.05
2025-07-11 00:00:00+00:00,0000730464,0.05
2025-07-11 00:00:00+00:00,0000788965,0.05
2025-07-11 00:00:00+00:00,0000917491,0.05
2025-07-11 00:00:00+00:00,0000921638,0.05
2025-07-11 00:00:00+00:00,0001013871,0.05
2025-07-11 00:00:00+00:00,0001026214,0.05
2025-07-11 00:00:00+00:00,0001065059,0.05
2025-07-11 00:00:00+00:00,0001088856,0.05
2025-07-11 00:00:00+00:00,0001096296,0.05
2025-07-11 00:00:00+00:00,0001157408,0.05
2025-07-11 00:00:00+00:00,0001201792,0.05
2025-07-11 00:00:00+00:00,0001261654,0.05
2025-07-11 00:00:00+00:00,0001580864,0.05
2025-10-10 00:00:00+00:00,0000046129,0.05
2025-10-10 00:00:00+00:00,0000077543,0.05
2025-10-10 00:00:00+00:00,0000110471,0.05
2025-10-10 00:00:00+00:00,0000797721,0.05
2025-10-10 00:00:00+00:00,0000874238,0.05
2025-10-10 00:00:00+00:00,0000880807,0.05
2025-10-10 00:00:00+00:00,0000883569,0.05
2025-10-10 00:00:00+00:00,0000933136,0.05
2025-10-10 00:00:00+00:00,0001030894,0.05
2025-10-10 00:00:00+00:00,0001034842,0.05
