window_start,window_end,cand_sharpe,base_sharpe,beats
2005-01-07,2006-12-29,0.8697450052328328,0.8721096406381464,0.0
2005-04-08,2007-03-30,1.2268551178045537,1.2125098244332202,1.0
2005-07-08,2007-06-29,1.249063859118221,1.2286386537960612,1.0
2005-10-07,2007-09-28,1.338814663508241,1.281629800566539,1.0
2006-01-06,2007-12-28,1.5210755052001512,1.4620286105725981,1.0
2006-04-07,2008-03-28,1.5727261366363954,1.5152929675391666,1.0
2006-07-07,2008-06-27,1.4598260442332067,1.405869584959204,1.0
2006-10-06,2008-09-26,1.0348893821078964,0.9971298254795656,1.0
2007-01-05,2008-12-26,0.8906891382083034,0.8540293959004935,1.0
2007-04-06,2009-03-27,0.2688384058427902,0.2528833131680372,1.0
2007-07-06,2009-06-26,0.28210154219441813,0.2470552558960135,1.0
2007-10-05,2009-09-25,0.7107185607772409,0.7012580239675994,1.0
2008-01-04,2009-12-25,0.9372858008440473,0.9359961034218166,1.0
2008-04-04,2010-03-26,1.107213659376654,1.0822748878474504,1.0
2008-07-04,2010-06-25,0.6876959640986828,0.6728308459616492,1.0
2008-10-03,2010-09-24,1.4293168563609873,1.3864847281199117,1.0
2009-01-02,2010-12-24,1.3819296074578584,1.3474316582384964,1.0
2009-04-03,2011-03-25,1.6920227535314545,1.6385788788453075,1.0
2009-07-03,2011-06-24,1.6027061688533022,1.5714867281013176,1.0
2009-10-02,2011-09-23,0.9379811061691467,0.959210399288125,0.0
2010-01-01,2011-12-23,0.7081170033627295,0.7193271657196578,0.0
2010-04-02,2012-03-23,0.5765147785626145,0.6014866119843816,0.0
2010-07-02,2012-06-22,1.0412364691690523,1.0863226589442698,0.0
2010-10-01,2012-09-21,0.7300997238577146,0.7782819583838188,0.0
2010-12-31,2012-12-21,0.6348281835422896,0.6715914797793144,0.0
2011-04-01,2013-03-22,0.6740388075929662,0.7220894610687738,0.0
2011-07-01,2013-06-21,0.4520804412800567,0.48841808372950873,0.0
2011-09-30,2013-09-20,1.1864478023097627,1.152926268633788,1.0
2011-12-30,2013-12-20,1.321858904191132,1.2923581852004216,1.0
2012-03-30,2014-03-21,1.2607094376512444,1.2203605119269254,1.0
2012-06-29,2014-06-20,1.4494397866276878,1.415214906911957,1.0
2012-09-28,2014-09-19,1.0182553860868524,1.001562154660535,1.0
