variant,full_sharpe_2x,pin_full_sharpe_2x,full_sharpe_delta_2x,passes_2x
cand_A_alpha024,0.9014915788606375,0.8985816015047674,0.0029099773558700637,True
cand_B_alpha024_pbi,0.9033767298682515,0.8985816015047674,0.004795128363484058,True
cand_C_alpha016_pbi,0.9036656929987624,0.8985816015047674,0.005084091493995024,True
arm_vol_throttle,0.908083456440084,0.8985816015047674,0.009501854935316634,True
