variant,worst_month,worst_quarter,sp_sharpe,rf_sharpe,post_trough_13w_risky_exposure
cand_A_alpha024,-0.05789836731304343,-0.04718402710854619,0.4760974082654506,1.1441194875118799,0.4843541753926166
cand_B_alpha024_pbi,-0.05789836731304343,-0.04718402710854619,0.48670659954579254,1.1445074129663473,0.4914207636150046
cand_C_alpha016_pbi,-0.05787705967643708,-0.047961319808397795,0.4882964745312811,1.153013187578483,0.49165058078911555
arm_vol_throttle,-0.057874408536281785,-0.04690075903259605,0.47857504761639363,1.1218703340978622,0.48469725646564527
ggg_baseline,-0.05784185080921678,-0.04981234868642792,0.4806870620874836,1.1421213151968135,0.48422782708575945
production_pin,-0.05785738014329955,-0.04876898864497581,0.47928296592096675,1.156953626079116,0.48481380974083854
