state,n_weeks,avg_sleeve_cash_weight,avg_final_bil_weight,avg_lookthrough_hidden_bil_drag,avg_hidden_bil_from_sleeves,avg_sleeve_level_risky_weight,avg_etf_level_risky_weight,avg_final_spy_weight,avg_final_offensive_etf_weight,avg_final_defensive_etf_weight
calm_trend,295,0.033516425783243604,0.06848068479538143,0.03496425901213782,0.034964259012137754,0.9664835742167562,0.9315193152046186,0.09618626161545958,0.7802874769786681,0.15123183822595013
neutral_healthy_proxy,293,0.14923340060800244,0.21306891728727764,0.06383551667927517,0.06383551667927513,0.8507665993919976,0.7869310827127224,0.08628317246103223,0.6107571265535626,0.17617395615915932
neutral_mixed,200,0.3316676389889186,0.3859881889121024,0.05432054992318396,0.0543205499231839,0.6683323610110814,0.6140118110878975,0.06482284412769075,0.4529305814257594,0.16108122966213784
recovery_confirmed,44,0.06383761565651912,0.12567720750750142,0.06183959185098227,0.06183959185098217,0.9361623843434809,0.8743227924924988,0.05956006771272775,0.5818031228389987,0.29251966965349946
recovery_fragile,49,0.12351317074439862,0.21821790033286736,0.09470472958846875,0.09470472958846868,0.8764868292556013,0.7817820996671325,0.06231161074691929,0.5619989634857996,0.21978313618133272
stressed_panic,229,0.5093247219202602,0.6074136983844914,0.09808897646423119,0.09808897646423113,0.4906752780797398,0.39258630161550856,0.027539553880161514,0.2621469133461832,0.130439388269325
