decision_at,rebalance_at,cik10,company_name,sector,intended_weight,method,lookback,shrinkage,cap_multiple
2023-01-01 00:00:00+00:00,2023-01-06,0000004127,SKYWORKS SOLUTIONS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0000808326,EMCORE CORP,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0000833640,POWER INTEGRATIONS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0000858470,COTERRA ENERGY INC.,energy,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0000917273,RAMBUS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001107843,"QUALYS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001173489,CEVA INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001280263,AMBARELLA INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001288469,MAXLINEAR INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001314727,SONOS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001326801,"META PLATFORMS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001361113,VARONIS SYSTEMS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001506293,"PINTEREST, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001640147,SNOWFLAKE INC.,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001671933,"TRADE DESK, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001773383,"DYNATRACE, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001810806,UNITY SOFTWARE INC.,technology,0.04999999999999999,equal,26,0.0,1.0
2023-01-01 00:00:00+00:00,2023-01-06,0001827075,CVENT HOLDING CORP.,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0000004127,SKYWORKS SOLUTIONS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0000833640,POWER INTEGRATIONS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0000917273,RAMBUS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001023459,"SIMULATIONS PLUS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001107843,"QUALYS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001173489,CEVA INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001280263,AMBARELLA INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001288469,"MAXLINEAR, INC",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001361113,VARONIS SYSTEMS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001506293,"PINTEREST, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001562088,"DUOLINGO, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001628945,CUE HEALTH INC.,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001640147,SNOWFLAKE INC.,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001671933,"TRADE DESK, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001773383,"DYNATRACE, INC.",technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001810806,UNITY SOFTWARE INC.,technology,0.04999999999999999,equal,26,0.0,1.0
2023-04-01 00:00:00+00:00,2023-04-07,0001827075,CVENT HOLDING CORP.,technology,0.04999999999999999,equal,26,0.0,1.0
2023-07-01 00:00:00+00:00,2023-07-07,0000004127,SKYWORKS SOLUTIONS INC,technology,0.04999999999999999,equal,26,0.0,1.0
2023-07-01 00:00:00+00:00,2023-07-07,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.04999999999999999,equal,26,0.0,1.0
