name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,intended_risky_budget,intended_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,duplicated_cash_over_intended,recovery_regime_relief_cash,guardrail_cash_added,excess_cash_not_guardrail,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,target_vol_shortfall_avg,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,duplicated_cash_reduction_vs_prod,duplicated_cash_reduction_vs_vv,duplicated_cash_reduction_vs_ww,recovery_regime_relief_cash_reduction_vs_prod,excess_cash_reduction_vs_prod,overlay_absorption_reduction_vs_prod
improved_phasexx_guardrail_overlay_fragile_floor,recovery_fragile,49,1.0,0.0,0.8800000000000001,0.12,0.818486639487676,0.1815133605123241,0.7349963578282647,0.26500364217173533,0.1815133605123241,0.18151336051232414,0.08349028165941118,0.26500364217173533,0.06810060623046653,0.06810060623046653,0.1134127542818576,0.06810060623046653,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.003319214983692638,0.0028759120418649677,0.05541256451393209,0.006938775510204068,0.05857013910963706,0.05541256451393209,0.05541256451393209,-0.05800018976792552
improved_phasexx_guardrail_overlay_fragile_floor,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4888482735777627,0.5111517264222373,0.3909905360540643,0.6090094639459356,0.5024181019680887,0.5024181019680888,0.09785773752369828,0.6002758394917872,0.5024181019680887,0.0,0.5111517264222373,0.0,0.0,1.0,0.0003403937870604185,0.0,0.04536371017624783,0.04870116530690766,-0.0018270045019769254,-0.0016481110378943065,-0.0013457498400700763,0.0,0.0,-0.0018270045019770365
improved_phasexx_recovery_neutral_overlay_simplified,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9548349924446943,0.045165007555305794,0.9214675129177009,0.07853248708229925,0.018046363487509185,0.018046363487509185,0.03336747952699346,0.051413843014502636,0.01804636348750919,0.0,0.027249753318017662,0.017915254237288132,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,-0.011648581772062194,-0.011098923826697561,-0.010228206706232203,0.0,-0.011644706937359913,-0.011648581772062194
improved_phasexx_recovery_neutral_overlay_simplified,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.87,0.13,0.7928210303254872,0.20717896967451294,0.7400936269387599,0.25990637306124004,0.09796395260966657,0.09796395260966657,0.052727403386727066,0.15069135599639363,0.09960217786563928,0.09960217786563928,0.10757679180887368,0.09960217786563928,0.0034129692832764505,0.0,2.8401728534019087e-05,0.0,0.003182959795607027,0.0035278010897640943,-0.05958379432248326,-0.0008361774744027328,-0.05251531815066932,-0.05960000006875903,-0.05960000006875903,-0.05794556906651054
improved_phasexx_recovery_neutral_overlay_simplified,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6555953667954582,0.3444046332045419,0.6034011930213636,0.3965988069786364,0.16940463320454185,0.16940463320454185,0.052194173774094604,0.22159880697863646,0.16940463320454185,0.0,0.17509344659575476,0.1693111866087871,0.0,0.0,9.344659575476976e-05,0.0,0.015133662208278236,0.017497341505788952,-0.012736994215623354,-0.012123440917008593,-0.01153506179229763,0.0,-0.012643547619868606,-0.012736994215623354
improved_phasexx_recovery_neutral_overlay_simplified,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.945,0.05500000000000002,0.9101136363636364,0.08988636363636358,0.868452392667588,0.1315476073324121,0.08988636363636357,0.0898863636363636,0.04166124369604852,0.1315476073324121,0.03863636363636361,0.03863636363636361,0.05124999999999999,0.03863636363636361,0.0,0.0,0.003060038117816736,0.0,0.007789929319997683,0.0057393208934481185,0.02520125202015551,-0.022727272727272697,-0.01759232020578658,0.02520125202015551,0.02520125202015551,-0.026048747979844467
improved_phasexx_recovery_neutral_overlay_simplified,recovery_fragile,49,1.0,0.0,0.8849999999999999,0.11500000000000002,0.8139402100960642,0.18605978990393585,0.7309206091942873,0.2690793908057127,0.18605978990393585,0.18605978990393585,0.08301960090177689,0.2690793908057127,0.0710597899039359,0.0710597899039359,0.11499999999999992,0.0710597899039359,0.02040816326530612,0.0,0.0016965703386823763,0.0,0.003339412986210729,0.0028907104419037817,0.05245338084046272,0.0039795918367347,0.05561095543616769,0.05245338084046272,0.05245338084046272,-0.06254661915953723
improved_phasexx_recovery_neutral_overlay_simplified,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4861854593367861,0.5138145406632137,0.3887944538043635,0.6112055461956365,0.5050809162090654,0.5050809162090654,0.09739100553242255,0.602471921741488,0.5050809162090654,0.0,0.5138145406632137,0.0,0.0,1.0,0.0003403937870604185,0.0,0.045409068911502794,0.04867232599185601,-0.004489818742953622,-0.004310925278871003,-0.004008564081046773,0.0,0.0,-0.004489818742953622
improved_phasexx_conservative_hybrid_overlay,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9659472307625149,0.03405276923748503,0.9318425177195377,0.06815748228046213,0.006934125169688409,0.006934125169688409,0.03410471304297712,0.041038838212665525,0.006934125169688413,0.0,0.027249753318017662,0.00680301591946736,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,-0.0005363434542414187,1.3314491123214527e-05,0.0008840316115885727,0.0,-0.0005324686195391417,-0.0005363434542414178
improved_phasexx_conservative_hybrid_overlay,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.87,0.13,0.8480616431744161,0.1519383568255837,0.7911867363660235,0.2088132636339763,0.04272333976073732,0.04272333976073732,0.05687490680839258,0.09959824656912988,0.09960217786563928,0.09960217786563928,0.052336178959944454,0.09960217786563928,0.0034129692832764505,0.0,2.8401728534019087e-05,3.13789570739832e-19,0.0035468694112396996,0.003918267883228431,-0.05958379432248326,-0.0008361774744027328,-0.05251531815066932,-0.05960000006875903,-0.05960000006875903,-0.0027049562175812877
improved_phasexx_conservative_hybrid_overlay,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6676852111893311,0.3323147888106689,0.6148266723054956,0.38517332769450446,0.1573147888106689,0.15731478881066896,0.05285853888383553,0.21017332769450447,0.1573147888106689,0.0,0.17509344659666123,0.1572213422140077,0.0,0.0,9.344659666124411e-05,0.0,0.01513321550983963,0.01749772085767227,-0.0006471498217504035,-3.3596523135642764e-05,0.000554782601575321,0.0,-0.000553703225089186,-0.000647149821750459
improved_phasexx_conservative_hybrid_overlay,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.945,0.05500000000000002,0.9371819390920503,0.06281806090794975,0.8942020325907509,0.10579796740924934,0.06281806090794974,0.06281806090794974,0.0429799065012996,0.10579796740924934,0.017649296131241846,0.017649296131241846,0.045168764776707886,0.017649296131241846,0.0,0.0,0.003060038117816736,0.0,0.008216544560037016,0.005882711343508665,0.04618831952527727,-0.0017402052221509347,0.0033947472993351817,0.04618831952527727,0.04618831952527727,0.0010195547485693929
improved_phasexx_conservative_hybrid_overlay,recovery_fragile,49,1.0,0.0,0.8849999999999999,0.11500000000000002,0.8726020446658352,0.1273979553341647,0.7843189251261827,0.21568107487381738,0.1273979553341647,0.1273979553341647,0.08828311953965265,0.21568107487381738,0.06983530010801751,0.06983530010801751,0.057562655226147195,0.06983530010801751,0.02040816326530612,0.0,0.0016965703449133421,1.1328806373726086e-18,0.003717485802311904,0.0031674288728426956,0.0536778706363811,0.005204081632653082,0.05683544523208607,0.0536778706363811,0.0536778706363811,-0.0038847845897660854
improved_phasexx_conservative_hybrid_overlay,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.49047990533972086,0.509520094660279,0.3926085089823846,0.6073914910176152,0.5007864702061307,0.5007864702061305,0.09787139635733626,0.5986578665634669,0.5007864702061307,0.0,0.509520094660279,0.0,0.0,1.0,0.0003403937870604185,0.0,0.04540854667861451,0.04867266184300306,-0.00019537274001890648,-1.6479275936287507e-05,0.0002858819218879427,0.0,0.0,-0.00019537274001879545
