name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,intended_risky_budget,intended_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,duplicated_cash_over_intended,recovery_regime_relief_cash,guardrail_cash_added,excess_cash_not_guardrail,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,target_vol_shortfall_avg,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,duplicated_cash_reduction_vs_prod,duplicated_cash_reduction_vs_vv,duplicated_cash_reduction_vs_ww,recovery_regime_relief_cash_reduction_vs_prod,excess_cash_reduction_vs_prod,overlay_absorption_reduction_vs_prod
improved_phasexx_guardrail_only_overlay,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9648089618627906,0.03519103813720919,0.9307405885124118,0.06925941148758813,0.008072394069412576,0.008072394069412578,0.034068373350378954,0.04214076741979154,0.008072394069412578,0.0,0.027249753318017662,0.007941284819191523,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,-0.001674612353965584,-0.0011249544086009509,-0.0002542372881355927,0.0,-0.0016707375192633054,-0.0016746123539655867
improved_phasexx_guardrail_only_overlay,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8385599013802493,0.16144009861975073,0.7820056076675096,0.21799439233249035,0.0522250815549043,0.05222508155490431,0.056554293712739644,0.10877937526764395,0.0522250815549043,0.05219667982637028,0.10924341879338045,0.05219667982637028,0.0034129692832764505,0.0,2.8401728534019087e-05,3.13789570739832e-19,0.004776792041694441,0.004313749446559288,-0.012206698011748278,0.04654091883633225,-0.005138221839934343,-0.012194502029490031,-0.012194502029490031,-0.012206698011748278
improved_phasexx_guardrail_only_overlay,neutral_mixed,200,0.825,0.175,0.825,0.175,0.664725345486619,0.3352746545133811,0.6120030851091284,0.3879969148908717,0.16027465451338102,0.16027465451338102,0.05272226037749071,0.21299691489087175,0.16027465451338102,0.0,0.1750934449532999,0.1601812095600811,0.0,0.0,9.344495329990876e-05,0.0,0.01511854926061796,0.01750964129819737,-0.00360701552446252,-0.0029934622258477595,-0.0024050831011367957,0.0,-0.003513570571162611,-0.00360701552446252
improved_phasexx_guardrail_only_overlay,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9399999999999996,0.060000000000000005,0.9236363636363634,0.07636363636363636,0.8810935142244678,0.11890648577553214,0.07636363636363633,0.07636363636363636,0.04254284941189574,0.1189064857755321,0.020454545454545458,0.020454545454545458,0.05590909090909089,0.020454545454545458,0.0,0.0,0.003060038117816736,0.0,0.007965505460264276,0.0057834704525869364,0.043383070201973656,-0.004545454545454547,0.0005894979760315694,0.043383070201973656,0.043383070201973656,-0.012526020707117225
improved_phasexx_guardrail_only_overlay,recovery_fragile,49,1.0,0.0,0.9,0.09999999999999999,0.8299152109162473,0.17008478908375263,0.7453102251727685,0.2546897748272316,0.17008478908375263,0.17008478908375263,0.08460498574347894,0.2546897748272316,0.07503938174067058,0.07503938174067058,0.09504540734308206,0.07503938174067058,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.003309021041253785,0.0029130139572214474,0.048473789003728035,1.3877787807814457e-17,0.051631363599433,0.048473789003728035,0.048473789003728035,-0.04657161833935401
improved_phasexx_guardrail_only_overlay,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4891102823113872,0.5108897176886128,0.3912383110360803,0.6087616889639197,0.5021560932344643,0.5021560932344643,0.09787197127530685,0.6000280645097712,0.5021560932344643,0.0,0.5108897176886128,0.0,0.0,1.0,0.0003403937870604185,0.0,0.04536421715930576,0.04870083959625798,-0.0015649957683525617,-0.0013861023042699427,-0.0010837411064457125,0.0,0.0,-0.0015649957683525617
improved_phasexx_guardrail_overlay_fragile_floor,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9648937076255024,0.035106292374497326,0.9308212741274912,0.06917872587250885,0.007987648306700713,0.007987648306700713,0.034072433498011534,0.04206008180471225,0.007987648306700717,0.0,0.027249753318017662,0.007856539056479662,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,-0.0015898665912537227,-0.0010402086458890895,-0.00016949152542373135,0.0,-0.001585991756551444,-0.0015898665912537219
improved_phasexx_guardrail_overlay_fragile_floor,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8378431778307612,0.16215682216923874,0.7813367364246305,0.21866326357536958,0.05294180510439236,0.05294180510439237,0.05650644140613079,0.10944824651052316,0.05294180510439236,0.05291340337585834,0.10924341879338045,0.05291340337585834,0.0034129692832764505,0.0,2.8401728534019087e-05,3.13789570739832e-19,0.004776918706536068,0.004313649221932733,-0.012923421561236333,0.04582419528684419,-0.005854945389422397,-0.012911225578978093,-0.012911225578978093,-0.01292342156123634
improved_phasexx_guardrail_overlay_fragile_floor,neutral_mixed,200,0.825,0.175,0.825,0.175,0.664050345486619,0.3359496545133811,0.6113850305430123,0.3886149694569877,0.160949654513381,0.160949654513381,0.05266531494360667,0.21361496945698769,0.160949654513381,0.0,0.1750934449532999,0.1608562095600811,0.0,0.0,9.344495329990876e-05,0.0,0.015118599501211609,0.01750959854381177,-0.004282015524462501,-0.0036684622258477406,-0.003080083101136777,0.0,-0.004188570571162592,-0.004282015524462501
improved_phasexx_guardrail_overlay_fragile_floor,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.945,0.05500000000000002,0.9238636363636364,0.07613636363636359,0.8813081157707096,0.11869188422929047,0.07613636363636357,0.07613636363636361,0.04255552059292684,0.11869188422929043,0.024886363636363606,0.024886363636363606,0.05124999999999999,0.024886363636363606,0.0,0.0,0.003060038117816736,0.0,0.007789929319997683,0.0057393208934481185,0.03895125202015551,-0.008977272727272695,-0.0038423202057865785,0.03895125202015551,0.03895125202015551,-0.012298747979844482
