date,ticker,adjusted_close,joint_valid,best_002,original_001
1993-01-29,BIL,0.0,False,0.0,0.0
1993-01-29,DBA,0.0,False,0.0,0.0
1993-01-29,EEM,0.0,False,0.0,0.0
1993-01-29,EFA,0.0,False,0.0,0.0
1993-01-29,EWJ,0.0,False,0.0,0.0
1993-01-29,GLD,0.0,False,0.0,0.0
1993-01-29,HYG,0.0,False,0.0,0.0
1993-01-29,IAU,0.0,False,0.0,0.0
1993-01-29,IEF,0.0,False,0.0,0.0
1993-01-29,IWM,0.0,False,0.0,0.0
1993-01-29,LQD,0.0,False,0.0,0.0
1993-01-29,MBB,0.0,False,0.0,0.0
1993-01-29,PDBC,0.0,False,0.0,0.0
1993-01-29,QQQ,0.0,False,0.0,0.0
1993-01-29,SHY,0.0,False,0.0,0.0
1993-01-29,SLV,0.0,False,0.0,0.0
1993-01-29,SPY,24.113269805908203,False,0.0,0.0
1993-01-29,TIP,0.0,False,0.0,0.0
1993-01-29,TLT,0.0,False,0.0,0.0
1993-01-29,USO,0.0,False,0.0,0.0
1993-01-29,UUP,0.0,False,0.0,0.0
1993-01-29,VEA,0.0,False,0.0,0.0
1993-01-29,VNQ,0.0,False,0.0,0.0
1993-01-29,VTV,0.0,False,0.0,0.0
1993-01-29,VUG,0.0,False,0.0,0.0
1993-01-29,VWO,0.0,False,0.0,0.0
1993-01-29,XLB,0.0,False,0.0,0.0
1993-01-29,XLE,0.0,False,0.0,0.0
1993-01-29,XLF,0.0,False,0.0,0.0
1993-01-29,XLI,0.0,False,0.0,0.0
1993-01-29,XLK,0.0,False,0.0,0.0
1993-01-29,XLP,0.0,False,0.0,0.0
1993-01-29,XLU,0.0,False,0.0,0.0
1993-01-29,XLV,0.0,False,0.0,0.0
1993-01-29,XLY,0.0,False,0.0,0.0
1993-02-01,BIL,0.0,False,0.0,0.0
1993-02-01,DBA,0.0,False,0.0,0.0
1993-02-01,EEM,0.0,False,0.0,0.0
1993-02-01,EFA,0.0,False,0.0,0.0
1993-02-01,EWJ,0.0,False,0.0,0.0
1993-02-01,GLD,0.0,False,0.0,0.0
1993-02-01,HYG,0.0,False,0.0,0.0
1993-02-01,IAU,0.0,False,0.0,0.0
1993-02-01,IEF,0.0,False,0.0,0.0
1993-02-01,IWM,0.0,False,0.0,0.0
1993-02-01,LQD,0.0,False,0.0,0.0
1993-02-01,MBB,0.0,False,0.0,0.0
1993-02-01,PDBC,0.0,False,0.0,0.0
1993-02-01,QQQ,0.0,False,0.0,0.0
1993-02-01,SHY,0.0,False,0.0,0.0
1993-02-01,SLV,0.0,False,0.0,0.0
1993-02-01,SPY,24.284770965576172,False,0.0,0.0
1993-02-01,TIP,0.0,False,0.0,0.0
