cluster,members,peak_week,peak_26w_return,median_26w_return,best_decile_window,share_of_best_decile_after_2025_04,example_members,correlation_with_macro_state
1,6,2024-02-16,10.71153445934555,1.9022978421412213,2023-11-03 to 2024-03-01,0.0,"['evidence/sec_fragility_exposure_daily_audit_v1/common_daily_paths.csv', 'evidence/sec_fragility_exposure_daily_audit_v1/daily_path__cash_only_1.00x.csv', 'evidence/sec_fragility_exposure_daily_audit_v1/daily_path__fixed_1.50x.csv']",-0.21089192379862376
7,2,2024-03-29,0.5186485707156784,0.1354515137771538,2024-02-23 to 2024-06-07,0.0,"['evidence/daily_ohlcv_alpha_zoo_v1/weekly_paths.csv', 'evidence/sec_split_normalized_valuation_pilot_v1/best_factor_path_50bps.csv']",-0.49909010080518423
3,2,2024-10-11,1.6486036525945187,0.14205712911180746,2024-08-16 to 2024-12-27,0.0,"['evidence/sec_survivorship_valuation_falsification_v1/best_path_50bps.csv', 'evidence/sec_survivorship_valuation_falsification_v1/best_path_excluding_split_affected_50bps.csv']",0.009766882870241324
4,2,2024-12-20,3.902901757812457,0.23625971004236468,2024-11-22 to 2025-03-07,0.0,"['evidence/sec_survivorship_valuation_discovery_v1/best_path_adverse_50bps.csv', 'evidence/sec_survivorship_valuation_discovery_v1/best_path_base_50bps.csv']",0.24014320587797464
9,40,2025-09-26,0.4242535673738056,0.0909193852825349,2023-06-02 to 2026-05-15,0.5333333333333333,"['evidence/cash_conversion_sleeve_path_v1/sleeve_path__base__50bps__breadth20.csv', 'evidence/point_in_time_fundamental_branches_v1/weekly_paths.csv', 'evidence/sec_cash_conversion_breadth20_daily_execution_audit_v1/daily_cash_conversion_path_primary.csv']",-0.2429263192779477
8,3,2026-01-02,0.3547834944624819,0.023818642044589833,2024-03-29 to 2026-01-16,0.9333333333333333,"['evidence/indonesia_fundamental_momentum_v1/20260822T231317Z-predeclared-v1/daily_paths.csv', 'evidence/indonesia_fundamental_momentum_v2/20260822T231615Z-predeclared-v2/daily_paths.csv', 'evidence/indonesia_fundamental_momentum_v2/20260822T231841Z-corrected-gates-v2/daily_paths.csv']",-0.16995396431777826
6,637,2026-05-15,0.6425501855039365,0.10335101275893264,2025-09-26 to 2026-05-15,1.0,"['evidence/cross_asset_crisis_trend_v1/weekly_paths.csv', 'evidence/formal_markov_regime_scaling_v1/primary_path.csv', 'evidence/indonesia_dynamic_breadth_challenger_v1/20260822T094300Z-predeclared-v1/daily_paths.csv']",0.26571078552885485
