bundle_size,banned_ciks,recent_cagr,recent_sharpe,recent_drawdown
1,0001770787,1.2202546190264982,3.054099039873325,-0.08708758375337289
2,0001107843|0001770787,1.120818754353365,2.89389701279565,-0.08708758375337278
3,0001107843|0001327567|0001770787,1.1113411063772443,2.888746143409836,-0.08708758375337278
5,0001107843|0001314727|0001327567|0001653482|0001770787,1.105628444837937,2.921969178169294,-0.08708758375337289
