cost_bps,recent_cagr,recent_sharpe,recent_drawdown
50,1.2580051317705294,3.1260250369235663,-0.08708758375337289
100,1.2047119745650732,3.026912500838995,-0.08887665502171171
200,1.1017886610128267,2.828648902419933,-0.09243389219168596
