label,etf,n,mean_4w,median_4w,sharpe_4w,hit_rate
neutral_mixed|macro_expansion|dev,BIL,157,0.000577,0.000218,4.334734,0.5669
neutral_mixed|macro_expansion|dev,DBA,157,0.001999,0.0,0.382075,0.4968
neutral_mixed|macro_expansion|dev,EEM,191,0.003236,0.006286,0.451275,0.5445
neutral_mixed|macro_expansion|dev,EFA,191,0.005238,0.007991,0.993852,0.5969
neutral_mixed|macro_expansion|dev,EWJ,191,0.002261,0.003669,0.419309,0.555
neutral_mixed|macro_expansion|dev,GLD,191,0.006023,0.006617,1.135601,0.5654
neutral_mixed|macro_expansion|dev,HYG,157,0.001812,0.004124,0.751414,0.6115
neutral_mixed|macro_expansion|dev,IAU,189,0.006162,0.006527,1.155004,0.5556
neutral_mixed|macro_expansion|dev,IEF,191,0.001991,0.002815,0.817396,0.5759
neutral_mixed|macro_expansion|dev,IWM,191,0.004479,0.012752,0.696607,0.5707
neutral_mixed|macro_expansion|dev,LQD,191,0.002058,0.003748,0.839145,0.5969
neutral_mixed|macro_expansion|dev,MBB,157,0.000588,0.001692,0.427382,0.586
neutral_mixed|macro_expansion|dev,PDBC,117,-0.001933,0.002743,-0.263501,0.5214
neutral_mixed|macro_expansion|dev,QQQ,191,0.010567,0.014774,1.878226,0.644
neutral_mixed|macro_expansion|dev,SHY,191,0.000675,0.000568,1.239745,0.5916
neutral_mixed|macro_expansion|dev,SLV,162,-0.001526,-0.006993,-0.186136,0.4444
neutral_mixed|macro_expansion|dev,SPY,191,0.007566,0.011783,1.6568,0.6283
neutral_mixed|macro_expansion|dev,TIP,191,0.001884,0.00266,0.959982,0.6126
neutral_mixed|macro_expansion|dev,TLT,191,0.004467,0.004061,0.925755,0.5602
neutral_mixed|macro_expansion|dev,USO,162,0.000154,0.007615,0.011102,0.5247
neutral_mixed|macro_expansion|dev,UUP,157,0.002571,0.003208,1.105509,0.5924
neutral_mixed|macro_expansion|dev,VEA,156,0.004034,0.00658,0.737537,0.5705
neutral_mixed|macro_expansion|dev,VNQ,191,0.008452,0.013246,1.454619,0.6335
neutral_mixed|macro_expansion|dev,VTV,191,0.007332,0.011467,1.634332,0.6283
neutral_mixed|macro_expansion|dev,VUG,191,0.0085,0.014456,1.64177,0.6335
neutral_mixed|macro_expansion|dev,VWO,183,0.002669,0.005105,0.386611,0.5738
neutral_mixed|macro_expansion|dev,XLB,191,0.002765,0.006082,0.430834,0.5497
neutral_mixed|macro_expansion|dev,XLE,191,0.010503,0.009086,1.093269,0.5812
neutral_mixed|macro_expansion|dev,XLF,191,0.005181,0.010289,0.859349,0.6335
neutral_mixed|macro_expansion|dev,XLI,191,0.006499,0.010616,1.152214,0.5654
neutral_mixed|macro_expansion|dev,XLK,191,0.008785,0.010759,1.657896,0.6387
neutral_mixed|macro_expansion|dev,XLP,191,0.008499,0.009435,2.188695,0.6335
neutral_mixed|macro_expansion|dev,XLU,191,0.012346,0.014479,2.433964,0.6859
neutral_mixed|macro_expansion|dev,XLV,191,0.011371,0.012578,2.395359,0.6649
neutral_mixed|macro_expansion|dev,XLY,191,0.007318,0.010443,1.226755,0.6387
neutral_mixed|macro_slowdown|dev,BIL,59,0.000831,0.0,3.615084,0.4068
neutral_mixed|macro_slowdown|dev,DBA,69,0.009492,0.002745,1.90293,0.5362
neutral_mixed|macro_slowdown|dev,EEM,78,0.019732,0.019674,3.554893,0.641
neutral_mixed|macro_slowdown|dev,EFA,78,0.014366,0.013177,3.313982,0.6923
neutral_mixed|macro_slowdown|dev,EWJ,78,0.002561,0.007878,0.480068,0.641
neutral_mixed|macro_slowdown|dev,GLD,78,0.007396,0.003901,1.205422,0.5513
neutral_mixed|macro_slowdown|dev,HYG,66,0.005798,0.006517,2.745247,0.7121
neutral_mixed|macro_slowdown|dev,IAU,77,0.007736,0.004129,1.251611,0.5584
neutral_mixed|macro_slowdown|dev,IEF,78,-0.000925,-0.003482,-0.391251,0.3718
neutral_mixed|macro_slowdown|dev,IWM,78,0.020262,0.02024,3.671133,0.7179
neutral_mixed|macro_slowdown|dev,LQD,78,0.002866,0.003076,1.083376,0.6026
neutral_mixed|macro_slowdown|dev,MBB,69,0.001678,6e-06,0.870893,0.5072
neutral_mixed|macro_slowdown|dev,PDBC,18,0.004207,-0.002903,0.609227,0.4444
neutral_mixed|macro_slowdown|dev,QQQ,78,0.025035,0.026812,4.736037,0.7692
neutral_mixed|macro_slowdown|dev,SHY,78,0.001241,0.000574,2.81807,0.6538
neutral_mixed|macro_slowdown|dev,SLV,70,0.019708,0.010022,1.530282,0.5429
neutral_mixed|macro_slowdown|dev,SPY,78,0.021115,0.020763,5.688209,0.8333
neutral_mixed|macro_slowdown|dev,TIP,78,0.000213,-0.000201,0.107934,0.4744
neutral_mixed|macro_slowdown|dev,TLT,78,-0.00175,-0.004162,-0.35692,0.4359
neutral_mixed|macro_slowdown|dev,USO,70,0.008096,0.007315,0.914878,0.5571
neutral_mixed|macro_slowdown|dev,UUP,69,-0.004526,-0.004371,-2.203205,0.3478
neutral_mixed|macro_slowdown|dev,VEA,58,0.012872,0.012471,2.699107,0.6379
neutral_mixed|macro_slowdown|dev,VNQ,78,0.009244,0.007186,1.558596,0.6667
neutral_mixed|macro_slowdown|dev,VTV,78,0.018778,0.02111,5.204418,0.8205
neutral_mixed|macro_slowdown|dev,VUG,78,0.023182,0.02101,5.077784,0.8077
neutral_mixed|macro_slowdown|dev,VWO,77,0.019674,0.02028,3.643889,0.6364
neutral_mixed|macro_slowdown|dev,XLB,78,0.021457,0.023536,4.338859,0.7308
neutral_mixed|macro_slowdown|dev,XLE,78,0.023896,0.024188,3.469824,0.7564
neutral_mixed|macro_slowdown|dev,XLF,78,0.018318,0.018802,3.306054,0.6667
neutral_mixed|macro_slowdown|dev,XLI,78,0.02138,0.019472,4.816122,0.7564
neutral_mixed|macro_slowdown|dev,XLK,78,0.028102,0.027555,5.434408,0.7821
neutral_mixed|macro_slowdown|dev,XLP,78,0.01472,0.014664,4.235018,0.7308
neutral_mixed|macro_slowdown|dev,XLU,78,0.010385,0.013092,1.925809,0.6026
neutral_mixed|macro_slowdown|dev,XLV,78,0.013877,0.009375,3.205641,0.6667
neutral_mixed|macro_slowdown|dev,XLY,78,0.020001,0.021635,3.96988,0.7564
neutral_mixed|macro_slowdown|holdout,BIL,56,0.003238,0.003177,47.536135,1.0
neutral_mixed|macro_slowdown|holdout,DBA,56,0.012476,0.009344,2.334522,0.6607
neutral_mixed|macro_slowdown|holdout,EEM,56,0.012513,0.017549,1.78488,0.6071
neutral_mixed|macro_slowdown|holdout,EFA,56,0.008854,0.018981,1.430403,0.6607
neutral_mixed|macro_slowdown|holdout,EWJ,56,0.009955,0.015143,1.440055,0.6964
neutral_mixed|macro_slowdown|holdout,GLD,56,0.027622,0.030564,3.77573,0.75
neutral_mixed|macro_slowdown|holdout,HYG,56,0.003484,0.005065,2.355789,0.6429
neutral_mixed|macro_slowdown|holdout,IAU,56,0.027728,0.030665,3.793353,0.75
neutral_mixed|macro_slowdown|holdout,IEF,56,0.001582,0.004314,0.693639,0.5893
neutral_mixed|macro_slowdown|holdout,IWM,56,0.001549,0.006089,0.210836,0.625
neutral_mixed|macro_slowdown|holdout,LQD,56,0.001088,0.003575,0.477043,0.5893
neutral_mixed|macro_slowdown|holdout,MBB,56,0.002893,0.004952,1.516722,0.6786
neutral_mixed|macro_slowdown|holdout,PDBC,56,0.023588,0.011011,3.178948,0.6429
neutral_mixed|macro_slowdown|holdout,QQQ,56,0.001914,0.007637,0.310394,0.6071
neutral_mixed|macro_slowdown|holdout,SHY,56,0.002629,0.003479,4.558006,0.7857
neutral_mixed|macro_slowdown|holdout,SLV,56,0.046736,0.042787,2.600175,0.6786
neutral_mixed|macro_slowdown|holdout,SPY,56,0.002741,0.012996,0.546303,0.6071
neutral_mixed|macro_slowdown|holdout,TIP,56,0.002592,0.003456,1.722143,0.6429
neutral_mixed|macro_slowdown|holdout,TLT,56,-0.001659,0.002444,-0.380624,0.5536
neutral_mixed|macro_slowdown|holdout,USO,56,0.040142,-0.007562,1.979043,0.4643
neutral_mixed|macro_slowdown|holdout,UUP,56,0.005015,0.005794,1.957444,0.5179
neutral_mixed|macro_slowdown|holdout,VEA,56,0.010104,0.016986,1.649539,0.6786
neutral_mixed|macro_slowdown|holdout,VNQ,56,0.004036,0.009735,0.745469,0.6071
neutral_mixed|macro_slowdown|holdout,VTV,56,0.008081,0.017655,1.674839,0.625
neutral_mixed|macro_slowdown|holdout,VUG,56,-0.00137,0.007185,-0.208898,0.5714
neutral_mixed|macro_slowdown|holdout,VWO,56,0.009634,0.008587,1.534571,0.6607
neutral_mixed|macro_slowdown|holdout,XLB,56,0.006002,0.015273,0.792831,0.5536
neutral_mixed|macro_slowdown|holdout,XLE,56,0.023706,0.024921,2.737524,0.625
neutral_mixed|macro_slowdown|holdout,XLF,56,0.004755,0.01284,0.729873,0.5357
neutral_mixed|macro_slowdown|holdout,XLI,56,0.008213,0.013815,1.246625,0.5893
neutral_mixed|macro_slowdown|holdout,XLK,56,-0.001777,-0.003623,-0.260436,0.4821
neutral_mixed|macro_slowdown|holdout,XLP,56,0.007279,0.0068,1.262233,0.5179
neutral_mixed|macro_slowdown|holdout,XLU,56,0.011562,0.003999,1.953121,0.5536
neutral_mixed|macro_slowdown|holdout,XLV,56,0.001281,0.001029,0.229785,0.5179
neutral_mixed|macro_slowdown|holdout,XLY,56,0.004041,0.008776,0.486382,0.5536
neutral_mixed|macro_stress|dev,BIL,87,0.000546,0.0,3.105741,0.4368
neutral_mixed|macro_stress|dev,DBA,89,0.01983,0.028077,2.705777,0.7303
neutral_mixed|macro_stress|dev,EEM,111,0.024443,0.03174,2.989194,0.6937
neutral_mixed|macro_stress|dev,EFA,111,0.021048,0.023654,3.116117,0.7207
neutral_mixed|macro_stress|dev,EWJ,111,0.014653,0.017897,2.675382,0.6577
neutral_mixed|macro_stress|dev,GLD,111,0.018229,0.020383,2.745516,0.6667
neutral_mixed|macro_stress|dev,HYG,87,0.012667,0.015115,3.795977,0.7586
neutral_mixed|macro_stress|dev,IAU,111,0.018495,0.020195,2.783698,0.6577
neutral_mixed|macro_stress|dev,IEF,111,0.004064,0.005683,1.98928,0.6577
neutral_mixed|macro_stress|dev,IWM,111,0.028214,0.0316,3.680013,0.7207
neutral_mixed|macro_stress|dev,LQD,111,0.00558,0.008174,2.020363,0.7027
neutral_mixed|macro_stress|dev,MBB,88,0.003114,0.002868,2.928731,0.7045
neutral_mixed|macro_stress|dev,PDBC,20,0.034426,0.037735,6.833548,0.85
neutral_mixed|macro_stress|dev,QQQ,111,0.017381,0.028097,2.288435,0.6847
neutral_mixed|macro_stress|dev,SHY,111,0.001974,0.001564,4.105171,0.7297
neutral_mixed|macro_stress|dev,SLV,101,0.041645,0.036525,2.831029,0.6733
neutral_mixed|macro_stress|dev,SPY,111,0.016151,0.020766,2.880245,0.7027
neutral_mixed|macro_stress|dev,TIP,111,0.005906,0.005977,3.414589,0.7297
neutral_mixed|macro_stress|dev,TLT,111,0.002307,0.007451,0.665703,0.5495
neutral_mixed|macro_stress|dev,USO,101,0.013322,0.003214,1.23426,0.5149
neutral_mixed|macro_stress|dev,UUP,89,-0.009053,-0.009046,-3.271105,0.3483
neutral_mixed|macro_stress|dev,VEA,85,0.021591,0.024743,2.996404,0.6824
neutral_mixed|macro_stress|dev,VNQ,111,0.028234,0.030422,3.210725,0.7027
neutral_mixed|macro_stress|dev,VTV,111,0.017927,0.02087,3.051218,0.7387
neutral_mixed|macro_stress|dev,VUG,111,0.015676,0.024845,2.537437,0.6757
neutral_mixed|macro_stress|dev,VWO,111,0.023811,0.031331,2.873117,0.7117
neutral_mixed|macro_stress|dev,XLB,111,0.022059,0.026597,2.786268,0.6757
neutral_mixed|macro_stress|dev,XLE,111,0.025451,0.031006,2.211525,0.6667
neutral_mixed|macro_stress|dev,XLF,111,0.020612,0.016886,2.236,0.6577
neutral_mixed|macro_stress|dev,XLI,111,0.017144,0.018387,2.26248,0.6847
neutral_mixed|macro_stress|dev,XLK,111,0.015685,0.025907,2.145482,0.6396
neutral_mixed|macro_stress|dev,XLP,111,0.011205,0.010526,2.961692,0.6847
neutral_mixed|macro_stress|dev,XLU,111,0.009081,0.011986,1.769408,0.6757
neutral_mixed|macro_stress|dev,XLV,111,0.015528,0.017971,3.531408,0.6937
neutral_mixed|macro_stress|dev,XLY,111,0.017471,0.022804,2.367346,0.6937
neutral_mixed|macro_overheating|dev,BIL,38,0.000729,0.000219,4.070707,0.5526
neutral_mixed|macro_overheating|dev,DBA,38,0.004512,0.000448,0.812067,0.5
neutral_mixed|macro_overheating|dev,EEM,55,-0.009062,-0.005984,-1.051946,0.4364
neutral_mixed|macro_overheating|dev,EFA,55,-0.001699,0.007727,-0.256247,0.5455
neutral_mixed|macro_overheating|dev,EWJ,55,-0.004776,-0.005272,-0.656275,0.4909
neutral_mixed|macro_overheating|dev,GLD,55,0.012789,0.004439,1.594406,0.6182
neutral_mixed|macro_overheating|dev,HYG,38,0.002966,0.004377,0.904194,0.5789
neutral_mixed|macro_overheating|dev,IAU,55,0.012627,0.003855,1.570657,0.6182
neutral_mixed|macro_overheating|dev,IEF,55,0.002882,0.000598,1.306224,0.5273
neutral_mixed|macro_overheating|dev,IWM,55,-0.00224,0.005893,-0.341128,0.5273
neutral_mixed|macro_overheating|dev,LQD,55,0.000782,0.00022,0.432398,0.5273
neutral_mixed|macro_overheating|dev,MBB,38,0.001025,0.002121,0.91226,0.7632
neutral_mixed|macro_overheating|dev,PDBC,19,0.028277,0.044092,4.178241,0.6842
neutral_mixed|macro_overheating|dev,QQQ,55,-0.003727,-0.003781,-0.654351,0.4545
neutral_mixed|macro_overheating|dev,SHY,55,0.001296,0.00057,2.479109,0.6182
neutral_mixed|macro_overheating|dev,SLV,42,-0.005526,-0.015365,-0.455619,0.4524
neutral_mixed|macro_overheating|dev,SPY,55,-0.001749,0.005966,-0.389648,0.5273
neutral_mixed|macro_overheating|dev,TIP,55,0.002026,0.00277,1.154851,0.5636
neutral_mixed|macro_overheating|dev,TLT,55,0.004857,0.005053,0.993862,0.5273
neutral_mixed|macro_overheating|dev,USO,44,0.002152,0.011499,0.185711,0.5909
neutral_mixed|macro_overheating|dev,UUP,38,0.0014,-0.002766,0.63871,0.4474
neutral_mixed|macro_overheating|dev,VEA,34,-0.006021,-0.004098,-0.881358,0.5
neutral_mixed|macro_overheating|dev,VNQ,55,0.000727,0.010624,0.109312,0.5818
neutral_mixed|macro_overheating|dev,VTV,55,0.00085,0.011047,0.172948,0.5455
neutral_mixed|macro_overheating|dev,VUG,55,-0.004769,-0.003562,-1.028171,0.4545
neutral_mixed|macro_overheating|dev,VWO,55,-0.007857,-0.006409,-0.894436,0.4727
neutral_mixed|macro_overheating|dev,XLB,55,0.002857,0.015357,0.443159,0.5818
neutral_mixed|macro_overheating|dev,XLE,55,0.003089,0.007264,0.398547,0.5091
neutral_mixed|macro_overheating|dev,XLF,55,-0.006245,-0.005609,-0.861236,0.4727
neutral_mixed|macro_overheating|dev,XLI,55,0.004859,0.00629,0.955263,0.5636
neutral_mixed|macro_overheating|dev,XLK,55,-0.004245,-0.004126,-0.775903,0.4364
neutral_mixed|macro_overheating|dev,XLP,55,0.003811,0.006375,1.125607,0.6727
neutral_mixed|macro_overheating|dev,XLU,55,0.007789,0.011187,1.645958,0.6727
neutral_mixed|macro_overheating|dev,XLV,55,-0.002148,-0.002451,-0.448893,0.4727
neutral_mixed|macro_overheating|dev,XLY,55,-0.005136,0.001778,-1.056265,0.5455
