annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,strategy_name,strategy_type,model_name,target,top_n,weighting,wrapper,split,cost_bps,comparison_label,comparison_name,source_path,category
0.2326180366040309,0.27546362548064196,0.8444600850589545,-0.2943551506056784,0.7902631774079223,-0.078019811321498,0.6685841458451733,0.034766375583949016,0.0,0.0,0.9708729144175492,1.0,2.9909638554216866,332,temporal_cnn_classifier_top_quintile_forward_4w_seq26__top3__inverse_vol__raw_ml,model,temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,3.0,inverse_vol,raw_ml,holdout,10.0,Best raw sequence model,,,
0.11655065433061451,0.12084122760840912,0.9644941270234494,-0.11341231663787943,1.0276719300493231,-0.03627059595287649,0.34174415822115034,0.01777069622749982,0.25150602409638556,0.0,0.7057961226141306,0.7484939759036144,10.548192771084338,332,lstm_classifier_top_quintile_forward_4w_seq26__top10__inverse_vol__bil_fallback,model,lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,10.0,inverse_vol,bil_fallback,holdout,10.0,Best defensive-overlay sequence model,,,
0.18030392323580813,0.19887825343562715,0.9066045186995211,-0.2939825671554346,0.6133150172148737,-0.06094876356286421,0.43731969439066304,0.022740624108312044,,,,,9.96987951807229,332,mlx4_best_mlp,mlx4_baseline,,,,,,holdout,10.0,MLX-4 best MLP,,,
0.16848819903090573,0.2078376432363644,0.8106721978140008,-0.37549676421397293,0.44870745926027333,-0.06523533863291693,0.6193395087666357,0.03220565445586242,,,,,9.96987951807229,332,mlx3_best_tabular_ml,mlx3_baseline,,,,,,holdout,10.0,MLX-3 best tabular ML,,,
0.2221162307305733,0.25571212670304233,0.8686182919612419,-0.43496487191276045,0.5106532620756613,-0.07832213606960786,0.4696704970258159,0.02442286584534243,0.0,0.0,0.8783970151224793,1.0,2.9909638554216866,332,baseline_top_momentum_momentum_12_1__top3__inverse_vol,baseline_momentum,,,3.0,inverse_vol,,holdout,10.0,Simple momentum baseline,,,
0.15439387535880078,0.19251158983971733,0.8019978199096851,-0.3182895551463313,0.4850736471318367,-0.060627983563085554,0.0030120481927710845,0.00015662650602409636,0.0,0.9969879518072289,0.9969879518072289,1.0,0.9969879518072289,332,baseline_spy_buy_hold,baseline,,,,,,holdout,10.0,SPY,,,
0.09490986896628573,0.11986196314047522,0.791826418319661,-0.2075726303450739,0.45723691417555967,-0.03705295982571703,0.0030120481927710845,0.00015662650602409636,0.0,0.5981927710843372,0.5981927710843372,1.0,1.9939759036144578,332,baseline_60_40_spy_ief_or_agg,baseline,,,,,,holdout,10.0,60/40,,,
0.0806746221962884,0.08604358919273446,0.937601777810317,-0.139754039463866,0.5772614695487723,-0.0272982669707991,0.05597522886750206,0.0029107119011096342,0.25530579038791873,0.06575043400225739,0.4094562090273949,,,328,current_production_improved_phase2b_regime_confidence_boost,,,,,,,holdout,,Current production,current_production_improved_phase2b_regime_confidence_boost,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_regime_confidence_boost.csv,current_production
0.08040069214115908,0.0852674107394025,0.9429240485193426,-0.13674121541523354,0.5879770184652177,-0.027149708992946112,0.05645382318178438,0.002935598805452295,0.2564607925553641,0.06567639486848151,0.4091468627597091,,,328,official_shadow_improved_phase2b_combo_abc,,,,,,,holdout,,Official shadow,official_shadow_improved_phase2b_combo_abc,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase2b_combo_abc.csv,official_shadow
0.09640932857027051,0.09006811457832387,1.0704046489885417,-0.12438730493510075,0.7750736992056562,-0.027214076194124446,0.0843634101391389,0.004386897327234533,0.24154954016701355,0.06800806192549569,0.404220524146011,,,328,project_improved_phase4b_sector_phase3_hybrid,,,,,,,holdout,,Phase 4B best,project_improved_phase4b_sector_phase3_hybrid,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase4b_sector_phase3_hybrid.csv,phase4b
0.09568953337118158,0.09474362643889185,1.0099838582060168,-0.1376773422974955,0.6950274589439273,-0.029199686794691666,0.07878569386568358,0.004096856081015059,0.19783827274229485,0.05216125111291164,0.4366903805763116,,,328,project_improved_phase6_recovery_quality_rerisk,,,,,,,holdout,,Phase 6 best,project_improved_phase6_recovery_quality_rerisk,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase6_recovery_quality_rerisk.csv,phase6
0.09573288700028493,0.09468597657863004,1.0110566575905304,-0.13831359201362692,0.6921437409481285,-0.02915191897237595,0.0786404938202689,0.004089305678653472,0.1977515956515017,0.05198046052206144,0.43169145888346655,,,328,project_improved_phase7_expression_boost,,,,,,,holdout,,Phase 7 stretch/best,project_improved_phase7_expression_boost,data/05_layer3_portfolio_construction/portfolio_version_returns_improved_phase7_expression_boost.csv,phase7
