annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_weight,average_spy_weight,average_offensive_weight,average_ml_exposure,average_number_of_etfs_held,active_weeks,strategy_name,strategy_type,model_name,target,top_n,weighting,wrapper,split,cost_bps
0.12357772883923945,0.23522359460957457,0.525362810836874,-0.5574874091467226,0.2216690938874919,-0.07526434819945742,0.534256301029464,0.02778132765353213,0.0,0.0,0.9577564785232517,1.0,2.9201277955271565,939,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__raw_ml,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,raw_ml,train,10.0
-0.021784731311686567,0.19854531444341714,-0.10972170948861619,-0.3012738995201508,-0.07230872420871456,-0.05816357637327125,0.5128205128205129,0.026666666666666665,0.0,0.0,1.0,1.0,3.0,104,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__raw_ml,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,raw_ml,validation,10.0
-0.0017680190129719664,0.2567073145509079,-0.006887295035067451,-0.42099048150284557,-0.00419966505337726,-0.08078616172245115,0.5110441767068272,0.026574297188755022,0.0,0.0,0.9829317269076304,1.0,2.9909638554216866,332,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__raw_ml,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,raw_ml,holdout,10.0
0.08684164661439553,0.15247718370240299,0.569538631982399,-0.4179047615250868,0.2078024818321732,-0.049462630886029396,0.41909833155839543,0.02179311324103656,0.3357294994675186,0.0,0.6381966631167909,0.6642705005324814,3.7124600638977636,939,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__regime_gate,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,regime_gate,train,10.0
0.02900418205687494,0.10380643218106066,0.2794064052436118,-0.18408879081979101,0.15755539447954675,-0.031619895979624175,0.3596153846153846,0.0187,0.4264423076923078,0.0,0.5735576923076923,0.5735576923076923,3.7884615384615383,104,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__regime_gate,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,regime_gate,validation,10.0
0.009166622152409154,0.16049839628036672,0.05711348128610852,-0.2714898997593209,0.033764136936716524,-0.053109891237248796,0.43333333333333335,0.02253333333333333,0.32665662650602406,0.0,0.6606927710843374,0.6733433734939759,3.6234939759036147,332,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__regime_gate,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,regime_gate,holdout,10.0
0.09474194312581297,0.18996575581829306,0.49873169360290376,-0.5510977548424136,0.17191495028482637,-0.06317867136622915,0.495030173943912,0.025741569045083422,0.1869009584664537,0.0,0.7767128150514733,0.8130990415335463,3.4014909478168263,939,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__bil_fallback,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,bil_fallback,train,10.0
0.02467642783811086,0.11829046290230362,0.20860876889535196,-0.2150004931862909,0.1147738196894718,-0.03629401095761511,0.405448717948718,0.021083333333333332,0.34615384615384615,0.0,0.6538461538461539,0.6538461538461539,3.75,104,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__bil_fallback,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,bil_fallback,validation,10.0
0.010874022206211142,0.17869132526662337,0.06085366589556674,-0.3171238188211346,0.03428951583212471,-0.05872963413692589,0.46034136546184734,0.023937751004016065,0.25150602409638556,0.0,0.7331827309236948,0.7484939759036144,3.569277108433735,332,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__bil_fallback,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,bil_fallback,holdout,10.0
0.060719360981081216,0.11343501006191704,0.5352788433477313,-0.3836600637184179,0.15826343871340587,-0.03721318472004953,0.3155160621961351,0.016406835234199023,0.4851483134243094,0.0,0.48199246887838454,0.5148516865756905,3.8764643237486687,939,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__vol_target,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,vol_target,train,10.0
0.01647391394643294,0.11067695884489824,0.1488468251961941,-0.18567875554677937,0.0887226645715134,-0.03352644736043133,0.36437729947381886,0.01894761957263858,0.4113560726966781,0.0,0.5886439273033219,0.5886439273033219,3.9615384615384617,104,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__vol_target,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,vol_target,validation,10.0
0.005355679382698542,0.11754986992473948,0.045560912880018324,-0.2175325753237739,0.024620125858056834,-0.03834134192222599,0.28495970011214955,0.01481790440583178,0.5510704469110556,0.0,0.44205351745658134,0.44892955308894433,3.9698795180722892,332,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__vol_target,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,vol_target,holdout,10.0
0.07866491516139984,0.14761169271455438,0.5329179126312096,-0.3068308647437339,0.2563787552047641,-0.048469418130952714,0.363187788427405,0.01888576499822506,0.3648562300319489,0.0,0.6009762158324459,0.6351437699680512,3.5228966986155483,939,gru_classifier_beats_SPY_4w_seq26__top3__equal_weight__drawdown_kill_switch,model,gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,3.0,equal_weight,drawdown_kill_switch,train,10.0
