strategy,strategy_type,evidence_grade,eligible_for_trustworthy_ranking,promotion_status,conservative_sharpe,annual_return_delta_vs_spy,sharpe_delta_vs_spy,bias_flags,matched_periods,max_return_reconstruction_error,mean_return_reconstruction_error,return_reconstruction_pass,max_cost_reconciliation_error,cost_reconciliation_pass,unpriced_exposure_weeks,unpriced_exposure_events,negative_exposure_weeks,maximum_gross_exposure,static_multi_asset_zero_turnover,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,recent_observations,recent_years,recent_total_return,recent_annual_return,recent_annual_volatility,recent_sharpe_zero_rf,recent_sortino_zero_target,recent_max_drawdown,recent_max_drawdown_duration_weeks,recent_calmar,recent_cvar_5_weekly,recent_positive_week_share,recent_worst_week,recent_best_week,annual_return_10bps,annual_return_25bps,annual_return_50bps,sharpe_10bps,sharpe_25bps,sharpe_50bps,average_weekly_turnover,beta_to_spy,annual_alpha_zero_rf,annual_tracking_error,information_ratio,rolling_windows,worst_3y_sharpe,positive_3y_sharpe_share,spy_win_3y_share,bootstrap_samples,bootstrap_block_weeks,annual_return_ci_low,annual_return_ci_high,sharpe_ci_low,sharpe_ci_high,scoreboard_rank
composite_selective_strength_weighted,strategy_logic,B,True,research_only_no_untouched_holdout,0.39606815551313784,-0.03513563528192898,0.07892968824231339,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,9.020562075079397e-17,2.991224828695716e-17,True,1.0842021724855044e-19,True,0,0,0,1.0000000000000002,False,1109,21.326923076923077,3.2581365989666597,0.07029509097470354,0.09861824044940207,0.7386657145567637,1.0746736880916983,-0.20159352970863842,151,0.3486971584668441,-0.03153381301801757,0.5897204688908927,-0.0929197463641458,0.11351104876223429,276,5.3076923076923075,0.5015875051049377,0.07960071908360078,0.08762151894494939,0.9182618915271774,1.4680965555062826,-0.13592257904044047,86,0.5856327892359776,-0.023180054066185164,0.5760869565217391,-0.03082753192082107,0.04823546202077728,0.07029509097470354,0.06707421253295465,0.06172501872798031,0.7386657145567637,0.7078990555286543,0.6565211623114934,0.038651455114547,0.2651054068560406,0.04210959012697282,0.1556736422445404,-0.2768233213354978,954,-0.0760298286933655,0.9916142557651991,0.21069182389937108,500,13,0.03547289271956042,0.10529999886405825,0.39606815551313784,1.1353639292105666,1
baseline_market_proxy_buy_hold,baseline,B,True,research_only_no_untouched_holdout,0.24521099222333273,0.0,0.0,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,1.1102230246251565e-16,4.890346935937128e-17,True,0.0,True,0,0,0,1.0,False,1109,21.326923076923077,7.479956671927333,0.10543072625663252,0.17573696617434,0.6597360263144503,0.939295320259662,-0.5461301944883741,252,0.1930505350567591,-0.0580042680963308,0.569882777276826,-0.19793350420686306,0.1329225835284513,276,5.3076923076923075,0.9779657320332689,0.13712794427447372,0.16023418807945564,0.8828075230470244,1.354131581181557,-0.23927185593503653,101,0.5731051975945914,-0.04577155879170386,0.5543478260869565,-0.09066696975241956,0.06620030338598448,0.10543072625663252,0.10543072625663252,0.10543072625663252,0.6597360263144503,0.6597360263144503,0.6597360263144503,0.0,1.0,0.0,0.0,0.0,954,-0.6524126295708635,0.8825995807127882,0.0,500,13,0.029109542025549086,0.17703667307923154,0.24521099222333273,1.1125270464308108,2
composite_regime_conditioned,strategy_logic,C,True,research_only_no_untouched_holdout,0.5419181376409429,-0.03340844833951029,0.24623120305455037,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;nonzero_positions_exist_when_the_asset_return_is_missing;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,9.107298248878237e-17,2.624599028915279e-17,True,1.0842021724855044e-19,True,91,91,0,1.0,False,1109,21.326923076923077,3.4071146183137158,0.07202227791712223,0.08038958149834438,0.9059672293690006,1.322052064016347,-0.12187109564754195,87,0.5909709561109937,-0.026767689903000484,0.5843101893597836,-0.0590364120580425,0.045830065208408745,276,5.3076923076923075,0.5693980372571916,0.08862236333591711,0.0791469912993352,1.1131902824007616,1.688044481967619,-0.09874917009595341,87,0.8974491962798654,-0.02433202604317322,0.5797101449275363,-0.03238314384289415,0.033883090987123006,0.07202227791712223,0.06589244132499106,0.05574426335790705,0.9059672293690006,0.8339137954132894,0.7132557211430118,0.07353471596032461,0.24468889570010469,0.04446109395872455,0.14910491686730226,-0.2891231370900632,954,-0.0519485807778508,0.9979035639412998,0.20964360587002095,500,13,0.041856238746269106,0.10292910579798867,0.5419181376409429,1.2928757289475423,3
composite_anti_chop_clarity,later_experimental_artifact,C,True,research_only_no_untouched_holdout,0.5037427791438186,-0.026989575904392993,0.16390930112364566,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;nonzero_positions_exist_when_the_asset_return_is_missing;no_primary_layer2_manifest_entry,1108,9.020562075079397e-17,3.021471102375209e-17,True,1.0842021724855044e-19,True,75,75,0,1.0000000000000002,False,1108,21.307692307692307,3.998235174968353,0.07844115035223953,0.09752765879686151,0.8236453274380959,1.225156958008198,-0.18009823633129496,121,0.4355464659184401,-0.030580523859171354,0.575812274368231,-0.08461968461132516,0.07738579280775346,276,5.3076923076923075,0.416259451779994,0.06776623567797047,0.0963915611583025,0.7286451664452418,1.116947745253723,-0.18009823633129474,121,0.3762737329271396,-0.026134128179609827,0.5434782608695652,-0.04199048557563284,0.04063957270299157,0.07844115035223953,0.06860107799809678,0.052389886384561324,0.8236453274380959,0.7291422522937012,0.5715384977250141,0.11758675639920306,0.13514781542973403,0.06463431335103004,0.17907341079092087,-0.1998938179933837,953,-0.2851585489742025,0.9643231899265478,0.2193074501573977,500,13,0.04482768003794088,0.11757920906764144,0.5037427791438186,1.1976028670762418,4
composite_trend_quality_refined,strategy_logic,C,True,research_only_no_untouched_holdout,0.4624506741131338,0.0004509341423362123,0.14033777866155484,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;nonzero_positions_exist_when_the_asset_return_is_missing;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,8.673617379884035e-17,3.089722005321428e-17,True,0.0,True,33,33,0,1.0,False,1109,21.326923076923077,7.554037355567896,0.10588166039896874,0.1378320186500134,0.8000738049760051,1.163764569080716,-0.2624925074753782,114,0.40337021965817604,-0.04514017312583628,0.5689810640216412,-0.1014030357876428,0.08561556365379398,276,5.3076923076923075,1.020230354693636,0.14166660733921965,0.13580759892566616,1.0443486780205085,1.6455999883437427,-0.13329718464138207,66,1.0627876929310576,-0.037242707995542676,0.5797101449275363,-0.059384826631210336,0.0634115951050312,0.10588166039896874,0.10282802760882603,0.09775389313138017,0.8000738049760051,0.7802580137167057,0.7470805355855522,0.035617673579801626,0.5454457931811271,0.04703679812544268,0.12724235442333978,-0.044515210027716565,954,0.16344497965003685,1.0,0.2777777777777778,500,13,0.057905792392017624,0.1561396926835708,0.4624506741131338,1.166055142594959,5
composite_calm_trend_specialist,later_experimental_artifact,C,True,research_only_no_untouched_holdout,0.4477152602925244,-0.03537658310193015,0.17259306474820313,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;nonzero_positions_exist_when_the_asset_return_is_missing;no_primary_layer2_manifest_entry,1108,9.80118763926896e-17,3.050270222581855e-17,True,1.0842021724855044e-19,True,102,102,0,1.0000000000000002,False,1108,21.307692307692307,3.2322248691705573,0.07005414315470238,0.08584203551450466,0.8323290910626534,1.2072150163536373,-0.18133588305994408,108,0.38632256325982994,-0.027622206005517905,0.5785198555956679,-0.08742318600234444,0.08332353725879721,276,5.3076923076923075,0.4857572232720042,0.07744713779893386,0.08670289743672141,0.9041079916584631,1.425562518261333,-0.12261085519113091,108,0.6316499275549954,-0.023166677729150036,0.5434782608695652,-0.036545235330237756,0.03325511599587106,0.07005414315470238,0.059029778597787574,0.04089424853743284,0.8323290910626534,0.7110418027877832,0.5087658827796413,0.13284371209403933,0.2822052477127082,0.03867805839044084,0.14433715142422718,-0.3095186818676002,953,0.20123092731563133,1.0,0.1888772298006296,500,13,0.03614908063863529,0.104712120018284,0.4477152602925244,1.2830505285350422,6
composite_selective_trend_ensemble,strategy_logic,C,True,research_only_no_untouched_holdout,0.44412087813816525,-0.029605340490186594,0.1417133526671691,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;nonzero_positions_exist_when_the_asset_return_is_missing;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,9.71445146547012e-17,2.864644958287636e-17,True,0.0,True,16,16,0,1.0,False,1109,21.326923076923077,3.7528561403078937,0.07582538576644593,0.09713957090377864,0.8014493789816194,1.1810369549321251,-0.22029253238248114,112,0.3442031599818132,-0.029671501042229653,0.5861136158701533,-0.09852410123489004,0.11769917197170149,276,5.3076923076923075,0.46249593002243783,0.07424858962817305,0.08748780897139201,0.8627194427089309,1.3446238419364307,-0.1368734812705199,88,0.5424614683499313,-0.023290287944957928,0.5760869565217391,-0.029420945526620754,0.04017097412733918,0.07582538576644593,0.07346662888774547,0.0695446494448273,0.8014493789816194,0.7788292720997733,0.7409821205052578,0.0281785392245266,0.2783508116287279,0.04558045352058857,0.15207463087255685,-0.2504530752204173,954,-0.15241094855544182,0.9664570230607966,0.21069182389937108,500,13,0.04303643849779272,0.1129762020729077,0.44412087813816525,1.2656227674052514,7
baseline_60_40_proxy,baseline,C,True,research_only_no_untouched_holdout,0.42874647956942896,-0.02448339419042389,0.14747333068883595,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;fixed_multi_asset_weights_record_zero_turnover_and_can_imply_free_rebalancing;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,1.0408340855860843e-16,3.181238836129695e-17,True,0.0,True,0,0,0,1.0,True,1109,21.326923076923077,4.259527079266976,0.08094733206620863,0.10312346995621677,0.8072093570032862,1.1701564775868094,-0.3138361944792657,153,0.25792860571904686,-0.032731417160364304,0.5888187556357078,-0.12958999396235504,0.08608339903296287,276,5.3076923076923075,0.47864804358197355,0.07647392734906,0.10384886345327386,0.7617746630166089,1.1692270873622899,-0.20757269548022372,109,0.36841997533507953,-0.0292947950844098,0.5579710144927537,-0.046917730631323644,0.04611910263617519,0.08094733206620863,0.08094733206620863,0.08094733206620863,0.8072093570032862,0.8072093570032862,0.8072093570032862,0.0,0.5690153369570102,0.01727058730409423,0.07982219191364687,-0.4096326733358019,954,-0.40501812170053714,0.9664570230607966,0.20440251572327045,500,13,0.04134087593504974,0.12359530959317634,0.42874647956942896,1.2960829541397505,8
composite_selective_signals,strategy_logic,C,True,research_only_no_untouched_holdout,0.4168911781748984,-0.029605340490186594,0.1417133526671691,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;nonzero_positions_exist_when_the_asset_return_is_missing;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,9.71445146547012e-17,2.864644958287636e-17,True,0.0,True,16,16,0,1.0,False,1109,21.326923076923077,3.7528561403078937,0.07582538576644593,0.09713957090377864,0.8014493789816194,1.1810369549321251,-0.22029253238248114,112,0.3442031599818132,-0.029671501042229653,0.5861136158701533,-0.09852410123489004,0.11769917197170149,276,5.3076923076923075,0.46249593002243783,0.07424858962817305,0.08748780897139201,0.8627194427089309,1.3446238419364307,-0.1368734812705199,88,0.5424614683499313,-0.023290287944957928,0.5760869565217391,-0.029420945526620754,0.04017097412733918,0.07582538576644593,0.07346662888774547,0.0695446494448273,0.8014493789816194,0.7788292720997733,0.7409821205052578,0.0281785392245266,0.2783508116287279,0.04558045352058857,0.15207463087255685,-0.2504530752204173,954,-0.15241094855544182,0.9664570230607966,0.21069182389937108,500,13,0.0405246309893295,0.1121259699905256,0.4168911781748984,1.265425836241271,9
dual_momentum_topn,strategy_logic,C,True,research_only_no_untouched_holdout,0.3999501663301307,-0.01796025558506642,0.06813455835623006,research_and_selection_used_this_history_not_an_untouched_holdout;multiple_testing_across_33_saved_strategies;current_etf_universe_can_create_survivorship_selection_bias;nonzero_positions_exist_when_the_asset_return_is_missing;lag_is_declared_but_signal_generation_was_not_independently_reexecuted,1109,9.280770596475918e-17,3.160324683762791e-17,True,0.0,True,55,55,0,1.0,False,1109,21.326923076923077,4.979607019393936,0.0874704706715661,0.12629728001593524,0.7278705846706803,1.0525558338854404,-0.1807663773170427,143,0.48388683763990753,-0.042021375020712744,0.5446348061316502,-0.08736917960887021,0.0820414098756061,276,5.3076923076923075,0.837715629629634,0.12148008391875043,0.12402448211510693,0.9872535381002878,1.5190341798416596,-0.14069235019528226,97,0.8634448408185305,-0.035843657723323485,0.5833333333333334,-0.05904286296578489,0.05381894401125836,0.0874704706715661,0.08388591551691205,0.07793264788599252,0.7278705846706803,0.7016669326092881,0.6578174056113529,0.04238052299368801,0.39171208733936735,0.046512972609374634,0.1504646748790835,-0.15958518311488806,954,-0.10439780262866316,0.9979035639412998,0.21593291404612158,500,13,0.0448139680137986,0.13189385850016738,0.3999501663301307,1.0837862975719688,10
