decision_date,ticker,research_weight,research_score,momentum_52w_skip_4w,volatility_26w,median_daily_value_idr,feature_asof_date
2019-02-01,ICBP,0.1,0.4046153846153846,0.2349869233475792,0.21907287884977913,54826155000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,WOOD,0.06758399422016884,0.3553846153846154,1.7927927236716217,0.3723882678333155,7603979000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,BDMN,0.1,0.35230769230769227,0.15829141974498495,0.23895457158450914,25167590000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,BBCA,0.1,0.34923076923076923,0.09735465102743812,0.16777956528058985,438095400000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,HOKI,0.0694631499299167,0.34615384615384615,0.7996322684973971,0.3623142135981115,12341810000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,GGRM,0.1,0.32307692307692304,0.06467253915403237,0.20657096343147818,69759000000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,ASII,0.1,0.27076923076923076,-0.014408882195253492,0.2337104273813916,271173765000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,CPIN,0.05519084142199923,0.26461538461538464,1.2599093819945963,0.4560083864000241,48764302500.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,BBRI,0.09020330181411766,0.2646153846153846,0.008514092740061319,0.2790084845537942,407855267474.5752,2019-01-31 23:59:59.999999999+00:00
2019-02-01,MAPI,0.07084125992950831,0.2538461538461539,0.11262850066066221,0.35526593634767056,8110843000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,ERAA,0.05020675113625775,0.25076923076923074,1.9885681237459623,0.5012769392825801,64715388000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,TLKM,0.09651070154803162,0.24615384615384617,-0.029688895702085105,0.26077405030964446,314276739000.0,2019-01-31 23:59:59.999999999+00:00
2019-02-01,CASH_IDR,0.0,,,,,
2019-03-01,BDMN,0.1,0.3955223880597015,0.43287605302045873,0.24670289381234642,31961225000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,BBCA,0.1,0.37462686567164183,0.24513859881647382,0.1476491158815684,435982400000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,ICBP,0.1,0.34029850746268653,0.21117284386141177,0.2109376604425067,57768525000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,CPIN,0.06499860755206528,0.3298507462686567,1.2606253370774891,0.40101684374602536,63439530000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,MAPI,0.08157553984191075,0.30149253731343284,0.3466962608036741,0.3195263739465221,9646620000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,HOKI,0.07660975327946076,0.29552238805970144,0.42709669840514985,0.3402378330776326,13873212000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,MYOR,0.1,0.2761194029850746,0.08021121236554762,0.18342065321742604,5461274000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,PTBA,0.06578031625101721,0.27164179104477604,0.5489390299672794,0.39625130941830516,60594453000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,SMSM,0.09962499405778757,0.2671641791044776,0.15180347779911596,0.26163651696979223,5331281500.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,GGRM,0.1,0.2611940298507463,0.07814033122270025,0.19082410027798072,69759000000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,WOOD,0.058641193928114316,0.2582089552238806,1.0134227922883117,0.44449191263684695,8875065000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,ERAA,0.05276959508964426,0.2567164179104477,1.119497950915374,0.4939499043745933,56744080000.0,2019-02-28 23:59:59.999999999+00:00
2019-03-01,CASH_IDR,0.0,,,,,
2019-04-01,ACES,0.09634236150836052,0.3205882352941176,0.3788502786395638,0.30107547719980526,16968624500.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,GGRM,0.1,0.30735294117647055,0.3151844192232509,0.28215639601795334,66823300000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,ICBP,0.1,0.3044117647058823,0.27616951101560505,0.2591141033707149,51328530000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,BBCA,0.1,0.29411764705882354,0.2018179970049665,0.13915259061226465,353744617500.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,PTBA,0.07924520582039303,0.286764705882353,0.5125959580837713,0.36603252102629125,52364790000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,WOOD,0.06685593405870027,0.2838235294117647,1.7656249440505118,0.43386309493810843,10384844000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,PNBN,0.07215338656990679,0.2529411764705882,0.5327101794998814,0.40200916193424435,11047608000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,SMSM,0.09799815482731486,0.2529411764705882,0.2494912722330349,0.29598845526018935,6715375000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,CPIN,0.0570105268265623,0.23823529411764707,1.0971303305957636,0.5087888865494783,51807910000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,BRPT,0.08276457349495203,0.23823529411764705,0.32204071126545974,0.3504678540686849,26452038956.569702,2019-03-31 23:59:59.999999999+00:00
2019-04-01,MAPI,0.07351710384025623,0.23529411764705885,0.40225607281942577,0.3945520287185554,12632762000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,INCO,0.07411275305355404,0.22941176470588232,0.3906809360062744,0.3913809873548451,43291520000.0,2019-03-31 23:59:59.999999999+00:00
2019-04-01,CASH_IDR,0.0,,,,,
2019-05-02,TOWR,0.07883148522634248,0.36774193548387096,5.7750718573049085,0.33305173609614175,9954192500.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,BRPT,0.08911095044461005,0.35,0.5776316291665622,0.29463228573676115,54708027689.770996,2019-05-01 23:59:59.999999999+00:00
2019-05-02,BBRI,0.1,0.33709677419354833,0.40924076369144524,0.15214644505183253,320676093558.7141,2019-05-01 23:59:59.999999999+00:00
2019-05-02,SMGR,0.08793482001554427,0.3338709677419355,0.53151167162467,0.29857299996781267,46232307606.884766,2019-05-01 23:59:59.999999999+00:00
2019-05-02,MAPI,0.06605290134166739,0.31129032258064515,11.482516992044772,0.397483872477659,9887414500.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,JSMR,0.08137805235338388,0.27903225806451615,0.4745144854383856,0.32262953283347995,26396952500.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,BBNI,0.1,0.27580645161290324,0.3010033450936689,0.1864681089517974,119622390000.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,WIKA,0.06773456212185083,0.27419354838709675,0.6058395566234174,0.38761545348797627,38362314000.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,BBCA,0.1,0.2629032258064516,0.2595010339811834,0.12122735058630843,262899630000.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,PNBN,0.07070932567202298,0.25483870967741934,0.5277776492891137,0.371308349558463,9090552000.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,WOOD,0.05992197763045604,0.25,1.3108107044898891,0.43815247847104305,12430162500.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,GGRM,0.0983259251941221,0.19193548387096776,0.22396457650750934,0.26701974033639936,70794562500.0,2019-05-01 23:59:59.999999999+00:00
2019-05-02,CASH_IDR,1.1102230246251565e-16,,,,,
2019-06-10,BBCA,0.1,0.4161290322580645,0.2763631545938132,0.19899975650994078,231865095000.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,BBRI,0.1,0.41290322580645156,0.3121020424669536,0.23601365512059191,383279449915.81934,2019-06-09 23:59:59.999999999+00:00
2019-06-10,BRPT,0.07394040212801159,0.35967741935483866,0.8546596718151869,0.3696252665627035,98157586976.43347,2019-06-09 23:59:59.999999999+00:00
2019-06-10,TOWR,0.0930594246045945,0.33709677419354833,0.25804718812222593,0.29368589976184345,6851460000.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,GGRM,0.09914851013655387,0.3338709677419355,0.2325830297253293,0.27564953632362965,79019647500.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,SMGR,0.07942824969864508,0.3225806451612903,0.3474321643090279,0.34408715979531374,61045044746.85449,2019-06-09 23:59:59.999999999+00:00
2019-06-10,ICBP,0.1,0.2725806451612903,0.13822562586733955,0.2437748819625702,48653412500.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,WOOD,0.05932155218678015,0.27096774193548384,0.6869564168316002,0.46071351538927413,10921520000.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,WIKA,0.062202998778828456,0.2564516129032257,0.37857827314768655,0.4393717567137928,55032948000.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,RALS,0.08815580723042889,0.24354838709677418,0.18791949116361972,0.31002201335281,5346169500.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,ACES,0.09138237664767003,0.24193548387096775,0.18382362337744373,0.29907561883286393,17679585000.0,2019-06-09 23:59:59.999999999+00:00
2019-06-10,CPIN,0.053360678588487497,0.21935483870967745,0.4335260028809085,0.5121794094315779,43081808000.0,2019-06-09 23:59:59.999999999+00:00
