decision_date,direction,band,target_turnover,realized_turnover,buffer_held,adjustment_fraction
2005-01-07,initial,0.0,0.0,0.0,False,1.0
2005-01-14,risk_exit,0.0,0.0,0.0,True,0.0
2005-01-21,risk_exit,0.0,0.0,0.0,True,0.0
2005-01-28,risk_exit,0.0,0.0,0.0,True,0.0
2005-02-04,risk_exit,0.0,0.0,0.0,True,0.0
2005-02-11,risk_exit,0.0,0.0,0.0,True,0.0
2005-02-18,risk_exit,0.0,0.0,0.0,True,0.0
2005-02-25,risk_exit,0.0,0.0,0.0,True,0.0
2005-03-04,risk_exit,0.0,0.0,0.0,True,0.0
2005-03-11,risk_exit,0.0,0.0,0.0,True,0.0
2005-03-18,risk_exit,0.0,0.0,0.0,True,0.0
2005-03-25,risk_exit,0.0,0.0,0.0,True,0.0
2005-04-01,risk_exit,0.0,0.0,0.0,True,0.0
2005-04-08,risk_exit,0.0,0.0,0.0,True,0.0
2005-04-15,risk_exit,0.0,0.0,0.0,True,0.0
2005-04-22,risk_exit,0.0,0.0,0.0,True,0.0
2005-04-29,risk_exit,0.0,0.0,0.0,True,0.0
2005-05-06,risk_exit,0.0,0.0,0.0,True,0.0
2005-05-13,risk_exit,0.0,0.0,0.0,True,0.0
2005-05-20,risk_exit,0.0,0.0,0.0,True,0.0
2005-05-27,risk_exit,0.0,0.0,0.0,True,0.0
2005-06-03,risk_exit,0.0,0.0,0.0,True,0.0
2005-06-10,risk_exit,0.0,0.0,0.0,True,0.0
2005-06-17,risk_exit,0.0,0.0,0.0,True,0.0
2005-06-24,risk_exit,0.0,0.0,0.0,True,0.0
2005-07-01,risk_exit,0.0,0.0,0.0,True,0.0
2005-07-08,risk_exit,0.0,0.0,0.0,True,0.0
2005-07-15,risk_exit,0.0,0.0,0.0,True,0.0
2005-07-22,risk_exit,0.0,0.0,0.0,True,0.0
2005-07-29,risk_entry,0.0,0.625,0.625,False,1.0
2005-08-05,risk_exit,0.0,0.0,0.0,True,0.0
2005-08-12,risk_exit,0.0,0.0,0.0,True,0.0
2005-08-19,risk_exit,0.0,0.0,0.0,True,0.0
2005-08-26,risk_entry,0.0,0.3333333333333333,0.3333333333333333,False,1.0
2005-09-02,risk_exit,0.0,0.0,0.0,True,0.0
2005-09-09,risk_exit,0.0,0.0,0.0,True,0.0
2005-09-16,risk_exit,0.0,0.0,0.0,True,0.0
2005-09-23,risk_exit,0.0,0.0,0.0,True,0.0
2005-09-30,risk_entry,0.0,0.20833333333333343,0.20833333333333343,False,1.0
2005-10-07,risk_exit,0.0,0.0,0.0,True,0.0
2005-10-14,risk_exit,0.0,0.0,0.0,True,0.0
2005-10-21,risk_exit,0.0,0.0,0.0,True,0.0
2005-10-28,risk_exit,0.0,0.2083333333333334,0.2083333333333334,False,1.0
2005-11-04,risk_exit,0.0,0.0,0.0,True,0.0
2005-11-11,risk_exit,0.0,0.0,0.0,True,0.0
2005-11-18,risk_exit,0.0,0.0,0.0,True,0.0
2005-11-25,risk_exit,0.0,0.29166666666666663,0.29166666666666663,False,1.0
2005-12-02,risk_exit,0.0,0.0,0.0,True,0.0
2005-12-09,risk_exit,0.0,0.0,0.0,True,0.0
2005-12-16,risk_exit,0.0,0.0,0.0,True,0.0
2005-12-23,risk_exit,0.0,0.0,0.0,True,0.0
2005-12-30,risk_exit,0.0,0.25,0.25,False,1.0
2006-01-06,risk_exit,0.0,0.0,0.0,True,0.0
2006-01-13,risk_exit,0.0,0.0,0.0,True,0.0
2006-01-20,risk_exit,0.0,0.0,0.0,True,0.0
2006-01-27,risk_entry,0.0,0.45,0.45,False,1.0
2006-02-03,risk_exit,0.0,0.0,0.0,True,0.0
2006-02-10,risk_exit,0.0,0.0,0.0,True,0.0
2006-02-17,risk_exit,0.0,0.0,0.0,True,0.0
2006-02-24,risk_exit,0.0,0.26666666666666666,0.26666666666666666,False,1.0
2006-03-03,risk_exit,0.0,0.0,0.0,True,0.0
2006-03-10,risk_exit,0.0,0.0,0.0,True,0.0
2006-03-17,risk_exit,0.0,0.0,0.0,True,0.0
2006-03-24,risk_exit,0.0,0.0,0.0,True,0.0
2006-03-31,risk_exit,0.0,0.13333333333333333,0.13333333333333333,False,1.0
2006-04-07,risk_exit,0.0,0.0,0.0,True,0.0
2006-04-14,risk_exit,0.0,0.0,0.0,True,0.0
2006-04-21,risk_exit,0.0,0.0,0.0,True,0.0
2006-04-28,risk_exit,0.0,0.13333333333333336,0.13333333333333336,False,1.0
2006-05-05,risk_exit,0.0,0.0,0.0,True,0.0
2006-05-12,risk_exit,0.0,0.0,0.0,True,0.0
2006-05-19,risk_exit,0.0,0.0,0.0,True,0.0
2006-05-26,risk_exit,0.0,0.04999999999999999,0.04999999999999999,False,1.0
2006-06-02,risk_exit,0.0,0.0,0.0,True,0.0
2006-06-09,risk_exit,0.0,0.0,0.0,True,0.0
2006-06-16,risk_exit,0.0,0.0,0.0,True,0.0
2006-06-23,risk_exit,0.0,0.0,0.0,True,0.0
2006-06-30,risk_exit,0.0,0.2666666666666666,0.2666666666666666,False,1.0
2006-07-07,risk_exit,0.0,0.0,0.0,True,0.0
2006-07-14,risk_exit,0.0,0.0,0.0,True,0.0
2006-07-21,risk_exit,0.0,0.0,0.0,True,0.0
2006-07-28,risk_entry,0.0,0.1333333333333333,0.1333333333333333,False,1.0
2006-08-04,risk_exit,0.0,0.0,0.0,True,0.0
2006-08-11,risk_exit,0.0,0.0,0.0,True,0.0
2006-08-18,risk_exit,0.0,0.0,0.0,True,0.0
2006-08-25,risk_entry,0.0,0.31666666666666665,0.31666666666666665,False,1.0
2006-09-01,risk_exit,0.0,0.0,0.0,True,0.0
2006-09-08,risk_exit,0.0,0.0,0.0,True,0.0
2006-09-15,risk_exit,0.0,0.0,0.0,True,0.0
2006-09-22,risk_exit,0.0,0.0,0.0,True,0.0
2006-09-29,risk_entry,0.0,0.1833333333333333,0.1833333333333333,False,1.0
2006-10-06,risk_exit,0.0,0.0,0.0,True,0.0
2006-10-13,risk_exit,0.0,0.0,0.0,True,0.0
2006-10-20,risk_exit,0.0,0.0,0.0,True,0.0
